,CID,Name,Party,last_name,first_name,crp_web_format,2016_assets_link,2016_liabilities_link,2015_assets_link,2015_liabilities_link,2014_assets_link,2014_liabilities_link,2013_assets_link,2013_liabilities_link,2012_assets_link,2012_liabilities_link,2011_assets_link,2011_liabilities_link,2010_assets_link,2010_liabilities_link
262,N00026314,"Rodgers, Cathy McMorris",R,Rodgers,Cathy,Cathy-Rodgers,https://www.opensecrets.org/personal-finances/assets/Cathy-Rodgers.csv?cid=N00026314&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Cathy-Rodgers.csv?cid=N00026314&year=2016,https://www.opensecrets.org/personal-finances/assets/Cathy-Rodgers.csv?cid=N00026314&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Cathy-Rodgers.csv?cid=N00026314&year=2015,https://www.opensecrets.org/personal-finances/assets/Cathy-Rodgers.csv?cid=N00026314&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Cathy-Rodgers.csv?cid=N00026314&year=2014,https://www.opensecrets.org/personal-finances/assets/Cathy-Rodgers.csv?cid=N00026314&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Cathy-Rodgers.csv?cid=N00026314&year=2013,https://www.opensecrets.org/personal-finances/assets/Cathy-Rodgers.csv?cid=N00026314&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Cathy-Rodgers.csv?cid=N00026314&year=2012,https://www.opensecrets.org/personal-finances/assets/Cathy-Rodgers.csv?cid=N00026314&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Cathy-Rodgers.csv?cid=N00026314&year=2011,https://www.opensecrets.org/personal-finances/assets/Cathy-Rodgers.csv?cid=N00026314&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Cathy-Rodgers.csv?cid=N00026314&year=2010
263,N00028463,"Roe, Phil",R,Roe,Phil,Phil-Roe,https://www.opensecrets.org/personal-finances/assets/Phil-Roe.csv?cid=N00028463&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Phil-Roe.csv?cid=N00028463&year=2016,https://www.opensecrets.org/personal-finances/assets/Phil-Roe.csv?cid=N00028463&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Phil-Roe.csv?cid=N00028463&year=2015,https://www.opensecrets.org/personal-finances/assets/Phil-Roe.csv?cid=N00028463&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Phil-Roe.csv?cid=N00028463&year=2014,https://www.opensecrets.org/personal-finances/assets/Phil-Roe.csv?cid=N00028463&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Phil-Roe.csv?cid=N00028463&year=2013,https://www.opensecrets.org/personal-finances/assets/Phil-Roe.csv?cid=N00028463&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Phil-Roe.csv?cid=N00028463&year=2012,https://www.opensecrets.org/personal-finances/assets/Phil-Roe.csv?cid=N00028463&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Phil-Roe.csv?cid=N00028463&year=2011,https://www.opensecrets.org/personal-finances/assets/Phil-Roe.csv?cid=N00028463&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Phil-Roe.csv?cid=N00028463&year=2010
264,N00000286,"Romney, Mitt",R,Romney,Mitt,Mitt-Romney,https://www.opensecrets.org/personal-finances/assets/Mitt-Romney.csv?cid=N00000286&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Mitt-Romney.csv?cid=N00000286&year=2016,https://www.opensecrets.org/personal-finances/assets/Mitt-Romney.csv?cid=N00000286&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Mitt-Romney.csv?cid=N00000286&year=2015,https://www.opensecrets.org/personal-finances/assets/Mitt-Romney.csv?cid=N00000286&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Mitt-Romney.csv?cid=N00000286&year=2014,https://www.opensecrets.org/personal-finances/assets/Mitt-Romney.csv?cid=N00000286&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Mitt-Romney.csv?cid=N00000286&year=2013,https://www.opensecrets.org/personal-finances/assets/Mitt-Romney.csv?cid=N00000286&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Mitt-Romney.csv?cid=N00000286&year=2012,https://www.opensecrets.org/personal-finances/assets/Mitt-Romney.csv?cid=N00000286&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Mitt-Romney.csv?cid=N00000286&year=2011,https://www.opensecrets.org/personal-finances/assets/Mitt-Romney.csv?cid=N00000286&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Mitt-Romney.csv?cid=N00000286&year=2010
265,N00040007,"Rooney, Francis",R,Rooney,Francis,Francis-Rooney,https://www.opensecrets.org/personal-finances/assets/Francis-Rooney.csv?cid=N00040007&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Francis-Rooney.csv?cid=N00040007&year=2016,https://www.opensecrets.org/personal-finances/assets/Francis-Rooney.csv?cid=N00040007&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Francis-Rooney.csv?cid=N00040007&year=2015,https://www.opensecrets.org/personal-finances/assets/Francis-Rooney.csv?cid=N00040007&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Francis-Rooney.csv?cid=N00040007&year=2014,https://www.opensecrets.org/personal-finances/assets/Francis-Rooney.csv?cid=N00040007&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Francis-Rooney.csv?cid=N00040007&year=2013,https://www.opensecrets.org/personal-finances/assets/Francis-Rooney.csv?cid=N00040007&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Francis-Rooney.csv?cid=N00040007&year=2012,https://www.opensecrets.org/personal-finances/assets/Francis-Rooney.csv?cid=N00040007&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Francis-Rooney.csv?cid=N00040007&year=2011,https://www.opensecrets.org/personal-finances/assets/Francis-Rooney.csv?cid=N00040007&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Francis-Rooney.csv?cid=N00040007&year=2010
266,N00041588,"Rose, Max",D,Rose,Max,Max-Rose,https://www.opensecrets.org/personal-finances/assets/Max-Rose.csv?cid=N00041588&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Max-Rose.csv?cid=N00041588&year=2016,https://www.opensecrets.org/personal-finances/assets/Max-Rose.csv?cid=N00041588&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Max-Rose.csv?cid=N00041588&year=2015,https://www.opensecrets.org/personal-finances/assets/Max-Rose.csv?cid=N00041588&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Max-Rose.csv?cid=N00041588&year=2014,https://www.opensecrets.org/personal-finances/assets/Max-Rose.csv?cid=N00041588&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Max-Rose.csv?cid=N00041588&year=2013,https://www.opensecrets.org/personal-finances/assets/Max-Rose.csv?cid=N00041588&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Max-Rose.csv?cid=N00041588&year=2012,https://www.opensecrets.org/personal-finances/assets/Max-Rose.csv?cid=N00041588&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Max-Rose.csv?cid=N00041588&year=2011,https://www.opensecrets.org/personal-finances/assets/Max-Rose.csv?cid=N00041588&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Max-Rose.csv?cid=N00041588&year=2010
267,N00038734,"Rosen, Jacky",D,Rosen,Jacky,Jacky-Rosen,https://www.opensecrets.org/personal-finances/assets/Jacky-Rosen.csv?cid=N00038734&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Jacky-Rosen.csv?cid=N00038734&year=2016,https://www.opensecrets.org/personal-finances/assets/Jacky-Rosen.csv?cid=N00038734&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Jacky-Rosen.csv?cid=N00038734&year=2015,https://www.opensecrets.org/personal-finances/assets/Jacky-Rosen.csv?cid=N00038734&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Jacky-Rosen.csv?cid=N00038734&year=2014,https://www.opensecrets.org/personal-finances/assets/Jacky-Rosen.csv?cid=N00038734&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Jacky-Rosen.csv?cid=N00038734&year=2013,https://www.opensecrets.org/personal-finances/assets/Jacky-Rosen.csv?cid=N00038734&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Jacky-Rosen.csv?cid=N00038734&year=2012,https://www.opensecrets.org/personal-finances/assets/Jacky-Rosen.csv?cid=N00038734&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Jacky-Rosen.csv?cid=N00038734&year=2011,https://www.opensecrets.org/personal-finances/assets/Jacky-Rosen.csv?cid=N00038734&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Jacky-Rosen.csv?cid=N00038734&year=2010
268,N00040666,"Rouda, Harley",D,Rouda,Harley,Harley-Rouda,https://www.opensecrets.org/personal-finances/assets/Harley-Rouda.csv?cid=N00040666&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Harley-Rouda.csv?cid=N00040666&year=2016,https://www.opensecrets.org/personal-finances/assets/Harley-Rouda.csv?cid=N00040666&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Harley-Rouda.csv?cid=N00040666&year=2015,https://www.opensecrets.org/personal-finances/assets/Harley-Rouda.csv?cid=N00040666&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Harley-Rouda.csv?cid=N00040666&year=2014,https://www.opensecrets.org/personal-finances/assets/Harley-Rouda.csv?cid=N00040666&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Harley-Rouda.csv?cid=N00040666&year=2013,https://www.opensecrets.org/personal-finances/assets/Harley-Rouda.csv?cid=N00040666&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Harley-Rouda.csv?cid=N00040666&year=2012,https://www.opensecrets.org/personal-finances/assets/Harley-Rouda.csv?cid=N00040666&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Harley-Rouda.csv?cid=N00040666&year=2011,https://www.opensecrets.org/personal-finances/assets/Harley-Rouda.csv?cid=N00040666&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Harley-Rouda.csv?cid=N00040666&year=2010
269,N00033527,"Rouzer, David",R,Rouzer,David,David-Rouzer,https://www.opensecrets.org/personal-finances/assets/David-Rouzer.csv?cid=N00033527&year=2016,https://www.opensecrets.org/personal-finances/liabilities/David-Rouzer.csv?cid=N00033527&year=2016,https://www.opensecrets.org/personal-finances/assets/David-Rouzer.csv?cid=N00033527&year=2015,https://www.opensecrets.org/personal-finances/liabilities/David-Rouzer.csv?cid=N00033527&year=2015,https://www.opensecrets.org/personal-finances/assets/David-Rouzer.csv?cid=N00033527&year=2014,https://www.opensecrets.org/personal-finances/liabilities/David-Rouzer.csv?cid=N00033527&year=2014,https://www.opensecrets.org/personal-finances/assets/David-Rouzer.csv?cid=N00033527&year=2013,https://www.opensecrets.org/personal-finances/liabilities/David-Rouzer.csv?cid=N00033527&year=2013,https://www.opensecrets.org/personal-finances/assets/David-Rouzer.csv?cid=N00033527&year=2012,https://www.opensecrets.org/personal-finances/liabilities/David-Rouzer.csv?cid=N00033527&year=2012,https://www.opensecrets.org/personal-finances/assets/David-Rouzer.csv?cid=N00033527&year=2011,https://www.opensecrets.org/personal-finances/liabilities/David-Rouzer.csv?cid=N00033527&year=2011,https://www.opensecrets.org/personal-finances/assets/David-Rouzer.csv?cid=N00033527&year=2010,https://www.opensecrets.org/personal-finances/liabilities/David-Rouzer.csv?cid=N00033527&year=2010
270,N00042268,"Roy, Chip",R,Roy,Chip,Chip-Roy,https://www.opensecrets.org/personal-finances/assets/Chip-Roy.csv?cid=N00042268&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Chip-Roy.csv?cid=N00042268&year=2016,https://www.opensecrets.org/personal-finances/assets/Chip-Roy.csv?cid=N00042268&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Chip-Roy.csv?cid=N00042268&year=2015,https://www.opensecrets.org/personal-finances/assets/Chip-Roy.csv?cid=N00042268&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Chip-Roy.csv?cid=N00042268&year=2014,https://www.opensecrets.org/personal-finances/assets/Chip-Roy.csv?cid=N00042268&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Chip-Roy.csv?cid=N00042268&year=2013,https://www.opensecrets.org/personal-finances/assets/Chip-Roy.csv?cid=N00042268&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Chip-Roy.csv?cid=N00042268&year=2012,https://www.opensecrets.org/personal-finances/assets/Chip-Roy.csv?cid=N00042268&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Chip-Roy.csv?cid=N00042268&year=2011,https://www.opensecrets.org/personal-finances/assets/Chip-Roy.csv?cid=N00042268&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Chip-Roy.csv?cid=N00042268&year=2010
271,N00006671,"Roybal-Allard, Lucille",D,Roybal-Allard,Lucille,Lucille-Roybal-Allard,https://www.opensecrets.org/personal-finances/assets/Lucille-Roybal-Allard.csv?cid=N00006671&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Lucille-Roybal-Allard.csv?cid=N00006671&year=2016,https://www.opensecrets.org/personal-finances/assets/Lucille-Roybal-Allard.csv?cid=N00006671&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Lucille-Roybal-Allard.csv?cid=N00006671&year=2015,https://www.opensecrets.org/personal-finances/assets/Lucille-Roybal-Allard.csv?cid=N00006671&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Lucille-Roybal-Allard.csv?cid=N00006671&year=2014,https://www.opensecrets.org/personal-finances/assets/Lucille-Roybal-Allard.csv?cid=N00006671&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Lucille-Roybal-Allard.csv?cid=N00006671&year=2013,https://www.opensecrets.org/personal-finances/assets/Lucille-Roybal-Allard.csv?cid=N00006671&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Lucille-Roybal-Allard.csv?cid=N00006671&year=2012,https://www.opensecrets.org/personal-finances/assets/Lucille-Roybal-Allard.csv?cid=N00006671&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Lucille-Roybal-Allard.csv?cid=N00006671&year=2011,https://www.opensecrets.org/personal-finances/assets/Lucille-Roybal-Allard.csv?cid=N00006671&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Lucille-Roybal-Allard.csv?cid=N00006671&year=2010
272,N00033510,"Ruiz, Raul",D,Ruiz,Raul,Raul-Ruiz,https://www.opensecrets.org/personal-finances/assets/Raul-Ruiz.csv?cid=N00033510&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Raul-Ruiz.csv?cid=N00033510&year=2016,https://www.opensecrets.org/personal-finances/assets/Raul-Ruiz.csv?cid=N00033510&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Raul-Ruiz.csv?cid=N00033510&year=2015,https://www.opensecrets.org/personal-finances/assets/Raul-Ruiz.csv?cid=N00033510&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Raul-Ruiz.csv?cid=N00033510&year=2014,https://www.opensecrets.org/personal-finances/assets/Raul-Ruiz.csv?cid=N00033510&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Raul-Ruiz.csv?cid=N00033510&year=2013,https://www.opensecrets.org/personal-finances/assets/Raul-Ruiz.csv?cid=N00033510&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Raul-Ruiz.csv?cid=N00033510&year=2012,https://www.opensecrets.org/personal-finances/assets/Raul-Ruiz.csv?cid=N00033510&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Raul-Ruiz.csv?cid=N00033510&year=2011,https://www.opensecrets.org/personal-finances/assets/Raul-Ruiz.csv?cid=N00033510&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Raul-Ruiz.csv?cid=N00033510&year=2010
273,N00039777,"Rutherford, John",R,Rutherford,John,John-Rutherford,https://www.opensecrets.org/personal-finances/assets/John-Rutherford.csv?cid=N00039777&year=2016,https://www.opensecrets.org/personal-finances/liabilities/John-Rutherford.csv?cid=N00039777&year=2016,https://www.opensecrets.org/personal-finances/assets/John-Rutherford.csv?cid=N00039777&year=2015,https://www.opensecrets.org/personal-finances/liabilities/John-Rutherford.csv?cid=N00039777&year=2015,https://www.opensecrets.org/personal-finances/assets/John-Rutherford.csv?cid=N00039777&year=2014,https://www.opensecrets.org/personal-finances/liabilities/John-Rutherford.csv?cid=N00039777&year=2014,https://www.opensecrets.org/personal-finances/assets/John-Rutherford.csv?cid=N00039777&year=2013,https://www.opensecrets.org/personal-finances/liabilities/John-Rutherford.csv?cid=N00039777&year=2013,https://www.opensecrets.org/personal-finances/assets/John-Rutherford.csv?cid=N00039777&year=2012,https://www.opensecrets.org/personal-finances/liabilities/John-Rutherford.csv?cid=N00039777&year=2012,https://www.opensecrets.org/personal-finances/assets/John-Rutherford.csv?cid=N00039777&year=2011,https://www.opensecrets.org/personal-finances/liabilities/John-Rutherford.csv?cid=N00039777&year=2011,https://www.opensecrets.org/personal-finances/assets/John-Rutherford.csv?cid=N00039777&year=2010,https://www.opensecrets.org/personal-finances/liabilities/John-Rutherford.csv?cid=N00039777&year=2010
274,N00025280,"Ryan, Tim",D,Ryan,Tim,Tim-Ryan,https://www.opensecrets.org/personal-finances/assets/Tim-Ryan.csv?cid=N00025280&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Tim-Ryan.csv?cid=N00025280&year=2016,https://www.opensecrets.org/personal-finances/assets/Tim-Ryan.csv?cid=N00025280&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Tim-Ryan.csv?cid=N00025280&year=2015,https://www.opensecrets.org/personal-finances/assets/Tim-Ryan.csv?cid=N00025280&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Tim-Ryan.csv?cid=N00025280&year=2014,https://www.opensecrets.org/personal-finances/assets/Tim-Ryan.csv?cid=N00025280&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Tim-Ryan.csv?cid=N00025280&year=2013,https://www.opensecrets.org/personal-finances/assets/Tim-Ryan.csv?cid=N00025280&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Tim-Ryan.csv?cid=N00025280&year=2012,https://www.opensecrets.org/personal-finances/assets/Tim-Ryan.csv?cid=N00025280&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Tim-Ryan.csv?cid=N00025280&year=2011,https://www.opensecrets.org/personal-finances/assets/Tim-Ryan.csv?cid=N00025280&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Tim-Ryan.csv?cid=N00025280&year=2010
275,N00030418,"Sablan, Gregorio",I,Sablan,Gregorio,Gregorio-Sablan,https://www.opensecrets.org/personal-finances/assets/Gregorio-Sablan.csv?cid=N00030418&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Gregorio-Sablan.csv?cid=N00030418&year=2016,https://www.opensecrets.org/personal-finances/assets/Gregorio-Sablan.csv?cid=N00030418&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Gregorio-Sablan.csv?cid=N00030418&year=2015,https://www.opensecrets.org/personal-finances/assets/Gregorio-Sablan.csv?cid=N00030418&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Gregorio-Sablan.csv?cid=N00030418&year=2014,https://www.opensecrets.org/personal-finances/assets/Gregorio-Sablan.csv?cid=N00030418&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Gregorio-Sablan.csv?cid=N00030418&year=2013,https://www.opensecrets.org/personal-finances/assets/Gregorio-Sablan.csv?cid=N00030418&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Gregorio-Sablan.csv?cid=N00030418&year=2012,https://www.opensecrets.org/personal-finances/assets/Gregorio-Sablan.csv?cid=N00030418&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Gregorio-Sablan.csv?cid=N00030418&year=2011,https://www.opensecrets.org/personal-finances/assets/Gregorio-Sablan.csv?cid=N00030418&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Gregorio-Sablan.csv?cid=N00030418&year=2010
276,N00009660,"Scalise, Steve",R,Scalise,Steve,Steve-Scalise,https://www.opensecrets.org/personal-finances/assets/Steve-Scalise.csv?cid=N00009660&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Steve-Scalise.csv?cid=N00009660&year=2016,https://www.opensecrets.org/personal-finances/assets/Steve-Scalise.csv?cid=N00009660&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Steve-Scalise.csv?cid=N00009660&year=2015,https://www.opensecrets.org/personal-finances/assets/Steve-Scalise.csv?cid=N00009660&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Steve-Scalise.csv?cid=N00009660&year=2014,https://www.opensecrets.org/personal-finances/assets/Steve-Scalise.csv?cid=N00009660&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Steve-Scalise.csv?cid=N00009660&year=2013,https://www.opensecrets.org/personal-finances/assets/Steve-Scalise.csv?cid=N00009660&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Steve-Scalise.csv?cid=N00009660&year=2012,https://www.opensecrets.org/personal-finances/assets/Steve-Scalise.csv?cid=N00009660&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Steve-Scalise.csv?cid=N00009660&year=2011,https://www.opensecrets.org/personal-finances/assets/Steve-Scalise.csv?cid=N00009660&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Steve-Scalise.csv?cid=N00009660&year=2010
277,N00042706,"Scanlon, Mary Gay",D,Scanlon,Mary,Mary-Scanlon,https://www.opensecrets.org/personal-finances/assets/Mary-Scanlon.csv?cid=N00042706&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Mary-Scanlon.csv?cid=N00042706&year=2016,https://www.opensecrets.org/personal-finances/assets/Mary-Scanlon.csv?cid=N00042706&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Mary-Scanlon.csv?cid=N00042706&year=2015,https://www.opensecrets.org/personal-finances/assets/Mary-Scanlon.csv?cid=N00042706&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Mary-Scanlon.csv?cid=N00042706&year=2014,https://www.opensecrets.org/personal-finances/assets/Mary-Scanlon.csv?cid=N00042706&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Mary-Scanlon.csv?cid=N00042706&year=2013,https://www.opensecrets.org/personal-finances/assets/Mary-Scanlon.csv?cid=N00042706&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Mary-Scanlon.csv?cid=N00042706&year=2012,https://www.opensecrets.org/personal-finances/assets/Mary-Scanlon.csv?cid=N00042706&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Mary-Scanlon.csv?cid=N00042706&year=2011,https://www.opensecrets.org/personal-finances/assets/Mary-Scanlon.csv?cid=N00042706&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Mary-Scanlon.csv?cid=N00042706&year=2010
278,N00004724,"Schakowsky, Jan",D,Schakowsky,Jan,Jan-Schakowsky,https://www.opensecrets.org/personal-finances/assets/Jan-Schakowsky.csv?cid=N00004724&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Jan-Schakowsky.csv?cid=N00004724&year=2016,https://www.opensecrets.org/personal-finances/assets/Jan-Schakowsky.csv?cid=N00004724&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Jan-Schakowsky.csv?cid=N00004724&year=2015,https://www.opensecrets.org/personal-finances/assets/Jan-Schakowsky.csv?cid=N00004724&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Jan-Schakowsky.csv?cid=N00004724&year=2014,https://www.opensecrets.org/personal-finances/assets/Jan-Schakowsky.csv?cid=N00004724&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Jan-Schakowsky.csv?cid=N00004724&year=2013,https://www.opensecrets.org/personal-finances/assets/Jan-Schakowsky.csv?cid=N00004724&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Jan-Schakowsky.csv?cid=N00004724&year=2012,https://www.opensecrets.org/personal-finances/assets/Jan-Schakowsky.csv?cid=N00004724&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Jan-Schakowsky.csv?cid=N00004724&year=2011,https://www.opensecrets.org/personal-finances/assets/Jan-Schakowsky.csv?cid=N00004724&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Jan-Schakowsky.csv?cid=N00004724&year=2010
279,N00009585,"Schiff, Adam",D,Schiff,Adam,Adam-Schiff,https://www.opensecrets.org/personal-finances/assets/Adam-Schiff.csv?cid=N00009585&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Adam-Schiff.csv?cid=N00009585&year=2016,https://www.opensecrets.org/personal-finances/assets/Adam-Schiff.csv?cid=N00009585&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Adam-Schiff.csv?cid=N00009585&year=2015,https://www.opensecrets.org/personal-finances/assets/Adam-Schiff.csv?cid=N00009585&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Adam-Schiff.csv?cid=N00009585&year=2014,https://www.opensecrets.org/personal-finances/assets/Adam-Schiff.csv?cid=N00009585&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Adam-Schiff.csv?cid=N00009585&year=2013,https://www.opensecrets.org/personal-finances/assets/Adam-Schiff.csv?cid=N00009585&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Adam-Schiff.csv?cid=N00009585&year=2012,https://www.opensecrets.org/personal-finances/assets/Adam-Schiff.csv?cid=N00009585&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Adam-Schiff.csv?cid=N00009585&year=2011,https://www.opensecrets.org/personal-finances/assets/Adam-Schiff.csv?cid=N00009585&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Adam-Schiff.csv?cid=N00009585&year=2010
280,N00030071,"Schrader, Kurt",D,Schrader,Kurt,Kurt-Schrader,https://www.opensecrets.org/personal-finances/assets/Kurt-Schrader.csv?cid=N00030071&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Kurt-Schrader.csv?cid=N00030071&year=2016,https://www.opensecrets.org/personal-finances/assets/Kurt-Schrader.csv?cid=N00030071&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Kurt-Schrader.csv?cid=N00030071&year=2015,https://www.opensecrets.org/personal-finances/assets/Kurt-Schrader.csv?cid=N00030071&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Kurt-Schrader.csv?cid=N00030071&year=2014,https://www.opensecrets.org/personal-finances/assets/Kurt-Schrader.csv?cid=N00030071&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Kurt-Schrader.csv?cid=N00030071&year=2013,https://www.opensecrets.org/personal-finances/assets/Kurt-Schrader.csv?cid=N00030071&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Kurt-Schrader.csv?cid=N00030071&year=2012,https://www.opensecrets.org/personal-finances/assets/Kurt-Schrader.csv?cid=N00030071&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Kurt-Schrader.csv?cid=N00030071&year=2011,https://www.opensecrets.org/personal-finances/assets/Kurt-Schrader.csv?cid=N00030071&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Kurt-Schrader.csv?cid=N00030071&year=2010
