,CID,Name,Party,last_name,first_name,crp_web_format,2016_assets_link,2016_liabilities_link,2015_assets_link,2015_liabilities_link,2014_assets_link,2014_liabilities_link,2013_assets_link,2013_liabilities_link,2012_assets_link,2012_liabilities_link,2011_assets_link,2011_liabilities_link,2010_assets_link,2010_liabilities_link
48,N00033316,"Castro, Joaquin",D,Castro,Joaquin,Joaquin-Castro,https://www.opensecrets.org/personal-finances/assets/Joaquin-Castro.csv?cid=N00033316&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Joaquin-Castro.csv?cid=N00033316&year=2016,https://www.opensecrets.org/personal-finances/assets/Joaquin-Castro.csv?cid=N00033316&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Joaquin-Castro.csv?cid=N00033316&year=2015,https://www.opensecrets.org/personal-finances/assets/Joaquin-Castro.csv?cid=N00033316&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Joaquin-Castro.csv?cid=N00033316&year=2014,https://www.opensecrets.org/personal-finances/assets/Joaquin-Castro.csv?cid=N00033316&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Joaquin-Castro.csv?cid=N00033316&year=2013,https://www.opensecrets.org/personal-finances/assets/Joaquin-Castro.csv?cid=N00033316&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Joaquin-Castro.csv?cid=N00033316&year=2012,https://www.opensecrets.org/personal-finances/assets/Joaquin-Castro.csv?cid=N00033316&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Joaquin-Castro.csv?cid=N00033316&year=2011,https://www.opensecrets.org/personal-finances/assets/Joaquin-Castro.csv?cid=N00033316&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Joaquin-Castro.csv?cid=N00033316&year=2010
49,N00003689,"Chabot, Steve",R,Chabot,Steve,Steve-Chabot,https://www.opensecrets.org/personal-finances/assets/Steve-Chabot.csv?cid=N00003689&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Steve-Chabot.csv?cid=N00003689&year=2016,https://www.opensecrets.org/personal-finances/assets/Steve-Chabot.csv?cid=N00003689&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Steve-Chabot.csv?cid=N00003689&year=2015,https://www.opensecrets.org/personal-finances/assets/Steve-Chabot.csv?cid=N00003689&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Steve-Chabot.csv?cid=N00003689&year=2014,https://www.opensecrets.org/personal-finances/assets/Steve-Chabot.csv?cid=N00003689&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Steve-Chabot.csv?cid=N00003689&year=2013,https://www.opensecrets.org/personal-finances/assets/Steve-Chabot.csv?cid=N00003689&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Steve-Chabot.csv?cid=N00003689&year=2012,https://www.opensecrets.org/personal-finances/assets/Steve-Chabot.csv?cid=N00003689&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Steve-Chabot.csv?cid=N00003689&year=2011,https://www.opensecrets.org/personal-finances/assets/Steve-Chabot.csv?cid=N00003689&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Steve-Chabot.csv?cid=N00003689&year=2010
50,N00035504,"Cheney, Liz",R,Cheney,Liz,Liz-Cheney,https://www.opensecrets.org/personal-finances/assets/Liz-Cheney.csv?cid=N00035504&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Liz-Cheney.csv?cid=N00035504&year=2016,https://www.opensecrets.org/personal-finances/assets/Liz-Cheney.csv?cid=N00035504&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Liz-Cheney.csv?cid=N00035504&year=2015,https://www.opensecrets.org/personal-finances/assets/Liz-Cheney.csv?cid=N00035504&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Liz-Cheney.csv?cid=N00035504&year=2014,https://www.opensecrets.org/personal-finances/assets/Liz-Cheney.csv?cid=N00035504&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Liz-Cheney.csv?cid=N00035504&year=2013,https://www.opensecrets.org/personal-finances/assets/Liz-Cheney.csv?cid=N00035504&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Liz-Cheney.csv?cid=N00035504&year=2012,https://www.opensecrets.org/personal-finances/assets/Liz-Cheney.csv?cid=N00035504&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Liz-Cheney.csv?cid=N00035504&year=2011,https://www.opensecrets.org/personal-finances/assets/Liz-Cheney.csv?cid=N00035504&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Liz-Cheney.csv?cid=N00035504&year=2010
51,N00030600,"Chu, Judy",D,Chu,Judy,Judy-Chu,https://www.opensecrets.org/personal-finances/assets/Judy-Chu.csv?cid=N00030600&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Judy-Chu.csv?cid=N00030600&year=2016,https://www.opensecrets.org/personal-finances/assets/Judy-Chu.csv?cid=N00030600&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Judy-Chu.csv?cid=N00030600&year=2015,https://www.opensecrets.org/personal-finances/assets/Judy-Chu.csv?cid=N00030600&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Judy-Chu.csv?cid=N00030600&year=2014,https://www.opensecrets.org/personal-finances/assets/Judy-Chu.csv?cid=N00030600&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Judy-Chu.csv?cid=N00030600&year=2013,https://www.opensecrets.org/personal-finances/assets/Judy-Chu.csv?cid=N00030600&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Judy-Chu.csv?cid=N00030600&year=2012,https://www.opensecrets.org/personal-finances/assets/Judy-Chu.csv?cid=N00030600&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Judy-Chu.csv?cid=N00030600&year=2011,https://www.opensecrets.org/personal-finances/assets/Judy-Chu.csv?cid=N00030600&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Judy-Chu.csv?cid=N00030600&year=2010
52,N00032019,"Cicilline, David",D,Cicilline,David,David-Cicilline,https://www.opensecrets.org/personal-finances/assets/David-Cicilline.csv?cid=N00032019&year=2016,https://www.opensecrets.org/personal-finances/liabilities/David-Cicilline.csv?cid=N00032019&year=2016,https://www.opensecrets.org/personal-finances/assets/David-Cicilline.csv?cid=N00032019&year=2015,https://www.opensecrets.org/personal-finances/liabilities/David-Cicilline.csv?cid=N00032019&year=2015,https://www.opensecrets.org/personal-finances/assets/David-Cicilline.csv?cid=N00032019&year=2014,https://www.opensecrets.org/personal-finances/liabilities/David-Cicilline.csv?cid=N00032019&year=2014,https://www.opensecrets.org/personal-finances/assets/David-Cicilline.csv?cid=N00032019&year=2013,https://www.opensecrets.org/personal-finances/liabilities/David-Cicilline.csv?cid=N00032019&year=2013,https://www.opensecrets.org/personal-finances/assets/David-Cicilline.csv?cid=N00032019&year=2012,https://www.opensecrets.org/personal-finances/liabilities/David-Cicilline.csv?cid=N00032019&year=2012,https://www.opensecrets.org/personal-finances/assets/David-Cicilline.csv?cid=N00032019&year=2011,https://www.opensecrets.org/personal-finances/liabilities/David-Cicilline.csv?cid=N00032019&year=2011,https://www.opensecrets.org/personal-finances/assets/David-Cicilline.csv?cid=N00032019&year=2010,https://www.opensecrets.org/personal-finances/liabilities/David-Cicilline.csv?cid=N00032019&year=2010
53,N00035278,"Clark, Katherine",D,Clark,Katherine,Katherine-Clark,https://www.opensecrets.org/personal-finances/assets/Katherine-Clark.csv?cid=N00035278&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Katherine-Clark.csv?cid=N00035278&year=2016,https://www.opensecrets.org/personal-finances/assets/Katherine-Clark.csv?cid=N00035278&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Katherine-Clark.csv?cid=N00035278&year=2015,https://www.opensecrets.org/personal-finances/assets/Katherine-Clark.csv?cid=N00035278&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Katherine-Clark.csv?cid=N00035278&year=2014,https://www.opensecrets.org/personal-finances/assets/Katherine-Clark.csv?cid=N00035278&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Katherine-Clark.csv?cid=N00035278&year=2013,https://www.opensecrets.org/personal-finances/assets/Katherine-Clark.csv?cid=N00035278&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Katherine-Clark.csv?cid=N00035278&year=2012,https://www.opensecrets.org/personal-finances/assets/Katherine-Clark.csv?cid=N00035278&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Katherine-Clark.csv?cid=N00035278&year=2011,https://www.opensecrets.org/personal-finances/assets/Katherine-Clark.csv?cid=N00035278&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Katherine-Clark.csv?cid=N00035278&year=2010
54,N00026790,"Cleaver, Emanuel",D,Cleaver,Emanuel,Emanuel-Cleaver,https://www.opensecrets.org/personal-finances/assets/Emanuel-Cleaver.csv?cid=N00026790&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Emanuel-Cleaver.csv?cid=N00026790&year=2016,https://www.opensecrets.org/personal-finances/assets/Emanuel-Cleaver.csv?cid=N00026790&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Emanuel-Cleaver.csv?cid=N00026790&year=2015,https://www.opensecrets.org/personal-finances/assets/Emanuel-Cleaver.csv?cid=N00026790&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Emanuel-Cleaver.csv?cid=N00026790&year=2014,https://www.opensecrets.org/personal-finances/assets/Emanuel-Cleaver.csv?cid=N00026790&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Emanuel-Cleaver.csv?cid=N00026790&year=2013,https://www.opensecrets.org/personal-finances/assets/Emanuel-Cleaver.csv?cid=N00026790&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Emanuel-Cleaver.csv?cid=N00026790&year=2012,https://www.opensecrets.org/personal-finances/assets/Emanuel-Cleaver.csv?cid=N00026790&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Emanuel-Cleaver.csv?cid=N00026790&year=2011,https://www.opensecrets.org/personal-finances/assets/Emanuel-Cleaver.csv?cid=N00026790&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Emanuel-Cleaver.csv?cid=N00026790&year=2010
55,N00042296,"Cline, Ben",R,Cline,Ben,Ben-Cline,https://www.opensecrets.org/personal-finances/assets/Ben-Cline.csv?cid=N00042296&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Ben-Cline.csv?cid=N00042296&year=2016,https://www.opensecrets.org/personal-finances/assets/Ben-Cline.csv?cid=N00042296&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Ben-Cline.csv?cid=N00042296&year=2015,https://www.opensecrets.org/personal-finances/assets/Ben-Cline.csv?cid=N00042296&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Ben-Cline.csv?cid=N00042296&year=2014,https://www.opensecrets.org/personal-finances/assets/Ben-Cline.csv?cid=N00042296&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Ben-Cline.csv?cid=N00042296&year=2013,https://www.opensecrets.org/personal-finances/assets/Ben-Cline.csv?cid=N00042296&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Ben-Cline.csv?cid=N00042296&year=2012,https://www.opensecrets.org/personal-finances/assets/Ben-Cline.csv?cid=N00042296&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Ben-Cline.csv?cid=N00042296&year=2011,https://www.opensecrets.org/personal-finances/assets/Ben-Cline.csv?cid=N00042296&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Ben-Cline.csv?cid=N00042296&year=2010
56,N00041882,"Cloud, Michael",R,Cloud,Michael,Michael-Cloud,https://www.opensecrets.org/personal-finances/assets/Michael-Cloud.csv?cid=N00041882&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Michael-Cloud.csv?cid=N00041882&year=2016,https://www.opensecrets.org/personal-finances/assets/Michael-Cloud.csv?cid=N00041882&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Michael-Cloud.csv?cid=N00041882&year=2015,https://www.opensecrets.org/personal-finances/assets/Michael-Cloud.csv?cid=N00041882&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Michael-Cloud.csv?cid=N00041882&year=2014,https://www.opensecrets.org/personal-finances/assets/Michael-Cloud.csv?cid=N00041882&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Michael-Cloud.csv?cid=N00041882&year=2013,https://www.opensecrets.org/personal-finances/assets/Michael-Cloud.csv?cid=N00041882&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Michael-Cloud.csv?cid=N00041882&year=2012,https://www.opensecrets.org/personal-finances/assets/Michael-Cloud.csv?cid=N00041882&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Michael-Cloud.csv?cid=N00041882&year=2011,https://www.opensecrets.org/personal-finances/assets/Michael-Cloud.csv?cid=N00041882&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Michael-Cloud.csv?cid=N00041882&year=2010
57,N00003225,"Cohen, Steve",D,Cohen,Steve,Steve-Cohen,https://www.opensecrets.org/personal-finances/assets/Steve-Cohen.csv?cid=N00003225&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Steve-Cohen.csv?cid=N00003225&year=2016,https://www.opensecrets.org/personal-finances/assets/Steve-Cohen.csv?cid=N00003225&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Steve-Cohen.csv?cid=N00003225&year=2015,https://www.opensecrets.org/personal-finances/assets/Steve-Cohen.csv?cid=N00003225&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Steve-Cohen.csv?cid=N00003225&year=2014,https://www.opensecrets.org/personal-finances/assets/Steve-Cohen.csv?cid=N00003225&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Steve-Cohen.csv?cid=N00003225&year=2013,https://www.opensecrets.org/personal-finances/assets/Steve-Cohen.csv?cid=N00003225&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Steve-Cohen.csv?cid=N00003225&year=2012,https://www.opensecrets.org/personal-finances/assets/Steve-Cohen.csv?cid=N00003225&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Steve-Cohen.csv?cid=N00003225&year=2011,https://www.opensecrets.org/personal-finances/assets/Steve-Cohen.csv?cid=N00003225&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Steve-Cohen.csv?cid=N00003225&year=2010
58,N00025726,"Cole, Tom",R,Cole,Tom,Tom-Cole,https://www.opensecrets.org/personal-finances/assets/Tom-Cole.csv?cid=N00025726&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Tom-Cole.csv?cid=N00025726&year=2016,https://www.opensecrets.org/personal-finances/assets/Tom-Cole.csv?cid=N00025726&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Tom-Cole.csv?cid=N00025726&year=2015,https://www.opensecrets.org/personal-finances/assets/Tom-Cole.csv?cid=N00025726&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Tom-Cole.csv?cid=N00025726&year=2014,https://www.opensecrets.org/personal-finances/assets/Tom-Cole.csv?cid=N00025726&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Tom-Cole.csv?cid=N00025726&year=2013,https://www.opensecrets.org/personal-finances/assets/Tom-Cole.csv?cid=N00025726&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Tom-Cole.csv?cid=N00025726&year=2012,https://www.opensecrets.org/personal-finances/assets/Tom-Cole.csv?cid=N00025726&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Tom-Cole.csv?cid=N00025726&year=2011,https://www.opensecrets.org/personal-finances/assets/Tom-Cole.csv?cid=N00025726&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Tom-Cole.csv?cid=N00025726&year=2010
59,N00001285,"Collins, Chris",R,Collins,Chris,Chris-Collins,https://www.opensecrets.org/personal-finances/assets/Chris-Collins.csv?cid=N00001285&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Chris-Collins.csv?cid=N00001285&year=2016,https://www.opensecrets.org/personal-finances/assets/Chris-Collins.csv?cid=N00001285&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Chris-Collins.csv?cid=N00001285&year=2015,https://www.opensecrets.org/personal-finances/assets/Chris-Collins.csv?cid=N00001285&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Chris-Collins.csv?cid=N00001285&year=2014,https://www.opensecrets.org/personal-finances/assets/Chris-Collins.csv?cid=N00001285&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Chris-Collins.csv?cid=N00001285&year=2013,https://www.opensecrets.org/personal-finances/assets/Chris-Collins.csv?cid=N00001285&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Chris-Collins.csv?cid=N00001285&year=2012,https://www.opensecrets.org/personal-finances/assets/Chris-Collins.csv?cid=N00001285&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Chris-Collins.csv?cid=N00001285&year=2011,https://www.opensecrets.org/personal-finances/assets/Chris-Collins.csv?cid=N00001285&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Chris-Collins.csv?cid=N00001285&year=2010
60,N00033518,"Collins, Doug",R,Collins,Doug,Doug-Collins,https://www.opensecrets.org/personal-finances/assets/Doug-Collins.csv?cid=N00033518&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Doug-Collins.csv?cid=N00033518&year=2016,https://www.opensecrets.org/personal-finances/assets/Doug-Collins.csv?cid=N00033518&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Doug-Collins.csv?cid=N00033518&year=2015,https://www.opensecrets.org/personal-finances/assets/Doug-Collins.csv?cid=N00033518&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Doug-Collins.csv?cid=N00033518&year=2014,https://www.opensecrets.org/personal-finances/assets/Doug-Collins.csv?cid=N00033518&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Doug-Collins.csv?cid=N00033518&year=2013,https://www.opensecrets.org/personal-finances/assets/Doug-Collins.csv?cid=N00033518&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Doug-Collins.csv?cid=N00033518&year=2012,https://www.opensecrets.org/personal-finances/assets/Doug-Collins.csv?cid=N00033518&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Doug-Collins.csv?cid=N00033518&year=2011,https://www.opensecrets.org/personal-finances/assets/Doug-Collins.csv?cid=N00033518&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Doug-Collins.csv?cid=N00033518&year=2010
61,N00038260,"Comer, James",R,Comer,James,James-Comer,https://www.opensecrets.org/personal-finances/assets/James-Comer.csv?cid=N00038260&year=2016,https://www.opensecrets.org/personal-finances/liabilities/James-Comer.csv?cid=N00038260&year=2016,https://www.opensecrets.org/personal-finances/assets/James-Comer.csv?cid=N00038260&year=2015,https://www.opensecrets.org/personal-finances/liabilities/James-Comer.csv?cid=N00038260&year=2015,https://www.opensecrets.org/personal-finances/assets/James-Comer.csv?cid=N00038260&year=2014,https://www.opensecrets.org/personal-finances/liabilities/James-Comer.csv?cid=N00038260&year=2014,https://www.opensecrets.org/personal-finances/assets/James-Comer.csv?cid=N00038260&year=2013,https://www.opensecrets.org/personal-finances/liabilities/James-Comer.csv?cid=N00038260&year=2013,https://www.opensecrets.org/personal-finances/assets/James-Comer.csv?cid=N00038260&year=2012,https://www.opensecrets.org/personal-finances/liabilities/James-Comer.csv?cid=N00038260&year=2012,https://www.opensecrets.org/personal-finances/assets/James-Comer.csv?cid=N00038260&year=2011,https://www.opensecrets.org/personal-finances/liabilities/James-Comer.csv?cid=N00038260&year=2011,https://www.opensecrets.org/personal-finances/assets/James-Comer.csv?cid=N00038260&year=2010,https://www.opensecrets.org/personal-finances/liabilities/James-Comer.csv?cid=N00038260&year=2010
62,N00034224,"Cook, Paul",R,Cook,Paul,Paul-Cook,https://www.opensecrets.org/personal-finances/assets/Paul-Cook.csv?cid=N00034224&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Paul-Cook.csv?cid=N00034224&year=2016,https://www.opensecrets.org/personal-finances/assets/Paul-Cook.csv?cid=N00034224&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Paul-Cook.csv?cid=N00034224&year=2015,https://www.opensecrets.org/personal-finances/assets/Paul-Cook.csv?cid=N00034224&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Paul-Cook.csv?cid=N00034224&year=2014,https://www.opensecrets.org/personal-finances/assets/Paul-Cook.csv?cid=N00034224&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Paul-Cook.csv?cid=N00034224&year=2013,https://www.opensecrets.org/personal-finances/assets/Paul-Cook.csv?cid=N00034224&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Paul-Cook.csv?cid=N00034224&year=2012,https://www.opensecrets.org/personal-finances/assets/Paul-Cook.csv?cid=N00034224&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Paul-Cook.csv?cid=N00034224&year=2011,https://www.opensecrets.org/personal-finances/assets/Paul-Cook.csv?cid=N00034224&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Paul-Cook.csv?cid=N00034224&year=2010
63,N00003132,"Cooper, Jim",D,Cooper,Jim,Jim-Cooper,https://www.opensecrets.org/personal-finances/assets/Jim-Cooper.csv?cid=N00003132&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Jim-Cooper.csv?cid=N00003132&year=2016,https://www.opensecrets.org/personal-finances/assets/Jim-Cooper.csv?cid=N00003132&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Jim-Cooper.csv?cid=N00003132&year=2015,https://www.opensecrets.org/personal-finances/assets/Jim-Cooper.csv?cid=N00003132&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Jim-Cooper.csv?cid=N00003132&year=2014,https://www.opensecrets.org/personal-finances/assets/Jim-Cooper.csv?cid=N00003132&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Jim-Cooper.csv?cid=N00003132&year=2013,https://www.opensecrets.org/personal-finances/assets/Jim-Cooper.csv?cid=N00003132&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Jim-Cooper.csv?cid=N00003132&year=2012,https://www.opensecrets.org/personal-finances/assets/Jim-Cooper.csv?cid=N00003132&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Jim-Cooper.csv?cid=N00003132&year=2011,https://www.opensecrets.org/personal-finances/assets/Jim-Cooper.csv?cid=N00003132&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Jim-Cooper.csv?cid=N00003132&year=2010
64,N00026341,"Costa, Jim",D,Costa,Jim,Jim-Costa,https://www.opensecrets.org/personal-finances/assets/Jim-Costa.csv?cid=N00026341&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Jim-Costa.csv?cid=N00026341&year=2016,https://www.opensecrets.org/personal-finances/assets/Jim-Costa.csv?cid=N00026341&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Jim-Costa.csv?cid=N00026341&year=2015,https://www.opensecrets.org/personal-finances/assets/Jim-Costa.csv?cid=N00026341&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Jim-Costa.csv?cid=N00026341&year=2014,https://www.opensecrets.org/personal-finances/assets/Jim-Costa.csv?cid=N00026341&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Jim-Costa.csv?cid=N00026341&year=2013,https://www.opensecrets.org/personal-finances/assets/Jim-Costa.csv?cid=N00026341&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Jim-Costa.csv?cid=N00026341&year=2012,https://www.opensecrets.org/personal-finances/assets/Jim-Costa.csv?cid=N00026341&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Jim-Costa.csv?cid=N00026341&year=2011,https://www.opensecrets.org/personal-finances/assets/Jim-Costa.csv?cid=N00026341&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Jim-Costa.csv?cid=N00026341&year=2010
65,N00024842,"Courtney, Joe",D,Courtney,Joe,Joe-Courtney,https://www.opensecrets.org/personal-finances/assets/Joe-Courtney.csv?cid=N00024842&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Joe-Courtney.csv?cid=N00024842&year=2016,https://www.opensecrets.org/personal-finances/assets/Joe-Courtney.csv?cid=N00024842&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Joe-Courtney.csv?cid=N00024842&year=2015,https://www.opensecrets.org/personal-finances/assets/Joe-Courtney.csv?cid=N00024842&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Joe-Courtney.csv?cid=N00024842&year=2014,https://www.opensecrets.org/personal-finances/assets/Joe-Courtney.csv?cid=N00024842&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Joe-Courtney.csv?cid=N00024842&year=2013,https://www.opensecrets.org/personal-finances/assets/Joe-Courtney.csv?cid=N00024842&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Joe-Courtney.csv?cid=N00024842&year=2012,https://www.opensecrets.org/personal-finances/assets/Joe-Courtney.csv?cid=N00024842&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Joe-Courtney.csv?cid=N00024842&year=2011,https://www.opensecrets.org/personal-finances/assets/Joe-Courtney.csv?cid=N00024842&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Joe-Courtney.csv?cid=N00024842&year=2010
66,N00028122,"Cox, TJ",D,Cox,TJ,TJ-Cox,https://www.opensecrets.org/personal-finances/assets/TJ-Cox.csv?cid=N00028122&year=2016,https://www.opensecrets.org/personal-finances/liabilities/TJ-Cox.csv?cid=N00028122&year=2016,https://www.opensecrets.org/personal-finances/assets/TJ-Cox.csv?cid=N00028122&year=2015,https://www.opensecrets.org/personal-finances/liabilities/TJ-Cox.csv?cid=N00028122&year=2015,https://www.opensecrets.org/personal-finances/assets/TJ-Cox.csv?cid=N00028122&year=2014,https://www.opensecrets.org/personal-finances/liabilities/TJ-Cox.csv?cid=N00028122&year=2014,https://www.opensecrets.org/personal-finances/assets/TJ-Cox.csv?cid=N00028122&year=2013,https://www.opensecrets.org/personal-finances/liabilities/TJ-Cox.csv?cid=N00028122&year=2013,https://www.opensecrets.org/personal-finances/assets/TJ-Cox.csv?cid=N00028122&year=2012,https://www.opensecrets.org/personal-finances/liabilities/TJ-Cox.csv?cid=N00028122&year=2012,https://www.opensecrets.org/personal-finances/assets/TJ-Cox.csv?cid=N00028122&year=2011,https://www.opensecrets.org/personal-finances/liabilities/TJ-Cox.csv?cid=N00028122&year=2011,https://www.opensecrets.org/personal-finances/assets/TJ-Cox.csv?cid=N00028122&year=2010,https://www.opensecrets.org/personal-finances/liabilities/TJ-Cox.csv?cid=N00028122&year=2010
67,N00037039,"Craig, Angie",D,Craig,Angie,Angie-Craig,https://www.opensecrets.org/personal-finances/assets/Angie-Craig.csv?cid=N00037039&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Angie-Craig.csv?cid=N00037039&year=2016,https://www.opensecrets.org/personal-finances/assets/Angie-Craig.csv?cid=N00037039&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Angie-Craig.csv?cid=N00037039&year=2015,https://www.opensecrets.org/personal-finances/assets/Angie-Craig.csv?cid=N00037039&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Angie-Craig.csv?cid=N00037039&year=2014,https://www.opensecrets.org/personal-finances/assets/Angie-Craig.csv?cid=N00037039&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Angie-Craig.csv?cid=N00037039&year=2013,https://www.opensecrets.org/personal-finances/assets/Angie-Craig.csv?cid=N00037039&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Angie-Craig.csv?cid=N00037039&year=2012,https://www.opensecrets.org/personal-finances/assets/Angie-Craig.csv?cid=N00037039&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Angie-Craig.csv?cid=N00037039&year=2011,https://www.opensecrets.org/personal-finances/assets/Angie-Craig.csv?cid=N00037039&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Angie-Craig.csv?cid=N00037039&year=2010
