Rank,Name,Minimum Net Worth,Average,Maximum Net Worth,Chamber
379,Mike Crapo (R-Idaho),"$257,048","$752,045","$1,247,042",Senate
380,Robert E. Andrews (D-NJ),"$432,009","$749,004","$1,065,999",House
381,Spencer Bachus (R-Ala),"$379,014","$745,506","$1,111,999",House
383,Tim Murphy (R-Pa),"$234,056","$736,528","$1,239,000",House
384,Todd Rokita (R-Ind),"-$23,947","$715,525","$1,454,997",House
385,Pete Gallego (D-Texas),"$136,009","$713,503","$1,290,998",House
386,George Miller (D-Calif),"$264,020","$709,009","$1,153,999",House
387,Bill Posey (R-Fla),"$234,013","$698,006","$1,161,999",House
388,Joe Wilson (R-SC),"-$472,988","$696,003","$1,864,994",House
389,Amy Klobuchar (D-Minn),"$310,029","$681,014","$1,052,000",Senate
390,Michael R. Turner (R-Ohio),"$155,069","$674,534","$1,194,000",House
391,Patty Murray (D-Wash),"$64,019","$674,508","$1,284,998",Senate
392,Stephen F. Lynch (D-Mass),"$12,018","$673,008","$1,333,998",House
393,Thaddeus G. McCotter (R-Mich),"$265,037","$667,518","$1,069,999",House
394,Martha Roby (R-Ala),"$277,027","$649,513","$1,022,000",House
395,John M. Shimkus (R-Ill),"$113,010","$646,504","$1,179,998",House
396,Blaine Luetkemeyer (R-Mo),"-$3,597,994","$641,002","$4,879,999",House
397,Jeff Duncan (R-SC),"-$24,983","$640,006","$1,304,995",House
398,Norm Dicks (D-Wash),"$397,008","$638,504","$880,000",House
399,Frank Guinta (R-NH),"-$194,983","$637,506","$1,469,996",House
400,Charles E. Schumer (D-NY),"$320,017","$635,008","$950,000",Senate
401,Jon L. Kyl (R-Ariz),"$602,134","$633,632","$665,131",Senate
402,Charles W. Boustany Jr (R-La),"$549,931","$631,427","$712,924",House
403,Alan Nunnelee (R-Miss),"$365,011","$620,005","$875,000",House
404,Brett Guthrie (R-Ky),"$309,029","$613,514","$918,000",House
405,Rodney Alexander (R-La),"$351,006","$608,503","$866,000",House
406,Gus Bilirakis (R-Fla),"$246,035","$605,517","$965,000",House
407,Randy Weber (R-Texas),"$351,004","$600,501","$849,999",House
408,Dale E. Kildee (D-Mich),"$294,014","$594,506","$894,999",House
409,Todd Akin (R-Mo),"$310,021","$593,510","$877,000",House
410,Jo Ann Emerson (R-Mo),"$201,005","$593,000","$984,996",House
411,Mark Pocan (D-Wis),"$351,004","$578,002","$805,000",House
412,Jack Reed (D-RI),"$171,044","$570,022","$969,000",Senate
413,Patrick McHenry (R-NC),"$179,012","$569,505","$959,998",House
414,Joe Donnelly (D-Ind),"$91,011","$561,505","$1,031,999",Senate
415,Edolphus Towns (D-NY),"$57,012","$556,005","$1,054,999",House
416,Donna Christian-Christensen (D-VI),"$201,003","$550,500","$899,998",House
417,Marlin Stutzman (R-Ind),"$14,019","$548,507","$1,082,995",House
418,Tammy Duckworth (D-Ill),"-$12,936","$548,031","$1,108,998",House
419,Scott Desjarlais (R-Tenn),"$171,013","$548,005","$924,997",House
420,Lisa Murkowski (R-Alaska),"$14,040","$538,519","$1,062,999",Senate
421,Barbara Lee (D-Calif),"$272,014","$534,507","$797,000",House
422,Jeff Miller (R-Fla),"$258,006","$531,502","$804,998",House
423,Tim Holden (D-Pa),"$287,017","$523,008","$759,000",House
424,Gene Green (D-Texas),"$295,006","$522,503","$750,000",House
425,Marcy Kaptur (D-Ohio),"$290,017","$520,008","$750,000",House
427,Sherrod Brown (D-Ohio),"$168,007","$507,003","$845,999",Senate
428,Bruce Braley (D-Iowa),"$223,021","$504,510","$786,000",House
429,Doug Collins (R-Ga),"$262,341","$504,338","$746,336",House
430,Robert Menendez (D-NJ),"$317,005","$498,502","$680,000",Senate
431,Erik Paulsen (R-Minn),"$182,032","$495,516","$809,000",House
432,Eni F. H. Faleomavaega (D-AS),"$167,022","$486,510","$805,999",House
433,Kevin Brady (R-Texas),"$212,027","$486,013","$760,000",House
434,John Carney (D-Del),"$170,030","$485,015","$800,000",House
435,Michael Grimm (R-NY),$2,"$484,999","$969,997",House
436,Charlie Dent (R-Pa),"$144,049","$482,024","$820,000",House
437,Richard G. Lugar (R-Ind),"$74,015","$472,506","$870,998",Senate
438,Francisco Canseco (R-Texas),"-$186,966","$471,515","$1,129,997",House
439,Bobby Schilling (R-Ill),"$223,007","$466,503","$709,999",House
440,Jared Huffman (D-Calif),"$200,018","$462,509","$725,000",House
441,Frank R. Wolf (R-Va),"$417,222","$459,219","$501,216",House
442,Bill Johnson (R-Ohio),"$152,042","$458,021","$764,000",House
443,Danny K. Davis (D-Ill),"$281,014","$453,007","$625,000",House
444,Mary Bono Mack (R-Calif),"-$387,964","$447,017","$1,281,998",House
445,Connie Mack (R-Fla),"-$387,964","$447,017","$1,281,998",House
446,John Kline (R-Minn),"$248,009","$446,504","$645,000",House
447,Bob Casey (D-Pa),"$207,017","$445,508","$684,000",Senate
448,Michelle Lujan Grisham (D-NM),"$201,005","$443,001","$684,998",House
449,Betty Sue Sutton (D-Ohio),"$78,023","$438,511","$798,999",House
450,David Loebsack (D-Iowa),"$198,016","$434,508","$671,000",House
451,Gloria McLeod (D-Calif),"$101,005","$433,002","$764,999",House
452,Lynn Jenkins (R-Kan),"$196,014","$430,507","$665,000",House
453,Daniel Webster (R-Fla),"$221,009","$430,504","$640,000",House
454,Marsha Blackburn (R-Tenn),"$189,021","$424,510","$660,000",House
455,John Cornyn (R-Texas),"$146,021","$423,510","$700,999",Senate
456,Tom Reed (R-NY),"$120,010","$422,504","$724,998",House
457,Michael G. Fitzpatrick (R-Pa),"$115,038","$420,019","$725,000",House
459,Jim McDermott (D-Wash),"$404,438","$418,437","$432,436",House
460,Andy Barr (R-Ky),"$152,029","$418,014","$684,000",House
461,Mike Michaud (D-Maine),"$180,021","$416,010","$652,000",House
462,Luke Messer (R-Ind),"$160,006","$415,002","$669,998",House
463,Bobby Scott (D-Va),"-$215,935","$414,531","$1,044,997",House
464,Mac Thornberry (R-Texas),"$241,007","$410,503","$580,000",House
465,Rob Wittman (R-Va),"$148,019","$410,009","$671,999",House
466,John J. Duncan Jr (R-Tenn),"$168,021","$406,510","$645,000",House
467,Joe Courtney (D-Conn),"$127,029","$403,514","$680,000",House
468,Mike Pompeo (R-Kan),"$161,024","$402,512","$644,000",House
469,Saxby Chambliss (R-Ga),"$208,012","$402,006","$596,000",Senate
470,Lucille Roybal-Allard (D-Calif),"$221,013","$401,006","$581,000",House
471,Frank D. Lucas (R-Okla),"-$264,990","$397,502","$1,059,995",House
472,James E. Clyburn (D-SC),"$212,010","$397,005","$582,000",House
474,Mark A Takano (D-Calif),"$189,007","$389,503","$590,000",House
475,Dennis Kucinich (D-Ohio),"$251,005","$384,502","$518,000",House
476,David Scott (D-Ga),"-$248,997","$383,001","$1,014,999",House
477,Dave Reichert (R-Wash),"$210,006","$380,003","$550,000",House
478,Barbara A. Mikulski (D-Md),"$191,016","$379,008","$567,000",Senate
479,Bobby L. Rush (D-Ill),"$250,001","$375,000","$500,000",House
480,Steve LaTourette (R-Ohio),"$203,005","$374,002","$545,000",House
481,Russ Carnahan (D-Mo),"$236,002","$370,501","$505,000",House
482,Sandy Adams (R-Fla),"$202,005","$366,502","$531,000",House
483,Jerry F. Costello (D-Ill),"$186,010","$363,005","$540,000",House
484,Joe Heck (R-Nev),"$128,010","$361,504","$594,999",House
485,Steven A. King (R-Iowa),"$156,016","$361,008","$566,000",House
486,Mark Critz (D-Pa),"$106,016","$360,507","$614,999",House
487,Gary Ackerman (D-NY),"$139,017","$356,508","$573,999",House
488,Kerry Bentivolio (R-Mich),"$117,040","$355,520","$594,000",House
489,Tulsi Gabbard (D-Hawaii),"-$52,985","$351,506","$755,997",House
490,Karen Bass (D-Calif),"$195,006","$348,003","$501,000",House
491,John Thune (R-SD),"$157,017","$345,008","$533,000",Senate
492,Lynn Woolsey (D-Calif),"$157,011","$338,505","$520,000",House
493,Ted Poe (R-Texas),"$103,014","$337,006","$570,999",House
494,Frank A. LoBiondo (R-NJ),"$51,012","$336,505","$621,999",House
495,Scott Garrett (R-NJ),"$174,014","$330,007","$486,000",House
496,Raul Ruiz (D-Calif),"-$26,987","$326,505","$679,998",House
497,Deb Fischer (R-Neb),"-$4,302,991","$323,501","$4,949,994",Senate
498,Ed Royce (R-Calif),"$157,417","$320,410","$483,404",House
499,Walter B. Jones Jr (R-NC),"$139,014","$313,007","$487,000",House
500,Bernie Sanders (I-Vt),"-$18,986","$308,005","$634,996",Senate
501,Rob Woodall (R-Ga),"$168,006","$306,503","$445,000",House
502,Hansen Clarke (D-Mich),"$163,009","$304,004","$445,000",House
503,Mike Rogers (R-Mich),"$83,016","$302,007","$520,999",House
504,Derek Kilmer (D-Wash),"$133,015","$302,007","$471,000",House
505,Jesse Jackson Jr (D-Ill),"$114,017","$300,008","$486,000",House
506,Roger Wicker (R-Miss),"-$421,981","$299,508","$1,020,998",Senate
507,Patrick Meehan (R-Pa),"$91,021","$290,510","$490,000",House
508,Thomas Cotton (R-Ark),"$165,003","$282,501","$400,000",House
509,Jason Altmire (D-Pa),"$149,009","$279,504","$410,000",House
510,Linda Sanchez (D-Calif),"-$228,977","$275,509","$779,996",House
511,Tim Huelskamp (R-Kan),"$123,010","$271,505","$420,000",House
512,Rodney Davis (R-Ill),"$107,019","$270,009","$433,000",House
513,Jeff Fortenberry (R-Neb),"$139,006","$269,503","$400,000",House
514,Joe Barton (R-Texas),"$117,005","$266,002","$414,999",House
515,Devin Nunes (R-Calif),"$151,003","$258,001","$365,000",House
516,Rick Larsen (D-Wash),"$116,015","$255,007","$394,000",House
517,Joseph Crowley (D-NY),"$83,020","$251,510","$420,000",House
518,Chaka Fattah (D-Pa),"$150,002","$250,001","$350,000",House
519,Tim Walberg (R-Mich),"$64,022","$249,511","$435,000",House
520,Lynn A. Westmoreland (R-Ga),"-$7,982,994","$248,501","$8,479,997",House
521,Maurice Hinchey (D-NY),"$131,004","$248,002","$365,000",House
522,James D. Jordan (R-Ohio),"$119,008","$240,504","$362,000",House
523,Albio Sires (D-NJ),"$132,006","$231,003","$330,000",House
524,John Sarbanes (D-Md),"$94,011","$227,505","$361,000",House
525,Pete King (R-NY),"$150,003","$225,001","$300,000",House
526,John Culberson (R-Texas),"-$529,996","$225,001","$979,998",House
527,Sue Myrick (R-NC),"$85,009","$222,504","$359,999",House
528,Morgan Griffith (R-Va),$2,"$220,000","$439,999",House
529,Lee Terry (R-Neb),"$60,020","$218,510","$377,000",House
530,Steve Austria (R-Ohio),"$92,008","$218,504","$345,000",House
531,Hakeem Jeffries (D-NY),"$88,839","$217,833","$346,828",House
532,Kevin McCarthy (R-Calif),"$70,016","$211,008","$352,000",House
533,Grace Napolitano (D-Calif),"$1,002","$208,000","$414,999",House
534,Jan Schakowsky (D-Ill),"$10,024","$207,511","$404,999",House
535,Larry Kissell (D-NC),"$58,009","$206,504","$354,999",House
536,Susan Collins (R-Maine),"$110,005","$205,002","$300,000",Senate
537,Mike Ross (D-Ark),"$29,010","$204,504","$379,998",House
538,Patrick Murphy (D-Fla),"$36,024","$201,512","$367,000",House
539,Dan Kildee (D-Mich),"$81,005","$190,502","$299,999",House
540,Tony Cardenas (D-Calif),"$30,011","$190,005","$349,999",House
541,Terri A. Sewell (D-Ala),"-$637,983","$183,507","$1,004,997",House
542,Ann Marie Buerkle (R-NY),"$66,003","$183,001","$299,999",House
543,Dana Rohrabacher (R-Calif),"-$398,997","$183,001","$764,999",House
544,Max Baucus (D-Mont),"-$82,996","$182,001","$446,998",Senate
545,John B. Larson (D-Conn),"$21,008","$180,503","$339,999",House
546,Steven Horsford (D-Nev),"$33,019","$176,509","$320,000",House
547,Mike Doyle (D-Pa),"$15,003","$175,000","$334,998",House
548,Chris Gibson (R-NY),"$100,001","$175,000","$250,000",House
549,James Lankford (R-Okla),"$21,021","$168,010","$315,000",House
550,Raul M. Grijalva (D-Ariz),"$81,005","$168,002","$255,000",House
551,Matt Salmon (R-Ariz),"$16,005","$168,001","$319,997",House
552,Mark Amodei (R-Nev),"$102,004","$166,002","$230,000",House
553,Jim Gerlach (R-Pa),"$63,007","$154,003","$245,000",House
554,Adrian Smith (R-Neb),"-$32,988","$153,505","$339,998",House
555,Adam Kinzinger (R-Ill),"$62,006","$146,003","$230,000",House
556,Allen West (R-Fla),"$51,009","$145,504","$240,000",House
557,Aaron Schock (R-Ill),"-$880,811","$144,186","$1,169,184",House
558,Ben R. Lujan (D-NM),"$16,003","$140,501","$264,999",House
559,Buck Mckeon (R-Calif),"$85,002","$137,501","$190,000",House
560,Joaquin Castro (D-Texas),"-$19,997","$132,500","$284,998",House
561,Richard Hudson (R-NC),"$35,002","$130,500","$225,999",House
562,Brian M. Higgins (D-NY),"$3,013","$130,006","$256,999",House
563,Patrick Leahy (D-Vt),"$49,007","$129,503","$210,000",Senate
564,Paul Broun Jr (R-Ga),"$16,016","$128,008","$240,000",House
565,Dan Lungren (R-Calif),"$65,003","$127,501","$190,000",House
566,Richard E. Neal (D-Mass),"$67,010","$126,505","$186,000",House
567,Gregg Harper (R-Miss),"-$198,996","$125,501","$449,998",House
568,Mike McIntyre (D-NC),"$67,006","$124,503","$182,000",House
569,C. W. Bill Young (R-Fla),"$66,003","$115,501","$165,000",House
570,Mike Lee (R-Utah),"$52,004","$111,002","$170,000",Senate
571,Cory Gardner (R-Colo),"-$34,984","$107,507","$249,999",House
572,Brad Miller (D-NC),"$22,044","$106,522","$191,000",House
573,Geoff Davis (R-Ky),"$46,004","$105,502","$165,000",House
574,Yvette D. Clarke (D-NY),"$35,007","$105,003","$175,000",House
575,Kristi Noem (R-SD),"-$464,992","$105,003","$674,999",House
576,Kirsten Gillibrand (D-NY),"$34,006","$102,003","$170,000",Senate
577,Lois Capps (D-Calif),"-$3,976,987","$98,006","$4,172,999",House
578,Todd Young (R-Ind),"-$489,995","$97,501","$684,998",House
579,Steve Womack (R-Ark),"-$115,993","$97,003","$309,999",House
580,Chris Van Hollen (D-Md),"$33,006","$89,503","$146,000",House
581,Betty McCollum (D-Minn),"$11,011","$88,005","$165,000",House
582,Todd Platts (R-Pa),"$10,016","$83,008","$156,000",House
583,Gregorio Sablan (D-MP),"$5,006","$82,502","$159,999",House
584,Mike Pence (R-Ind),"$10,014","$82,007","$154,000",House
585,Tom Marino (R-Pa),"-$411,992","$81,503","$574,998",House
586,Steny H. Hoyer (D-Md),"$30,004","$66,002","$102,000",House
587,John Lewis (D-Ga),"$8,009","$64,504","$121,000",House
588,Chris Smith (R-NJ),"$61,515","$61,515","$61,515",House
589,Martin Heinrich (D-NM),"-$243,983","$53,008","$349,999",Senate
590,Timothy J. Walz (D-Minn),"-$265,991","$52,002","$369,996",House
591,Glenn Thompson (R-Pa),"-$148,997","$50,500","$249,998",House
592,Sam Johnson (R-Texas),"$17,003","$48,501","$80,000",House
593,Janice Hahn (D-Calif),"$17,003","$48,501","$80,000",House
594,Sanford D. Bishop Jr (D-Ga),"-$180,990","$40,504","$261,998",House
595,Mark Pryor (D-Ark),"$16,002","$40,501","$65,000",Senate
596,Rob Bishop (R-Utah),"$16,002","$40,501","$65,000",House
597,Eric Swalwell (D-Calif),"$16,002","$40,501","$65,000",House
598,Robert Hurt (R-Va),"-$79,993","$40,002","$159,998",House
599,Charlie A. Gonzalez (D-Texas),"-$198,995","$38,501","$275,997",House
600,James Bridenstine (R-Okla),"-$138,994","$38,002","$214,999",House
601,Donna Edwards (D-Md),"$15,483","$36,481","$57,480",House
602,John Sullivan (R-Okla),"$15,001","$32,500","$50,000",House
603,Jeff Flake (R-Ariz),"-$234,998","$32,500","$299,999",Senate
604,Jose E. Serrano (D-NY),"$15,001","$32,500","$50,000",House
605,Ron DeSantis (R-Fla),"-$41,992","$31,503","$104,999",House
606,Jerrold Nadler (D-NY),"$1,002","$28,001","$55,000",House
607,Cedric Richmond (D-La),"-$47,994","$27,502","$102,998",House
608,Joe Baca (D-Calif),"$3,004","$24,502","$46,000",House
609,Marc Veasey (D-Texas),"-$83,984","$20,507","$124,999",House
610,Mark Kirk (R-Ill),"$2,002","$17,501","$33,000",Senate
611,Silvestre Reyes (D-Texas),"$2,002","$16,001","$30,000",House
612,Jim DeMint (R-SC),"$2,002","$16,001","$30,000",Senate
613,Jim Moran (D-Va),"$2,002","$16,001","$30,000",House
614,Carol Shea-Porter (D-NH),"$2,002","$16,001","$30,000",House
615,Mike Quigley (D-Ill),"-$49,998","$10,500","$70,998",House
616,Jerry McNerney (D-Calif),"$1,003","$9,001","$17,000",House
617,Eddie Bernice Johnson (D-Texas),"$1,002","$8,501","$16,000",House
618,Hank Johnson (D-Ga),"$1,001","$8,000","$15,000",House
619,Paul Tonko (D-NY),"$1,001","$8,000","$15,000",House
620,Jaime Herrera Beutler (R-Wash),"$1,001","$8,000","$15,000",House
621,Randy Hultgren (R-Ill),"$1,001","$8,000","$15,000",House
622,David Rivera (R-Fla),"-$148,998","$8,000","$164,999",House
623,Christopher S. Murphy (D-Conn),"-$79,994","$7,502","$94,998",Senate
624,Keith Ellison (D-Minn),"-$12,994","$5,503","$24,000",House
625,Corrine Brown (D-Fla),"-$12,998","$3,501","$20,000",House
626,Tim Ryan (D-Ohio),$3,"$1,501","$3,000",House
627,Duncan D. Hunter (R-Calif),$0,$0,$0,House
628,Gwen Moore (D-Wis),$0,$0,$0,House
629,Trey Gowdy (R-SC),"-$249,999",$0,"$249,999",House
630,Deborah Ann Stabenow (D-Mich),$0,$0,$0,Senate
631,Gregory W. Meeks (D-NY),$0,$0,$0,House
632,William L. Clay Jr (D-Mo),$0,$0,$0,House
633,Kevin Yoder (R-Kan),"-$149,992","-$2,497","$144,997",House
634,Tim Griffin (R-Ark),"-$92,993","-$8,997","$74,998",House
635,Eliot L. Engel (D-NY),"-$230,994","-$10,498","$209,998",House
636,Joe Walsh (R-Ill),"-$60,995","-$12,498","$35,999",House
637,Steve Scalise (R-La),"-$61,996","-$20,498","$20,999",House
638,Tom McClintock (R-Calif),"-$96,995","-$30,498","$35,999",House
639,Mario Diaz-Balart (R-Fla),"-$63,999","-$37,000","-$10,001",House
640,Marco Rubio (R-Fla),"-$371,985","-$37,493","$296,998",Senate
641,Rick Crawford (R-Ark),"-$349,999","-$40,001","$269,996",House
642,Andre Carson (D-Ind),"-$95,996","-$42,998","$9,999",House
643,David Wu (D-Ore),"-$99,999","-$45,000","$9,998",House
644,Dan Maffei (D-NY),"-$97,998","-$49,000",-$2,House
645,Raul Labrador (R-Idaho),"-$145,995","-$64,999","$15,997",House
646,Kyrsten Sinema (D-Ariz),"-$100,000","-$65,001","-$30,002",House
647,Sean P. Duffy (R-Wis),"-$144,995","-$67,498","$9,998",House
648,Steve Israel (D-NY),"-$179,998","-$82,500","$14,997",House
649,Louis B. Gohmert Jr (R-Texas),"-$115,000","-$87,500","-$60,001",House
650,Debbie Wasserman Schultz (D-Fla),"-$438,986","-$118,494","$201,997",House
651,Douglas L. Lamborn (R-Colo),"-$277,992","-$118,997","$39,998",House
652,John Conyers Jr (D-Mich),"-$199,999","-$120,001","-$40,003",House
653,Nydia M. Velazquez (D-NY),"-$4,248,997","-$146,999","$3,954,998",House
654,Renee Ellmers (R-NC),"-$446,994","-$168,498","$109,998",House
656,Collin C. Peterson (D-Minn),"-$495,995","-$242,998","$9,998",House
657,Laura Richardson (D-Calif),"-$1,213,985","-$334,994","$543,996",House
658,Steve Fincher (R-Tenn),"-$1,149,999","-$472,502","$204,995",House
659,Ruben Hinojosa (D-Texas),"-$5,170,947","-$2,190,476","$789,995",House
660,Alcee L. Hastings (D-Fla),"-$7,348,999","-$4,732,002","-$2,115,006",House
661,David Valadao (R-Calif),"-$35,599,998","-$19,000,002","-$2,400,007",House
