Rank,Name,Minimum Net Worth,Average,Maximum Net Worth,Chamber
105,James M. Inhofe (R-Okla),"$4,997,692","$6,861,668","$8,725,644",Senate
106,Jim Himes (D-Conn),"$3,281,052","$6,860,526","$10,440,000",House
107,Earl Blumenauer (D-Ore),"$2,995,034","$6,828,015","$10,660,996",House
108,Katherine Clark (D-Mass),"$2,491,012","$6,828,006","$11,165,000",House
109,Elizabeth Warren (D-Mass),"$3,660,024","$6,692,512","$9,725,001",Senate
110,Ann L. Wagner (R-Mo),"$3,934,117","$6,671,558","$9,408,999",House
112,John L. Mica (R-Fla),"$3,251,012","$6,434,006","$9,617,000",House
113,Daniel Milton Newhouse (R-WA),"$2,193,013","$6,369,006","$10,545,000",House
114,Debbie Dingell (D-MI),"$3,572,121","$6,289,560","$9,007,000",House
115,John D. Dingell (D-Mich),"$3,550,118","$6,262,559","$8,975,000",House
116,Dennis Heck (D-Wash),"$3,630,069","$6,035,534","$8,441,000",House
117,Virginia Foxx (R-NC),"$2,736,045","$5,988,522","$9,241,000",House
118,Scott Tipton (R-Colo),"$2,600,069","$5,975,034","$9,350,000",House
119,Dan Coats (R-Ind),"$3,777,035","$5,944,017","$8,111,000",Senate
120,Sheldon Whitehouse (D-RI),"$2,395,239","$5,887,618","$9,379,998",Senate
121,George Holding (R-NC),"$3,460,045","$5,880,522","$8,300,999",House
122,Peter Welch (D-Vt),"$3,178,108","$5,686,554","$8,195,000",House
123,John A. Barrasso (R-Wyo),"$2,684,016","$5,647,008","$8,610,000",Senate
124,Paul Ryan (R-Wis),"$2,282,072","$5,531,036","$8,780,000",House
125,Tom Latham (R-Iowa),"$2,669,132","$5,519,128","$8,369,124",House
126,Madeleine Z. Bordallo (D-Guam),"$2,380,009","$5,465,004","$8,549,999",House
128,Filemon Vela (D-Texas),"$79,952","$5,388,944","$10,697,936",House
129,Kurt Schrader (D-Ore),"$2,815,487","$5,113,924","$7,412,362",House
130,Ami Bera (D-Calif),"$2,144,072","$5,103,032","$8,061,993",House
131,Thad Cochran (R-Miss),"$2,764,113","$5,089,556","$7,415,000",Senate
132,Tom Rice (R-SC),"-$14,435,975","$5,037,008","$24,509,992",House
133,Austin Scott (R-Ga),"$1,864,038","$5,022,517","$8,180,996",House
134,Al Franken (D-Minn),"$2,746,046","$5,009,022","$7,271,999",Senate
135,Dean Heller (R-Nev),"$1,090,037","$4,845,017","$8,599,998",Senate
136,Niki Tsongas (D-Mass),"$1,354,046","$4,807,022","$8,259,998",House
137,Phil Gingrey (R-Ga),"$2,408,032","$4,776,515","$7,144,998",House
138,Tom Carper (D-Del),"$2,301,146","$4,749,572","$7,197,999",Senate
139,Dina Titus (D-Nev),"$1,902,051","$4,748,025","$7,593,999",House
140,Al Green (D-Texas),"$1,765,012","$4,707,505","$7,649,999",House
141,David P Joyce (R-Ohio),"$2,491,103","$4,640,551","$6,790,000",House
143,Orrin G. Hatch (R-Utah),"$1,922,033","$4,615,516","$7,309,000",Senate
144,Suzanne Bonamici (D-Ore),"$2,777,040","$4,603,520","$6,430,000",House
145,Elizabeth Esty (D-Conn),"$2,553,089","$4,576,044","$6,599,000",House
146,Tom Cole (R-Okla),"$2,668,068","$4,569,534","$6,471,000",House
147,John Boehner (R-Ohio),"$2,318,126","$4,556,563","$6,795,000",House
149,Grace Meng (D-NY),"$1,743,045","$4,548,522","$7,353,999",House
150,Harry Reid (D-Nev),"$2,615,060","$4,497,029","$6,378,999",Senate
151,Allyson Schwartz (D-Pa),"$2,687,050","$4,496,525","$6,306,000",House
152,Mark Sanford (R-SC),"$2,792,029","$4,448,514","$6,105,000",House
153,Rush Holt (D-NJ),"$1,683,014","$4,414,006","$7,144,999",House
154,Susan Brooks (R-Ind),"$1,636,044","$4,288,022","$6,940,000",House
155,Carolyn McCarthy (D-NY),"$1,414,101","$4,287,550","$7,161,000",House
156,Lamar Smith (R-Texas),"$2,413,072","$4,254,036","$6,095,000",House
157,Mike Johanns (R-Neb),"$2,902,033","$4,131,017","$5,360,001",Senate
158,Steve Cohen (D-Tenn),"$2,153,108","$4,124,054","$6,095,000",House
159,Frank Pallone Jr (D-NJ),"$1,953,160","$4,081,579","$6,209,999",House
160,Jim Costa (D-Calif),"$1,194,029","$4,077,013","$6,959,998",House
161,Roy Blunt (R-Mo),"$1,130,023","$3,945,010","$6,759,998",Senate
162,Ken Calvert (R-Calif),"-$1,899,989","$3,900,002","$9,699,994",House
163,Heidi Heitkamp (D-ND),"$2,197,075","$3,890,037","$5,583,000",Senate
164,Tom Coburn (R-Okla),"$1,339,247","$3,886,123","$6,432,999",Senate
165,Joyce Beatty (D-Ohio),"$1,448,026","$3,884,013","$6,320,000",House
166,Susan Collins (R-Maine),"$1,548,218","$3,878,109","$6,208,000",Senate
167,Bob Dold (R-IL),"$1,113,026","$3,844,011","$6,574,996",House
168,Hal Rogers (R-Ky),"$1,769,120","$3,828,617","$5,888,115",House
169,Blaine Luetkemeyer (R-Mo),"$1,501,006","$3,808,003","$6,115,000",House
170,John Barrow (D-Ga),"$1,516,004","$3,790,502","$6,065,000",House
172,Jeanne Shaheen (D-NH),"-$1,348,961","$3,683,012","$8,714,986",Senate
173,John Boozman (R-Ark),"$1,114,011","$3,613,505","$6,112,999",Senate
174,Doug LaMalfa (R-Calif),"$1,348,009","$3,571,504","$5,795,000",House
175,David Schweikert (R-Ariz),"$969,018","$3,557,007","$6,144,997",House
176,Kathy Castor (D-Fla),"$2,170,046","$3,549,023","$4,928,000",House
178,Howard Coble (R-NC),"$2,554,317","$3,510,795","$4,467,273",House
179,Markwayne Mullin (R-Okla),"$1,601,043","$3,509,021","$5,416,999",House
180,Phil Roe (R-Tenn),"$3,314,235","$3,495,732","$3,677,230",House
181,Maria Cantwell (D-Wash),"$1,237,011","$3,464,505","$5,691,999",Senate
182,Leonard Lance (R-NJ),"$1,939,063","$3,426,531","$4,914,000",House
183,Gary Peters (D-Mich),"$1,350,169","$3,388,584","$5,427,000",Senate
184,Chuck Grassley (R-Iowa),"$1,814,078","$3,375,039","$4,936,000",Senate
185,Ed Whitfield (R-Ky),"$1,826,058","$3,358,028","$4,889,999",House
187,Pat Toomey (R-Pa),"$1,883,049","$3,265,024","$4,647,000",Senate
189,Barbara Boxer (D-Calif),"$1,112,008","$3,221,004","$5,330,000",Senate
190,James P. McGovern (D-Mass),"$1,107,010","$3,206,005","$5,305,000",House
191,David Price (D-NC),"$1,694,082","$3,202,041","$4,710,000",House
192,Robert B. Aderholt (R-Ala),"$526,019","$3,146,009","$5,765,999",House
193,Louise M. Slaughter (D-NY),"$1,998,021","$3,121,510","$4,245,000",House
194,Judy Chu (D-Calif),"$1,667,042","$3,111,020","$4,554,999",House
195,Sander Levin (D-Mich),"$3,078,659","$3,096,158","$3,113,658",House
196,Patrick E. Murphy (D-Fla),"$1,021,008","$3,080,504","$5,140,000",House
197,Bob Goodlatte (R-Va),"$1,800,043","$3,063,021","$4,326,000",House
198,Mick Mulvaney (R-SC),"$1,354,073","$3,061,035","$4,767,998",House
199,Bill Pascrell Jr (D-NJ),"$1,842,039","$3,050,519","$4,259,000",House
201,Loretta Sanchez (D-Calif),"$465,005","$3,001,001","$5,536,997",House
202,Ben Cardin (D-Md),"$1,442,107","$2,979,553","$4,517,000",Senate
203,Brad Ashford (D-NE),"-$2,561,875","$2,927,062","$8,415,999",House
204,Greg Walden (R-Ore),"$1,775,023","$2,925,011","$4,075,000",House
205,Sam Farr (D-Calif),"$1,725,035","$2,900,517","$4,075,999",House
206,Andy Harris (R-Md),"$1,598,046","$2,871,523","$4,145,000",House
207,Thomas Massie (R-Ky),"$752,003","$2,841,001","$4,929,999",House
208,Pat Roberts (R-Kan),"$1,626,032","$2,802,016","$3,978,000",Senate
209,Mazie K. Hirono (D-Hawaii),"$1,577,041","$2,787,020","$3,996,999",Senate
210,Brad Wenstrup (R-Ohio),"$1,676,037","$2,784,018","$3,892,000",House
211,Randy Forbes (R-Va),"$135,012","$2,730,504","$5,325,997",House
212,Daniel Lipinski (D-Ill),"$1,530,056","$2,703,028","$3,876,000",House
213,Dan Benishek (R-Mich),"$1,395,080","$2,698,040","$4,001,000",House
214,Dan Sullivan (R-AK),"$1,547,037","$2,696,018","$3,844,999",Senate
215,Robert E. Latta (R-Ohio),"$1,557,040","$2,681,020","$3,805,000",House
216,William Enyart (D-Ill),"$1,462,062","$2,671,031","$3,880,000",House
217,Richard Burr (R-NC),"$1,850,623","$2,539,619","$3,228,615",Senate
218,Lois J. Frankel (D-Fla),"$595,277","$2,537,138","$4,479,000",House
219,Chuck Fleischmann (R-Tenn),"$1,946,851","$2,521,846","$3,096,842",House
220,Matt Cartwright (D-Pa),"-$2,514,968","$2,509,515","$7,533,999",House
221,Jeff Merkley (D-Ore),"$1,450,025","$2,325,012","$3,200,000",Senate
222,Bill Nelson (D-Fla),"-$254,994","$2,322,502","$4,899,998",Senate
223,Ted Cruz (R-Texas),"$583,037","$2,301,515","$4,019,994",Senate
224,Mike D. Rogers (R-Ala),"$1,421,020","$2,293,010","$3,165,000",House
225,Shelley Moore Capito (R-WVa),"$588,107","$2,272,551","$3,956,996",Senate
226,Brian Babin (R-TX),"$1,081,086","$2,261,043","$3,441,000",House
227,Barbara Comstock (R-VA),"$851,103","$2,241,549","$3,631,995",House
228,Mike Crapo (R-Idaho),"$1,374,252","$2,223,747","$3,073,243",Senate
229,Mark Begich (D-Alaska),"$345,058","$2,222,527","$4,099,996",Senate
230,Gerry Connolly (D-Va),"$762,051","$2,211,023","$3,659,995",House
231,Diana DeGette (D-Colo),"$1,252,034","$2,199,017","$3,146,000",House
232,Bob Gibbs (R-Ohio),"$1,026,063","$2,143,030","$3,259,998",House
233,Bill Owens (D-NY),"$1,224,042","$2,105,021","$2,986,000",House
234,Ralph Hall (R-Texas),"$1,250,006","$2,092,502","$2,934,998",House
235,Jack Kingston (R-Ga),"$1,467,104","$2,084,598","$2,702,093",House
236,Ted Yoho (R-Fla),"$1,200,999","$2,070,492","$2,939,985",House
237,Bill Keating (D-Mass),"$1,171,036","$2,070,018","$2,969,000",House
238,Mike Thompson (D-Calif),"$1,036,014","$2,038,006","$3,039,999",House
239,Pete Olson (R-Texas),"$1,107,041","$2,019,020","$2,931,000",House
240,Lou Barletta (R-Pa),"$330,098","$2,016,548","$3,702,999",House
241,Zoe Lofgren (D-Calif),"$1,064,044","$2,012,022","$2,960,000",House
242,Billy Long (R-Mo),"$644,037","$2,011,517","$3,378,997",House
243,Ed Markey (D-Mass),"$1,195,024","$2,010,512","$2,826,000",Senate
244,Jeb Hensarling (R-Texas),"$1,207,033","$2,006,516","$2,806,000",House
245,Eleanor Holmes Norton (D-DC),"$1,137,041","$1,996,520","$2,856,000",House
246,Mark Udall (D-Colo),"$876,080","$1,985,540","$3,095,000",Senate
247,Susan A. Davis (D-Calif),"$854,041","$1,982,020","$3,109,999",House
248,Ann Mclane Kuster (D-NH),"$1,620,704","$1,937,701","$2,254,698",House
249,Bill Cassidy (R-La),"$1,015,059","$1,921,029","$2,827,000",Senate
250,Juan Vargas (D-Calif),"$669,025","$1,914,511","$3,159,998",House
251,Jim Matheson (D-Utah),"$1,103,024","$1,874,012","$2,645,000",House
252,Anna Eshoo (D-Calif),"$1,131,011","$1,873,505","$2,616,000",House
253,Alan Lowenthal (D-Calif),"$940,051","$1,820,525","$2,701,000",House
254,Julia Brownley (D-Calif),"$486,034","$1,788,516","$3,090,999",House
255,Carl Levin (D-Mich),"$1,111,014","$1,788,007","$2,465,000",Senate
256,Mike Simpson (R-Idaho),"$1,466,726","$1,776,723","$2,086,721",House
257,Ander Crenshaw (R-Fla),"$1,062,012","$1,771,006","$2,480,000",House
258,Henry Waxman (D-Calif),"$1,058,018","$1,751,509","$2,445,000",House
259,Michael E. Capuano (D-Mass),"$572,040","$1,744,518","$2,916,997",House
260,Justin Amash (R-Mich),"$1,018,028","$1,744,014","$2,470,000",House
261,Charles B. Rangel (D-NY),"$1,038,019","$1,741,509","$2,445,000",House
262,Kay Granger (R-Texas),"$866,014","$1,733,006","$2,599,998",House
263,Sam Graves (R-Mo),"$1,052,008","$1,721,503","$2,390,998",House
264,Mike Bishop (R-MI),"$844,071","$1,715,035","$2,586,000",House
265,Dutch Ruppersberger (D-Md),"$950,027","$1,705,013","$2,459,999",House
266,Xavier Becerra (D-Calif),"$669,061","$1,702,529","$2,735,998",House
267,Michael Burgess (R-Texas),"$862,079","$1,701,539","$2,540,999",House
268,Tom Udall (D-NM),"-$108,957","$1,692,519","$3,493,996",Senate
269,Luis V. Gutierrez (D-Ill),"$980,023","$1,690,011","$2,400,000",House
270,Collin Peterson (D-Minn),"$542,019","$1,686,508","$2,830,997",House
271,Pete Sessions (R-Texas),"$799,054","$1,685,526","$2,571,999",House
272,Jon Tester (D-Mont),"$1,082,007","$1,656,003","$2,230,000",Senate
273,Ron Kind (D-Wis),"$1,033,022","$1,652,511","$2,272,000",House
274,Robert A. Brady (D-Pa),"$1,080,007","$1,640,503","$2,201,000",House
275,Dick Durbin (D-Ill),"$1,472,986","$1,589,985","$1,706,984",Senate
276,Mary L. Landrieu (D-La),"$464,017","$1,588,506","$2,712,996",Senate
277,Colleen Hanabusa (D-Hawaii),"$978,014","$1,562,007","$2,146,000",House
279,Jim Langevin (D-RI),"-$266,972","$1,509,010","$3,284,992",House
280,Frank D. Lucas (R-Okla),"$650,014","$1,505,005","$2,359,997",House
281,Bradley Byrne (R-Ala),"$716,066","$1,491,033","$2,266,000",House
282,Brett Guthrie (R-Ky),"$862,031","$1,486,515","$2,111,000",House
283,Patty Murray (D-Wash),"$870,018","$1,485,009","$2,100,000",Senate
284,Ben Sasse (R-NE),"$773,043","$1,472,021","$2,171,000",Senate
285,Pete Visclosky (D-Ind),"$852,023","$1,442,511","$2,033,000",House
286,Timothy H. Bishop (D-NY),"$903,009","$1,442,004","$1,980,999",House
287,Doc Hastings (R-Wash),"$859,015","$1,434,507","$2,010,000",House
288,Carlos Curbelo (R-FL),"$554,081","$1,427,040","$2,299,999",House
289,Cresent Hardy (R-NV),"-$3,118,991","$1,423,004","$5,964,999",House
290,Evan Jenkins (R-WV),"$644,056","$1,415,528","$2,187,000",House
291,Ryan K. Zinke (R-MT),"$580,009","$1,407,503","$2,234,997",House
292,Marlin Stutzman (R-Ind),"$765,021","$1,363,510","$1,961,999",House
294,Cathy McMorris Rodgers (R-Wash),"$406,019","$1,343,008","$2,279,998",House
295,Steven Palazzo (R-Miss),"$608,020","$1,336,508","$2,064,997",House
296,Candice S. Miller (R-Mich),"$595,026","$1,336,012","$2,076,999",House
297,Michele Bachmann (R-Minn),"$252,016","$1,328,507","$2,404,998",House
298,John F. Tierney (D-Mass),"$541,011","$1,328,004","$2,114,998",House
299,Lisa Murkowski (R-Alaska),"$578,035","$1,327,517","$2,076,999",Senate
300,Rand Paul (R-Ky),"$683,036","$1,326,518","$1,970,000",Senate
301,Ed Pastor (D-Ariz),"$791,019","$1,315,509","$1,840,000",House
302,Nick Rahall (D-WVa),"$981,199","$1,310,694","$1,640,189",House
303,David Vitter (R-La),"$675,036","$1,302,018","$1,929,000",Senate
304,Doris O. Matsui (D-Calif),"$772,018","$1,301,509","$1,831,000",House
305,Tim Kaine (D-Va),"$582,052","$1,293,525","$2,004,999",Senate
306,Charles W. Boustany Jr (R-La),"$1,212,283","$1,283,780","$1,355,277",House
307,Brendan Boyle (D-PA),"$775,013","$1,262,506","$1,750,000",House
308,Ann Kirkpatrick (D-Ariz),"$750,019","$1,258,509","$1,767,000",House
309,Patrick J. Tiberi (R-Ohio),"$605,030","$1,240,514","$1,875,999",House
310,Sheila Jackson Lee (D-Texas),"$729,016","$1,238,507","$1,747,999",House
311,Jeff Miller (R-Fla),"$657,009","$1,223,503","$1,789,998",House
312,Gary Palmer (R-AL),"$545,073","$1,219,536","$1,894,000",House
314,Kenneth R. Buck (R-CO),"$760,010","$1,206,005","$1,652,000",House
315,Reid Ribble (R-Wis),"$175,029","$1,200,014","$2,224,999",House
316,Kelly Ayotte (R-NH),"$535,014","$1,155,006","$1,774,999",Senate
317,Steve Stivers (R-Ohio),"$525,046","$1,150,023","$1,775,000",House
318,Larry Bucshon (R-Ind),"$1,131,146","$1,138,645","$1,146,144",House
319,Mark Takai (D-HI),"$433,033","$1,126,516","$1,819,999",House
320,Glenn S. Grothman (R-WI),"$662,015","$1,121,007","$1,580,000",House
321,David Cicilline (D-RI),"$702,004","$1,108,501","$1,514,999",House
322,Martha Roby (R-Ala),"$581,035","$1,107,017","$1,633,000",House
323,Rob Wittman (R-Va),"$348,021","$1,102,509","$1,856,998",House
324,Bill Shuster (R-Pa),"$590,032","$1,101,515","$1,612,999",House
325,Jeff Duncan (R-SC),"$296,019","$1,098,007","$1,899,996",House
326,Ron Barber (D-Ariz),"$180,079","$1,065,039","$1,949,999",House
327,David Jolly (R-Fla),"$518,034","$1,056,517","$1,595,000",House
328,Joni Ernst (R-IA),"$362,062","$1,040,530","$1,718,999",Senate
329,Richard Nugent (R-Fla),"$485,519","$1,039,012","$1,592,506",House
330,Tim Johnson (D-SD),"$542,026","$1,038,513","$1,535,000",Senate
331,John Sarbanes (D-Md),"$649,010","$1,029,505","$1,410,000",House
332,Aaron Schock (R-Ill),"$448,696","$1,023,694","$1,598,692",House
333,Marcia L. Fudge (D-Ohio),"$606,011","$1,023,005","$1,440,000",House
334,Lindsey Graham (R-SC),"$437,020","$1,021,509","$1,605,999",Senate
335,Mike Enzi (R-Wyo),"$387,057","$1,009,528","$1,632,000",Senate
336,Adam Schiff (D-Calif),"$505,028","$1,003,014","$1,501,000",House
337,Peter DeFazio (D-Ore),"$533,021","$987,009","$1,440,998",House
338,Peter Roskam (R-Ill),"$379,057","$982,028","$1,585,000",House
339,Paul Cook (R-Calif),"$579,016","$970,508","$1,362,000",House
340,G. K. Butterfield (D-NC),"-$436,974","$964,007","$2,364,989",House
341,Mike Honda (D-Calif),"$583,010","$964,005","$1,345,000",House
342,Frederica Wilson (D-Fla),"$563,011","$954,005","$1,345,000",House
343,Amy Klobuchar (D-Minn),"$456,035","$939,017","$1,422,000",Senate
344,Joe Pitts (R-Pa),"$597,008","$938,504","$1,280,000",House
345,Martha McSally (R-Ariz),"$476,038","$935,519","$1,395,000",House
346,Frank A. LoBiondo (R-NJ),"$49,075","$904,536","$1,759,998",House
347,Elijah E. Cummings (D-Md),"-$155,986","$902,504","$1,960,995",House
348,Jerry Moran (R-Kan),"$392,021","$894,010","$1,395,999",Senate
349,Rick Nolan (D-Minn),"$533,009","$889,004","$1,245,000",House
350,Bonnie Coleman (D-NJ),"$385,004","$880,001","$1,374,998",House
351,Ted Deutch (D-Fla),"$418,036","$871,018","$1,324,000",House
352,Don Young (R-Alaska),"$481,008","$848,004","$1,215,000",House
353,Jason Chaffetz (R-Utah),"$232,015","$843,507","$1,454,999",House
354,Eni F. H. Faleomavaega (D-AS),"$423,023","$837,011","$1,251,000",House
355,Tim Murphy (R-Pa),"$409,032","$835,016","$1,261,000",House
356,Jim McDermott (D-Wash),"$805,330","$829,829","$854,328",House
357,Tom Graves (R-Ga),"$423,014","$796,506","$1,169,999",House
358,Tammy Baldwin (D-Wis),"$516,003","$790,501","$1,065,000",Senate
359,Scott Perry (R-Pa),"$262,019","$783,508","$1,304,997",House
360,Joe Donnelly (D-Ind),"$172,011","$781,504","$1,390,998",Senate
361,David Young (R-IA),"$502,006","$767,503","$1,033,000",House
362,Jerry McNerney (D-Calif),"$501,004","$759,002","$1,017,000",House
363,Todd Rokita (R-Ind),"-$18,949","$753,023","$1,524,996",House
364,Steve Fincher (R-Tenn),"$500,001","$750,000","$1,000,000",House
365,Brad Sherman (D-Calif),"-$114,985","$748,506","$1,611,998",House
366,Bob Casey (D-Pa),"$371,018","$743,509","$1,116,000",Senate
367,Cheri Bustos (D-Ill),"$322,028","$738,514","$1,155,000",House
368,John Carney (D-Del),"$364,028","$737,014","$1,110,000",House
369,Mike Rogers (R-Mich),"$543,378","$725,870","$908,362",House
370,Pedro Pierluisi (D-PR),"$586,003","$715,999","$845,995",House
