Rank,Name,Minimum Net Worth,Average,Maximum Net Worth,Chamber
371,Mimi Walters (R-CA),"$266,008","$715,503","$1,164,999",House
372,Bruce Braley (D-Iowa),"$356,020","$710,510","$1,065,000",House
373,George Miller (D-Calif),"$286,011","$708,505","$1,130,999",House
374,Jack Reed (D-RI),"$221,052","$705,526","$1,190,000",Senate
375,Luke Messer (R-Ind),"$235,033","$702,515","$1,169,998",House
376,Daniel Webster (R-Fla),"$420,009","$697,504","$975,000",House
377,Bill Huizenga (R-Mich),"$390,015","$695,507","$1,001,000",House
378,Jared Huffman (D-Calif),"-$214,961","$689,519","$1,593,999",House
379,Joe Wilson (R-SC),"-$479,990","$685,001","$1,849,993",House
380,Dennis Ross (R-Fla),"-$3,599,998","$684,999","$4,969,997",House
381,Edwin G. Perlmutter (D-Colo),"$402,021","$682,510","$963,000",House
382,Stephen F. Lynch (D-Mass),"$13,018","$680,508","$1,347,998",House
383,Bill Posey (R-Fla),"$213,012","$679,505","$1,145,999",House
384,John Cornyn (R-Texas),"$333,018","$670,008","$1,006,999",Senate
385,Jason Smith (R-Mo),"-$295,971","$669,510","$1,634,992",House
386,Kerry Bentivolio (R-Mich),"$259,043","$664,021","$1,069,000",House
387,Charles E. Schumer (D-NY),"$352,014","$653,507","$955,000",Senate
388,Spencer Bachus (R-Ala),"$219,016","$652,007","$1,084,999",House
389,John M. Shimkus (R-Ill),"$111,009","$650,503","$1,189,998",House
390,Bennie G. Thompson (D-Miss),"$303,022","$649,511","$996,000",House
391,Marsha Blackburn (R-Tenn),"$305,024","$640,012","$975,000",House
392,Paul Gosar (R-Ariz),"$280,003","$640,001","$999,999",House
393,Henry Cuellar (D-Texas),"$29,015","$637,006","$1,244,998",House
394,Sherrod Brown (D-Ohio),"$382,006","$631,503","$881,000",Senate
395,Grace Napolitano (D-Calif),"$268,006","$631,502","$994,999",House
396,Alan Nunnelee (R-Miss),"$366,012","$628,006","$890,000",House
397,Tammy Duckworth (D-Ill),"$128,052","$622,025","$1,115,999",House
398,Barbara Lee (D-Calif),"$299,015","$618,507","$937,999",House
399,Steve Chabot (R-Ohio),"$271,026","$618,013","$965,000",House
400,Dave Brat (R-VA),"$323,014","$609,007","$895,000",House
401,Steve Southerland (R-Fla),"$15,005","$608,501","$1,201,998",House
402,Bill Johnson (R-Ohio),"$288,022","$604,011","$920,000",House
403,Ruben Gallego (D-AZ),"$120,018","$602,508","$1,084,998",House
404,Mo Brooks (R-Ala),"$251,034","$595,517","$940,000",House
405,Erik Paulsen (R-Minn),"$264,030","$589,015","$914,000",House
406,Maxine Waters (D-Calif),"-$4,012,984","$589,006","$5,190,997",House
407,Ted Lieu (D-CA),"$296,541","$580,529","$864,518",House
408,Donna Christian-Christensen (D-VI),"$236,003","$570,501","$904,999",House
409,Patrick McHenry (R-NC),"$172,014","$551,506","$930,998",House
410,Mike Coffman (R-Colo),"$331,008","$548,004","$765,000",House
411,Frank Wolf (R-Va),"$492,314","$544,811","$597,308",House
413,Kevin Cramer (R-ND),"$252,022","$542,011","$832,000",House
414,Joe Courtney (D-Conn),"$217,028","$536,014","$855,000",House
415,Randy Weber (R-Texas),"$201,005","$533,002","$864,999",House
416,Charlie Dent (R-Pa),"$161,050","$529,525","$898,000",House
417,Derek Kilmer (D-Wash),"$152,036","$522,517","$892,999",House
418,Gene Green (D-Texas),"$295,006","$522,503","$750,000",House
419,Mac Thornberry (R-Texas),"$312,007","$521,003","$730,000",House
420,John J. Duncan Jr (R-Tenn),"$268,015","$519,007","$770,000",House
421,Tom Emmer (R-MN),"$180,005","$515,002","$849,999",House
423,Barbara A. Mikulski (D-Md),"$256,017","$511,508","$767,000",Senate
424,Roger Wicker (R-Miss),"-$195,977","$508,010","$1,211,997",Senate
425,Mike Michaud (D-Maine),"$251,020","$508,010","$765,000",House
426,Garret Graves (R-La),"$37,012","$497,005","$956,999",House
427,Dave Reichert (R-Wash),"$380,602","$487,600","$594,599",House
429,Gus Bilirakis (R-Fla),"$126,042","$483,021","$840,000",House
430,Lynn Jenkins (R-Kan),"$232,015","$481,007","$730,000",House
431,Bobby Scott (D-Va),"-$138,938","$479,530","$1,097,998",House
432,Michael G. Fitzpatrick (R-Pa),"$141,037","$473,018","$805,000",House
433,Kevin Brady (R-Texas),"$199,028","$469,514","$740,000",House
434,James E. Clyburn (D-SC),"$210,022","$468,511","$727,000",House
435,Ileana Ros-Lehtinen (R-Fla),"$302,005","$466,502","$631,000",House
436,Brenda Lawrence (D-MI),"$215,005","$457,502","$699,999",House
437,David Loebsack (D-Iowa),"$184,018","$453,008","$721,999",House
438,Robert Menendez (D-NJ),"$231,005","$448,002","$664,999",Senate
439,Janice Hahn (D-Calif),"$281,004","$448,002","$615,000",House
440,Chris Stewart (R-Utah),"$286,003","$445,501","$605,000",House
441,Marco Rubio (R-Fla),"$57,018","$443,508","$829,999",Senate
442,Michelle Lujan Grisham (D-NM),"$200,004","$435,001","$669,998",House
443,Scott Garrett (R-NJ),"$235,013","$431,506","$628,000",House
444,Steve Womack (R-Ark),"$235,010","$430,005","$625,000",House
445,John Moolenaar (R-MI),"$104,042","$420,021","$736,000",House
446,John Thune (R-SD),"$188,020","$417,010","$646,000",Senate
447,Mark Kirk (R-Ill),"$255,006","$415,003","$575,000",Senate
448,John Carter (R-Texas),"$115,003","$407,501","$699,999",House
449,Joseph Crowley (D-NY),"$142,043","$405,021","$668,000",House
450,Joe Garcia (D-Fla),"$220,009","$397,504","$575,000",House
451,Adrian Smith (R-Neb),"$132,014","$393,506","$654,999",House
452,Terri A. Sewell (D-Ala),"-$38,981","$391,008","$820,998",House
453,Mark R. Meadows (R-NC),"-$307,986","$388,006","$1,083,999",House
454,David Scott (D-Ga),"$1,002","$383,000","$764,999",House
455,Scott Desjarlais (R-Tenn),"$100,014","$382,506","$664,998",House
456,David Rouzer (R-NC),"-$23,973","$377,512","$778,998",House
457,Sean Patrick Maloney (D-NY),"-$48,998","$375,499","$799,997",House
458,Bobby L. Rush (D-Ill),"$250,001","$375,000","$500,000",House
459,John Kline (R-Minn),"$205,009","$365,504","$526,000",House
460,Don Norcross (D-NJ),"$205,008","$365,004","$525,000",House
461,Tom Reed (R-NY),"$133,007","$364,003","$594,999",House
462,Tim Huelskamp (R-Kan),"$167,012","$361,006","$555,000",House
463,Adam Smith (D-Wash),"$199,010","$354,505","$510,000",House
464,Raul Ruiz (D-Calif),"$30,013","$352,506","$674,999",House
465,Nydia M. Velazquez (D-NY),"$220,001","$350,000","$480,000",House
466,Karen Bass (D-Calif),"$195,006","$348,003","$501,000",House
468,Lucille Roybal-Allard (D-Calif),"$170,010","$343,005","$516,000",House
469,Frank Guinta (R-NH),"$127,014","$340,506","$553,998",House
470,Marcy Kaptur (D-Ohio),"$156,017","$336,008","$516,000",House
471,Michael Grimm (R-NY),"$185,001","$330,000","$474,999",House
472,Andy Barr (R-Ky),"$130,018","$328,009","$526,000",House
473,Pete King (R-NY),"$200,003","$325,001","$450,000",House
474,Douglas L. Lamborn (R-Colo),"$92,012","$322,505","$552,998",House
475,Alex Mooney (R-WV),"$140,013","$320,006","$500,000",House
476,Doug Collins (R-Ga),"$104,006","$317,002","$529,998",House
477,Walter B. Jones Jr (R-NC),"$139,014","$313,007","$487,000",House
478,Mike Pompeo (R-Kan),"$123,025","$312,512","$502,000",House
479,Paul Broun (R-Ga),"$128,016","$312,008","$496,000",House
480,Mark Pocan (D-Wis),"$150,001","$309,999","$469,998",House
481,Brian Schatz (D-Hawaii),"$115,017","$309,508","$504,000",Senate
482,Cory Booker (D-NJ),"$104,020","$307,510","$511,000",Senate
483,Rodney Davis (R-Ill),"$115,017","$307,508","$500,000",House
484,Joe Heck (R-Nev),"$99,010","$305,004","$510,999",House
485,Rick Larsen (D-Wash),"$130,018","$302,509","$475,000",House
486,Ryan Costello (R-PA),"-$480,983","$302,006","$1,084,996",House
487,Patrick Meehan (R-Pa),"$78,023","$294,011","$510,000",House
488,Donald M. Payne Jr (D-NJ),"$166,005","$291,002","$416,000",House
489,Lynn A. Westmoreland (R-Ga),"-$947,994","$291,001","$1,529,997",House
490,Jeff Flake (R-Ariz),"$51,003","$283,001","$514,999",Senate
491,Ben R. Lujan (D-NM),"$146,005","$280,502","$415,000",House
492,Elise Stefanik (R-NY),"$20,007","$272,503","$524,999",House
493,John B. Larson (D-Conn),"$44,040","$269,520","$495,000",House
494,Jackie Walorski (R-Ind),"$110,013","$268,006","$426,000",House
495,Deb Fischer (R-Neb),"-$4,368,992","$268,002","$4,904,996",Senate
496,Steven Russell (R-OK),"$117,005","$266,002","$414,999",House
497,Bruce Westerman (R-AR),"$224,522","$263,519","$302,517",House
498,Hakeem Jeffries (D-NY),"$98,014","$259,007","$420,000",House
499,Danny K. Davis (D-Ill),"$121,012","$257,506","$394,000",House
500,Patrick Leahy (D-Vt),"$154,007","$257,003","$360,000",Senate
501,Matt Salmon (R-Ariz),"$95,013","$255,506","$416,000",House
502,Ted Poe (R-Texas),"-$25,987","$254,506","$534,999",House
503,Linda Sanchez (D-Calif),"-$462,977","$248,010","$958,998",House
504,Rob Woodall (R-Ga),"$120,007","$247,503","$375,000",House
505,Dan Kildee (D-Mich),"$110,006","$247,502","$384,999",House
506,Dale E. Kildee (D-Mich),"$110,006","$247,502","$384,999",House
507,Tim Scott (R-SC),"$51,010","$246,004","$440,999",Senate
508,Jan Schakowsky (D-Ill),"-$13,976","$241,011","$495,998",House
509,Robert Hurt (R-Va),"$76,014","$238,006","$399,999",House
510,Pete Gallego (D-Texas),"-$184,994","$238,001","$660,997",House
511,Raul M. Grijalva (D-Ariz),"$70,021","$235,010","$400,000",House
512,Morgan Griffith (R-Va),"$15,002","$232,500","$449,999",House
513,Mark Desaulnier (D-CA),"$118,006","$232,003","$346,000",House
514,Ed Royce (R-Calif),"$83,013","$226,506","$370,000",House
515,Glenn Thompson (R-Pa),"$101,004","$226,001","$350,999",House
516,Tony Cardenas (D-Calif),"$50,013","$221,006","$391,999",House
517,Mike Bost (R-IL),"-$48,989","$220,505","$489,999",House
518,Cory Gardner (R-Colo),"$44,017","$219,508","$394,999",Senate
519,Steven A. King (R-Iowa),"$70,015","$210,507","$351,000",House
520,Jim Jordan (R-Ohio),"$69,007","$207,503","$345,999",House
521,Tom Cotton (R-Ark),"$115,002","$207,501","$300,000",Senate
522,Mike Doyle (D-Pa),"$11,006","$205,502","$399,998",House
523,Pete Aguilar (D-CA),"-$39,994","$205,002","$449,999",House
524,Adam Kinzinger (R-Ill),"$110,005","$205,002","$300,000",House
525,Saxby Chambliss (R-Ga),"$91,007","$204,003","$317,000",Senate
526,Trey Gowdy (R-SC),$1,"$200,000","$399,999",House
527,Tim Ryan (D-Ohio),"-$81,993","$199,502","$480,998",House
528,Lee Terry (R-Neb),"$41,015","$196,007","$350,999",House
529,Gregorio Sablan (D-MP),"$97,006","$188,503","$280,000",House
530,Mike Lee (R-Utah),"$102,005","$186,002","$270,000",Senate
531,Mia Love (R-UT),"$101,003","$183,501","$266,000",House
532,Gloria McLeod (D-Calif),"$101,002","$183,001","$265,000",House
533,Christopher S. Murphy (D-Conn),"$20,007","$182,502","$344,998",Senate
534,Tom Marino (R-Pa),"-$268,393","$177,603","$623,599",House
535,Chris Gibson (R-NY),"$100,001","$175,000","$250,000",House
536,Lee Zeldin (R-NY),"$100,001","$175,000","$250,000",House
537,Chaka Fattah (D-Pa),"$100,001","$175,000","$250,000",House
538,Timothy J. Walz (D-Minn),"-$116,991","$171,503","$459,998",House
539,Kevin McCarthy (R-Calif),"$76,007","$171,003","$266,000",House
540,Mark Amodei (R-Nev),"$102,004","$166,002","$230,000",House
541,Richard Hudson (R-NC),"$48,008","$161,504","$275,000",House
542,Martin H. Walsh (R-Colo),"-$13,074","$157,415","$327,905",House
543,Jim Gerlach (R-Pa),"$63,007","$154,003","$245,000",House
544,Will Hurd (R-TX),"$19,019","$152,009","$285,000",House
545,John Culberson (R-Texas),"-$579,996","$150,501","$880,998",House
546,Mark A Takano (D-Calif),"$37,004","$146,501","$255,999",House
547,Richard E. Neal (D-Mass),"$69,010","$141,505","$214,000",House
548,Debbie Wasserman Schultz (D-Fla),"-$156,981","$138,008","$432,998",House
549,Dana Rohrabacher (R-Calif),"$36,002","$138,000","$239,999",House
550,Betty McCollum (D-Minn),"$39,011","$137,005","$235,000",House
551,Marc Veasey (D-Texas),"-$35,982","$123,508","$282,998",House
552,Robin Kelly (D-Ill),"$67,004","$123,502","$180,000",House
553,Joe Barton (R-Texas),"$67,004","$123,502","$180,000",House
554,Yvette D. Clarke (D-NY),"$66,003","$115,501","$165,000",House
555,Lois Capps (D-Calif),"-$3,963,987","$115,006","$4,193,999",House
556,Chris Van Hollen (D-Md),"$47,006","$114,003","$181,000",House
557,Buck McKeon (R-Calif),"$52,005","$111,502","$171,000",House
558,Michael R. Turner (R-Ohio),"-$15,993","$107,002","$229,998",House
559,Mike McIntyre (D-NC),"$46,006","$106,503","$167,000",House
560,Kirsten Gillibrand (D-NY),"$46,004","$105,502","$165,000",Senate
561,Albio Sires (D-NJ),"$33,005","$89,002","$145,000",House
562,Kristi Noem (R-SD),"-$477,991","$88,504","$654,999",House
563,Steven Horsford (D-Nev),"$11,011","$88,005","$165,000",House
564,Devin Nunes (R-Calif),"$51,002","$83,001","$115,000",House
565,Jose E. Serrano (D-NY),"$50,001","$75,000","$100,000",House
566,William L. Clay Jr (D-Mo),"$20,006","$72,503","$125,000",House
567,Todd Young (R-Ind),"-$496,995","$66,501","$629,998",House
568,Eliot L. Engel (D-NY),"-$165,993","$64,502","$294,998",House
569,Chris Smith (R-NJ),"$62,606","$62,606","$62,606",House
570,Donna Edwards (D-Md),"$7,008","$56,504","$106,000",House
571,James Lankford (R-Okla),"-$16,995","$56,502","$129,999",Senate
572,Gregg Harper (R-Miss),"-$248,997","$50,500","$349,998",House
573,Sanford Bishop (D-Ga),"-$168,993","$48,502","$265,998",House
574,Sam Johnson (R-Texas),"$17,003","$48,501","$80,000",House
575,Kevin Yoder (R-Kan),"-$263,990","$48,003","$359,996",House
576,Seth Moulton (D-MA),"-$74,989","$47,504","$169,998",House
577,Ron DeSantis (R-Fla),"-$12,996","$46,501","$105,999",House
578,Rob Bishop (R-Utah),"$16,002","$40,501","$65,000",House
579,Tim Walberg (R-Mich),"$5,005","$40,002","$75,000",House
580,John Lewis (D-Ga),"$5,005","$40,002","$75,000",House
581,Steny H. Hoyer (D-Md),"$15,003","$33,501","$52,000",House
582,Debbie Stabenow (D-Mich),"$15,001","$32,500","$50,000",Senate
583,Jaime Herrera Beutler (R-Wash),"$15,001","$32,500","$50,000",House
584,Randy Hultgren (R-Ill),"$15,001","$32,500","$50,000",House
585,Jody B. Hice (R-GA),"-$169,997","$32,500","$234,998",House
586,Mark Pryor (D-Ark),"$4,004","$32,002","$60,000",Senate
587,Jerrold Nadler (D-NY),"$1,002","$28,001","$55,000",House
588,Cedric Richmond (D-La),"-$47,995","$27,001","$101,998",House
589,Keith Ellison (D-Minn),"$3,006","$25,503","$48,000",House
590,John Katko (R-NY),"$3,003","$24,001","$45,000",House
591,John Walsh (D-Mont),"-$83,997","$18,000","$119,997",Senate
592,Andre Carson (D-Ind),"-$32,996","$16,501","$65,999",House
593,Julia Carson (D-Ind),"-$32,996","$16,501","$65,999",House
594,Brian M. Higgins (D-NY),"-$44,993","$8,503","$61,999",House
595,Eddie Bernice Johnson (D-Texas),"$1,002","$8,501","$16,000",House
596,Steve Stockman (R-Texas),"$1,001","$8,000","$15,000",House
597,Carol Shea-Porter (D-NH),"$1,001","$8,000","$15,000",House
598,Hank Johnson (D-Ga),"$1,001","$8,000","$15,000",House
599,Joaquin Castro (D-Texas),"-$33,998","$8,000","$49,999",House
600,Kathleen Rice (D-NY),"$1,001","$8,000","$15,000",House
601,Corrine Brown (D-Fla),"-$12,998","$3,501","$20,000",House
602,Jim Moran (D-Va),$0,$0,$0,House
603,Gregory W. Meeks (D-NY),$0,$0,$0,House
604,Duncan D. Hunter (R-Calif),$0,$0,$0,House
605,Gwen Moore (D-Wis),$0,$0,$0,House
606,Paul Tonko (D-NY),$0,$0,$0,House
607,Rick Crawford (R-Ark),$0,$0,$0,House
608,Alma Adams (D-NC),$0,$0,$0,House
609,Tim Griffin (R-Ark),"-$92,993","-$8,997","$74,998",House
610,Norma Torres (D-CA),"-$299,996","-$11,499","$276,998",House
611,Steve Scalise (R-La),"-$60,996","-$12,998","$34,999",House
612,Dan Maffei (D-NY),"-$82,995","-$15,498","$51,998",House
613,Tom McClintock (R-Calif),"-$95,995","-$22,998","$49,999",House
614,Mario Diaz-Balart (R-Fla),"-$48,999","-$24,500",-$1,House
615,Eric Swalwell (D-Calif),"-$82,997","-$26,499","$29,999",House
616,Tulsi Gabbard (D-Hawaii),"-$95,994","-$31,998","$31,998",House
617,Kyrsten Sinema (D-Ariz),"-$50,000","-$32,500","-$15,001",House
618,Barry Loudermilk (R-GA),"-$83,998","-$34,499","$14,999",House
620,Raul Labrador (R-Idaho),"-$143,994","-$49,498","$44,997",House
621,Mike Quigley (D-Ill),"-$149,999","-$65,001","$19,997",House
622,Bradley Walker (R-NC),"-$133,998","-$67,000",-$2,House
623,Steve Israel (D-NY),"-$134,999","-$75,000","-$15,002",House
624,Rodney Alexander (R-La),"-$647,993","-$83,498","$480,996",House
625,Sean P. Duffy (R-Wis),"-$229,994","-$99,999","$29,996",House
627,Bernie Sanders (I-Vt),"-$861,957","-$113,980","$633,996",Senate
628,James Bridenstine (R-Okla),"-$232,997","-$126,499","-$20,001",House
577,Ron DeSantis (R-Fla),"-$12,996","$46,501","$105,999",House
578,Rob Bishop (R-Utah),"$16,002","$40,501","$65,000",House
579,Tim Walberg (R-Mich),"$5,005","$40,002","$75,000",House
580,John Lewis (D-Ga),"$5,005","$40,002","$75,000",House
581,Steny H. Hoyer (D-Md),"$15,003","$33,501","$52,000",House
582,Debbie Stabenow (D-Mich),"$15,001","$32,500","$50,000",Senate
583,Jaime Herrera Beutler (R-Wash),"$15,001","$32,500","$50,000",House
584,Randy Hultgren (R-Ill),"$15,001","$32,500","$50,000",House
585,Jody B. Hice (R-GA),"-$169,997","$32,500","$234,998",House
586,Mark Pryor (D-Ark),"$4,004","$32,002","$60,000",Senate
587,Jerrold Nadler (D-NY),"$1,002","$28,001","$55,000",House
588,Cedric Richmond (D-La),"-$47,995","$27,001","$101,998",House
589,Keith Ellison (D-Minn),"$3,006","$25,503","$48,000",House
590,John Katko (R-NY),"$3,003","$24,001","$45,000",House
591,John Walsh (D-Mont),"-$83,997","$18,000","$119,997",Senate
592,Andre Carson (D-Ind),"-$32,996","$16,501","$65,999",House
593,Julia Carson (D-Ind),"-$32,996","$16,501","$65,999",House
594,Brian M. Higgins (D-NY),"-$44,993","$8,503","$61,999",House
595,Eddie Bernice Johnson (D-Texas),"$1,002","$8,501","$16,000",House
596,Steve Stockman (R-Texas),"$1,001","$8,000","$15,000",House
597,Carol Shea-Porter (D-NH),"$1,001","$8,000","$15,000",House
598,Hank Johnson (D-Ga),"$1,001","$8,000","$15,000",House
599,Joaquin Castro (D-Texas),"-$33,998","$8,000","$49,999",House
600,Kathleen Rice (D-NY),"$1,001","$8,000","$15,000",House
601,Corrine Brown (D-Fla),"-$12,998","$3,501","$20,000",House
602,Jim Moran (D-Va),$0,$0,$0,House
603,Gregory W. Meeks (D-NY),$0,$0,$0,House
604,Duncan D. Hunter (R-Calif),$0,$0,$0,House
605,Gwen Moore (D-Wis),$0,$0,$0,House
606,Paul Tonko (D-NY),$0,$0,$0,House
607,Rick Crawford (R-Ark),$0,$0,$0,House
608,Alma Adams (D-NC),$0,$0,$0,House
609,Tim Griffin (R-Ark),"-$92,993","-$8,997","$74,998",House
610,Norma Torres (D-CA),"-$299,996","-$11,499","$276,998",House
611,Steve Scalise (R-La),"-$60,996","-$12,998","$34,999",House
612,Dan Maffei (D-NY),"-$82,995","-$15,498","$51,998",House
613,Tom McClintock (R-Calif),"-$95,995","-$22,998","$49,999",House
614,Mario Diaz-Balart (R-Fla),"-$48,999","-$24,500",-$1,House
615,Eric Swalwell (D-Calif),"-$82,997","-$26,499","$29,999",House
616,Tulsi Gabbard (D-Hawaii),"-$95,994","-$31,998","$31,998",House
617,Kyrsten Sinema (D-Ariz),"-$50,000","-$32,500","-$15,001",House
618,Barry Loudermilk (R-GA),"-$83,998","-$34,499","$14,999",House
620,Raul Labrador (R-Idaho),"-$143,994","-$49,498","$44,997",House
621,Mike Quigley (D-Ill),"-$149,999","-$65,001","$19,997",House
622,Bradley Walker (R-NC),"-$133,998","-$67,000",-$2,House
623,Steve Israel (D-NY),"-$134,999","-$75,000","-$15,002",House
624,Rodney Alexander (R-La),"-$647,993","-$83,498","$480,996",House
625,Sean P. Duffy (R-Wis),"-$229,994","-$99,999","$29,996",House
627,Bernie Sanders (I-Vt),"-$861,957","-$113,980","$633,996",Senate
628,James Bridenstine (R-Okla),"-$232,997","-$126,499","-$20,001",House
