Rank,Name,Minimum Net Worth,Average,Maximum Net Worth,Chamber
31,Joe Kennedy III (D-Mass),"$15,127,233","$31,964,615","$48,801,997",House
32,Carolyn B. Maloney (D-NY),"$7,862,020","$28,346,508","$48,830,996",House
33,Richard Hanna (R-NY),"$14,367,153","$28,038,576","$41,710,000",House
34,Tom Petri (R-Wis),"$6,011,023","$25,638,511","$45,265,999",House
35,Ron Johnson (R-Wis),"$9,216,014","$24,442,007","$39,668,000",Senate
36,Steven Daines (R-Mont),"$9,250,012","$24,400,006","$39,550,000",House
37,Dave Camp (R-Mich),"$12,180,609","$24,290,304","$36,400,000",House
38,Kay R. Hagan (D-NC),"-$3,848,388","$24,069,791","$51,987,970",Senate
39,Mitch McConnell (R-Ky),"$9,195,051","$22,798,526","$36,402,001",Senate
40,Steve Pearce (R-NM),"$7,983,015","$22,614,007","$37,245,000",House
41,John Campbell (R-Calif),"$9,351,060","$21,959,030","$34,567,000",House
42,Brad Schneider (D-Ill),"$10,026,703","$21,516,351","$33,006,000",House
43,John A. Yarmuth (D-Ky),"$5,872,051","$21,201,024","$36,529,998",House
44,Lloyd Doggett (D-Texas),"$10,262,086","$21,008,542","$31,754,999",House
45,Claire McCaskill (D-Mo),"$15,128,202","$20,969,104","$26,810,006",Senate
46,Roger Williams (R-Texas),"$5,578,026","$19,186,511","$32,794,996",House
47,F. James Sensenbrenner Jr (R-Wis),"$15,723,191","$18,558,166","$21,393,142",House
48,Fred Upton (R-Mich),"$8,321,173","$18,330,586","$28,340,000",House
49,Tom Harkin (D-Iowa),"$12,103,118","$18,039,060","$23,975,003",Senate
50,Bill Foster (D-Ill),"$6,666,020","$17,715,510","$28,765,000",House
52,Kenny Marchant (R-Texas),"$7,425,337","$15,945,324","$24,465,312",House
53,Angus King (I-Maine),"$5,592,164","$15,908,080","$26,223,996",Senate
54,Rosa L. DeLauro (D-Conn),"$5,349,018","$15,834,507","$26,319,996",House
55,Jeff Denham (R-Calif),"$5,310,006","$15,705,002","$26,099,999",House
57,Ben Nelson (D-Neb),"$10,211,103","$15,043,552","$19,876,002",Senate
58,Johnny Isakson (R-Ga),"$7,416,141","$15,043,070","$22,670,000",Senate
59,Olympia Snowe (R-Maine),"$9,612,055","$14,598,028","$19,584,001",Senate
60,Cynthia Marie Lummis (R-Wyo),"$5,332,023","$14,410,011","$23,487,999",House
61,Mike Kelly (R-Pa),"$7,467,140","$14,063,570","$20,660,000",House
62,Rob Portman (R-Ohio),"$7,365,124","$13,924,561","$20,483,999",Senate
63,Shelley Berkley (D-Nev),"$7,011,567","$13,864,538","$20,717,510",House
64,Tom Rooney (R-Fla),"$6,706,524","$11,896,116","$17,085,708",House
66,John McCain (R-Ariz),"$7,919,124","$11,675,562","$15,432,001",Senate
67,Mark Sanford (R-SC),"$4,495,013","$11,297,506","$18,100,000",House
70,Jeff Bingaman (D-NM),"$4,716,063","$10,842,031","$16,968,000",Senate
71,Jackie Speier (D-Calif),"$5,562,078","$10,416,039","$15,270,000",House
72,Jon Runyan (R-NJ),"$4,975,047","$10,398,023","$15,820,999",House
73,Randy Neugebauer (R-Texas),"$5,812,079","$10,235,038","$14,657,998",House
74,Jim Cooper (D-Tenn),"$8,495,313","$10,218,293","$11,941,274",House
75,Michael F. Bennet (D-Colo),"$4,259,031","$9,784,515","$15,310,000",Senate
76,David McKinley (R-WVa),"$4,581,085","$9,681,041","$14,780,997",House
77,Eric Cantor (R-Va),"$4,438,113","$9,345,056","$14,251,999",House
78,Bill Flores (R-Texas),"$8,189,270","$8,922,263","$9,655,257",House
79,Al Franken (D-Minn),"$4,320,055","$8,563,027","$12,806,000",Senate
80,Jeff Landry (R-La),"$3,476,017","$8,423,007","$13,369,997",House
81,Vicky Hartzler (R-Mo),"$2,197,027","$8,193,511","$14,189,995",House
82,John Garamendi (D-Calif),"$2,934,018","$8,175,007","$13,415,997",House
83,Tom Price (R-Ga),"$5,516,251","$8,091,243","$10,666,235",House
84,David Dreier (R-Calif),"$4,716,027","$7,990,513","$11,264,999",House
85,Pat Roberts (R-Kan),"$4,845,064","$7,955,531","$11,065,999",Senate
86,Beto O'Rourke (D-Texas),"-$1,142,926","$7,743,536","$16,629,999",House
87,Wally Herger (R-Calif),"$2,966,011","$7,565,505","$12,165,000",House
89,Ron Wyden (D-Ore),"$5,857,046","$7,294,025","$8,731,004",Senate
90,Kay Bailey Hutchison (R-Texas),"$4,211,099","$7,214,049","$10,217,000",Senate
91,Keith J. Rothfus (R-Pa),"$4,603,055","$7,187,527","$9,772,000",House
92,Chris Coons (D-Del),"$4,554,493","$7,153,988","$9,753,484",Senate
93,Jeff Sessions (R-Ala),"$3,399,062","$7,080,031","$10,761,000",Senate
94,Charles Bass (R-NH),"$3,474,035","$7,030,017","$10,586,000",House
95,Elizabeth Warren (D-Mass),"$3,820,028","$6,990,514","$10,161,000",Senate
96,Earl Blumenauer (D-Ore),"$2,827,036","$6,809,015","$10,790,994",House
97,Jo Bonner (R-Ala),"$2,137,025","$6,786,510","$11,435,995",House
98,Sheldon Whitehouse (D-RI),"$3,088,206","$6,469,102","$9,849,999",Senate
99,John L. Mica (R-Fla),"$3,251,011","$6,433,505","$9,616,000",House
100,Robert L. Turner (R-NY),"$6,305,851","$6,405,349","$6,504,848",House
101,Richard C. Shelby (R-Ala),"$4,962,044","$6,396,023","$7,830,003",Senate
102,Scott Tipton (R-Colo),"$2,864,070","$6,374,535","$9,885,000",House
103,Heath Shuler (D-NC),"$1,777,029","$6,167,513","$10,557,997",House
104,George Holding (R-NC),"$3,177,058","$6,121,028","$9,064,998",House
105,Suzanne Bonamici (D-Ore),"$2,854,030","$6,057,015","$9,260,000",House
108,Jim Himes (D-Conn),"$2,688,051","$5,967,025","$9,246,000",House
109,Markwayne Mullin (R-Okla),"$2,819,030","$5,941,015","$9,063,000",House
110,Virginia Foxx (R-NC),"$2,711,031","$5,888,015","$9,065,000",House
111,Ann L. Wagner (R-Mo),"$3,339,123","$5,873,061","$8,406,999",House
112,William Enyart (D-Ill),"$3,133,130","$5,791,065","$8,449,000",House
113,Tom Latham (R-Iowa),"$2,821,724","$5,739,219","$8,656,715",House
114,Ron Paul (R-Texas),"$2,376,037","$5,734,518","$9,092,999",House
115,Dennis Heck (D-Wash),"$3,519,064","$5,727,032","$7,935,000",House
116,John A. Barrasso (R-Wyo),"$2,698,016","$5,673,508","$8,649,000",Senate
117,James M. Inhofe (R-Okla),"$3,897,689","$5,636,166","$7,374,643",Senate
118,Denny Rehberg (R-Mont),"-$1,330,988","$5,564,505","$12,459,999",House
119,Cliff Stearns (R-Fla),"$1,978,029","$5,493,012","$9,007,996",House
120,Jean Schmidt (R-Ohio),"$1,884,056","$5,465,526","$9,046,997",House
121,Mike Conaway (R-Texas),"$2,838,116","$5,455,557","$8,072,999",House
122,Jeanne Shaheen (D-NH),"$2,871,070","$5,411,055","$7,951,041",Senate
123,Paul Ryan (R-Wis),"$2,206,097","$5,405,548","$8,605,000",House
124,Dina Titus (D-Nev),"$2,255,077","$5,381,038","$8,507,000",House
125,Ben Cardin (D-Md),"$3,164,075","$5,276,037","$7,388,000",Senate
126,John D. Dingell (D-Mich),"$2,883,108","$5,239,554","$7,596,000",House
127,Joe Manchin (D-WVa),"$3,118,070","$5,192,535","$7,267,000",Senate
128,Madeleine Z. Bordallo (D-Guam),"$2,145,008","$5,147,503","$8,149,999",House
129,Ami Bera (D-Calif),"$2,147,078","$5,128,535","$8,109,993",House
130,Peter Welch (D-Vt),"$2,897,097","$5,114,048","$7,331,000",House
131,Roscoe G. Bartlett (R-Md),"$2,282,016","$5,106,008","$7,930,000",House
132,Phil Gingrey (R-Ga),"$2,458,035","$5,061,515","$7,664,995",House
133,Tom Rice (R-SC),"-$14,448,974","$5,020,509","$24,489,992",House
135,Dan Coats (R-Ind),"$2,892,037","$4,673,518","$6,455,000",Senate
136,Mike Johanns (R-Neb),"$3,186,034","$4,614,517","$6,043,001",Senate
137,James Webb (D-Va),"$1,788,191","$4,580,094","$7,371,998",Senate
138,Niki Tsongas (D-Mass),"$1,225,045","$4,550,021","$7,874,998",House
139,Al Green (D-Texas),"$1,615,012","$4,507,505","$7,399,999",House
140,Kurt Schrader (D-Ore),"$2,470,117","$4,500,558","$6,531,000",House
142,Lamar Smith (R-Texas),"$2,450,109","$4,450,054","$6,450,000",House
143,Frank Pallone Jr (D-NJ),"$2,164,168","$4,417,083","$6,669,999",House
144,Austin Scott (R-Ga),"$2,187,788","$4,409,756","$6,631,724",House
145,Filemon Vela (D-Texas),"-$1,303,981","$4,381,010","$10,066,001",House
146,Harry Reid (D-Nev),"$2,565,061","$4,372,030","$6,178,999",Senate
148,Carolyn McCarthy (D-NY),"$1,394,099","$4,316,549","$7,238,999",House
149,Steve Cohen (D-Tenn),"$2,215,122","$4,295,561","$6,376,000",House
151,David P Joyce (R-Ohio),"$2,305,115","$4,265,057","$6,225,000",House
152,Phil Roe (R-Tenn),"$3,653,367","$4,234,361","$4,815,356",House
153,Susan Brooks (R-Ind),"$1,587,045","$4,221,522","$6,856,000",House
154,Tom Carper (D-Del),"$2,099,140","$4,207,570","$6,316,000",Senate
155,Blake Farenthold (R-Texas),"$2,309,094","$4,203,046","$6,096,999",House
156,Tom Cole (R-Okla),"$2,335,067","$4,118,033","$5,901,000",House
157,Trey Radel (R-Fla),"$1,707,224","$4,069,612","$6,432,000",House
158,Robert Dold (R-Ill),"$1,531,008","$4,018,002","$6,504,996",House
159,Tim Scott (R-SC),"$1,552,014","$4,005,006","$6,457,999",Senate
160,John Boehner (R-Ohio),"$1,914,122","$3,924,561","$5,935,000",House
161,Elizabeth Esty (D-Conn),"$2,187,079","$3,923,539","$5,660,000",House
162,Ken Calvert (R-Calif),"-$1,899,989","$3,900,002","$9,699,994",House
163,Mick Mulvaney (R-SC),"$1,801,074","$3,847,036","$5,892,998",House
164,Jim Costa (D-Calif),"$1,133,009","$3,839,003","$6,544,998",House
165,Blaine Luetkemeyer (R-Mo),"$1,501,006","$3,808,003","$6,115,000",House
166,Maria Cantwell (D-Wash),"$1,423,012","$3,771,505","$6,119,999",Senate
167,Hal Rogers (R-Ky),"$1,695,742","$3,762,739","$5,829,737",House
168,John Barrow (D-Ga),"$1,501,004","$3,758,502","$6,016,000",House
169,Bill Nelson (D-Fla),"$1,465,005","$3,757,502","$6,050,000",Senate
170,Pete Stark (D-Calif),"-$19,215,978","$3,605,010","$26,425,998",House
171,John Boozman (R-Ark),"$800,013","$3,564,006","$6,327,999",Senate
172,Sam Graves (R-Mo),"$1,232,010","$3,564,004","$5,895,998",House
173,Heidi Heitkamp (D-ND),"$1,971,074","$3,532,537","$5,094,000",Senate
174,Reid Ribble (R-Wis),"$777,019","$3,528,509","$6,279,999",House
175,David A. Curson (D-Mich),"$1,198,037","$3,499,518","$5,801,000",House
176,John W. Olver (D-Mass),"$2,098,029","$3,484,514","$4,871,000",House
177,Ted Cruz (R-Texas),"$1,529,049","$3,469,523","$5,409,998",Senate
178,Roy Blunt (R-Mo),"$795,023","$3,460,010","$6,124,998",Senate
179,Doug LaMalfa (R-Calif),"$1,282,007","$3,456,503","$5,631,000",House
180,Ed Whitfield (R-Ky),"$1,921,052","$3,343,025","$4,764,999",House
181,Kent Conrad (D-ND),"$2,080,031","$3,340,515","$4,601,000",Senate
182,Barbara Boxer (D-Calif),"$1,182,007","$3,331,503","$5,481,000",Senate
183,Dean Heller (R-Nev),"$2,865,961","$3,274,955","$3,683,950",Senate
184,Tom Coburn (R-Okla),"$1,268,180","$3,210,090","$5,152,000",Senate
185,James P. McGovern (D-Mass),"$1,107,010","$3,206,005","$5,305,000",House
186,Patrick E. Murphy (D-Fla),"$1,034,022","$3,185,011","$5,336,000",House
187,Kathleen Hochul (D-NY),"$1,055,014","$3,177,507","$5,300,000",House
188,Richard Burr (R-NC),"$2,293,365","$3,157,360","$4,021,356",Senate
189,David Schweikert (R-Ariz),"$704,016","$3,149,506","$5,594,997",House
190,Chuck Grassley (R-Iowa),"$1,638,076","$3,142,538","$4,647,000",Senate
192,Allyson Schwartz (D-Pa),"$1,718,050","$3,044,525","$4,371,000",House
193,David Price (D-NC),"$1,599,079","$3,030,039","$4,461,000",House
194,Pat Toomey (R-Pa),"$1,726,054","$3,009,027","$4,292,000",Senate
195,Loretta Sanchez (D-Calif),"$453,005","$2,991,501","$5,529,997",House
196,Bill Pascrell Jr (D-NJ),"$1,794,039","$2,991,019","$4,188,000",House
197,Sander Levin (D-Mich),"$2,882,092","$2,974,591","$3,067,090",House
198,Dennis Ross (R-Fla),"-$3,097,996","$2,951,000","$8,999,997",House
199,Leonard Lance (R-NJ),"$1,862,017","$2,946,508","$4,031,000",House
200,Steven R. Rothman (D-NJ),"$1,676,039","$2,946,019","$4,216,000",House
201,Judy Biggert (R-Ill),"$1,240,074","$2,883,036","$4,525,999",House
202,Tom Udall (D-NM),"$1,674,044","$2,881,022","$4,088,000",Senate
203,Gary Peters (D-Mich),"$1,091,163","$2,880,081","$4,669,000",House
204,Susan Collins (R-Maine),"$1,181,156","$2,874,078","$4,567,000",Senate
205,Orrin G. Hatch (R-Utah),"$1,474,070","$2,854,035","$4,234,000",Senate
206,Thomas Massie (R-Ky),"$752,003","$2,841,001","$4,929,999",House
207,Randy Forbes (R-Va),"-$78,987","$2,793,004","$5,664,995",House
208,Greg Walden (R-Ore),"$1,682,030","$2,781,015","$3,880,000",House
209,Louise M. Slaughter (D-NY),"$1,749,020","$2,779,510","$3,810,000",House
210,Nick Rahall (D-WVa),"$2,220,593","$2,776,087","$3,331,582",House
211,Billy Long (R-Mo),"$1,073,039","$2,718,518","$4,363,997",House
212,Andy Harris (R-Md),"$1,476,052","$2,696,026","$3,916,000",House
213,Pedro Pierluisi (D-PR),"$551,003","$2,695,998","$4,840,993",House
214,Howard Coble (R-NC),"$1,711,134","$2,687,615","$3,664,096",House
216,Rush Holt (D-NJ),"$1,113,020","$2,654,009","$4,194,998",House
217,Joyce Beatty (D-Ohio),"$1,605,033","$2,641,516","$3,678,000",House
218,Thad Cochran (R-Miss),"$1,392,070","$2,633,535","$3,875,000",Senate
219,Lamar Alexander (R-Tenn),"-$9,928,946","$2,627,024","$15,182,995",Senate
220,Mike Simpson (R-Idaho),"$2,014,792","$2,571,288","$3,127,784",House
221,Mazie K. Hirono (D-Hawaii),"$1,448,047","$2,553,523","$3,658,999",Senate
222,Howard L. Berman (D-Calif),"$2,452,479","$2,544,978","$2,637,477",House
223,Chuck Fleischmann (R-Tenn),"$1,996,004","$2,528,000","$3,059,996",House
224,Mike D. Rogers (R-Ala),"$1,571,022","$2,518,011","$3,465,000",House
225,Sam Farr (D-Calif),"$1,504,033","$2,469,516","$3,435,000",House
226,Luis V. Gutierrez (D-Ill),"$1,147,099","$2,464,049","$3,781,000",House
227,Lois J. Frankel (D-Fla),"$666,274","$2,461,137","$4,256,000",House
228,Jack Kingston (R-Ga),"$1,927,417","$2,433,912","$2,940,407",House
229,Robert B. Aderholt (R-Ala),"-$472,981","$2,429,008","$5,330,998",House
230,Brad Wenstrup (R-Ohio),"$1,411,042","$2,413,521","$3,416,000",House
231,Kathy Castor (D-Fla),"$1,369,046","$2,403,523","$3,438,000",House
232,Ander Crenshaw (R-Fla),"$1,497,013","$2,388,506","$3,280,000",House
233,Judy Chu (D-Calif),"$1,175,040","$2,387,519","$3,599,999",House
234,Daniel Lipinski (D-Ill),"$1,280,053","$2,352,526","$3,425,000",House
235,Bob Goodlatte (R-Va),"$1,366,041","$2,303,520","$3,241,000",House
236,Colleen Hanabusa (D-Hawaii),"$1,444,017","$2,277,508","$3,111,000",House
237,Robert E. Latta (R-Ohio),"$1,280,040","$2,265,020","$3,250,000",House
238,Dan Benishek (R-Mich),"$1,217,057","$2,249,028","$3,281,000",House
239,Mike Thompson (D-Calif),"$1,161,012","$2,238,005","$3,314,999",House
240,Dan Boren (D-Okla),"$1,110,036","$2,198,017","$3,285,998",House
241,Grace Meng (D-NY),"$981,046","$2,114,522","$3,247,998",House
242,Ralph M. Hall (R-Texas),"$1,200,006","$2,092,502","$2,984,998",House
243,Lou Barletta (R-Pa),"$751,091","$2,083,544","$3,415,998",House
244,Anna Eshoo (D-Calif),"$1,281,011","$2,073,505","$2,866,000",House
245,Jim Langevin (D-RI),"$693,030","$2,026,513","$3,359,997",House
246,Susan A. Davis (D-Calif),"$853,049","$2,024,024","$3,194,999",House
247,Ann Mclane Kuster (D-NH),"$1,699,083","$1,969,579","$2,240,076",House
248,Joe Lieberman (D-Conn),"$952,072","$1,967,036","$2,982,000",Senate
249,Chip Cravaack (R-Minn),"$1,206,020","$1,961,510","$2,717,000",House
250,Jeb Hensarling (R-Texas),"$1,159,033","$1,947,016","$2,735,000",House
251,Diana DeGette (D-Colo),"$837,026","$1,901,012","$2,964,998",House
252,Eleanor Holmes Norton (D-DC),"$1,017,042","$1,886,521","$2,756,000",House
253,Bill Owens (D-NY),"$1,182,009","$1,831,004","$2,480,000",House
254,Pete Olson (R-Texas),"$1,023,034","$1,821,517","$2,620,000",House
255,Charles B. Rangel (D-NY),"$1,128,015","$1,811,507","$2,495,000",House
256,Jim Matheson (D-Utah),"$1,006,027","$1,798,013","$2,590,000",House
257,Mary L. Landrieu (D-La),"$894,018","$1,795,007","$2,695,997",Senate
258,Bill Keating (D-Mass),"$975,049","$1,791,024","$2,607,000",House
259,Mark Udall (D-Colo),"$887,057","$1,784,528","$2,682,000",Senate
260,Dutch Ruppersberger (D-Md),"$1,019,022","$1,782,010","$2,544,999",House
261,Gerry Connolly (D-Va),"$490,048","$1,765,021","$3,039,994",House
262,Xavier Becerra (D-Calif),"$705,062","$1,753,030","$2,800,998",House
263,Ted Yoho (R-Fla),"$970,359","$1,736,853","$2,503,347",House
264,Zoe Lofgren (D-Calif),"$856,047","$1,710,523","$2,565,000",House
265,Brian P. Bilbray (R-Calif),"$1,547,592","$1,695,088","$1,842,584",House
266,Alan Lowenthal (D-Calif),"$816,008","$1,693,979","$2,571,951",House
267,Dennis Cardoza (D-Calif),"$741,021","$1,683,509","$2,625,998",House
268,Jeff Merkley (D-Ore),"$629,024","$1,683,011","$2,736,998",Senate
269,Carl Levin (D-Mich),"$1,027,014","$1,679,007","$2,331,000",Senate
270,G. K. Butterfield (D-NC),"-$20,967","$1,660,010","$3,340,988",House
271,Pete Sessions (R-Texas),"$735,060","$1,648,529","$2,561,999",House
272,Robert A. Brady (D-Pa),"$1,080,007","$1,640,503","$2,201,000",House
273,David Vitter (R-La),"$830,055","$1,633,027","$2,436,000",Senate
274,Michael E. Capuano (D-Mass),"$507,039","$1,612,018","$2,716,997",House
275,Collin Peterson (D-Minn),"$544,020","$1,602,008","$2,659,997",House
276,Dan Burton (R-Ind),"$954,019","$1,594,509","$2,235,000",House
277,Bill Cassidy (R-La),"$777,060","$1,592,030","$2,407,000",House
278,Bob Gibbs (R-Ohio),"$722,052","$1,573,525","$2,424,998",House
279,Frank D. Lucas (R-Okla),"$684,012","$1,564,504","$2,444,997",House
280,Ed Markey (D-Mass),"$883,025","$1,552,012","$2,221,000",House
281,Justin Amash (R-Mich),"$890,026","$1,545,013","$2,200,000",House
282,Timothy Johnson (R-Ill),"$861,024","$1,538,012","$2,215,000",House
283,Michael Burgess (R-Texas),"$740,078","$1,526,538","$2,312,999",House
284,Scott Brown (R-Mass),"$637,030","$1,483,514","$2,329,998",Senate
286,Julia Brownley (D-Calif),"$355,023","$1,478,011","$2,600,999",House
287,Jeff Duncan (R-SC),"$530,019","$1,475,007","$2,419,995",House
288,Doris O. Matsui (D-Calif),"$857,018","$1,444,009","$2,031,000",House
289,Mark Begich (D-Alaska),"-$385,948","$1,415,023","$3,215,995",Senate
290,Ed Pastor (D-Ariz),"$863,012","$1,404,006","$1,945,000",House
291,Brett Guthrie (R-Ky),"$811,030","$1,378,515","$1,946,000",House
292,Candice S. Miller (R-Mich),"$584,664","$1,369,657","$2,154,650",House
293,John F. Tierney (D-Mass),"$575,010","$1,362,504","$2,149,998",House
295,Pete Visclosky (D-Ind),"$770,023","$1,348,011","$1,926,000",House
296,Dick Durbin (D-Ill),"$970,749","$1,345,245","$1,719,742",Senate
297,Timothy H. Bishop (D-NY),"$853,009","$1,342,004","$1,830,999",House
298,Elton Gallegly (R-Calif),"-$272,979","$1,341,008","$2,954,995",House
299,Shelley Moore Capito (R-WVa),"$132,064","$1,329,530","$2,526,997",House
300,Cathy McMorris Rodgers (R-Wash),"$392,019","$1,318,508","$2,244,998",House
301,Lisa Murkowski (R-Alaska),"$535,041","$1,305,020","$2,074,999",Senate
302,Peter DeFazio (D-Ore),"$596,021","$1,303,509","$2,010,997",House
304,Rand Paul (R-Ky),"$614,037","$1,212,018","$1,810,000",Senate
305,Tim Johnson (D-SD),"$550,044","$1,201,522","$1,853,000",Senate
306,Henry A. Waxman (D-Calif),"$667,021","$1,199,010","$1,731,000",House
307,Michele Bachmann (R-Minn),"$67,016","$1,186,007","$2,304,998",House
308,Juan Vargas (D-Calif),"$477,011","$1,178,505","$1,879,999",House
309,Ann Kirkpatrick (D-Ariz),"$693,015","$1,169,007","$1,645,000",House
310,Jon Tester (D-Mont),"$766,004","$1,165,502","$1,565,000",Senate
311,Tim Kaine (D-Va),"$564,046","$1,163,023","$1,762,000",Senate
312,Richard Nugent (R-Fla),"$563,012","$1,154,505","$1,745,999",House
313,Ron Barber (D-Ariz),"$406,021","$1,143,981","$1,881,942",House
314,Edolphus Towns (D-NY),"$705,014","$1,140,507","$1,576,000",House
315,Bill Shuster (R-Pa),"$613,028","$1,136,513","$1,659,999",House
316,Doc Hastings (R-Wash),"$681,013","$1,135,506","$1,590,000",House
317,Larry Bucshon (R-Ind),"$1,105,978","$1,123,977","$1,141,976",House
318,Steven Palazzo (R-Miss),"$607,025","$1,123,512","$1,639,999",House
319,Sheila Jackson Lee (D-Texas),"$482,021","$1,120,008","$1,757,996",House
320,Adam Schiff (D-Calif),"$568,026","$1,119,013","$1,670,000",House
321,Matt Cartwright (D-Pa),"-$2,483,962","$1,105,518","$4,694,998",House
322,Rick Nolan (D-Minn),"$696,008","$1,105,504","$1,515,000",House
323,Jeff Miller (R-Fla),"$557,009","$1,091,003","$1,624,997",House
324,Barney Frank (D-Mass),"$840,002","$1,090,001","$1,340,001",House
325,Jerry F. Costello (D-Ill),"$680,005","$1,065,002","$1,450,000",House
326,Sean Patrick Maloney (D-NY),"$126,017","$1,048,005","$1,969,994",House
327,Marcia L. Fudge (D-Ohio),"$607,013","$1,031,506","$1,456,000",House
328,Marlin Stutzman (R-Ind),"$314,021","$1,031,008","$1,747,996",House
329,Patrick J. Tiberi (R-Ohio),"$458,031","$1,014,515","$1,570,999",House
330,Steve Stivers (R-Ohio),"$480,038","$1,003,019","$1,526,000",House
331,Mark R. Meadows (R-NC),"$323,021","$1,000,510","$1,677,999",House
332,Rob Wittman (R-Va),"$257,029","$999,513","$1,741,998",House
333,Paul Gosar (R-Ariz),"$515,003","$982,501","$1,449,999",House
334,Brad Sherman (D-Calif),$16,"$981,007","$1,961,998",House
335,Daniel K. Akaka (D-Hawaii),"$617,006","$975,503","$1,334,000",Senate
336,David Cicilline (D-RI),"$502,004","$966,001","$1,429,999",House
337,Mike Honda (D-Calif),"$583,010","$964,005","$1,345,000",House
338,Kelly Ayotte (R-NH),"$436,015","$963,007","$1,489,999",Senate
339,Mo Brooks (R-Ala),"$425,047","$962,523","$1,500,000",House
340,Kay Granger (R-Texas),"$316,014","$958,005","$1,599,997",House
341,Frederica Wilson (D-Fla),"$563,011","$954,005","$1,345,000",House
342,Martha Roby (R-Ala),"$502,023","$948,511","$1,395,000",House
343,Mike Enzi (R-Wyo),"$345,057","$938,028","$1,531,000",Senate
344,Melvin L. Watt (D-NC),"$444,041","$929,020","$1,414,000",House
345,Elijah E. Cummings (D-Md),"-$140,986","$915,004","$1,970,995",House
346,Leonard Boswell (D-Iowa),"$600,003","$900,001","$1,200,000",House
347,Joe Pitts (R-Pa),"$562,008","$896,004","$1,230,000",House
348,William Cowan (D-Mass),"$398,026","$888,012","$1,377,998",Senate
349,Ben Quayle (R-Ariz),"$188,089","$879,044","$1,570,000",House
350,Scott Perry (R-Pa),"$377,020","$878,509","$1,379,998",House
351,Bill Huizenga (R-Mich),"$491,017","$878,508","$1,266,000",House
352,Jerry Lewis (R-Calif),"$445,009","$872,504","$1,299,999",House
353,Don Young (R-Alaska),"$495,008","$872,504","$1,250,000",House
354,Paul Cook (R-Calif),"$529,016","$870,508","$1,212,000",House
355,Henry Cuellar (D-Texas),"$200,015","$855,006","$1,509,998",House
356,Peter Roskam (R-Ill),"$324,050","$854,525","$1,385,000",House
357,Patty Murray (D-Wash),"$350,019","$850,008","$1,349,998",Senate
358,Bruce Braley (D-Iowa),"$233,073","$839,536","$1,446,000",House
359,Randy Weber (R-Texas),"$401,005","$833,002","$1,264,999",House
360,Jerry Moran (R-Kan),"$414,019","$826,009","$1,238,000",Senate
361,Robert E. Andrews (D-NJ),"$483,008","$814,004","$1,145,000",House
362,Amy Klobuchar (D-Minn),"$400,028","$812,514","$1,225,000",Senate
363,Ben Chandler (D-Ky),"$456,015","$811,507","$1,167,000",House
364,Mike Crapo (R-Idaho),"$371,833","$803,330","$1,234,828",Senate
365,Tammy Baldwin (D-Wis),"$517,004","$798,502","$1,080,000",Senate
