Rank,Name,Minimum Net Worth,Average,Maximum Net Worth,Chamber
366,Maxine Waters (D-Calif),"-$3,762,984","$789,006","$5,340,997",House
367,Jason Chaffetz (R-Utah),"$140,016","$788,506","$1,436,997",House
368,Don Manzullo (R-Ill),"$207,043","$777,521","$1,347,999",House
369,Mark Pocan (D-Wis),"$467,005","$766,002","$1,064,999",House
370,Eddie Bernice Johnson (D-Texas),"$502,003","$766,001","$1,030,000",House
371,Ted Deutch (D-Fla),"$394,022","$764,511","$1,135,000",House
372,David Scott (D-Ga),"$351,003","$758,001","$1,164,999",House
373,Joe Donnelly (D-Ind),"$157,010","$749,004","$1,340,998",Senate
374,Mary Bono Mack (R-Calif),"$320,034","$748,017","$1,176,000",House
375,Todd Rokita (R-Ind),"-$22,951","$741,522","$1,505,996",House
376,Tom Graves (R-Ga),"$288,015","$729,007","$1,169,999",House
377,Tim Murphy (R-Pa),"$242,049","$712,524","$1,183,000",House
378,Charles E. Schumer (D-NY),"$369,017","$702,008","$1,035,000",Senate
379,John Cornyn (R-Texas),"$310,023","$698,511","$1,086,999",Senate
380,Bill Posey (R-Fla),"$234,013","$698,006","$1,161,999",House
381,Lindsey Graham (R-SC),"$298,007","$697,003","$1,095,999",Senate
382,Charles W. Boustany Jr (R-La),"$613,772","$695,268","$776,765",House
383,Edwin G. Perlmutter (D-Colo),"$402,027","$685,513","$969,000",House
384,Emanuel Cleaver (D-Mo),"$348,012","$684,005","$1,019,999",House
385,Steve Chabot (R-Ohio),"$308,028","$676,514","$1,045,000",House
386,Bob Filner (D-Calif),"$339,016","$675,008","$1,011,000",House
387,Stephen F. Lynch (D-Mass),"$12,018","$673,008","$1,333,998",House
388,Pete Gallego (D-Texas),"$58,018","$666,007","$1,273,997",House
389,Jon L. Kyl (R-Ariz),"$620,529","$662,527","$704,526",Senate
390,Roger Wicker (R-Miss),"$84,018","$660,508","$1,236,999",Senate
391,John M. Shimkus (R-Ill),"$112,010","$658,504","$1,204,998",House
392,Kerry Bentivolio (R-Mich),"$277,032","$654,016","$1,031,000",House
393,Cheri Bustos (D-Ill),"$291,025","$653,512","$1,016,000",House
394,George Miller (D-Calif),"$257,010","$651,504","$1,045,999",House
395,Bennie G. Thompson (D-Miss),"$287,029","$647,014","$1,007,000",House
396,Jason Altmire (D-Pa),"$384,012","$647,006","$910,000",House
397,Sherrod Brown (D-Ohio),"$383,007","$639,003","$895,000",Senate
398,Donna Christian-Christensen (D-VI),"$336,003","$638,000","$939,998",House
399,Frank Guinta (R-NH),"-$194,983","$637,506","$1,469,996",House
400,Spencer Bachus (R-Ala),"$168,016","$631,507","$1,094,998",House
401,Betty Sue Sutton (D-Ohio),"$330,023","$628,511","$927,000",House
402,Jo Ann Emerson (R-Mo),"$251,005","$625,501","$999,997",House
403,Alan Nunnelee (R-Miss),"$365,011","$620,005","$875,000",House
404,David Loebsack (D-Iowa),"$298,018","$610,009","$922,000",House
405,Charlie A. Gonzalez (D-Texas),"$132,009","$609,002","$1,085,996",House
406,Jack Reed (D-RI),"$187,046","$608,523","$1,030,000",Senate
407,Norm Dicks (D-Wash),"$382,007","$606,003","$830,000",House
408,Todd Akin (R-Mo),"$330,019","$603,009","$876,000",House
409,Steve Southerland (R-Fla),"$1,005","$584,001","$1,166,998",House
410,Mark Critz (D-Pa),"$283,015","$576,507","$870,000",House
411,Scott Desjarlais (R-Tenn),"$221,014","$565,505","$909,997",House
412,Erik Paulsen (R-Minn),"$250,030","$564,515","$879,000",House
413,Marsha Blackburn (R-Tenn),"$261,024","$551,512","$842,000",House
414,John Carney (D-Del),"$211,029","$550,514","$890,000",House
415,Bob Casey (D-Pa),"$257,017","$544,508","$832,000",Senate
416,Aaron Schock (R-Ill),"-$114,911","$535,087","$1,185,085",House
417,Frank A. LoBiondo (R-NJ),"$81,025","$525,012","$968,999",House
418,Gene Green (D-Texas),"$295,006","$522,503","$750,000",House
419,Max Baucus (D-Mont),"$151,003","$519,500","$887,998",Senate
421,Eni F. H. Faleomavaega (D-AS),"$181,021","$510,510","$839,999",House
422,Patrick McHenry (R-NC),"$145,014","$510,006","$874,998",House
423,Mike Michaud (D-Maine),"$243,021","$507,510","$772,000",House
424,Tim Holden (D-Pa),"$285,013","$506,006","$727,000",House
425,Tom Reed (R-NY),"$220,010","$497,504","$774,999",House
426,Tammy Duckworth (D-Ill),"$25,054","$495,526","$965,998",House
427,Frank R. Wolf (R-Va),"$449,457","$491,454","$533,451",House
428,Robert Menendez (D-NJ),"$266,005","$490,502","$714,999",Senate
429,Janice Hahn (D-Calif),"$296,005","$480,502","$665,000",House
430,Cory Booker (D-NJ),"$222,018","$476,009","$730,000",Senate
431,Mike Doyle (D-Pa),"$215,003","$475,000","$734,998",House
432,Daniel Webster (R-Fla),"$256,009","$473,004","$690,000",House
433,Richard G. Lugar (R-Ind),"$74,015","$472,506","$870,998",Senate
434,Francisco Canseco (R-Texas),"-$205,964","$469,516","$1,144,997",House
435,Joe Courtney (D-Conn),"$157,031","$468,515","$780,000",House
436,James E. Clyburn (D-SC),"$210,022","$468,511","$727,000",House
437,Luke Messer (R-Ind),"$76,036","$468,017","$859,998",House
438,Ileana Ros-Lehtinen (R-Fla),"$302,005","$466,502","$631,000",House
439,Dale E. Kildee (D-Mich),"$266,005","$465,502","$665,000",House
440,Jim McDermott (D-Wash),"$436,527","$461,026","$485,525",House
441,Bill Johnson (R-Ohio),"$152,047","$460,523","$769,000",House
442,Bernie Sanders (I-Vt),"$116,014","$460,506","$804,998",Senate
443,Charlie Dent (R-Pa),"$130,051","$458,525","$787,000",House
444,Jared Huffman (D-Calif),"$207,020","$457,010","$707,000",House
445,Barbara A. Mikulski (D-Md),"$227,016","$454,508","$682,000",Senate
446,Kevin Brady (R-Texas),"$197,026","$453,513","$710,000",House
447,Mac Thornberry (R-Texas),"$270,007","$447,503","$625,000",House
448,Ted Poe (R-Texas),"$237,012","$446,006","$655,000",House
449,Gus Bilirakis (R-Fla),"$140,036","$445,518","$751,000",House
450,Devin Nunes (R-Calif),"$252,005","$441,002","$630,000",House
451,Michael G. Fitzpatrick (R-Pa),"$128,037","$436,518","$745,000",House
452,Michelle Lujan Grisham (D-NM),"$200,004","$435,001","$669,998",House
453,Lynn Jenkins (R-Kan),"$196,014","$430,507","$665,000",House
454,Joe Wilson (R-SC),"-$838,989","$428,000","$1,694,989",House
455,Kevin Cramer (R-ND),"$182,022","$419,511","$657,000",House
456,C. W. Bill Young (R-Fla),"$266,003","$415,501","$565,000",House
457,Chris Stewart (R-Utah),"$266,003","$415,501","$565,000",House
458,Tulsi Gabbard (D-Hawaii),"$45,014","$411,006","$776,998",House
459,Ron Kind (D-Wis),"$213,009","$404,004","$595,000",House
460,Mike Coffman (R-Colo),"$253,008","$399,004","$545,000",House
461,Joe Garcia (D-Fla),"$220,009","$397,504","$575,000",House
462,Ed Royce (R-Calif),"$166,019","$390,509","$615,000",House
463,John Kline (R-Minn),"$230,005","$390,002","$550,000",House
464,John Thune (R-SD),"$173,019","$384,509","$596,000",Senate
465,Marco Rubio (R-Fla),"$9,019","$384,509","$759,999",Senate
466,Jerry McNerney (D-Calif),"$251,004","$384,002","$517,000",House
467,Mark Kirk (R-Ill),"$251,002","$383,001","$515,000",Senate
468,Lynn Woolsey (D-Calif),"$178,010","$381,505","$585,000",House
469,Dave Reichert (R-Wash),"$210,006","$380,003","$550,000",House
470,Russ Carnahan (D-Mo),"$237,003","$378,501","$520,000",House
471,Bobby L. Rush (D-Ill),"$250,001","$375,000","$500,000",House
472,John Carter (R-Texas),"$100,002","$375,000","$649,999",House
473,Connie Mack (R-Fla),"-$179,966","$373,016","$925,999",House
474,Gary Ackerman (D-NY),"$141,017","$371,508","$601,999",House
475,Marcy Kaptur (D-Ohio),"$170,017","$360,508","$551,000",House
476,John J. Duncan Jr (R-Tenn),"$151,018","$358,009","$565,000",House
477,Adam Smith (D-Wash),"$199,010","$354,505","$510,000",House
478,Steven A. King (R-Iowa),"$155,015","$353,007","$551,000",House
479,Barbara Lee (D-Calif),"$136,015","$352,507","$568,999",House
480,Mike Rogers (R-Mich),"$111,016","$351,007","$590,999",House
481,Karen Bass (D-Calif),"$195,006","$348,003","$501,000",House
482,Andy Barr (R-Ky),"$132,024","$346,012","$560,000",House
483,Lucille Roybal-Allard (D-Calif),"$170,010","$343,005","$516,000",House
484,John A. Boccieri (D-Ohio),"$103,060","$341,030","$579,000",House
485,Hansen Clarke (D-Mich),"$197,008","$338,504","$480,000",House
486,Brad Miller (D-NC),"$52,038","$328,519","$605,000",House
487,Pete King (R-NY),"$200,003","$325,001","$450,000",House
488,Brian Schatz (D-Hawaii),"$135,016","$319,508","$504,000",Senate
489,Rick Larsen (D-Wash),"$143,017","$319,008","$495,000",House
490,Walter B. Jones Jr (R-NC),"$139,014","$313,007","$487,000",House
492,Michael Grimm (R-NY),"-$99,999","$309,999","$719,997",House
493,Joe Heck (R-Nev),"$99,010","$305,004","$510,999",House
494,Steve Womack (R-Ark),"$149,008","$304,504","$460,000",House
495,Tim Huelskamp (R-Kan),"$138,011","$304,005","$470,000",House
496,Paul Broun (R-Ga),"$127,014","$303,507","$480,000",House
497,Doug Collins (R-Ga),"$102,004","$301,001","$499,998",House
498,Tony Cardenas (D-Calif),"$95,015","$298,507","$501,999",House
499,Mike Pompeo (R-Kan),"$121,022","$296,011","$471,000",House
500,Joseph Crowley (D-NY),"$88,027","$292,513","$497,000",House
501,Kirsten Gillibrand (D-NY),"$166,004","$291,002","$416,000",Senate
502,Lynn A. Westmoreland (R-Ga),"-$947,994","$291,001","$1,529,997",House
503,Rodney Alexander (R-La),"-$133,994","$290,502","$714,998",House
504,Tom Cotton (R-Ark),"$165,003","$282,501","$400,000",House
505,Scott Garrett (R-NJ),"$148,011","$273,005","$398,000",House
506,Jackie Walorski (R-Ind),"$110,013","$268,006","$426,000",House
507,Raul Ruiz (D-Calif),"-$53,986","$263,006","$579,999",House
508,Patrick Meehan (R-Pa),"$65,023","$257,511","$450,000",House
509,Matt Salmon (R-Ariz),"$165,004","$257,502","$350,000",House
510,Hakeem Jeffries (D-NY),"$103,013","$256,506","$410,000",House
511,Grace Napolitano (D-Calif),"-$231,994","$256,502","$744,998",House
512,Danny K. Davis (D-Ill),"$131,014","$253,007","$375,000",House
513,Chaka Fattah (D-Pa),"$150,002","$250,001","$350,000",House
514,Jeff Fortenberry (R-Neb),"$104,006","$249,502","$394,999",House
515,Jim Jordan (R-Ohio),"$120,008","$248,004","$376,000",House
516,Deb Fischer (R-Neb),"-$4,403,992","$248,001","$4,899,995",Senate
517,Rodney Davis (R-Ill),"$85,020","$245,010","$405,000",House
518,Saxby Chambliss (R-Ga),"$107,009","$243,504","$380,000",Senate
519,Steve LaTourette (R-Ohio),"$130,003","$240,001","$350,000",House
520,Adrian Smith (R-Neb),"$53,013","$236,506","$419,999",House
521,Jan Schakowsky (D-Ill),"$12,026","$236,012","$459,999",House
522,James Lankford (R-Okla),"$73,019","$235,009","$397,000",House
523,Linda Sanchez (D-Calif),"-$263,977","$233,009","$729,996",House
524,Morgan Griffith (R-Va),"$15,002","$232,500","$449,999",House
525,Marc Veasey (D-Texas),"$18,020","$229,009","$439,998",House
526,Glenn Thompson (R-Pa),"$101,003","$225,501","$349,999",House
527,Sue Myrick (R-NC),"$85,009","$222,504","$359,999",House
528,John Sarbanes (D-Md),"$93,009","$219,004","$345,000",House
529,Steve Austria (R-Ohio),"$92,008","$218,504","$345,000",House
530,"Donald M. Payne, Jr (D-NJ)","$116,004","$216,002","$316,000",House
531,Jim DeMint (R-SC),"$116,003","$215,501","$315,000",Senate
532,Rob Woodall (R-Ga),"$105,006","$215,003","$325,000",House
533,Mike Pence (R-Ind),"$59,021","$211,510","$364,000",House
534,Tim Walberg (R-Mich),"$67,018","$211,009","$355,000",House
535,Larry Kissell (D-NC),"$58,009","$206,504","$354,999",House
536,Ben R. Lujan (D-NM),"$46,005","$205,502","$364,999",House
537,Trey Gowdy (R-SC),$1,"$200,000","$399,999",House
538,Raul M. Grijalva (D-Ariz),"$74,012","$199,506","$325,000",House
539,Terri A. Sewell (D-Ala),"-$636,982","$191,507","$1,019,997",House
540,Adam Kinzinger (R-Ill),"$97,006","$188,503","$280,000",House
541,Kevin McCarthy (R-Calif),"$78,009","$187,004","$296,000",House
542,Bobby Schilling (R-Ill),"-$77,994","$183,502","$444,998",House
543,Gloria McLeod (D-Calif),"-$48,997","$183,001","$414,999",House
544,John B. Larson (D-Conn),"-$57,956","$181,521","$420,999",House
545,Albio Sires (D-NJ),"$96,005","$180,502","$265,000",House
546,Dan Kildee (D-Mich),"$50,009","$180,004","$309,999",House
547,Allen West (R-Fla),"-$83,997","$175,500","$434,997",House
548,Chris Gibson (R-NY),"$100,001","$175,000","$250,000",House
549,Martin Heinrich (D-NM),"-$106,984","$171,007","$448,999",Senate
550,Richard Hudson (R-NC),"$6,008","$170,503","$334,998",House
551,Lee Terry (R-Neb),"$27,015","$168,507","$310,000",House
552,Richard E. Neal (D-Mass),"$83,011","$166,505","$250,000",House
553,Mark Amodei (R-Nev),"$102,004","$166,002","$230,000",House
554,Mark A Takano (D-Calif),"$52,003","$158,501","$264,999",House
555,Jim Gerlach (R-Pa),"$63,007","$154,003","$245,000",House
556,John Culberson (R-Texas),"-$579,996","$150,501","$880,998",House
557,Dana Rohrabacher (R-Calif),"-$448,997","$150,500","$749,998",House
558,Joaquin Castro (D-Texas),"$51,002","$150,500","$249,999",House
559,Gregorio Sablan (D-MP),"$62,006","$146,003","$230,000",House
560,Steven Horsford (D-Nev),"$29,015","$144,507","$260,000",House
561,Tom Marino (R-Pa),"-$304,550","$141,446","$587,442",House
562,Robin Kelly (D-Ill),"$91,495","$140,992","$190,490",House
563,Michael R. Turner (R-Ohio),-$992,"$139,503","$279,998",House
564,Derek Kilmer (D-Wash),"$57,143","$138,637","$220,131",House
565,Dan Lungren (R-Calif),"$66,004","$135,502","$205,000",House
566,Cory Gardner (R-Colo),"-$20,984","$132,007","$284,999",House
567,Patrick Leahy (D-Vt),"$49,007","$129,503","$210,000",Senate
568,Robert Hurt (R-Va),"$21,008","$123,003","$224,999",House
569,William L. Clay Jr (D-Mo),"$55,006","$115,003","$175,000",House
570,Chris Van Hollen (D-Md),"$47,006","$114,003","$181,000",House
571,Betty McCollum (D-Minn),"$25,011","$112,505","$200,000",House
572,Buck Mckeon (R-Calif),"$52,005","$111,502","$171,000",House
573,Mike Lee (R-Utah),"$52,004","$111,002","$170,000",Senate
574,Todd Platts (R-Pa),"$24,016","$107,508","$191,000",House
575,Mike McIntyre (D-NC),"$46,006","$106,503","$167,000",House
576,Yvette D. Clarke (D-NY),"$35,007","$105,003","$175,000",House
577,Lois Capps (D-Calif),"-$3,976,987","$98,006","$4,172,999",House
578,Timothy J. Walz (D-Minn),"-$216,991","$96,503","$409,997",House
579,Sandy Adams (R-Fla),"-$61,996","$89,000","$239,997",House
580,Douglas L. Lamborn (R-Colo),"-$162,990","$88,504","$339,998",House
581,Jeff Flake (R-Ariz),"-$198,997","$83,001","$364,999",Senate
582,Christopher S. Murphy (D-Conn),"-$29,993","$82,502","$194,998",Senate
583,Kristi Noem (R-SD),"-$478,991","$81,004","$640,999",House
584,Joe Barton (R-Texas),"$2,004","$78,501","$154,999",House
585,John Lewis (D-Ga),"$9,009","$72,004","$135,000",House
586,Gregg Harper (R-Miss),"-$213,997","$70,501","$354,999",House
587,Todd Young (R-Ind),"-$496,995","$66,501","$629,998",House
588,Chris Smith (R-NJ),"$64,273","$64,273","$64,273",House
589,Sanford Bishop (D-Ga),"-$167,992","$56,503","$280,998",House
590,Eliot L. Engel (D-NY),"-$166,994","$56,502","$279,998",House
591,Sam Johnson (R-Texas),"$17,003","$48,501","$80,000",House
592,Rob Bishop (R-Utah),"$16,002","$40,501","$65,000",House
593,Eric Swalwell (D-Calif),"$16,002","$40,501","$65,000",House
594,Nydia M. Velazquez (D-NY),$2,"$40,001","$80,000",House
595,Steny H. Hoyer (D-Md),"$15,003","$33,501","$52,000",House
596,Jose E. Serrano (D-NY),"$15,001","$32,500","$50,000",House
597,Debbie Stabenow (D-Mich),"$15,001","$32,500","$50,000",Senate
598,John Sullivan (R-Okla),"$15,001","$32,500","$50,000",House
599,Randy Hultgren (R-Ill),"$15,001","$32,500","$50,000",House
600,Brian M. Higgins (D-NY),"-$41,991","$32,004","$105,999",House
601,Donna Edwards (D-Md),"$16,137","$30,635","$45,134",House
602,Cedric Richmond (D-La),"-$47,995","$27,001","$101,998",House
603,Joe Baca (D-Calif),"$3,004","$24,502","$46,000",House
604,Ann Marie Buerkle (R-NY),"$3,003","$24,001","$45,000",House
605,Debbie Wasserman Schultz (D-Fla),"-$237,987","$21,005","$279,998",House
606,Tim Ryan (D-Ohio),"$2,003","$16,501","$31,000",House
607,Carol Shea-Porter (D-NH),"$2,002","$16,001","$30,000",House
608,Silvestre Reyes (D-Texas),"$2,002","$16,001","$30,000",House
609,Dennis Kucinich (D-Ohio),"-$248,995","$9,502","$267,999",House
610,Mark Pryor (D-Ark),"$1,001","$8,500","$16,000",Senate
611,Steve Stockman (R-Texas),"$1,001","$8,000","$15,000",House
612,Jim Moran (D-Va),"$1,001","$8,000","$15,000",House
613,Hank Johnson (D-Ga),"$1,001","$8,000","$15,000",House
614,Jaime Herrera Beutler (R-Wash),"$1,001","$8,000","$15,000",House
615,Luis Antonio Rivera (D-Fla),"-$148,998","$8,000","$164,999",House
616,Andre Carson (D-Ind),"-$44,995","$7,502","$59,999",House
617,Keith Ellison (D-Minn),"-$12,993","$6,003","$25,000",House
618,Corrine Brown (D-Fla),"-$12,998","$3,501","$20,000",House
619,Paul Tonko (D-NY),$1,$500,"$1,000",House
620,Nan Hayworth,$0,$0,$0,House
621,Duncan D. Hunter (R-Calif),$0,$0,$0,House
622,Gwen Moore (D-Wis),$0,$0,$0,House
623,Gregory W. Meeks (D-NY),$0,$0,$0,House
624,Dan Maffei (D-NY),"-$81,995","-$7,998","$65,998",House
625,Steve Scalise (R-La),"-$60,996","-$12,998","$34,999",House
626,Jerrold Nadler (D-NY),"-$47,998","-$16,499","$14,999",House
627,James Bridenstine (R-Okla),"-$174,145","-$22,148","$129,849",House
628,Mario Diaz-Balart (R-Fla),"-$48,999","-$24,500",-$1,House
629,Tom McClintock (R-Calif),"-$96,995","-$30,498","$35,999",House
630,Mike Quigley (D-Ill),"-$99,999","-$32,500","$34,998",House
631,Kyrsten Sinema (D-Ariz),"-$50,000","-$32,500","-$15,001",House
632,Tim Griffin (R-Ark),"-$95,996","-$32,999","$29,998",House
633,Julia Carson (D-Ind),"-$94,995","-$34,998","$24,999",House
634,Ron DeSantis (R-Fla),"-$63,998","-$36,499","-$9,001",House
635,John Conyers Jr (D-Mich),"-$65,000","-$45,000","-$25,001",House
636,Steve Israel (D-NY),"-$99,999","-$55,000","-$10,001",House
637,Raul Labrador (R-Idaho),"-$144,994","-$56,998","$30,997",House
638,Kevin Yoder (R-Kan),"-$363,991","-$59,498","$244,995",House
639,Joe Walsh (R-Ill),"-$112,998","-$71,499","-$30,001",House
640,Mike Ross (D-Ark),"-$219,997","-$89,999","$39,999",House
641,Sean P. Duffy (R-Wis),"-$194,995","-$99,999","-$5,003",House
642,Renee Ellmers (R-NC),"-$397,994","-$101,498","$194,998",House
643,Bobby Scott (D-Va),"-$290,945","-$154,973","-$19,001",House
644,Louis B. Gohmert Jr (R-Texas),"-$215,000","-$162,501","-$110,002",House
645,Rick Crawford (R-Ark),"-$230,000","-$175,001","-$120,002",House
646,Laura Richardson (D-Calif),"-$928,989","-$243,497","$441,995",House
648,Steve Fincher (R-Tenn),"-$1,149,999","-$472,502","$204,995",House
649,Ruben Hinojosa (D-Texas),"-$5,287,942","-$2,303,473","$680,995",House
650,Alcee L. Hastings (D-Fla),"-$7,348,999","-$4,732,002","-$2,115,006",House
651,David Valadao (R-Calif),"-$24,498,997","-$12,167,002","$164,993",House
