Rank,Name,Minimum Net Worth,Average,Maximum Net Worth,Chamber
30,Nita M Lowey (D-NY),"$10,946,020","$29,980,510","$49,015,000",House
31,Trent Franks (R-Ariz),"$5,600,004","$29,800,001","$53,999,998",House
33,Carolyn B Maloney (D-NY),"$10,313,048","$28,529,023","$46,744,999",House
34,David Perdue (R-Ga),"$11,819,131","$27,736,065","$43,652,999",Senate
35,Ron Johnson (R-Wis),"$10,351,014","$27,608,007","$44,865,000",Senate
36,Mitch McConnell (R-Ky),"$10,436,071","$26,678,035","$42,920,000",Senate
37,Johnny Isakson (R-Ga),"$9,705,023","$25,153,011","$40,601,000",Senate
38,Lloyd Doggett (D-Texas),"$12,827,059","$24,678,529","$36,529,999",House
39,Kenny Marchant (R-Texas),"$15,054,732","$24,660,721","$34,266,710",House
40,Steve Pearce (R-NM),"$7,548,016","$21,972,008","$36,396,000",House
41,Bill Foster (D-Ill),"$9,326,034","$21,770,517","$34,215,000",House
42,Mike Kelly (R-Pa),"$10,385,150","$20,032,575","$29,680,000",House
43,John A Yarmuth (D-Ky),"$5,311,071","$18,600,534","$31,889,998",House
44,Thom Tillis (R-NC),"$6,246,105","$17,610,550","$28,974,995",Senate
46,Rob Portman (R-Ohio),"$8,581,118","$16,867,559","$25,154,000",Senate
47,Jeff Denham (R-Calif),"$5,265,009","$16,782,503","$28,299,997",House
48,Michael F Bennet (D-Colo),"$6,862,028","$16,591,514","$26,321,000",Senate
49,Rosa L DeLauro (D-Conn),"$5,437,010","$15,914,503","$26,391,996",House
50,Blaine Luetkemeyer (R-Mo),"$5,501,006","$15,808,003","$26,115,000",House
52,Susan Brooks (R-Ind),"$4,889,038","$15,617,017","$26,344,997",House
53,John McCain (R-Ariz),"$1,606,125","$14,761,062","$27,916,000",Senate
54,Lamar Alexander (R-Tenn),"-$2,032,956","$14,228,020","$30,488,996",Senate
56,Ralph Abraham (R-La),"$4,676,051","$12,195,525","$19,714,999",House
57,Bruce Poliquin (R-Maine),"$5,051,015","$12,183,007","$19,315,000",House
58,John Kennedy (R-La),"$6,209,132","$12,137,065","$18,064,999",Senate
59,Jeff Fortenberry (R-Neb),"-$1,048,988","$11,475,502","$23,999,993",House
61,Bill Flores (R-Texas),"$5,962,671","$11,097,163","$16,231,655",House
62,Jacky Rosen (D-Nev),"$5,182,183","$10,881,091","$16,579,999",House
63,Keith J Rothfus (R-Pa),"$5,601,052","$10,321,026","$15,041,000",House
64,Angus King (I-Maine),"$3,946,149","$10,116,574","$16,286,999",Senate
65,Joyce Beatty (D-Ohio),"$3,543,029","$10,031,514","$16,520,000",House
66,Earl Blumenauer (D-Ore),"$3,972,045","$9,950,020","$15,927,995",House
67,Chellie Pingree (D-Maine),"$3,550,005","$9,825,002","$16,100,000",House
68,Vicente Gonzalez (D-Texas),"$4,354,023","$9,752,011","$15,150,000",House
69,Ron Wyden (D-Ore),"$7,874,061","$9,750,033","$11,626,005",Senate
70,Beto O'Rourke (D-Texas),"-$1,486,972","$9,134,511","$19,755,995",House
71,David McKinley (R-WVa),"$4,161,131","$9,093,064","$14,024,997",House
72,Mike Rounds (R-SD),"-$283,930","$9,053,034","$18,389,999",Senate
73,Vicky Hartzler (R-Mo),"$2,982,029","$9,019,011","$15,055,994",House
74,Ann L Wagner (R-Mo),"$5,363,125","$8,955,562","$12,547,999",House
75,Chris Coons (D-Del),"$5,950,056","$8,840,529","$11,731,003",Senate
76,Markwayne Mullin (R-Okla),"$3,152,044","$8,830,021","$14,507,999",House
77,Josh Gottheimer (D-NJ),"$2,095,380","$8,094,689","$14,093,998",House
78,Richard C Shelby (R-Ala),"$3,233,014","$7,989,507","$12,746,000",Senate
80,John A Barrasso (R-Wyo),"$3,198,015","$7,947,007","$12,696,000",Senate
81,Debbie Dingell (D-Mich),"$4,398,152","$7,867,076","$11,336,000",House
82,Madeleine Z Bordallo (D-Guam),"$3,166,008","$7,790,504","$12,415,000",House
83,Elizabeth Warren (D-Mass),"$4,743,025","$7,769,513","$10,796,002",Senate
84,Neal Dunn (R-Fla),"$2,921,064","$7,613,031","$12,304,998",House
85,Lisa Blunt Rochester (D-Del),"$4,551,083","$7,563,541","$10,575,999",House
86,Jackie Speier (D-Calif),"$3,841,060","$7,255,029","$10,668,998",House
87,Al Franken (D-Minn),"$4,300,069","$7,226,534","$10,152,999",Senate
88,John Lee Ratcliffe (R-Texas),"$2,650,007","$7,187,502","$11,724,998",House
89,Jeanne Shaheen (D-NH),"$4,638,033","$7,094,014","$9,549,996",Senate
91,Sheldon Whitehouse (D-RI),"$2,554,294","$6,940,145","$11,325,997",Senate
92,French Hill (R-Ark),"$3,001,068","$6,892,033","$10,782,998",House
93,Dennis Heck (D-Wash),"$3,779,062","$6,637,030","$9,494,998",House
95,Scott Tipton (R-Colo),"$2,978,071","$6,574,035","$10,170,000",House
96,Kathy Castor (D-Fla),"$3,231,037","$6,486,018","$9,741,000",House
97,Jim Himes (D-Conn),"$2,867,046","$6,325,022","$9,782,999",House
98,Maggie Hassan (D-NH),"$3,450,046","$6,113,022","$8,775,998",Senate
99,Matt Cartwright (D-Pa),"$2,287,035","$6,035,016","$9,782,998",House
100,Paul Ryan (R-Wis),"$2,266,080","$6,003,039","$9,739,998",House
101,Joe Manchin (D-WVa),"$3,546,072","$5,881,036","$8,216,000",Senate
102,Bill Pascrell Jr. (D-NJ),"$2,691,040","$5,842,520","$8,994,000",House
104,Filemon Vela (D-Texas),"$2,503,015","$5,774,506","$9,045,998",House
105,Ami Bera (D-Calif),"$2,017,075","$5,699,533","$9,381,991",House
106,Michael R Turner (R-Ohio),"$1,409,112","$5,692,554","$9,975,996",House
107,Andy Biggs (R-Ariz),"$968,009","$5,674,502","$10,380,996",House
108,Catherine Cortez Masto (D-Nev),"$3,213,065","$5,616,532","$8,019,999",Senate
109,Mark Sanford (R-SC),"$2,056,027","$5,523,012","$8,989,998",House
110,Steve Cohen (D-Tenn),"$3,050,107","$5,463,553","$7,877,000",House
111,Blake Farenthold (R-Texas),"$2,358,354","$5,400,330","$8,442,306",House
112,Al Green (D-Texas),"$2,450,013","$5,375,006","$8,300,000",House
113,Thomas Massie (R-Ky),"$1,004,008","$5,333,002","$9,661,996",House
114,Tom Carper (D-Del),"$2,772,146","$5,239,573","$7,707,000",Senate
116,Brad Wenstrup (R-Ohio),"$1,061,070","$5,088,534","$9,115,998",House
117,James Comer (R-Ky),"$1,770,022","$5,035,010","$8,299,998",House
118,Lamar Smith (R-Texas),"$3,013,073","$5,029,036","$7,045,000",House
119,Dean Heller (R-Nev),"$1,211,035","$5,014,516","$8,817,998",Senate
120,Roy Blunt (R-Mo),"$1,598,021","$4,946,509","$8,294,998",Senate
121,Suzanne Bonamici (D-Ore),"$3,122,033","$4,901,016","$6,680,000",House
122,Dina Titus (D-Nev),"$1,961,060","$4,890,030","$7,819,000",House
123,Tom Cole (R-Okla),"$2,917,061","$4,874,030","$6,831,000",House
124,George Holding (R-NC),"$1,276,034","$4,855,515","$8,434,996",House
125,Jim Costa (D-Calif),"$1,853,029","$4,837,014","$7,820,999",House
126,Kurt Schrader (D-Ore),"$2,433,122","$4,776,560","$7,119,998",House
127,Peter Welch (D-Vt),"$2,619,115","$4,764,557","$6,910,000",House
128,Jeff Merkley (D-Ore),"$2,836,031","$4,501,015","$6,166,000",Senate
129,Heidi Heitkamp (D-ND),"$2,588,067","$4,455,033","$6,322,000",Senate
130,Orrin G Hatch (R-Utah),"$1,758,040","$4,441,020","$7,124,000",Senate
131,Ed Whitfield (R-Ky),"$2,169,106","$4,439,552","$6,709,998",House
132,John Garamendi (D-Calif),"$1,108,019","$4,409,008","$7,709,997",House
133,Ken Calvert (R-Calif),"-$1,799,985","$4,400,004","$10,599,993",House
134,Jamie Raskin (D-Md),"$2,415,094","$4,345,047","$6,275,000",House
136,Gary Peters (D-Mich),"$1,757,195","$4,239,097","$6,721,000",Senate
137,Juan Vargas (D-Calif),"$626,021","$4,201,008","$7,775,995",House
138,Niki Tsongas (D-Mass),"$1,286,046","$4,188,022","$7,089,998",House
139,Robert B Aderholt (R-Ala),"$1,176,021","$4,163,509","$7,150,998",House
140,Tom O'Halleran (D-Ariz),"$1,636,011","$4,038,005","$6,440,000",House
141,Lou Correa (D-Calif),"$1,751,040","$3,984,019","$6,216,998",House
142,Stephanie Murphy (D-Fla),"$1,864,045","$3,930,521","$5,996,997",House
143,Jon Tester (D-Mont),"$1,569,008","$3,889,504","$6,210,000",Senate
144,Leonard Lance (R-NJ),"$2,123,064","$3,811,032","$5,499,000",House
145,Justin Amash (R-Mich),"$593,025","$3,756,511","$6,919,997",House
146,Bill Nelson (D-Fla),"$1,309,033","$3,672,016","$6,035,000",Senate
147,Susan Collins (R-Maine),"$1,908,091","$3,660,045","$5,412,000",Senate
148,Virginia Foxx (R-NC),"$2,206,044","$3,636,022","$5,066,000",House
149,David Price (D-NC),"$1,916,088","$3,591,544","$5,267,000",House
150,Bob Goodlatte (R-Va),"$2,122,046","$3,513,523","$4,905,000",House
151,Ted Lieu (D-Calif),"$1,045,040","$3,503,519","$5,961,999",House
152,Doug LaMalfa (R-Calif),"$1,281,008","$3,498,504","$5,716,000",House
153,Chuck Grassley (R-Iowa),"$1,928,073","$3,487,536","$5,047,000",Senate
154,Shelley Moore Capito (R-WVa),"$1,395,137","$3,466,067","$5,536,997",Senate
156,Brad Sherman (D-Calif),"$699,015","$3,430,006","$6,160,998",House
157,Sander Levin (D-Mich),"$3,363,493","$3,380,992","$3,398,492",House
158,Pat Roberts (R-Kan),"$2,044,028","$3,319,014","$4,594,000",Senate
159,David Schweikert (R-Ariz),"$1,162,010","$3,316,005","$5,470,000",House
160,Kamala D Harris (D-Calif),"$1,556,075","$3,310,536","$5,064,998",Senate
161,Maria Cantwell (D-Wash),"$1,101,011","$3,289,005","$5,476,999",Senate
162,Warren Davidson (R-Ohio),"-$3,369,989","$3,284,003","$9,937,996",House
163,James P McGovern (D-Mass),"$1,134,009","$3,272,504","$5,411,000",House
164,Ted Cruz (R-Texas),"$1,600,037","$3,205,517","$4,810,997",Senate
165,Daniel Lipinski (D-Ill),"$1,750,053","$3,200,026","$4,649,999",House
166,Deb Fischer (R-Neb),"$622,012","$3,151,505","$5,680,999",Senate
167,Michael E Capuano (D-Mass),"$1,882,044","$3,144,022","$4,406,000",House
168,Judy Chu (D-Calif),"$1,613,051","$3,069,524","$4,525,998",House
169,Robert E Latta (R-Ohio),"$1,744,044","$3,027,022","$4,310,000",House
170,Ben Cardin (D-Md),"$1,454,106","$2,997,053","$4,540,000",Senate
171,Billy Long (R-Mo),"$1,399,045","$2,983,521","$4,567,998",House
172,Tom Udall (D-NM),"$1,727,041","$2,918,520","$4,110,000",Senate
173,Brett Guthrie (R-Ky),"$1,722,027","$2,870,012","$4,017,998",House
174,John Carter (R-Texas),"$615,003","$2,857,500","$5,099,998",House
175,Jason Lewis (R-Minn),"$1,655,023","$2,770,011","$3,884,999",House
176,Al Lawson (D-Fla),"$1,515,043","$2,738,021","$3,961,000",House
177,Zoe Lofgren (D-Calif),"$1,105,041","$2,715,019","$4,324,998",House
178,David Scott (D-Ga),"$401,004","$2,708,001","$5,014,998",House
179,Mike Thompson (D-Calif),"$1,610,013","$2,580,006","$3,549,999",House
180,Greg Walden (R-Ore),"$1,561,031","$2,551,515","$3,542,000",House
181,Dan Sullivan (R-Alaska),"$1,069,040","$2,498,518","$3,927,997",Senate
182,Mazie K Hirono (D-Hawaii),"$657,039","$2,487,018","$4,316,997",Senate
183,David Kustoff (R-Tenn),"$1,025,095","$2,466,545","$3,907,996",House
184,Diana DeGette (D-Colo),"$845,051","$2,422,524","$3,999,997",House
185,Tom Rice (R-SC),"-$14,635,979","$2,382,008","$19,399,995",House
186,Frank Pallone Jr. (D-NJ),"$634,124","$2,376,560","$4,118,997",House
187,Bob Gibbs (R-Ohio),"$1,047,065","$2,363,531","$3,679,998",House
188,Nanette Barragan (D-Calif),"-$45,986","$2,355,005","$4,755,997",House
189,Gerry Connolly (D-Va),"$920,046","$2,325,020","$3,729,995",House
190,Andy Harris (R-Md),"$570,041","$2,210,519","$3,850,998",House
191,Brian Babin (R-Texas),"$1,017,092","$2,202,046","$3,387,000",House
192,David P Joyce (R-Ohio),"-$127,917","$2,201,039","$4,529,996",House
193,Luther Strange (R-Ala),"$1,368,018","$2,194,009","$3,020,000",Senate
194,Pat Toomey (R-Pa),"$889,051","$2,187,025","$3,484,999",Senate
195,Robert A. Brady (D-Pa),"$1,300,006","$2,150,502","$3,000,999",House
196,Lloyd Smucker (R-Pa),"-$547,987","$2,108,503","$4,764,993",House
197,Susan A Davis (D-Calif),"$677,045","$2,091,021","$3,504,998",House
198,Austin Scott (R-Ga),"$663,047","$2,056,521","$3,449,996",House
199,Eleanor Holmes Norton (D-DC),"$1,131,036","$1,986,018","$2,841,000",House
200,Rob Wittman (R-Va),"$266,149","$1,968,073","$3,669,998",House
201,Colleen Hanabusa (D-Hawaii),"$1,196,010","$1,955,504","$2,714,999",House
204,Pete Sessions (R-Texas),"$427,084","$1,928,540","$3,429,997",House
205,Alan Lowenthal (D-Calif),"$590,068","$1,858,533","$3,126,999",House
206,Louise M Slaughter (D-NY),"$1,093,021","$1,819,010","$2,545,000",House
207,Pete Olson (R-Texas),"$925,041","$1,712,520","$2,500,000",House
208,Mike Simpson (R-Idaho),"$606,039","$1,666,518","$2,726,997",House
209,Jerry Moran (R-Kan),"$947,027","$1,639,513","$2,332,000",Senate
210,Ron Kind (D-Wis),"$817,021","$1,612,009","$2,406,998",House
211,Pete Visclosky (D-Ind),"$957,019","$1,593,509","$2,230,000",House
212,Collin Peterson (D-Minn),"$652,008","$1,591,503","$2,530,998",House
213,Gary Palmer (R-Ala),"$355,117","$1,554,058","$2,752,999",House
214,Carlos Curbelo (R-Fla),"$152,104","$1,536,550","$2,920,997",House
215,Lisa Murkowski (R-Alaska),"$801,022","$1,459,010","$2,116,999",Senate
216,Tim Kaine (D-Va),"$789,039","$1,450,519","$2,112,000",Senate
217,Ben Sasse (R-Neb),"$729,045","$1,446,022","$2,163,000",Senate
218,Patty Murray (D-Wash),"$804,019","$1,394,509","$1,985,000",Senate
219,Candice S Miller (R-Mich),"$782,012","$1,381,006","$1,980,000",House
220,Lynn Jenkins (R-Kan),"$792,015","$1,361,007","$1,929,999",House
221,Frank D Lucas (R-Okla),"$507,014","$1,356,005","$2,204,996",House
222,Mike Crapo (R-Idaho),"$692,038","$1,311,019","$1,930,000",Senate
223,Barbara Comstock (R-Va),"$456,046","$1,286,022","$2,115,999",House
224,Grace Meng (D-NY),"$132,055","$1,272,526","$2,412,997",House
225,Doris O Matsui (D-Calif),"$703,019","$1,224,509","$1,746,000",House
226,Amy Klobuchar (D-Minn),"$639,027","$1,212,013","$1,785,000",Senate
227,Cathy McMorris Rodgers (R-Wash),"$106,026","$1,210,511","$2,314,996",House
228,Kay Granger (R-Texas),"$245,012","$1,190,004","$2,134,997",House
229,Julia Brownley (D-Calif),"-$265,958","$1,186,019","$2,637,996",House
230,Mimi Walters (R-Calif),"$667,007","$1,148,503","$1,629,999",House
231,Claudia Tenney (R-NY),"-$53,939","$1,133,025","$2,319,990",House
232,Ted Poe (R-Texas),"$533,017","$1,126,508","$1,719,999",House
233,Dutch Ruppersberger (D-Md),"-$296,972","$1,119,012","$2,534,997",House
234,Luis V Gutierrez (D-Ill),"$662,022","$1,109,011","$1,556,000",House
235,Charles E Schumer (D-NY),"$507,043","$1,106,021","$1,705,000",Senate
237,Roger Wicker (R-Miss),"$647,016","$1,077,508","$1,508,000",Senate
238,Stephen F Lynch (D-Mass),"$241,018","$1,072,007","$1,902,997",House
239,Brenda Lawrence (D-Mich),"$541,019","$1,065,509","$1,589,999",House
240,Jared Huffman (D-Calif),"-$252,951","$1,065,023","$2,382,998",House
241,Glenn S Grothman (R-Wis),"$600,015","$1,062,507","$1,525,000",House
242,Paul Cook (I-Tenn),"$614,016","$1,058,008","$1,502,000",House
243,G K Butterfield (D-NC),"-$77,974","$1,056,009","$2,189,992",House
245,Dan Donovan (R-NY),"$365,008","$1,050,503","$1,735,998",House
246,Bill Huizenga (R-Mich),"$340,020","$1,047,009","$1,753,999",House
247,John Rutherford (R-Fla),"$666,006","$1,040,503","$1,415,000",House
248,Mike Enzi (R-Wyo),"$484,033","$1,035,016","$1,586,000",Senate
249,Sam Graves (R-Mo),"-$3,453,491","$1,023,502","$5,500,496",House
250,Steve Chabot (R-Ohio),"$559,027","$1,022,513","$1,486,000",House
251,Kenneth R Buck (R-Colo),"$461,011","$1,013,005","$1,564,999",House
252,Elijah E Cummings (D-Md),"-$5,986","$1,010,005","$2,025,997",House
253,Cory Booker (D-NJ),"$650,004","$1,000,002","$1,350,000",Senate
254,Rand Paul (R-Ky),"$351,031","$995,515","$1,639,999",Senate
255,Larry Bucshon (R-Ind),"$931,341","$966,839","$1,002,338",House
256,Martha Roby (R-Ala),"-$71,955","$933,522","$1,938,999",House
257,Patrick J Tiberi (R-Ohio),"$73,041","$925,019","$1,776,997",House
258,Dwight Evans (D-Pa),"$495,016","$903,007","$1,310,999",House
260,Mark R Meadows (R-NC),"$364,013","$887,506","$1,410,999",House
261,Jeff Duncan (R-SC),"$43,015","$879,005","$1,714,995",House
262,John Cornyn (R-Texas),"$484,023","$877,511","$1,270,999",Senate
263,Peter DeFazio (D-Ore),"$326,022","$877,010","$1,427,998",House
264,Bernie Sanders (I-Vt),"-$137,936","$873,031","$1,883,998",Senate
265,Tim Murphy (R-Pa),"$353,045","$861,522","$1,370,000",House
266,Jim Langevin (D-RI),"-$1,156,977","$857,006","$2,870,989",House
267,Steve Stivers (R-Ohio),"$28,051","$852,524","$1,676,998",House
268,Tammy Baldwin (D-Wis),"$517,004","$798,502","$1,080,000",Senate
269,Mo Brooks (R-Ala),"-$59,932","$795,033","$1,649,999",House
270,Don Young (R-Alaska),"$411,008","$788,003","$1,164,999",House
271,Jodey Arrington (R-Texas),"$117,017","$786,007","$1,454,998",House
272,Pramila Jayapal (D-Wash),"$86,031","$775,515","$1,464,999",House
273,Kevin Brady (R-Texas),"$371,026","$773,512","$1,175,999",House
274,Bennie G Thompson (D-Miss),"$368,024","$757,012","$1,146,000",House
275,Peter Roskam (R-Ill),"$285,047","$755,023","$1,225,000",House
277,Charlie Crist (3-Fla),"-$122,977","$728,511","$1,579,999",House
278,Walter B Jones Jr. (R-NC),"$423,019","$725,009","$1,027,000",House
279,Nydia M Velazquez (D-NY),"$470,001","$725,000","$980,000",House
280,Bruce Westerman (R-Ark),"$593,520","$721,018","$848,517",House
281,John M Shimkus (R-Ill),"$151,007","$715,502","$1,279,998",House
282,Jack Reed (D-RI),"$182,063","$694,531","$1,207,000",Senate
283,Adam Schiff (D-Calif),"-$186,975","$692,011","$1,570,998",House
284,Daniel Webster (R-Fla),"$419,008","$689,504","$960,000",House
285,Bradley Byrne (R-Ala),"$388,022","$682,011","$976,000",House
286,Steve Knight (R-Calif),"-$125,983","$672,006","$1,469,996",House
287,Joseph Crowley (D-NY),"$265,041","$670,520","$1,076,000",House
288,Don Bacon (R-Neb),"$366,013","$670,506","$974,999",House
289,Cheri Bustos (D-Ill),"$13,029","$666,513","$1,319,998",House
290,Kevin Cramer (R-ND),"$318,016","$631,508","$945,000",House
291,James Lankford (R-Okla),"$180,042","$622,021","$1,064,000",Senate
292,Eddie Bernice Johnson (D-Texas),"$266,003","$615,501","$964,999",House
293,Erik Paulsen (R-Minn),"$255,032","$603,016","$951,000",House
294,Sherrod Brown (D-Ohio),"$367,005","$598,502","$830,000",Senate
295,Drew Ferguson (R-Ga),"$156,012","$586,505","$1,016,998",House
296,Jim Banks (R-Ind),"$223,037","$573,518","$924,000",House
297,Hakeem Jeffries (D-NY),"$10,017","$567,508","$1,124,999",House
298,Linda Sanchez (D-Calif),"-$170,971","$558,513","$1,287,997",House
299,Bill Shuster (R-Pa),"$216,035","$553,517","$891,000",House
300,Jason Chaffetz (R-Utah),"$55,014","$552,506","$1,049,999",House
301,Bill Posey (R-Fla),"$232,009","$532,004","$831,999",House
302,Matt Gaetz (R-Fla),"$36,026","$530,512","$1,024,998",House
303,Steven Palazzo (R-Miss),"-$111,993","$522,001","$1,155,996",House
304,Tom Graves (R-Ga),"$81,021","$510,509","$939,998",House
305,Henry Cuellar (D-Texas),"-$349,982","$483,507","$1,316,996",House
306,Jeb Hensarling (R-Texas),"-$572,938","$479,530","$1,531,998",House
307,David Loebsack (D-Iowa),"$175,015","$475,007","$774,999",House
308,Joe Donnelly (D-Ind),"-$262,988","$471,505","$1,205,998",Senate
309,Joe Barton (R-Texas),"$217,006","$466,002","$714,998",House
310,Tammy Duckworth (D-Ill),"-$1,950","$464,524","$930,998",Senate
311,Lindsey Graham (R-SC),"$208,019","$464,509","$721,000",Senate
312,Bob Casey (D-Pa),"$219,015","$452,507","$686,000",Senate
313,Mike Coffman (R-Colo),"$163,010","$449,004","$734,999",House
314,Ted Deutch (D-Fla),"-$175,955","$443,522","$1,062,999",House
315,Scott Perry (R-Pa),"-$187,981","$441,008","$1,069,997",House
316,Kirsten Gillibrand (D-NY),"$280,003","$440,001","$600,000",Senate
317,Mike Lee (R-Utah),"$234,012","$437,006","$640,000",Senate
318,Jeff Flake (R-Ariz),"-$117,992","$432,003","$981,998",Senate
319,Sean Patrick Maloney (D-NY),"-$31,994","$431,502","$894,998",House
320,Joe Courtney (D-Conn),"$102,023","$429,010","$755,998",House
321,Pete King (R-NY),"$250,003","$425,001","$600,000",House
322,Robert Menendez (D-NJ),"$217,005","$423,502","$629,999",Senate
323,Marcia L Fudge (D-Ohio),"-$193,990","$423,003","$1,039,997",House
324,Frank A LoBiondo (R-NJ),"-$895,894","$409,551","$1,714,997",House
325,John Thune (R-SD),"$164,024","$400,512","$637,000",Senate
326,Ileana Ros-Lehtinen (R-Fla),"$253,005","$399,502","$546,000",House
328,Jerry McNerney (D-Calif),"$2,004","$391,501","$780,999",House
329,Martin Heinrich (D-NM),"$156,015","$363,507","$571,000",Senate
330,Tim Scott (R-SC),"$186,010","$363,005","$540,000",Senate
331,John Moolenaar (R-Mich),"$4,045","$346,522","$688,999",House
332,Kevin Yoder (R-Kan),"-$264,976","$312,509","$889,995",House
333,Joe Wilson (R-SC),"-$629,992","$292,500","$1,214,993",House
334,Dan Kildee (D-Mich),"$145,006","$290,002","$434,999",House
335,Tim Walberg (R-Mich),"$101,017","$283,008","$465,000",House
336,Trent Kelly (R-Miss),"-$12,994","$276,001","$564,996",House
337,Maxine Waters (D-Calif),"-$4,314,986","$275,505","$4,865,997",House
338,John Sarbanes (D-Md),"$78,010","$271,504","$464,998",House
339,Derek Kilmer (D-Wash),"-$359,955","$268,520","$896,996",House
340,Martha McSally (R-Ariz),"-$251,967","$267,515","$786,998",House
342,Richard E Neal (D-Mass),"$133,008","$265,004","$397,000",House
343,Danny K Davis (D-Ill),"$121,012","$257,506","$394,000",House
344,Patrick Leahy (D-Vt),"$154,007","$257,003","$360,000",Senate
345,Steven A King (R-Iowa),"$105,015","$253,007","$401,000",House
346,Mac Thornberry (R-Texas),"-$368,995","$248,001","$864,998",House
347,Garret Graves (R-La),"-$6,975","$242,511","$491,998",House
348,Rodney Davis (R-Ill),"$24,019","$242,009","$459,999",House
349,Luke Messer (R-Ind),"-$617,959","$236,019","$1,089,997",House
350,Alma Adams (D-NC),"$15,002","$232,500","$449,999",House
351,Mike Doyle (D-Pa),"$60,005","$230,002","$399,999",House
352,Marco Rubio (R-Fla),"$102,011","$228,505","$355,000",Senate
353,John B Larson (D-Conn),"-$62,954","$225,522","$513,999",House
354,Bobby L Rush (D-Ill),"$50,001","$224,999","$399,998",House
355,Donald M Payne Jr. (D-NJ),"$117,005","$224,002","$331,000",House
356,Ryan Costello (R-Pa),"-$80,986","$202,006","$484,999",House
357,Jim Jordan (R-Ohio),"$33,007","$199,502","$365,998",House
358,Amata Coleman Radewagen (R-AS),"$46,018","$193,009","$340,000",House
359,Michelle Lujan Grisham (D-NM),"-$199,996","$192,501","$584,998",House
360,Adam Kinzinger (R-Ill),"-$151,992","$189,002","$529,997",House
361,Gregorio Sablan (D-MP),"$97,006","$188,503","$280,000",House
362,Robin Kelly (D-Ill),"-$194,954","$180,022","$554,999",House
363,Lee Zeldin (R-NY),"$100,001","$175,000","$250,000",House
364,Chaka Fattah (D-Pa),"$100,001","$175,000","$250,000",House
365,Mark A Takano (D-Calif),"$51,005","$171,502","$291,999",House
366,Devin Nunes (R-Calif),"$101,003","$158,001","$215,000",House
367,Glenn Thompson (R-Pa),"-$192,989","$156,504","$505,997",House
368,Janice Hahn (D-Calif),"-$232,985","$148,507","$529,999",House
369,Jackie Walorski (R-Ind),"-$154,974","$148,012","$450,999",House
370,Kevin McCarthy (R-Calif),"-$18,994","$148,002","$314,998",House
371,Tim Ryan (D-Ohio),"-$115,990","$140,504","$396,998",House
372,Will Hurd (R-Texas),"$17,017","$136,008","$255,000",House
373,Marcy Kaptur (D-Ohio),"-$165,985","$102,006","$369,998",House
374,David Rouzer (R-NC),"-$329,969","$100,514","$530,997",House
375,Randy Weber (R-Texas),"-$383,994","$90,502","$564,998",House
376,Yvette D Clarke (D-NY),"$51,002","$83,001","$115,000",House
377,Trey Gowdy (R-SC),"-$164,999","$79,999","$324,997",House
378,Steny H Hoyer (D-Md),"$50,003","$76,001","$102,000",House
379,Jose E Serrano (D-NY),"$50,001","$75,000","$100,000",House
380,Raul Ruiz (D-Calif),"-$414,987","$72,505","$559,997",House
381,Cory Gardner (R-Colo),"-$290,982","$69,507","$429,996",Senate
382,Todd Young (R-Ind),"$2,003","$58,501","$114,999",Senate
383,Gregg Harper (R-Miss),"-$248,997","$50,500","$349,998",House
