Rank,Name,Minimum Net Worth,Average,Maximum Net Worth,Chamber
382,Jason Smith (R-Mo),"-$438,971","$566,011","$1,570,993",House
383,Cory Booker (D-NJ),"$351,003","$563,001","$775,000",Senate
384,Kevin Cramer (R-ND),"$252,022","$542,011","$832,000",House
385,John Cornyn (R-Texas),"$253,017","$538,008","$822,999",Senate
386,David Loebsack (D-Iowa),"$262,018","$534,509","$807,000",House
387,Gene Green (D-Texas),"$295,006","$522,503","$750,000",House
388,Walter B Jones Jr (R-NC),"$289,014","$513,007","$737,000",House
389,Joni Ernst (R-Iowa),"$106,032","$503,515","$900,998",Senate
390,Kevin Brady (R-Texas),"$214,025","$500,012","$786,000",House
391,Barbara A Mikulski (D-Md),"$228,017","$499,508","$771,000",Senate
392,Tammy Duckworth (D-Ill),"$57,051","$484,025","$910,999",House
393,James E Clyburn (D-SC),"$211,022","$476,011","$741,000",House
394,Steve Womack (R-Ark),"$270,010","$472,505","$675,000",House
395,Mac Thornberry (R-Texas),"$273,010","$471,505","$670,000",House
396,Lindsey Graham (R-SC),"$201,019","$471,009","$741,000",Senate
397,Ileana Ros-Lehtinen (R-Fla),"$302,005","$466,502","$631,000",House
398,Scott Garrett (R-NJ),"$250,012","$463,006","$676,000",House
399,Chris Van Hollen (D-Md),"$226,016","$458,008","$690,000",House
400,Joe Heck (R-Nev),"$191,017","$446,008","$700,999",House
401,Mark Kirk (R-Ill),"$207,009","$441,503","$675,998",Senate
402,Michael G Fitzpatrick (R-Pa),"$126,036","$440,518","$755,000",House
403,Tom Emmer (R-Minn),"$130,004","$440,001","$749,999",House
404,Maxine Waters (D-Calif),"-$4,098,986","$438,005","$4,974,997",House
405,Scott Desjarlais (R-Tenn),"$130,015","$437,506","$744,997",House
406,Michelle Lujan Grisham (D-NM),"$200,004","$435,001","$669,998",House
407,Mike Bost (R-Ill),"$43,019","$431,509","$819,999",House
408,Joseph Crowley (D-NY),"$137,043","$426,521","$716,000",House
409,David Jolly (R-Fla),"$197,014","$426,007","$655,000",House
410,Tom Cotton (R-Ark),"$163,022","$418,511","$674,000",Senate
411,John Thune (R-SD),"$177,023","$417,511","$658,000",Senate
412,Gus Bilirakis (R-Fla),"$58,046","$416,523","$775,000",House
413,Tammy Baldwin (D-Wis),"$266,003","$415,501","$565,000",Senate
414,John Carter (R-Texas),"$115,003","$407,501","$699,999",House
415,Alma Adams (D-NC),"$265,002","$407,501","$550,000",House
416,Chris Stewart (R-Utah),"$251,003","$403,001","$555,000",House
417,Raul Ruiz (D-Calif),"$65,013","$395,006","$724,999",House
418,Alex Mooney (R-Md),"$182,013","$393,506","$605,000",House
419,Terri A Sewell (D-Ala),"-$38,982","$390,508","$819,998",House
420,Bruce Westerman (R-Ark),"$387,216","$387,216","$387,216",House
421,Jerry McNerney (D-Calif),"$1,004","$384,001","$766,999",House
422,Dave Reichert (R-Wash),"$210,006","$380,003","$550,000",House
423,Adam Smith (D-Wash),"$213,010","$379,005","$545,000",House
424,David Young (R-Iowa),"$250,001","$375,000","$500,000",House
425,Marco Rubio (R-Fla),"$37,012","$371,005","$704,999",Senate
426,John Kline (R-Minn),"$205,009","$365,504","$526,000",House
427,Patrick Meehan (R-Pa),"$107,024","$351,012","$595,000",House
428,Robert Menendez (D-NJ),"$117,005","$348,501","$579,998",Senate
429,Karen Bass (D-Calif),"$195,005","$347,502","$500,000",House
430,Mike Pompeo (R-Kan),"$149,022","$345,011","$541,000",House
431,Doug Collins (R-Ga),"$118,006","$341,502","$564,998",House
432,Andy Barr (R-Ky),"$131,018","$335,509","$540,000",House
433,Adrian Smith (R-Neb),"$84,015","$334,507","$584,999",House
434,David Rouzer (R-NC),"-$238,972","$332,512","$903,996",House
435,Mark Pocan (D-Wis),"$185,001","$330,000","$474,999",House
436,Mia Love (R-Utah),"$141,015","$328,507","$516,000",House
437,Pete King (R-NY),"$200,003","$325,001","$450,000",House
438,Kathleen Rice (D-NY),"$157,010","$318,505","$480,000",House
439,John B Larson (D-Conn),"$39,041","$313,020","$587,000",House
440,John J Duncan Jr (R-Tenn),"$164,010","$312,005","$460,000",House
441,Rick Larsen (D-Wash),"$131,019","$310,509","$490,000",House
442,Rodney Davis (R-Ill),"$134,015","$309,507","$485,000",House
443,Kevin McCarthy (R-Calif),"$182,008","$306,504","$431,000",House
444,Ted Poe (R-Texas),"-$9,985","$295,007","$599,999",House
445,Linda Sanchez (D-Calif),"-$432,977","$292,510","$1,017,998",House
446,James Lankford (R-Okla),"$55,021","$291,510","$527,999",Senate
447,Tim Ryan (D-Ohio),"-$29,990","$290,504","$610,998",House
448,Pete Sessions (R-Texas),"$45,025","$290,012","$534,999",House
449,Roger Wicker (R-Miss),"-$401,984","$286,006","$973,997",Senate
450,French Hill (R-Ark),"$56,010","$285,504","$514,998",House
451,Ben R Lujan (D-NM),"$146,005","$280,502","$415,000",House
452,Raul M Grijalva (D-Ariz),"$75,026","$275,013","$475,000",House
453,Jackie Walorski (R-Ind),"$67,026","$274,013","$481,000",House
454,Glenn Thompson (R-Pa),"$107,010","$274,004","$440,999",House
455,Elise Stefanik (R-NY),"$19,006","$264,502","$509,999",House
456,Hakeem Jeffries (D-NY),"$98,014","$259,007","$420,000",House
457,Danny K Davis (D-Ill),"$121,012","$257,506","$394,000",House
458,Patrick Leahy (D-Vt),"$154,007","$257,003","$360,000",Senate
459,Darin LaHood (R-Ill),"$42,029","$249,014","$456,000",House
460,Rob Woodall (R-Ga),"$120,008","$248,004","$376,000",House
461,Dan Kildee (D-Mich),"$110,006","$247,502","$384,999",House
462,Robin Kelly (D-Ill),"$41,028","$241,014","$441,000",House
463,Christopher S Murphy (D-Conn),"$38,011","$239,004","$439,998",Senate
464,Debbie Wasserman Schultz (D-Fla),"-$177,975","$237,010","$651,996",House
465,Jan Schakowsky (D-Ill),"$7,021","$235,010","$462,999",House
466,Steven Russell (R-Okla),"-$182,993","$234,002","$650,997",House
467,Morgan Griffith (R-Va),"$15,002","$232,500","$449,999",House
468,Mark Desaulnier (D-Calif),"$118,006","$232,003","$346,000",House
469,Kirsten Gillibrand (D-NY),"$118,005","$231,502","$345,000",Senate
470,Matt Salmon (R-Ariz),"$81,012","$230,506","$380,000",House
471,Marcy Kaptur (D-Ohio),"-$63,981","$226,009","$515,999",House
472,Tim Scott (R-SC),"$37,010","$221,004","$404,999",Senate
473,Steven A King (R-Iowa),"$71,016","$218,508","$366,000",House
474,Mike Lee (R-Utah),"$116,005","$210,502","$305,000",Senate
475,Cory Gardner (R-Colo),"$24,018","$209,508","$394,999",Senate
476,Jim Jordan (R-Ohio),"$69,007","$207,503","$345,999",House
477,Cedric Richmond (D-La),"$52,006","$202,002","$351,998",House
478,Donald M Payne Jr (D-NJ),"$117,006","$199,003","$281,000",House
479,Adam Kinzinger (R-Ill),"$68,005","$199,002","$329,999",House
480,Mike Doyle (D-Pa),"$10,005","$197,501","$384,998",House
481,Steve Knight (R-Calif),"-$525,984","$197,006","$919,996",House
482,Tony Cardenas (D-Calif),"$1,013","$196,005","$390,998",House
483,Richard Hudson (R-NC),"$82,007","$196,003","$310,000",House
484,Brian Schatz (D-Hawaii),"$57,015","$195,507","$334,000",Senate
485,Gregorio Sablan (D-MP),"$97,006","$188,503","$280,000",House
486,Tim Walberg (R-Mich),"$56,014","$185,507","$315,000",House
487,Kevin Yoder (R-Kan),"-$246,972","$184,512","$615,996",House
488,Tulsi Gabbard (D-Hawaii),"$74,008","$183,504","$293,000",House
489,Mark Amodei (R-Nev),"-$45,991","$183,004","$411,999",House
490,Douglas L Lamborn (R-Colo),"-$107,991","$178,503","$464,998",House
491,Pete Aguilar (D-Calif),"-$78,990","$175,504","$429,999",House
492,Lee Zeldin (R-NY),"$100,001","$175,000","$250,000",House
493,Chris Gibson (R-NY),"$100,001","$175,000","$250,000",House
494,Chaka Fattah (D-Pa),"$100,001","$175,000","$250,000",House
495,Robert Hurt (R-Va),"$27,014","$171,006","$314,999",House
496,Trey Gowdy (R-SC),"-$49,999","$167,499","$384,998",House
497,Richard E Neal (D-Mass),"$83,010","$166,005","$249,000",House
498,James Bridenstine (R-Okla),"$30,003","$165,001","$299,999",House
499,Amata Coleman Radewagen (R-AS),"$19,019","$152,009","$285,000",House
500,Timothy J Walz (D-Minn),"$33,007","$151,503","$269,999",House
501,Mark A Takano (D-Calif),"$16,005","$151,501","$286,998",House
502,Albio Sires (D-NJ),"$81,005","$148,502","$216,000",House
503,Marc Veasey (D-Texas),"-$62,975","$144,511","$351,998",House
504,Betty McCollum (D-Minn),"$39,011","$137,005","$235,000",House
505,John Culberson (R-Texas),"-$143,996","$133,001","$409,998",House
506,Martin Heinrich (D-NM),"$27,013","$131,506","$236,000",Senate
507,Will Hurd (R-Texas),"$16,017","$128,508","$241,000",House
508,Buck McKeon (R-Calif),"$67,005","$124,002","$181,000",House
509,Joe Barton (R-Texas),"$67,004","$123,502","$180,000",House
510,Lois Capps (D-Calif),"-$3,962,987","$122,506","$4,207,999",House
511,Trent Kelly (R-Miss),"-$164,996","$120,000","$404,996",House
512,Yvette D Clarke (D-NY),"$66,003","$115,501","$165,000",House
513,Michael R Turner (R-Ohio),"-$15,993","$107,002","$229,998",House
514,Eliot L Engel (D-NY),"-$130,993","$107,002","$344,998",House
515,Dana Rohrabacher (R-Calif),"-$13,998","$105,500","$224,998",House
516,Kristi Noem (R-SD),"-$476,990","$96,504","$669,999",House
517,Lynn A Westmoreland (R-Ga),"$52,003","$91,001","$130,000",House
518,Devin Nunes (R-Calif),"$51,002","$83,001","$115,000",House
519,Todd Young (R-Ind),"-$495,992","$75,503","$646,998",House
520,Randy Hultgren (R-Ill),"$50,001","$75,000","$100,000",House
521,Jose E Serrano (D-NY),"$50,001","$75,000","$100,000",House
522,William L Clay Jr (D-Mo),"$20,006","$72,503","$125,000",House
523,Gregg Harper (R-Miss),"-$213,997","$70,501","$354,999",House
524,Tim Huelskamp (R-Kan),"-$177,991","$56,003","$289,998",House
525,Ron DeSantis (R-Fla),"-$11,996","$54,001","$119,999",House
526,Sanford Bishop (D-Ga),"-$168,993","$48,502","$265,998",House
527,Sam Johnson (R-Texas),"$17,003","$48,501","$80,000",House
528,Jody B Hice (R-Ga),"-$167,995","$48,501","$264,998",House
529,Chris Smith (R-NJ),"$47,722","$47,722","$47,722",House
530,Seth Moulton (D-Mass),"-$74,989","$47,504","$169,998",House
531,Mike Quigley (D-Ill),$1,"$42,500","$84,999",House
532,Rob Bishop (R-Utah),"$16,002","$40,501","$65,000",House
533,Jerrold Nadler (D-NY),"$2,003","$36,001","$70,000",House
534,Steny H Hoyer (D-Md),"$15,003","$33,501","$52,000",House
535,Debbie Stabenow (D-Mich),"$15,001","$32,500","$50,000",Senate
536,Jaime Herrera Beutler (R-Wash),"$15,001","$32,500","$50,000",House
537,Tom McClintock (R-Calif),"-$45,995","$32,002","$109,999",House
538,Keith Ellison (D-Minn),"$3,006","$25,503","$48,000",House
539,Tom Reed (R-NY),"-$332,993","$24,002","$380,998",House
540,John Katko (R-NY),"$3,003","$24,001","$45,000",House
541,Brian M Higgins (D-NY),"-$43,993","$16,003","$75,999",House
542,John Lewis (D-Ga),"$1,005","$10,002","$19,000",House
543,Paul Tonko (D-NY),"$1,001","$8,000","$15,000",House
544,Donna Edwards (D-Md),$8,"$4,004","$8,000",House
545,Corrine Brown (D-Fla),"-$12,998","$3,501","$20,000",House
546,Norma Torres (D-Calif),"-$284,996","$1,001","$286,998",House
547,Hank Johnson (D-Ga),$0,$0,$0,House
548,Duncan D Hunter (R-Calif),$0,$0,$0,House
549,Alan Nunnelee (R-Miss),$0,$0,$0,House
550,Rick Crawford (R-Ark),$0,$0,$0,House
551,Gregory W Meeks (D-NY),$0,$0,$0,House
552,Bobby L Rush (D-Ill),$0,$0,$0,House
553,Gwen Moore (D-Wis),$0,$0,$0,House
554,Jeff Fortenberry (R-Neb),"-$4,298,989","-$4,496","$4,289,996",House
555,Andre Carson (D-Ind),"-$47,996","-$15,498","$16,999",House
556,Barry Loudermilk (R-Ga),"-$81,996","-$18,498","$44,999",House
557,Steve Scalise (R-La),"-$61,997","-$20,999","$19,999",House
558,Mario Diaz-Balart (R-Fla),"-$48,999","-$24,500",-$1,House
559,Brendan Boyle (D-Pa),"-$1,254,983","-$24,997","$1,204,988",House
560,Kyrsten Sinema (D-Ariz),"-$50,000","-$32,500","-$15,001",House
561,Sean P Duffy (R-Wis),"-$133,997","-$34,499","$64,998",House
562,Steve Israel (D-NY),"-$119,998","-$42,500","$34,998",House
563,John Conyers Jr (D-Mich),"-$65,000","-$45,000","-$25,001",House
564,Ryan Costello (R-Pa),"-$680,985","-$47,994","$584,996",House
565,Eric Swalwell (D-Calif),"-$97,998","-$58,999","-$20,001",House
566,Mark Walker (R-NC),"-$132,997","-$58,999","$14,998",House
567,Joaquin Castro (D-Texas),"-$112,998","-$61,500","-$10,002",House
568,Jeff Flake (R-Ariz),"-$445,994","-$67,998","$309,998",Senate
571,Stacey Plaskett (D-VI),"-$150,000","-$107,501","-$65,002",House
572,Louis B Gohmert Jr (R-Texas),"-$150,000","-$107,501","-$65,002",House
574,Raul Labrador (R-Idaho),"-$392,993","-$216,498","-$40,004",House
576,Renee Ellmers (R-NC),"-$477,995","-$246,498","-$15,002",House
578,Ruben Hinojosa (D-Texas),"-$5,560,868","-$2,110,437","$1,339,993",House
579,Emanuel Cleaver (D-Mo),"-$4,602,988","-$2,248,995","$104,998",House
580,Alcee L Hastings (D-Fla),"-$7,348,999","-$4,732,002","-$2,115,006",House
581,David Valadao (R-Calif),"-$45,848,997","-$25,167,003","-$4,485,010",House
