Rank,Name,Minimum Net Worth,Average,Maximum Net Worth,Chamber
73,Thad Cochran (R-Miss),"$5,003,123","$11,486,561","$17,970,000",Senate
74,Richard C Shelby (R-Ala),"$4,211,014","$10,963,007","$17,715,000",Senate
75,David McKinley (R-WVa),"$4,579,129","$9,999,562","$15,419,996",House
76,Jackie Speier (D-Calif),"$5,030,061","$9,804,530","$14,578,999",House
78,Beto O'Rourke (D-Texas),"-$1,801,971","$8,952,012","$19,705,995",House
79,Chris Coons (D-Del),"$5,832,059","$8,781,531","$11,731,003",Senate
80,Ann L Wagner (R-Mo),"$4,976,124","$8,402,561","$11,828,999",House
81,Thom Tillis (R-NC),"$2,668,051","$8,386,523","$14,104,996",Senate
83,Vicky Hartzler (R-Mo),"$1,832,030","$8,343,512","$14,854,994",House
84,James M Inhofe (R-Okla),"$4,302,045","$8,254,022","$12,206,000",Senate
85,John A Barrasso (R-Wyo),"$3,227,016","$8,003,508","$12,780,000",Senate
86,Keith J Rothfus (R-Pa),"$5,004,055","$7,895,027","$10,786,000",House
87,Joe Manchin (D-WVa),"$3,887,076","$7,871,038","$11,855,000",Senate
88,Elizabeth Warren (D-Mass),"$4,779,026","$7,820,514","$10,862,002",Senate
89,Madeleine Z Bordallo (D-Guam),"$3,066,007","$7,615,503","$12,165,000",House
90,Jeff Sessions (R-Ala),"$3,561,070","$7,520,535","$11,480,000",Senate
91,Rush Holt (D-NJ),"$2,883,015","$7,489,007","$12,095,000",House
93,Mark Sanford (R-SC),"$3,706,031","$7,248,015","$10,790,000",House
94,John Lee Ratcliffe (R-Texas),"$2,630,008","$7,200,002","$11,769,997",House
95,Al Franken (D-Minn),"$4,266,066","$7,065,532","$9,864,999",Senate
96,Earl Blumenauer (D-Ore),"$2,967,044","$6,997,519","$11,027,995",House
97,John Garamendi (D-Calif),"$1,800,018","$6,958,007","$12,115,997",House
98,French Hill (R-Ark),"$3,246,054","$6,938,526","$10,630,999",House
99,Sheldon Whitehouse (D-RI),"$2,873,261","$6,917,629","$10,961,998",Senate
100,Markwayne Mullin (R-Okla),"$2,788,041","$6,754,520","$10,720,999",House
101,Jeanne Shaheen (D-NH),"$4,424,032","$6,695,014","$8,965,996",Senate
102,Dean Heller (R-Nev),"$3,296,036","$6,630,518","$9,965,000",Senate
103,Scott Tipton (R-Colo),"$2,963,070","$6,541,535","$10,120,000",House
104,John D Dingell (D-Mich),"$3,635,121","$6,444,060","$9,253,000",House
105,David Schweikert (R-Ariz),"$2,197,010","$6,383,505","$10,570,000",House
106,Dennis Heck (D-Wash),"$3,811,067","$6,318,533","$8,825,999",House
107,John L Mica (R-Fla),"$3,116,013","$6,266,006","$9,416,000",House
108,Brad Wenstrup (R-Ohio),"$2,241,066","$6,190,532","$10,139,999",House
109,Jim Himes (D-Conn),"$2,704,047","$6,152,523","$9,600,999",House
110,George Holding (R-NC),"$2,642,037","$6,086,018","$9,529,999",House
111,Debbie Dingell (D-Mich),"$3,281,115","$5,978,057","$8,674,999",House
112,Bill Flores (R-Texas),"$1,120,013","$5,951,505","$10,782,998",House
113,Paul Ryan (R-Wis),"$2,485,085","$5,942,542","$9,400,000",House
114,Blake Farenthold (R-Texas),"$2,760,351","$5,789,824","$8,819,298",House
115,Ami Bera (D-Calif),"$2,017,075","$5,699,533","$9,381,991",House
116,Bill Pascrell Jr. (D-NJ),"$2,455,039","$5,492,019","$8,529,000",House
117,Tom Carper (D-Del),"$2,755,145","$5,242,072","$7,729,000",Senate
119,Steve Cohen (D-Tenn),"$2,866,108","$5,154,554","$7,443,000",House
120,Al Green (D-Texas),"$2,150,014","$5,100,006","$8,049,999",House
121,Elizabeth Esty (D-Conn),"$2,876,095","$5,073,047","$7,270,000",House
122,Lamar Smith (R-Texas),"$3,035,075","$5,055,537","$7,076,000",House
123,Phil Roe (R-Tenn),"$4,188,606","$5,002,101","$5,815,596",House
124,Matt Cartwright (D-Pa),"$1,602,032","$4,993,015","$8,383,998",House
125,Brad Ashford (D-Neb),"$3,121,123","$4,915,561","$6,710,000",House
126,Bill Owens (D-NY),"$2,074,052","$4,905,526","$7,737,000",House
127,Harry Reid (D-Nev),"$2,990,055","$4,813,027","$6,636,000",Senate
128,Ken Calvert (R-Calif),"-$1,499,986","$4,800,003","$11,099,993",House
129,Kurt Schrader (D-Ore),"$2,424,147","$4,768,073","$7,111,999",House
130,Dina Titus (D-Nev),"$1,901,056","$4,760,028","$7,619,000",House
131,Jim Costa (D-Calif),"$1,735,029","$4,692,514","$7,649,999",House
132,Peter Welch (D-Vt),"$2,529,102","$4,570,051","$6,611,000",House
133,Heidi Heitkamp (D-ND),"$2,639,074","$4,525,537","$6,412,000",Senate
134,Tom Rice (R-SC),"-$14,735,979","$4,512,007","$23,759,993",House
135,Carolyn McCarthy (D-NY),"$1,485,094","$4,380,547","$7,276,000",House
136,Orrin G Hatch (R-Utah),"$1,661,041","$4,319,020","$6,977,000",Senate
137,Tom Cole (R-Okla),"$2,518,061","$4,307,030","$6,096,000",House
138,Filemon Vela (D-Texas),"$1,717,012","$4,299,005","$6,880,999",House
139,Niki Tsongas (D-Mass),"$1,369,044","$4,257,021","$7,144,998",House
140,Austin Scott (R-Ga),"$1,090,036","$4,244,515","$7,398,994",House
141,Susan Brooks (R-Ind),"$1,614,038","$4,239,519","$6,865,000",House
142,Brad Sherman (D-Calif),"$1,683,013","$4,184,506","$6,686,000",House
143,Michael McCaul (R-Texas),"$4,100,007","$4,150,505","$4,201,004",House
144,Joyce Beatty (D-Ohio),"$1,594,029","$4,114,514","$6,635,000",House
145,Bob Dold (R-Ill),"$1,308,025","$4,084,511","$6,860,998",House
146,Roy Blunt (R-Mo),"$998,020","$4,071,509","$7,144,998",Senate
147,Suzanne Bonamici (D-Ore),"$2,332,037","$4,031,018","$5,730,000",House
148,Gary Peters (D-Mich),"$1,693,180","$4,008,590","$6,324,000",Senate
149,Ed Whitfield (R-Ky),"$1,936,091","$3,963,044","$5,989,998",House
150,Kathy Castor (D-Fla),"$2,427,043","$3,954,521","$5,482,000",House
151,Jon Tester (D-Mont),"$1,582,007","$3,906,003","$6,230,000",Senate
152,Loretta Sanchez (D-Calif),"$1,552,005","$3,841,002","$6,130,000",House
153,Ted Cruz (R-Texas),"$2,091,038","$3,796,017","$5,500,997",Senate
154,Susan Collins (R-Maine),"$1,907,095","$3,726,047","$5,545,000",Senate
155,Bill Nelson (D-Fla),"$1,332,028","$3,682,014","$6,032,000",Senate
156,Randy Forbes (R-Va),"$1,350,012","$3,662,506","$5,975,000",House
157,Jeff Merkley (D-Ore),"$2,322,029","$3,626,014","$4,930,000",Senate
158,Sheila Jackson Lee (D-Texas),"$1,197,015","$3,547,506","$5,897,998",House
159,Doug LaMalfa (R-Calif),"$1,281,008","$3,498,504","$5,716,000",House
160,Chellie Pingree (D-Maine),"$1,300,003","$3,450,001","$5,600,000",House
161,Leonard Lance (R-NJ),"$1,945,060","$3,436,530","$4,928,000",House
162,Shelley Moore Capito (R-WVa),"$1,327,135","$3,426,065","$5,524,996",Senate
163,Bob Goodlatte (R-Va),"$2,071,046","$3,406,023","$4,741,000",House
164,John Boehner (R-Ohio),"$1,033,122","$3,401,560","$5,769,999",House
165,Deb Fischer (R-Neb),"$810,007","$3,380,003","$5,949,999",Senate
166,Hal Rogers (R-Ky),"$1,307,492","$3,341,990","$5,376,489",House
167,Chuck Grassley (R-Iowa),"$1,809,073","$3,336,536","$4,864,000",Senate
168,John Boozman (R-Ark),"$1,935,050","$3,330,025","$4,725,000",Senate
169,Katherine Clark (D-Mass),"$1,740,102","$3,307,551","$4,875,000",House
170,Sander Levin (D-Mich),"$3,264,764","$3,282,263","$3,299,763",House
171,James P McGovern (D-Mass),"$1,134,009","$3,272,504","$5,411,000",House
172,Maria Cantwell (D-Wash),"$1,087,011","$3,264,005","$5,440,999",Senate
173,Daniel Lipinski (D-Ill),"$1,792,052","$3,261,025","$4,729,999",House
174,Judy Chu (D-Calif),"$1,668,052","$3,256,525","$4,844,998",House
175,David P Joyce (R-Ohio),"$1,686,085","$3,255,542","$4,824,999",House
176,Frank Pallone Jr. (D-NJ),"$1,480,147","$3,247,573","$5,014,999",House
177,Michael R Turner (R-Ohio),"$1,101,088","$3,217,042","$5,332,997",House
178,David Price (D-NC),"$1,671,084","$3,193,542","$4,716,000",House
179,Barbara Boxer (D-Calif),"$1,097,007","$3,189,003","$5,281,000",Senate
180,Tom Latham (R-Iowa),"$2,122,717","$3,172,213","$4,221,710",House
181,Patrick Murphy (D-Fla),"$1,072,010","$3,163,505","$5,255,000",House
182,Ann Mclane Kuster (D-NH),"$2,515,279","$3,148,275","$3,781,272",House
183,Richard Burr (R-NC),"$2,268,852","$3,132,848","$3,996,844",Senate
184,Robert B Aderholt (R-Ala),"$478,021","$3,129,509","$5,780,998",House
185,Pat Roberts (R-Kan),"$1,858,029","$3,115,514","$4,373,000",Senate
186,Dan Sullivan (R-Alaska),"$1,768,039","$3,040,519","$4,312,999",Senate
187,Andy Harris (R-Md),"$1,751,043","$3,033,521","$4,316,000",House
188,Robert E Latta (R-Ohio),"$1,852,043","$3,028,521","$4,205,000",House
189,Michael E Capuano (D-Mass),"$1,812,044","$3,021,522","$4,231,000",House
190,Mazie K Hirono (D-Hawaii),"$1,472,039","$2,996,518","$4,520,998",Senate
191,Tom Udall (D-NM),"$1,769,041","$2,990,520","$4,212,000",Senate
192,Sam Farr (D-Calif),"$1,737,039","$2,971,019","$4,204,999",House
193,Maggie Hassan (D-NH),"$1,852,020","$2,954,010","$4,056,000",Senate
194,Mike Thompson (D-Calif),"$1,846,013","$2,930,506","$4,014,999",House
195,Ben Cardin (D-Md),"$1,368,106","$2,825,553","$4,283,000",Senate
196,Brett Guthrie (R-Ky),"$1,699,034","$2,769,517","$3,840,000",House
197,Howard Coble (R-NC),"$1,608,037","$2,751,518","$3,895,000",House
198,Dan Benishek (R-Mich),"$1,346,105","$2,736,052","$4,126,000",House
199,William Enyart (D-Ill),"$1,478,064","$2,711,532","$3,945,000",House
200,Bill Keating (D-Mass),"$1,568,035","$2,682,017","$3,796,000",House
201,Pat Toomey (R-Pa),"$1,472,054","$2,676,527","$3,881,000",Senate
202,Thomas Massie (R-Ky),"$502,003","$2,666,000","$4,829,998",House
203,Mick Mulvaney (R-SC),"$1,075,070","$2,660,533","$4,245,997",House
204,Gerry Connolly (D-Va),"$1,121,050","$2,616,023","$4,110,996",House
205,Greg Walden (R-Ore),"$1,564,033","$2,600,516","$3,637,000",House
206,Chuck Fleischmann (R-Tenn),"$2,022,156","$2,586,651","$3,151,147",House
207,David Scott (D-Ga),"$281,004","$2,523,001","$4,764,998",House
208,Zoe Lofgren (D-Calif),"$918,044","$2,469,021","$4,019,998",House
209,Jim Langevin (D-RI),"$1,017,025","$2,468,507","$3,919,990",House
210,Brian Babin (R-Texas),"$1,220,087","$2,463,043","$3,706,000",House
211,Susan A Davis (D-Calif),"$1,091,051","$2,415,525","$3,739,999",House
213,Eleanor Holmes Norton (D-DC),"$1,584,037","$2,360,018","$3,136,000",House
214,Billy Long (R-Mo),"$888,089","$2,358,044","$3,827,999",House
215,Virginia Foxx (R-NC),"$1,381,028","$2,325,014","$3,269,000",House
216,Ed Markey (D-Mass),"$1,353,024","$2,275,512","$3,198,000",Senate
217,Mike Simpson (R-Idaho),"$1,240,058","$2,258,529","$3,277,000",House
218,Juan Vargas (D-Calif),"$808,031","$2,184,014","$3,559,998",House
219,Diana DeGette (D-Colo),"$1,083,072","$2,164,035","$3,244,999",House
220,Louise M Slaughter (D-NY),"$1,378,021","$2,161,510","$2,945,000",House
221,Luis V Gutierrez (D-Ill),"$1,325,022","$2,150,011","$2,975,000",House
222,Daniel Milton Newhouse (R-Wash),"$1,358,014","$2,127,007","$2,896,000",House
223,Michael Burgess (R-Texas),"$1,185,058","$2,113,029","$3,041,000",House
224,Aaron Schock (R-Ill),"$1,400,006","$2,100,003","$2,800,000",House
225,Rob Wittman (R-Va),"$325,151","$2,089,574","$3,853,998",House
226,Ted Yoho (R-Fla),"$1,337,605","$2,037,600","$2,737,596",House
227,Nick Rahall (D-WVa),"$1,338,676","$2,016,670","$2,694,665",House
228,Bill Cassidy (R-La),"$1,088,042","$2,004,021","$2,920,000",Senate
229,Alan Lowenthal (D-Calif),"$964,063","$1,963,531","$2,963,000",House
230,Don Norcross (D-NJ),"$751,064","$1,947,531","$3,143,998",House
231,Charles B Rangel (D-NY),"$1,144,020","$1,877,010","$2,610,000",House
232,Jeb Hensarling (R-Texas),"$1,092,032","$1,874,016","$2,656,000",House
233,Grace Meng (D-NY),"$884,057","$1,838,528","$2,792,999",House
234,Pete Olson (R-Texas),"$1,010,043","$1,830,521","$2,651,000",House
235,Bob Gibbs (R-Ohio),"$574,068","$1,804,533","$3,034,998",House
236,Lisa Murkowski (R-Alaska),"$980,038","$1,791,519","$2,603,000",Senate
237,Evan Jenkins (R-WVa),"$929,056","$1,787,028","$2,645,000",House
238,Pete Visclosky (D-Ind),"$1,058,019","$1,726,509","$2,395,000",House
239,Xavier Becerra (D-Calif),"$854,046","$1,725,022","$2,595,998",House
240,Justin Amash (R-Mich),"$1,008,024","$1,714,012","$2,420,000",House
241,Kay Granger (R-Texas),"$831,014","$1,690,506","$2,549,998",House
242,Collin Peterson (D-Minn),"$664,020","$1,687,509","$2,710,998",House
243,Pete Sessions (R-Texas),"$440,071","$1,682,534","$2,924,998",House
244,Adam Schiff (D-Calif),"$878,033","$1,674,016","$2,470,000",House
245,Ron Kind (D-Wis),"$1,034,023","$1,660,511","$2,287,000",House
246,Ed Pastor (D-Ariz),"$991,020","$1,658,009","$2,324,999",House
247,Ander Crenshaw (R-Fla),"$963,015","$1,654,007","$2,345,000",House
248,Lois J Frankel (D-Fla),"-$172,838","$1,642,579","$3,457,997",House
249,Michele Bachmann (R-Minn),"$973,019","$1,610,009","$2,247,000",House
250,Julia Brownley (D-Calif),"$380,037","$1,604,018","$2,827,999",House
251,Robert A Brady (D-Pa),"$1,050,005","$1,575,502","$2,101,000",House
252,David Vitter (R-La),"$818,043","$1,570,521","$2,323,000",Senate
253,Frank Guinta (R-NH),"$766,028","$1,570,513","$2,374,998",House
254,Jeff Miller (R-Fla),"$962,012","$1,563,504","$2,164,997",House
255,Frederica Wilson (D-Fla),"$961,012","$1,563,006","$2,165,000",House
256,Sean Patrick Maloney (D-NY),"$1,017,005","$1,548,502","$2,080,000",House
257,Ralph Hall (R-Texas),"$950,006","$1,525,003","$2,100,000",House
258,Carlos Curbelo (R-Fla),"$587,087","$1,516,543","$2,445,999",House
259,Doc Hastings (R-Wash),"$908,015","$1,501,507","$2,095,000",House
260,Ben Sasse (R-Neb),"$783,047","$1,490,523","$2,198,000",Senate
261,Candice S Miller (R-Mich),"$883,013","$1,489,006","$2,095,000",House
262,Henry Waxman (D-Calif),"$858,017","$1,476,508","$2,095,000",House
263,Ted Lieu (D-Calif),"$830,040","$1,471,020","$2,112,000",House
264,Tim Kaine (D-Va),"$816,038","$1,453,019","$2,090,000",Senate
265,Gary Palmer (R-Ala),"$257,127","$1,446,563","$2,635,999",House
266,Frank D Lucas (R-Okla),"$601,014","$1,438,005","$2,274,997",House
267,G K Butterfield (D-NC),"$199,026","$1,434,509","$2,669,992",House
268,Jim Matheson (D-Utah),"$573,023","$1,434,010","$2,294,998",House
269,Don Young (R-Alaska),"$846,009","$1,423,004","$1,999,999",House
270,Sam Graves (R-Mo),"$537,009","$1,389,002","$2,240,996",House
271,Dick Durbin (D-Ill),"$1,382,728","$1,383,228","$1,383,728",Senate
272,John Carney (D-Del),"$594,064","$1,378,532","$2,163,000",House
273,Kelly Ayotte (R-NH),"$820,014","$1,372,507","$1,925,000",Senate
274,Patrick J Tiberi (R-Ohio),"$659,041","$1,350,520","$2,041,999",House
275,Rand Paul (R-Ky),"$670,036","$1,335,018","$2,000,000",Senate
276,Joe Pitts (R-Pa),"$848,009","$1,321,504","$1,795,000",House
277,Cresent Hardy (R-Nev),"-$3,274,989","$1,305,004","$5,884,997",House
278,Barbara Comstock (R-Va),"$607,045","$1,281,522","$1,956,000",House
279,Mike Crapo (R-Idaho),"$677,037","$1,278,518","$1,880,000",Senate
280,John F Tierney (D-Mass),"$777,012","$1,253,506","$1,730,000",House
281,Jerry Moran (R-Kan),"$648,028","$1,247,014","$1,846,000",Senate
282,Ann Kirkpatrick (D-Ariz),"$751,018","$1,246,009","$1,741,000",House
283,Doris O Matsui (D-Calif),"$724,019","$1,242,509","$1,761,000",House
284,Steve Stivers (R-Ohio),"$579,049","$1,234,524","$1,890,000",House
285,Timothy H Bishop (D-NY),"$783,009","$1,234,504","$1,686,000",House
286,Martha Roby (R-Ala),"$663,039","$1,225,019","$1,787,000",House
287,Frank A LoBiondo (R-NJ),"$123,106","$1,221,552","$2,319,998",House
288,Roger Wicker (R-Miss),"$721,019","$1,218,009","$1,715,000",Senate
289,Patty Murray (D-Wash),"$671,024","$1,193,012","$1,715,000",Senate
290,Elijah E Cummings (D-Md),"$244,014","$1,185,006","$2,125,998",House
291,Ron Barber (D-Ariz),"$350,080","$1,176,039","$2,001,999",House
292,Mimi Walters (R-Calif),"$531,008","$1,173,003","$1,814,998",House
293,Cathy McMorris Rodgers (R-Wash),"$76,024","$1,145,510","$2,214,996",House
294,David Cicilline (D-RI),"$716,004","$1,133,001","$1,549,999",House
295,Reid Ribble (R-Wis),"$136,027","$1,126,513","$2,116,999",House
297,Brenda Lawrence (D-Mich),"$577,020","$1,116,009","$1,654,999",House
298,Amy Klobuchar (D-Minn),"$589,027","$1,112,513","$1,636,000",Senate
299,Steven Palazzo (R-Miss),"$217,008","$1,101,501","$1,985,994",House
300,Jeff Duncan (R-SC),"$296,019","$1,098,007","$1,899,996",House
301,Paul Gosar (R-Ariz),"$665,003","$1,082,501","$1,499,999",House
302,Bradley Byrne (R-Ala),"$570,051","$1,077,525","$1,585,000",House
303,Stephen F Lynch (D-Mass),"$241,018","$1,072,007","$1,902,997",House
304,Anna Eshoo (D-Calif),"$602,008","$1,066,004","$1,530,000",House
305,Ryan K Zinke (R-Mont),"$566,006","$1,065,502","$1,564,998",House
306,Paul Cook (R-Calif),"$579,016","$1,038,007","$1,496,999",House
307,Steve Chabot (R-Ohio),"$505,035","$1,002,517","$1,500,000",House
308,Peter DeFazio (D-Ore),"$499,024","$998,511","$1,497,998",House
309,Mike Enzi (R-Wyo),"$395,051","$988,525","$1,582,000",Senate
310,Eni F H Faleomavaega (D-AS),"$488,036","$979,518","$1,471,000",House
311,Mike Bishop (R-Mich),"$551,042","$964,021","$1,377,000",House
312,Mike Honda (D-Calif),"$333,010","$964,004","$1,594,999",House
313,Pedro Pierluisi (D-PR),"$815,004","$955,000","$1,094,997",House
314,Charles E Schumer (D-NY),"$417,045","$948,522","$1,480,000",Senate
315,Hakeem Jeffries (D-NY),"$546,016","$943,008","$1,340,000",House
316,Kenneth R Buck (R-Colo),"$466,006","$940,502","$1,414,999",House
317,Glenn S Grothman (R-Wis),"$516,016","$928,008","$1,340,000",House
318,Gene Green (D-Texas),"$595,006","$922,503","$1,250,000",House
319,Ted Deutch (D-Fla),"$397,042","$903,021","$1,409,000",House
320,Dutch Ruppersberger (D-Md),"-$431,973","$901,512","$2,234,997",House
321,Bill Huizenga (R-Mich),"$390,016","$895,507","$1,400,999",House
322,John Cornyn (R-Texas),"$497,022","$895,010","$1,292,999",Senate
323,Henry Cuellar (D-Texas),"$215,018","$888,508","$1,561,998",House
324,Marlin Stutzman (R-Ind),"$157,011","$881,004","$1,604,998",House
325,Lynn Jenkins (R-Kan),"$422,015","$876,007","$1,329,999",House
326,Dan Donovan (R-NY),"$265,007","$875,502","$1,485,998",House
327,Mark Takai (D-Hawaii),"$40,029","$858,513","$1,676,998",House
328,Todd Young (R-Ind),"$554,008","$858,004","$1,162,000",House
329,Rick Nolan (D-Minn),"$518,008","$856,504","$1,195,000",House
330,Todd Rokita (R-Ind),"$4,060","$849,528","$1,694,996",House
331,Richard Nugent (R-Fla),"$341,344","$844,337","$1,347,330",House
332,George Miller (D-Calif),"$442,022","$839,510","$1,236,999",House
333,Mike Coffman (R-Colo),"$483,011","$839,005","$1,195,000",House
334,Cory Booker (D-NJ),"$551,004","$833,002","$1,115,000",Senate
335,Luke Messer (R-Ind),"$282,038","$816,018","$1,349,998",House
336,Joe Donnelly (D-Ind),"$187,012","$814,005","$1,440,998",Senate
337,Grace Napolitano (D-Calif),"$518,006","$806,503","$1,095,000",House
338,Joe Garcia (D-Fla),"$470,009","$797,504","$1,125,000",House
339,Scott Perry (R-Pa),"$263,020","$791,508","$1,319,997",House
340,Eddie Bernice Johnson (D-Texas),"$516,003","$790,501","$1,065,000",House
341,Peter Roskam (R-Ill),"$319,046","$789,523","$1,260,000",House
342,Patrick McHenry (R-NC),"$358,015","$777,007","$1,195,999",House
343,Charles W. Boustany Jr (R-La),"$697,006","$768,503","$840,000",House
344,Jim McDermott (D-Wash),"$502,003","$766,001","$1,030,000",House
345,Tim Murphy (R-Pa),"$308,042","$764,021","$1,220,000",House
346,Linda Sanchez (D-Calif),"$174,023","$761,010","$1,347,998",House
347,Bennie G Thompson (D-Miss),"$368,024","$757,012","$1,146,000",House
348,Steve Fincher (R-Tenn),"$500,001","$750,000","$1,000,000",House
349,Ruben Gallego (D-Ariz),"$159,029","$739,513","$1,319,998",House
350,Dave Reichert (R-Wash),"$390,019","$733,009","$1,076,000",House
351,Nydia M Velazquez (D-NY),"$470,001","$725,000","$980,000",House
352,Bernie Sanders (I-Vt),"$271,033","$712,516","$1,153,999",Senate
353,Tom Marino (R-Pa),"$218,009","$707,003","$1,195,998",House
354,Kevin Cramer (R-ND),"$368,017","$706,508","$1,045,000",House
355,Daniel Webster (R-Fla),"$419,008","$689,504","$960,000",House
356,Martha McSally (R-Ariz),"$326,034","$684,517","$1,043,000",House
357,Bonnie Coleman (D-NJ),"$385,003","$682,501","$979,999",House
