Rank,Name,Minimum Net Worth,Average,Maximum Net Worth,Chamber
358,Tom Graves (R-Ga),"$352,014","$678,506","$1,004,999",House
359,Bill Johnson (R-Ohio),"$296,031","$668,515","$1,041,000",House
360,Jack Reed (D-RI),"$178,059","$668,029","$1,158,000",Senate
361,Mo Brooks (R-Ala),"$252,042","$666,021","$1,080,000",House
362,Jared Huffman (D-Calif),"-$266,952","$665,523","$1,597,999",House
363,Randy Weber (R-Texas),"$266,006","$665,502","$1,064,999",House
364,Ed Royce (R-Calif),"$361,019","$651,009","$941,000",House
365,Mark R Meadows (R-NC),"-$4,425,980","$643,508","$5,712,997",House
366,Mac Thornberry (R-Texas),"$122,011","$639,005","$1,155,999",House
367,Bob Casey (D-Pa),"$320,017","$636,508","$953,000",Senate
368,Larry Bucshon (R-Ind),"$447,481","$615,479","$783,477",House
369,John M Shimkus (R-Ill),"$82,009","$613,503","$1,144,998",House
370,Joe Courtney (D-Conn),"$195,036","$610,017","$1,024,999",House
371,Dave Brat (R-Va),"$323,014","$609,007","$895,000",House
373,Sherrod Brown (D-Ohio),"$367,005","$599,002","$831,000",Senate
374,John Barrow (D-Ga),"-$246,995","$599,001","$1,444,998",House
375,Marcia L Fudge (D-Ohio),"$56,010","$598,004","$1,139,998",House
376,Derek Kilmer (D-Wash),"$161,045","$594,522","$1,027,999",House
377,Walter B Jones Jr. (R-NC),"$357,019","$585,509","$814,000",House
378,Bruce Westerman (R-Ark),"$583,594","$583,594","$583,594",House
379,Frank Wolf (R-Va),"$395,534","$573,531","$751,528",House
380,Joe Barton (R-Texas),"$367,006","$573,503","$780,000",House
381,Jason Chaffetz (R-Utah),"$57,016","$568,507","$1,079,999",House
382,Marsha Blackburn (R-Tenn),"$296,015","$568,007","$840,000",House
383,Joe Wilson (R-SC),"-$479,991","$567,501","$1,614,993",House
384,Tammy Duckworth (D-Ill),"$157,051","$559,025","$961,000",House
385,Michelle Lujan Grisham (D-NM),"$285,004","$555,001","$824,999",House
386,Bill Shuster (R-Pa),"$216,036","$554,018","$892,000",House
387,David Loebsack (D-Iowa),"$262,018","$534,509","$807,000",House
388,Dennis Ross (R-Fla),"-$3,814,998","$529,999","$4,874,997",House
389,Erik Paulsen (R-Minn),"$205,032","$528,516","$852,000",House
390,Kevin Brady (R-Texas),"$228,025","$524,512","$821,000",House
391,Bobby Scott (D-Va),"-$452,928","$516,033","$1,484,994",House
392,Mike Rogers (R-Mich),"$415,591","$510,587","$605,583",House
393,Joseph Crowley (D-NY),"$177,043","$506,521","$836,000",House
394,Mark Kirk (R-Ill),"$307,009","$506,504","$706,000",Senate
395,Barbara A Mikulski (D-Md),"$228,017","$499,508","$771,000",Senate
396,Kirsten Gillibrand (D-NY),"$317,005","$498,502","$680,000",Senate
397,Charlie Dent (R-Pa),"$157,041","$495,020","$833,000",House
398,Bill Posey (R-Fla),"$203,009","$495,004","$786,999",House
399,David Rouzer (R-NC),"$232,028","$491,014","$750,000",House
400,Lindsey Graham (R-SC),"$222,019","$489,009","$756,000",Senate
401,Donna Christian-Christensen (D-VI),"$135,002","$487,500","$839,998",House
402,Janice Hahn (D-Calif),"$213,017","$479,008","$745,000",House
403,Joe Heck (R-Nev),"$241,017","$478,508","$716,000",House
404,Joni Ernst (R-Iowa),"$171,025","$477,012","$782,999",Senate
405,Kristi Noem (R-SD),"$23,010","$471,504","$919,999",House
406,Spencer Bachus (R-Ala),"-$78,987","$460,504","$999,996",House
407,Jeff Flake (R-Ariz),"$301,003","$459,001","$617,000",Senate
408,Maxine Waters (D-Calif),"-$4,064,986","$450,506","$4,965,998",House
409,Ted Poe (R-Texas),"$90,017","$445,008","$799,999",House
410,Michael G Fitzpatrick (R-Pa),"$126,036","$440,518","$755,000",House
411,Doug Collins (R-Ga),"$208,011","$434,005","$660,000",House
412,Tom Cotton (R-Ark),"$164,023","$425,511","$687,000",Senate
413,Tammy Baldwin (D-Wis),"$267,004","$423,502","$580,000",Senate
414,Robert Menendez (D-NJ),"$217,005","$423,502","$629,999",Senate
415,Jason Smith (R-Mo),"-$503,971","$411,511","$1,326,994",House
416,John Thune (R-SD),"$176,022","$411,011","$646,000",Senate
417,John Carter (R-Texas),"$115,003","$407,501","$699,999",House
418,Alma Adams (D-NC),"$265,002","$407,501","$550,000",House
419,Chris Stewart (R-Utah),"$251,003","$403,001","$555,000",House
420,Ileana Ros-Lehtinen (R-Fla),"$253,005","$399,502","$546,000",House
421,Scott Garrett (R-NJ),"$198,010","$392,005","$586,000",House
422,Mike Pompeo (R-Kan),"$144,029","$391,514","$639,000",House
423,Douglas L Lamborn (R-Colo),"$198,009","$391,504","$585,000",House
424,Terri A Sewell (D-Ala),"-$38,982","$390,508","$819,998",House
425,Chris Van Hollen (D-Md),"$169,015","$389,507","$610,000",House
426,Jerry McNerney (D-Calif),"$1,004","$384,001","$766,999",House
427,Ed Perlmutter (D-Colo),"$199,014","$382,007","$565,000",House
428,Bobby L Rush (D-Ill),"$250,001","$375,000","$500,000",House
429,Morgan Griffith (R-Va),"$95,005","$372,502","$649,999",House
430,Steve Knight (R-Calif),"-$425,983","$372,006","$1,169,996",House
431,John Kline (R-Minn),"$165,018","$370,509","$576,000",House
432,Steve Womack (R-Ark),"$205,008","$365,004","$525,000",House
433,James E Clyburn (D-SC),"$197,009","$364,504","$532,000",House
434,Tim Scott (R-SC),"$186,010","$363,005","$540,000",Senate
435,John Moolenaar (R-Mich),"$6,045","$361,522","$716,999",House
436,Adam Kinzinger (R-Ill),"$166,004","$358,001","$549,999",House
437,Karen Bass (D-Calif),"$195,005","$347,502","$500,000",House
438,John Sarbanes (D-Md),"$198,009","$346,504","$495,000",House
439,Jan Schakowsky (D-Ill),"$102,021","$334,510","$566,999",House
440,Adrian Smith (R-Neb),"$84,015","$334,507","$584,999",House
441,Jackie Walorski (R-Ind),"$96,027","$331,013","$566,000",House
442,Andy Barr (R-Ky),"$130,018","$328,009","$526,000",House
443,Mia Love (R-Utah),"$141,014","$328,007","$515,000",House
444,Raul Ruiz (D-Calif),"-$18,986","$328,006","$674,998",House
445,Rick Larsen (D-Wash),"$144,018","$327,009","$510,000",House
446,John B Larson (D-Conn),"$40,050","$325,025","$610,000",House
447,Pete King (R-NY),"$200,003","$325,001","$450,000",House
448,Rodney Davis (R-Ill),"$134,015","$309,507","$485,000",House
449,Mark Pocan (D-Wis),"$135,002","$307,500","$479,999",House
450,John Culberson (R-Texas),"$101,004","$303,001","$504,999",House
451,James Lankford (R-Okla),"$75,021","$299,010","$523,000",Senate
452,Donald M Payne (D-NJ),"$167,006","$299,003","$431,000",House
453,John J Duncan Jr. (R-Tenn),"$143,010","$294,005","$445,000",House
454,Glenn Thompson (R-Pa),"$6,010","$291,003","$575,997",House
455,Dan Kildee (D-Mich),"$145,006","$290,002","$434,999",House
456,Raul M Grijalva (D-Ariz),"$76,027","$283,013","$490,000",House
457,Tim Ryan (D-Ohio),"-$30,990","$283,004","$596,998",House
458,Robin Kelly (D-Ill),"$46,036","$282,518","$519,000",House
459,Christopher S Murphy (D-Conn),"$73,011","$281,504","$489,998",Senate
460,Ben R Lujan (D-NM),"$146,005","$280,502","$415,000",House
461,Adam Smith (D-Wash),"$114,011","$280,005","$445,999",House
462,Garret Graves (R-La),"$27,025","$277,511","$527,998",House
463,Marco Rubio (R-Fla),"$137,011","$271,005","$405,000",Senate
464,Patrick Meehan (R-Pa),"$75,021","$270,510","$466,000",House
465,Kathleen Rice (D-NY),"$107,010","$263,505","$420,000",House
466,Danny K Davis (D-Ill),"$121,012","$257,506","$394,000",House
467,Patrick Leahy (D-Vt),"$154,007","$257,003","$360,000",Senate
468,Gus Bilirakis (R-Fla),"-$181,957","$254,021","$689,999",House
469,Steven A King (R-Iowa),"$105,015","$253,007","$401,000",House
470,Richard E Neal (D-Mass),"$119,009","$241,004","$363,000",House
471,Barbara Lee (D-Calif),"$87,015","$240,507","$393,999",House
472,Pete Gallego (D-Texas),"-$184,994","$238,001","$660,997",House
473,Tim Walberg (R-Mich),"$103,012","$236,506","$370,000",House
474,Cheri Bustos (D-Ill),"-$443,972","$233,012","$909,996",House
475,Matt Salmon (R-Ariz),"$70,016","$230,508","$391,000",House
476,Mike Doyle (D-Pa),"$60,005","$230,002","$399,999",House
477,Mike Lee (R-Utah),"$117,006","$218,503","$320,000",Senate
478,Trent Kelly (R-Miss),"-$134,994","$217,500","$569,994",House
479,Trey Gowdy (R-SC),"$35,001","$212,499","$389,998",House
480,Cory Gardner (R-Colo),"$24,018","$209,508","$394,999",Senate
481,Lee Terry (R-Neb),"$76,014","$208,506","$340,999",House
482,Tulsi Gabbard (D-Hawaii),"$104,008","$208,504","$313,000",House
483,David Young (R-Iowa),$1,"$200,000","$399,999",House
484,Jim Jordan (R-Ohio),"$33,007","$199,502","$365,998",House
485,Mark Desaulnier (D-Calif),"$103,004","$199,002","$295,000",House
486,Brian Schatz (D-Hawaii),"$57,015","$195,507","$334,000",Senate
487,Kevin McCarthy (R-Calif),"$47,008","$189,003","$330,999",House
488,Martin Heinrich (D-NM),"$56,014","$188,507","$321,000",Senate
489,Gregorio Sablan (D-MP),"$97,006","$188,503","$280,000",House
490,Scott Desjarlais (R-Tenn),"-$33,988","$188,004","$409,997",House
491,Kevin Yoder (R-Kan),"-$362,972","$187,011","$736,995",House
492,Chris Smith (R-NJ),"$185,441","$185,441","$185,441",House
493,James Bridenstine (R-Okla),"$66,003","$183,001","$299,999",House
494,Amata Coleman Radewagen (R-AS),"$33,019","$176,509","$320,000",House
495,Tim Walz (D-Minn),"$47,007","$176,003","$304,999",House
496,Chaka Fattah (D-Pa),"$100,001","$175,000","$250,000",House
497,Chris Gibson (R-NY),"$100,001","$175,000","$250,000",House
498,Lee Zeldin (R-NY),"$100,001","$175,000","$250,000",House
499,Robert Hurt (R-Va),"$13,015","$166,507","$319,999",House
500,Cedric Richmond (D-La),"$22,005","$166,502","$310,999",House
501,Mark Amodei (R-Nev),"-$47,995","$166,002","$379,999",House
502,Tom Emmer (R-Minn),"$30,003","$165,001","$299,999",House
503,Paul Broun (R-Ga),"$61,015","$164,507","$268,000",House
504,Elise Stefanik (R-NY),"$19,006","$164,502","$309,999",House
505,Mark A Takano (D-Calif),"$17,005","$159,001","$300,998",House
506,Devin Nunes (R-Calif),"$101,003","$158,001","$215,000",House
507,Jim Gerlach (R-Pa),"$63,007","$154,003","$245,000",House
508,Albio Sires (D-NJ),"$81,005","$148,502","$216,000",House
509,Sanford Bishop (D-Ga),"-$18,993","$148,502","$315,998",House
510,Marc Veasey (D-Texas),"-$62,976","$144,011","$350,998",House
511,Richard Hudson (R-NC),"$50,008","$137,504","$225,000",House
512,Betty McCollum (D-Minn),"$39,011","$137,005","$235,000",House
513,Will Hurd (R-Texas),"$17,017","$136,008","$255,000",House
514,Renee Ellmers (R-NC),"$33,006","$131,502","$229,999",House
515,David Jolly (R-Fla),"$48,007","$122,003","$196,000",House
516,Tony Cardenas (D-Calif),"-$84,990","$115,003","$314,996",House
517,Lois Capps (D-Calif),"-$3,964,987","$107,506","$4,179,999",House
518,Debbie Wasserman Schultz (D-Fla),"-$127,982","$106,507","$340,997",House
519,Marcy Kaptur (D-Ohio),"-$165,984","$102,507","$370,998",House
520,Mario Diaz-Balart (R-Fla),-$986,"$100,506","$201,999",House
521,Tim Huelskamp (R-Kan),"-$126,990","$96,504","$319,999",House
522,Lynn A Westmoreland (R-Ga),"$52,003","$91,001","$130,000",House
523,Yvette D Clarke (D-NY),"$51,002","$83,001","$115,000",House
524,Dana Rohrabacher (R-Calif),"-$49,999","$77,499","$204,997",House
525,Steny H Hoyer (D-Md),"$50,003","$76,001","$102,000",House
526,Jose E Serrano (D-NY),"$50,001","$75,000","$100,000",House
527,Randy Hultgren (R-Ill),"$50,001","$75,000","$100,000",House
528,Mike McIntyre (D-NC),"-$3,994","$74,002","$151,999",House
529,Seth Moulton (D-Mass),"-$174,973","$71,011","$316,996",House
530,Pete Aguilar (D-Calif),"$6,008","$68,504","$131,000",House
531,Mike Quigley (D-Ill),"$35,001","$62,500","$90,000",House
532,Steve Southerland (R-Fla),"-$234,996","$58,501","$351,998",House
533,Ron DeSantis (R-Fla),"-$11,996","$54,001","$119,999",House
534,Barry Loudermilk (R-Ga),"$17,003","$48,501","$80,000",House
535,Jody B Hice (R-Ga),"-$17,996","$48,501","$114,999",House
536,Jerrold Nadler (D-NY),"$17,003","$48,501","$80,000",House
537,William L Clay Jr. (D-Mo),"$6,006","$48,003","$90,000",House
538,Rob Bishop (R-Utah),"$16,002","$40,501","$65,000",House
539,Gregg Harper (R-Miss),"-$263,997","$38,000","$339,998",House
540,Tim Griffin (R-Ark),"-$8,993","$36,003","$81,000",House
541,Jaime Herrera Beutler (R-Wash),"$15,001","$32,500","$50,000",House
542,Debbie Stabenow (D-Mich),"$15,001","$32,500","$50,000",Senate
543,Dan Maffei (D-NY),"-$12,995","$24,502","$62,000",House
544,Keith Ellison (D-Minn),"-$11,994","$13,003","$38,000",House
545,John Lewis (D-Ga),"$1,005","$10,002","$19,000",House
546,Donna Edwards (D-Md),$8,"$4,004","$8,000",House
547,Corrine Brown (D-Fla),"-$12,998","$3,501","$20,000",House
548,Paul Tonko (D-NY),$1,$500,"$1,000",House
549,Hank Johnson (D-Ga),$0,$0,$0,House
550,Gregory W Meeks (D-NY),$0,$0,$0,House
551,Gwen Moore (D-Wis),$0,$0,$0,House
552,Eric Swalwell (D-Calif),"-$45,996",-$498,"$44,999",House
553,Joaquin Castro (D-Texas),"-$27,998","-$8,999","$10,000",House
554,Louis B Gohmert Jr. (R-Texas),"-$15,000","-$12,500","-$10,000",House
555,Sam Johnson (R-Texas),"-$82,997","-$26,499","$29,999",House
556,Eliot L Engel (D-NY),"-$182,995","-$31,498","$119,999",House
557,Kyrsten Sinema (D-Ariz),"-$50,000","-$32,500","-$15,001",House
558,Sean P Duffy (R-Wis),"-$118,997","-$34,499","$49,998",House
559,Andre Carson (D-Ind),"-$96,996","-$40,499","$15,998",House
560,Steve Scalise (R-La),"-$65,000","-$45,000","-$25,001",House
561,Mark Walker (R-NC),"-$98,993","-$53,997","-$9,002",House
562,Steve Israel (D-NY),"-$133,998","-$67,000",-$2,House
563,Steven Russell (R-Okla),"-$369,988","-$96,994","$175,999",House
564,Rob Woodall (R-Ga),"-$379,992","-$101,997","$175,998",House
565,Darin LaHood (R-Ill),"-$454,969","-$102,485","$249,999",House
566,Stacey Plaskett (D-VI),"-$150,000","-$107,501","-$65,002",House
567,Brian M Higgins (D-NY),"-$243,994","-$126,997","-$10,001",House
568,Brendan Boyle (D-Pa),"-$1,224,985","-$137,498","$949,989",House
569,Mike Bost (R-Ill),"-$550,991","-$170,496","$209,998",House
570,Raul Labrador (R-Idaho),"-$308,994","-$171,998","-$35,002",House
571,Ryan Costello (R-Pa),"-$580,986","-$172,994","$234,998",House
572,Carol Shea-Porter (D-NH),"-$250,000","-$175,000","-$100,001",House
573,Tom Reed (R-NY),"-$597,995","-$183,999","$229,997",House
574,John Katko (R-NY),"-$311,997","-$195,999","-$80,002",House
575,Norma Torres (D-Calif),"-$783,995","-$365,999","$51,997",House
576,Rick Crawford (R-Ark),"-$500,000","-$375,000","-$250,001",House
577,Jim Moran (D-Va),"-$500,000","-$375,000","-$250,001",House
578,Tom McClintock (R-Calif),"-$580,995","-$385,498","-$190,002",House
579,Duncan D Hunter (R-Calif),"-$515,000","-$387,500","-$260,001",House
580,Lucille Roybal-Allard (D-Calif),"-$1,537,991","-$461,498","$614,995",House
581,Lou Barletta (R-Pa),"-$4,498,937","-$1,178,470","$2,141,996",House
582,Alcee L Hastings (D-Fla),"-$2,128,999","-$1,592,001","-$1,055,004",House
583,Ruben Hinojosa (D-Texas),"-$5,354,892","-$2,052,449","$1,249,993",House
584,Emanuel Cleaver (D-Mo),"-$4,601,987","-$2,240,994","$119,998",House
585,David Valadao (R-Calif),"-$44,798,997","-$24,367,004","-$3,935,011",House
