Rank,Name,Minimum Net Worth,Average,Maximum Net Worth,Chamber
379,Spencer Bachus (R-Ala),"$452,019","$823,509","$1,194,999",House
381,Elijah E. Cummings (D-Md),"-$243,990","$815,502","$1,874,994",House
382,Rob Wittman (R-Va),"$390,028","$810,014","$1,230,000",House
383,Harry E. Mitchell (D-Ariz),"$423,014","$809,007","$1,195,000",House
384,Frank A. LoBiondo (R-NJ),"$386,806","$802,299","$1,217,793",House
385,Maurice Hinchey (D-NY),"$436,018","$800,509","$1,165,000",House
386,Joe Wilson (R-SC),"-$322,988","$796,003","$1,914,994",House
387,Francisco Canseco (R-Texas),"$49,037","$784,517","$1,519,998",House
388,Michael R. Turner (R-Ohio),"$219,071","$780,535","$1,342,000",House
389,Rand Paul (R-Ky),"$278,019","$774,009","$1,269,999",Senate
390,Bennie G. Thompson (D-Miss),"$370,026","$773,013","$1,176,000",House
391,Dennis Moore (D-Kan),"$382,025","$768,512","$1,155,000",House
392,Tim Murphy (R-Pa),"$249,055","$768,027","$1,287,000",House
393,Jerry Moran (R-Kan),"$385,018","$768,009","$1,151,000",Senate
394,Jim McDermott (D-Wash),"$729,258","$767,756","$806,254",House
395,Marcia L. Fudge (D-Ohio),"$458,012","$764,006","$1,070,000",House
396,Mo Brooks (R-Ala),"$285,047","$755,023","$1,225,000",House
397,Chellie Pingree (D-Maine),"$500,001","$750,000","$1,000,000",House
398,Bob Filner (D-Calif),"$353,017","$742,008","$1,130,999",House
399,Sherrod Brown (D-Ohio),"$435,010","$730,005","$1,025,000",Senate
400,Amy Klobuchar (D-Minn),"$345,029","$724,514","$1,104,000",Senate
401,Mike Crapo (R-Idaho),"$241,167","$722,664","$1,204,161",Senate
402,Richard B. Nugent (R-Fla),"$253,005","$709,001","$1,164,997",House
403,Norm Dicks (D-Wash),"$432,007","$706,003","$980,000",House
404,Thaddeus G. McCotter (R-Mich),"$312,036","$677,018","$1,042,000",House
405,Jon L. Kyl (R-Ariz),"$645,238","$676,736","$708,235",Senate
406,Richard G. Lugar (R-Ind),"$283,019","$670,508","$1,057,998",Senate
407,George Miller (D-Calif),"$259,013","$668,006","$1,076,999",House
408,Ben Chandler (D-Ky),"$377,013","$654,006","$931,000",House
409,Frank D. Lucas (R-Okla),"-$213,988","$650,501","$1,514,991",House
410,Steve Chabot (R-Ohio),"$282,030","$643,515","$1,005,000",House
411,Steve Driehaus (D-Ohio),"$357,017","$643,508","$930,000",House
412,Mike Honda (D-Calif),"$369,010","$639,505","$910,000",House
413,John F. Tierney (D-Mass),"$331,015","$636,007","$941,000",House
414,Ted Deutch (D-Fla),"$345,015","$635,007","$925,000",House
415,Donald M. Payne (D-NJ),"$181,014","$628,006","$1,074,998",House
416,Stephen F. Lynch (D-Mass),"$6,009","$623,503","$1,240,998",House
417,Betty Sue Sutton (D-Ohio),"$328,023","$613,511","$899,000",House
418,Alan Nunnelee (R-Miss),"$364,010","$612,005","$860,000",House
419,Dale E. Kildee (D-Mich),"$346,009","$606,004","$866,000",House
420,John M. Shimkus (R-Ill),"$49,010","$589,503","$1,129,997",House
421,Henry Cuellar (D-Texas),"$33,011","$589,004","$1,144,998",House
422,Paul Broun Jr (R-Ga),"$309,018","$584,509","$860,000",House
423,Steven Brett Guthrie (R-Ky),"$294,030","$582,015","$870,000",House
424,Vic Snyder (D-Ark),"$552,758","$577,757","$602,757",House
425,Jack Reed (D-RI),"$196,042","$568,521","$941,000",Senate
426,Justin Amash (R-Mich),"-$23,982","$568,007","$1,159,997",House
427,Tammy Baldwin (D-Wis),"$169,006","$564,502","$959,998",House
428,Joe Heck (R-Nev),"$278,010","$561,504","$844,999",House
429,Bill Huizenga (R-Mich),"$172,015","$560,007","$947,999",House
430,Michael Grimm (R-NY),"$50,003","$560,000","$1,069,997",House
431,Kevin Brady (R-Texas),"$242,030","$551,515","$861,000",House
432,Kay Granger (R-Texas),"-$228,982","$548,007","$1,324,996",House
433,Robert E. Andrews (D-NJ),"$299,010","$547,504","$795,999",House
434,Tim Holden (D-Pa),"$290,020","$547,010","$804,000",House
435,Brad Ellsworth (D-Ind),"$229,027","$545,013","$861,000",House
436,Marcy Kaptur (D-Ohio),"$303,017","$537,008","$771,000",House
437,Joe Pitts (R-Pa),"$332,006","$531,003","$730,000",House
438,Mike Michaud (D-Maine),"$253,022","$524,011","$795,000",House
439,Bill Posey (R-Fla),"$134,012","$523,005","$911,999",House
440,Gene Green (D-Texas),"$295,006","$522,503","$750,000",House
441,Donna Christian-Christensen (D-VI),"$151,003","$518,000","$884,997",House
442,John Carney (D-Del),"$185,031","$517,515","$850,000",House
443,John Sarbanes (D-Md),"$260,014","$517,507","$775,000",House
444,Jason Chaffetz (R-Utah),"$39,014","$513,006","$986,999",House
445,Lynn Jenkins (R-Kan),"$195,027","$510,013","$825,000",House
446,Scott Eugene Desjarlais (R-Tenn),"$153,009","$501,502","$849,996",House
447,Lucille Roybal-Allard (D-Calif),"$271,013","$501,006","$731,000",House
448,David Loebsack (D-Iowa),"$228,017","$499,008","$770,000",House
449,Lynn Woolsey (D-Calif),"$276,011","$490,505","$705,000",House
450,Jo Ann Emerson (R-Mo),"$121,010","$490,503","$859,996",House
451,Steven C. LaTourette (R-Ohio),"$316,004","$490,502","$665,000",House
453,Erik Paulsen (R-Minn),"$170,034","$487,017","$804,000",House
454,Martha Roby (R-Ala),"$169,023","$482,511","$795,999",House
455,Todd Rokita (R-Ind),"-$130,966","$478,515","$1,087,996",House
456,Glenn Thompson (R-Pa),"$251,005","$475,502","$699,999",House
457,Frank Pallone Jr (D-NJ),"$22,052","$473,525","$924,998",House
458,Frank R. Wolf (R-Va),"$430,779","$472,776","$514,773",House
459,John Kline (R-Minn),"$251,013","$471,006","$691,000",House
461,Rodney Alexander (R-La),"$266,005","$465,502","$665,000",House
462,Danny K. Davis (D-Ill),"$282,014","$460,507","$639,000",House
463,Karen Bass (D-Calif),"$265,005","$458,002","$651,000",House
464,Marsha Blackburn (R-Tenn),"$193,025","$456,512","$720,000",House
465,Gus Bilirakis (R-Fla),"$88,033","$454,016","$819,999",House
466,Frank M. Kratovil Jr (D-Md),"$127,009","$453,504","$779,999",House
467,Bill Johnson (R-Ohio),"$118,053","$450,026","$782,000",House
468,Bruce Braley (D-Iowa),"$206,018","$436,509","$667,000",House
469,Daniel Webster (R-Fla),"$221,009","$430,504","$640,000",House
470,Bernie Sanders (I-Vt),"-$56,988","$429,004","$914,996",Senate
471,Robert Menendez (D-NJ),"$217,005","$423,502","$629,999",Senate
472,John Thune (R-SD),"$170,023","$423,011","$676,000",Senate
473,Charlie Dent (R-Pa),"$133,047","$420,023","$707,000",House
474,Patrick McHenry (R-NC),"-$3,985","$418,006","$839,998",House
475,Mark Schauer (D-Mich),"$204,017","$415,008","$626,000",House
476,John J. Duncan Jr (R-Tenn),"$169,022","$414,511","$660,000",House
477,Bob Etheridge (D-NC),"$125,037","$414,018","$703,000",House
478,Brian Baird (D-Wash),"-$352,988","$413,505","$1,179,998",House
479,Chet Edwards (D-Texas),"$178,020","$408,010","$638,000",House
480,Adam Smith (D-Wash),"$190,015","$407,507","$625,000",House
481,John Cornyn (R-Texas),"$153,014","$392,506","$631,999",Senate
482,Barbara Lee (D-Calif),"$252,006","$392,503","$533,000",House
483,Rick Larsen (D-Wash),"$155,023","$390,511","$626,000",House
484,James E. Clyburn (D-SC),"$220,772","$388,267","$555,763",House
485,Mac Thornberry (R-Texas),"$238,004","$386,502","$535,000",House
486,David Scott (D-Ga),"-$248,997","$383,001","$1,014,999",House
487,Marco Rubio (R-Fla),"-$75,987","$379,505","$834,998",Senate
488,Bill Delahunt (D-Mass),"$250,002","$375,501","$501,000",House
489,Dana Rohrabacher (R-Calif),$1,"$375,000","$749,999",House
490,Rob Woodall (R-Ga),"$217,006","$373,503","$530,000",House
491,Ciro D. Rodriguez (D-Texas),"-$283,992","$366,002","$1,015,997",House
492,Joe Courtney (D-Conn),"$133,021","$364,010","$595,000",House
493,Chris Carney (D-Pa),"$211,009","$363,504","$516,000",House
494,Dave Reichert (R-Wash),"$178,009","$361,504","$545,000",House
495,Bob Casey (D-Pa),"$159,019","$361,009","$563,000",Senate
497,Baron Hill (D-Ind),"$174,013","$355,006","$536,000",House
498,Scott Garrett (R-NJ),"$188,014","$354,507","$521,000",House
499,Jerry F. Costello (D-Ill),"$195,005","$347,502","$500,000",House
500,Ed Royce (R-Calif),"$154,014","$345,007","$536,000",House
501,Saxby Chambliss (R-Ga),"$164,009","$337,504","$511,000",Senate
502,John Culberson (R-Texas),"$185,002","$337,501","$490,000",House
503,Barbara A. Mikulski (D-Md),"$156,016","$336,508","$517,000",Senate
504,Adrian Smith (R-Neb),"$125,013","$330,006","$534,999",House
505,Russ Carnahan (D-Mo),"$151,003","$328,001","$504,999",House
506,Jay Inslee (D-Wash),"$106,023","$323,511","$541,000",House
507,Kendrick B. Meek (D-Fla),"$70,027","$316,013","$561,999",House
508,Mike Ross (D-Ark),"$128,010","$304,004","$479,999",House
509,Hansen Clarke (D-Mich),"$163,009","$304,004","$445,000",House
510,Anthony D. Weiner (D-NY),"$116,018","$303,509","$491,000",House
511,Kevin McCarthy (R-Calif),"$114,016","$299,508","$485,000",House
512,Chris Van Hollen (D-Md),"$148,007","$296,503","$445,000",House
513,Earl Pomeroy (D-ND),"$143,010","$294,005","$445,000",House
514,Lynn A. Westmoreland (R-Ga),"-$7,947,994","$291,001","$8,529,997",House
515,Walter B. Jones Jr (R-NC),"$125,014","$288,507","$452,000",House
516,Tim Huelskamp (R-Kan),"$114,015","$287,007","$460,000",House
517,Joseph Crowley (D-NY),"$82,020","$286,009","$489,999",House
518,John B. Larson (D-Conn),"$135,008","$280,004","$425,000",House
519,Jason Altmire (D-Pa),"$149,009","$279,504","$410,000",House
520,Jesse Jackson Jr (D-Ill),"$111,015","$276,507","$442,000",House
521,Mike Pompeo (R-Kan),"$66,028","$267,514","$469,000",House
522,Jim Moran (D-Va),"$88,018","$266,509","$445,000",House
523,Steve Buyer (R-Ind),"$155,008","$265,004","$375,000",House
524,Ike Skelton (D-Mo),"$69,015","$264,507","$459,999",House
525,Mike Rogers (R-Mich),"$136,011","$263,505","$391,000",House
526,Steve Womack (R-Ark),"$122,009","$263,504","$405,000",House
527,Collin C. Peterson (D-Minn),"$136,010","$263,005","$390,000",House
528,Devin Nunes (R-Calif),"$151,003","$258,001","$365,000",House
529,Michael G. Fitzpatrick (R-Pa),"$151,003","$258,001","$365,000",House
530,Jeffrey Lane Fortenberry (R-Neb),"-$394,992","$257,503","$909,998",House
531,Patrick L. Meehan (R-Pa),"$75,019","$250,009","$425,000",House
532,Chaka Fattah (D-Pa),"$150,002","$250,001","$350,000",House
533,Brad Miller (D-NC),"$42,028","$248,514","$455,000",House
534,Timothy J. Walz (D-Minn),"-$102,992","$247,502","$597,996",House
535,Susan Collins (R-Maine),"$145,005","$247,502","$350,000",Senate
536,Frank Guinta (R-NH),"-$457,982","$246,007","$949,996",House
537,James D. Jordan (R-Ohio),"$119,008","$240,504","$362,000",House
538,Steven A. King (R-Iowa),"$130,003","$240,001","$350,000",House
539,Edolphus Towns (D-NY),"-$290,985","$239,506","$769,997",House
540,Steve C. Austria (R-Ohio),"$107,008","$231,004","$355,000",House
542,Lee Terry (R-Neb),"$61,020","$226,010","$391,000",House
543,Tim Walberg (R-Mich),"$50,023","$225,511","$401,000",House
544,Jeff Miller (R-Fla),"-$192,994","$223,501","$639,997",House
545,Jan Schakowsky (D-Ill),"$12,025","$223,012","$433,999",House
546,Deborah Halvorson (D-Ill),"$131,005","$223,002","$315,000",House
547,Peter Hoekstra (R-Mich),"$51,015","$222,507","$393,999",House
548,Linda Sanchez (D-Calif),"-$243,978","$218,009","$679,997",House
549,James Lankford (R-Okla),"$60,018","$217,509","$375,000",House
550,David R. Obey (D-Wis),"$119,007","$214,503","$310,000",House
551,Carte Goodwin (D-WVa),"$111,006","$213,003","$315,000",Senate
552,Diane E. Watson (D-Calif),"$102,004","$211,002","$320,000",House
553,Robert C. Scott (D-Va),"-$352,944","$209,025","$770,995",House
554,Gregorio Kilili Cama Sablan (I-MP),"$118,006","$206,503","$295,000",House
555,Morgan Griffith (R-Va),"-$12,997","$203,501","$419,999",House
556,John A. Boccieri (D-Ohio),"$36,022","$200,511","$365,000",House
557,Melissa Bean (D-Ill),"$25,025","$200,012","$375,000",House
558,Eliot L. Engel (D-NY),"$68,005","$199,002","$329,999",House
559,Jerry Lewis (R-Calif),"$195,000","$195,000","$195,000",House
560,Tim Ryan (D-Ohio),"$102,004","$191,502","$281,000",House
561,Albio Sires (D-NJ),"$97,006","$188,503","$280,000",House
562,Allen B. West (R-Fla),"-$102,992","$176,003","$454,998",House
563,John Sullivan (R-Okla),"$100,001","$175,000","$250,000",House
564,Mike Doyle (D-Pa),"$15,003","$175,000","$334,998",House
565,Chris Gibson (R-NY),"$100,001","$175,000","$250,000",House
566,Joe Donnelly (D-Ind),"$76,010","$174,005","$272,000",House
567,Todd Tiahrt (R-Kan),"$43,016","$169,508","$296,000",House
568,Raul M. Grijalva (D-Ariz),"$37,010","$163,504","$289,999",House
569,Sue Myrick (R-NC),"$14,009","$162,004","$309,999",House
571,Todd Akin (R-Mo),"$31,017","$160,508","$290,000",House
572,Gregg Harper (R-Miss),"-$148,996","$158,001","$464,999",House
573,Pete King (R-NY),"$101,003","$158,001","$215,000",House
574,Rick Crawford (R-Ark),"$101,003","$158,001","$215,000",House
575,Eni F. H. Faleomavaega (D-AS),"-$214,989","$155,505","$525,999",House
576,Jim Gerlach (R-Pa),"$63,007","$154,003","$245,000",House
577,Lincoln Diaz-Balart (R-Fla),"$35,008","$147,503","$259,999",House
578,Carolyn Cheeks Kilpatrick (D-Mich),"$16,012","$146,505","$276,999",House
579,Brian M. Higgins (D-NY),"$16,011","$146,005","$275,999",House
580,Adam Kinzinger (R-Ill),"$50,008","$137,504","$225,000",House
581,Ted Poe (R-Texas),"-$21,985","$136,507","$294,999",House
582,Roger Wicker (R-Miss),"-$670,980","$133,008","$936,997",Senate
583,Patrick Leahy (D-Vt),"$49,007","$129,503","$210,000",Senate
584,Douglas L. Lamborn (R-Colo),"$49,007","$129,503","$210,000",House
585,Richard E. Neal (D-Mass),"$67,010","$126,505","$186,000",House
586,Mike McIntyre (D-NC),"$67,006","$124,503","$182,000",House
587,Howard P. (Buck) Mckeon (R-Calif),"$50,002","$117,500","$184,999",House
588,C. W. Bill Young (R-Fla),"$66,003","$115,501","$165,000",House
589,Lois Capps (D-Calif),"-$3,974,987","$113,006","$4,200,999",House
590,David Wu (D-Ore),"-$1,991","$110,004","$221,999",House
591,Cory Gardner (R-Colo),"-$10,987","$105,506","$221,999",House
592,Geoff Davis (R-Ky),"$46,004","$105,502","$165,000",House
593,Yvette D. Clarke (D-NY),"$35,007","$105,003","$175,000",House
594,Aaron Schock (R-Ill),"-$916,584","$100,913","$1,118,411",House
595,Robert Hurt (R-Va),"$18,005","$99,002","$179,999",House
596,Bob Inglis (R-SC),"$10,004","$97,501","$184,999",House
597,Larry Kissell (D-NC),"-$6,991","$94,004","$194,999",House
598,Christopher S. Murphy (D-Conn),"-$28,992","$90,503","$209,998",House
599,Mike Pence (R-Ind),"$11,015","$90,007","$169,000",House
600,Mark Kirk (R-Ill),"$33,005","$89,002","$145,000",Senate
601,Betty McCollum (D-Minn),"$11,011","$88,005","$165,000",House
602,Todd Platts (R-Pa),"$21,014","$84,007","$147,000",House
603,Grace Napolitano (D-Calif),"-$198,997","$83,001","$364,999",House
604,Joe Barton (R-Texas),"$32,004","$81,002","$130,000",House
605,Russ Feingold (D-Wis),$2,"$75,500","$150,999",Senate
606,Tom Marino (R-Pa),"-$366,518","$75,478","$517,474",House
607,John Lewis (D-Ga),"$9,009","$72,004","$135,000",House
608,Martin Heinrich (D-NM),"$19,015","$69,507","$120,000",House
609,Todd Young (R-Ind),"-$4,997","$65,001","$134,999",House
610,Jeff Flake (R-Ariz),"-$219,997","$65,001","$349,999",House
611,Tom McClintock (R-Calif),"$19,005","$64,502","$110,000",House
612,Michael Arcuri (D-NY),"-$173,990","$60,504","$294,998",House
613,Charlie A. Gonzalez (D-Texas),"-$163,995","$58,501","$280,998",House
614,Steny H. Hoyer (D-Md),"$18,005","$57,002","$96,000",House
615,Trey Gowdy (R-SC),"-$231,995","$56,502","$344,999",House
616,Sam Johnson (R-Texas),"$17,003","$48,501","$80,000",House
617,Chris Smith (R-NJ),"$45,967","$45,967","$45,967",House
618,Mike Quigley (D-Ill),"-$34,998","$42,500","$119,998",House
619,Ben R. Lujan (D-NM),"$16,002","$40,501","$65,000",House
620,Rob Bishop (R-Utah),"$16,002","$40,501","$65,000",House
621,James W. DeMint (R-SC),"$16,002","$40,501","$65,000",Senate
622,Gwen Moore (D-Wis),"$5,005","$40,002","$75,000",House
623,Dan Lungren (R-Calif),"$2,003","$36,001","$70,000",House
624,Dennis J. Kucinich (D-Ohio),"$4,007","$33,503","$63,000",House
625,Gene Taylor (D-Miss),"$15,001","$32,500","$50,000",House
626,Jose E. Serrano (D-NY),"$15,001","$32,500","$50,000",House
627,Glenn Nye (D-Va),"-$484,998","$32,500","$549,998",House
628,Randy Hultgren (R-Ill),"$15,001","$32,500","$50,000",House
629,William L. Clay Jr (D-Mo),"$4,004","$32,002","$60,000",House
630,Donna Edwards (D-Md),"$16,423","$30,921","$45,420",House
631,Jerrold Nadler (D-NY),"$1,002","$28,001","$55,000",House
632,Joe Baca (D-Calif),"$3,004","$24,502","$46,000",House
633,Joe Walsh (R-Ill),"$3,004","$24,502","$46,000",House
634,Cedric L. Richmond (D-La),"-$48,996","$19,001","$86,998",House
635,Sandy Adams (R-Fla),"$2,004","$17,002","$32,000",House
636,Mike Lee (R-Utah),"-$117,995","$16,001","$149,997",Senate
637,Carol Shea-Porter (D-NH),"$2,002","$16,001","$30,000",House
638,Max Baucus (D-Mont),"-$89,990","$10,004","$109,999",Senate
639,Jerry McNerney (D-Calif),"$1,003","$9,001","$17,000",House
640,Eddie Bernice Johnson (D-Texas),"$1,002","$8,501","$16,000",House
641,Mark Pryor (D-Ark),"$1,001","$8,500","$16,000",Senate
642,Paul Tonko (D-NY),"$1,001","$8,000","$15,000",House
643,Silvestre Reyes (D-Texas),"$1,001","$8,000","$15,000",House
644,David Rivera (R-Fla),"-$148,998","$8,000","$164,999",House
645,Jaime Herrera (R-Wash),"$1,001","$8,000","$15,000",House
646,Tom Perriello (D-Va),"-$67,996","$6,001","$79,999",House
647,Corrine Brown (D-Fla),"-$12,998","$3,501","$20,000",House
648,Zach Wamp (R-Tenn),$2,"$1,001","$2,000",House
649,Gregory W. Meeks (D-NY),$0,$0,$0,House
650,Bobby L. Rush (D-Ill),$0,$0,$0,House
651,Duncan D. Hunter (R-Calif),$0,$0,$0,House
652,Ted Kaufman (D-Del),$0,$0,$0,Senate
653,Hank Johnson (D-Ga),$0,$0,$0,House
654,Phil Hare (D-Ill),$0,$0,$0,House
655,Keith Ellison (D-Minn),"-$47,994","-$14,497","$18,999",House
656,Steve Scalise (R-La),"-$61,996","-$20,498","$20,999",House
657,Tim Griffin (R-Ark),"-$129,993","-$24,498","$80,997",House
658,Andre Carson (D-Ind),"-$82,996","-$25,998","$30,999",House
659,Debbie Wasserman Schultz (D-Fla),"-$289,989","-$27,496","$234,997",House
661,Raul Labrador (R-Idaho),"-$130,993","-$31,998","$66,997",House
662,Deborah Ann Stabenow (D-Mich),"-$50,000","-$32,500","-$15,001",Senate
663,Mario Diaz-Balart (R-Fla),"-$50,000","-$32,500","-$15,001",House
664,John Shadegg (R-Ariz),"-$249,997","-$47,500","$154,996",House
665,Steve Israel (D-NY),"-$134,998","-$55,000","$24,998",House
666,Artur Davis (D-Ala),"-$113,999","-$69,500","-$25,002",House
667,Marlin A. Stutzman (R-Ind),"-$289,988","-$84,495","$120,997",House
668,Renee Ellmers (R-NC),"-$382,993","-$91,497","$199,999",House
669,Dan Maffei (D-NY),"-$150,000","-$107,501","-$65,002",House
670,Kristi Lynn Noem (R-SD),"-$643,990","-$111,996","$419,998",House
671,John Conyers Jr (D-Mich),"-$199,999","-$120,001","-$40,003",House
672,Kevin W. Yoder (R-Kan),"-$243,994","-$124,499","-$5,004",House
673,Nydia M. Velazquez (D-NY),"-$4,248,997","-$146,999","$3,954,998",House
674,Louis B. Gohmert Jr (R-Texas),"-$200,000","-$150,001","-$100,002",House
675,Patrick J. Murphy (D-Pa),"-$283,998","-$154,502","-$25,006",House
676,Sanford D. Bishop Jr (D-Ga),"-$430,990","-$159,496","$111,998",House
677,Sean P. Duffy (R-Wis),"-$489,989","-$167,497","$154,994",House
678,Terri Sewell (D-Ala),"-$851,983","-$173,493","$504,996",House
679,Bart Stupak (D-Mich),"-$722,990","-$178,996","$364,998",House
680,Laura Richardson (D-Calif),"-$1,229,987","-$375,495","$478,996",House
681,John Salazar (D-Colo),"-$4,798,997","-$474,501","$3,849,995",House
682,Ruben Hinojosa (D-Texas),"-$5,360,972","-$2,675,488","$9,995",House
683,Steve Fincher (R-Tenn),"-$5,964,999","-$3,302,503","-$640,008",House
684,Alcee L. Hastings (D-Fla),"-$7,348,999","-$4,732,002","-$2,115,006",House
