Rank,Name,Minimum Net Worth,Average,Maximum Net Worth,Chamber
102,Evan Bayh (D-Ind),"$4,124,023","$6,892,012","$9,660,002",Senate
103,Ron Wyden (D-Ore),"$5,734,033","$6,847,018","$7,960,004",Senate
104,Jeff Sessions (R-Ala),"$3,224,063","$6,842,031","$10,460,000",Senate
105,Harry Reid (D-Nev),"$3,302,053","$6,806,026","$10,309,999",Senate
106,Walt Minnick (D-Idaho),"$2,526,062","$6,745,530","$10,964,998",House
107,John Tanner (D-Tenn),"$2,220,052","$6,650,026","$11,080,000",House
108,Judd Gregg (R-NH),"$2,992,082","$6,613,541","$10,235,000",Senate
109,Scott Tipton (R-Colo),"$2,918,074","$6,506,537","$10,095,000",House
110,Charles Bass (R-NH),"$3,164,021","$6,438,010","$9,712,000",House
111,Kurt Schrader (D-Ore),"$3,922,063","$6,401,531","$8,881,000",House
112,John L. Mica (R-Fla),"$3,201,011","$6,401,005","$9,600,999",House
114,Heath Shuler (D-NC),"$1,840,027","$6,283,512","$10,726,997",House
115,David Schweikert (R-Ariz),"$1,480,029","$6,165,011","$10,849,994",House
116,Maria Cantwell (D-Wash),"$2,037,012","$6,163,505","$10,289,999",Senate
117,Dennis Ross (R-Fla),"$1,990,008","$6,137,503","$10,284,998",House
118,James Webb (D-Va),"$1,313,190","$6,131,593","$10,949,997",Senate
120,Virginia Foxx (R-NC),"$2,755,037","$5,928,518","$9,102,000",House
121,John A. Barrasso (R-Wyo),"$2,713,015","$5,730,007","$8,747,000",Senate
122,Daniel J. Benishek (R-Mich),"$3,335,080","$5,645,540","$7,956,000",House
123,Judy Biggert (R-Ill),"$2,147,063","$5,638,531","$9,129,999",House
124,Sam Brownback (R-Kan),"$2,762,062","$5,617,031","$8,472,000",Senate
125,Eric Cantor (R-Va),"$2,893,110","$5,471,054","$8,048,999",House
126,Cliff Stearns (R-Fla),"$2,018,033","$5,458,014","$8,897,996",House
127,Roscoe G. Bartlett (R-Md),"$2,432,016","$5,306,008","$8,180,000",House
128,Chris Coons (D-Del),"$3,021,182","$5,281,178","$7,541,174",Senate
129,Kay Bailey Hutchison (R-Texas),"$3,082,081","$5,243,540","$7,405,000",Senate
130,Tom Udall (D-NM),"$3,068,077","$5,183,538","$7,299,000",Senate
131,Mike Conaway (R-Texas),"$2,844,117","$5,080,558","$7,317,000",House
132,Paul Ryan (R-Wis),"$1,927,101","$5,067,050","$8,207,000",House
133,Tom Latham (R-Iowa),"$2,297,428","$5,025,421","$7,753,415",House
134,Denny Rehberg (R-Mont),"-$2,152,987","$4,988,504","$12,129,996",House
135,Phil Gingrey (R-Ga),"$2,410,035","$4,960,015","$7,509,996",House
136,Michael O. Johanns (R-Neb),"$3,008,038","$4,941,519","$6,875,000",Senate
137,Madeleine Z. Bordallo (D-Guam),"$2,030,007","$4,940,503","$7,850,999",House
138,Earl Blumenauer (D-Ore),"$2,458,047","$4,924,520","$7,390,993",House
139,Bobby Bright (D-Ala),"$1,451,041","$4,833,519","$8,215,997",House
140,Daniel R. Coats (R-Ind),"$2,817,054","$4,827,527","$6,838,000",Senate
141,Robert F. Bennett (R-Utah),"-$21,958,976","$4,694,011","$31,346,998",Senate
142,Tom Carper (D-Del),"$2,058,157","$4,607,078","$7,155,999",Senate
143,Niki Tsongas (D-Mass),"$1,252,045","$4,566,021","$7,879,998",House
144,Al Green (D-Texas),"$1,665,011","$4,532,505","$7,399,999",House
146,Ander Crenshaw (R-Fla),"$1,899,018","$4,479,509","$7,060,000",House
147,Pete Sessions (R-Texas),"$2,657,050","$4,420,525","$6,184,000",House
148,William R. Keating (D-Mass),"$1,678,053","$4,415,026","$7,152,000",House
149,Peter Welch (D-Vt),"$2,287,107","$4,396,553","$6,506,000",House
151,Paul E. Kanjorski (D-Pa),"$1,833,011","$4,332,005","$6,830,999",House
152,Jim Himes (D-Conn),"$2,603,051","$4,324,025","$6,045,000",House
154,Marion Berry (D-Ark),"$1,483,013","$4,190,006","$6,896,999",House
156,John Boehner (R-Ohio),"$2,099,107","$4,092,053","$6,085,000",House
158,Pete Stark (D-Calif),"-$19,177,982","$3,963,507","$27,104,997",House
159,Orrin G. Hatch (R-Utah),"$2,195,097","$3,962,048","$5,729,000",Senate
160,Lamar Smith (R-Texas),"$2,086,120","$3,925,560","$5,765,000",House
161,"John Michael ""Mick'' Mulvaney (R-SC)","$1,514,081","$3,912,539","$6,310,997",House
162,Ken Calvert (R-Calif),"-$1,899,989","$3,900,002","$9,699,994",House
163,Robert B. Aderholt (R-Ala),"$1,491,019","$3,879,009","$6,267,000",House
164,Tom Rooney (R-Fla),"$1,384,013","$3,848,506","$6,312,999",House
165,Reid Ribble (R-Wis),"$833,072","$3,845,064","$6,857,056",House
167,Bill Nelson (D-Fla),"$1,480,007","$3,765,503","$6,051,000",Senate
168,John Barrow (D-Ga),"$1,501,003","$3,758,001","$6,015,000",House
169,Carolyn McCarthy (D-NY),"$1,678,161","$3,753,658","$5,829,156",House
170,Tom Cole (R-Okla),"$2,039,077","$3,737,538","$5,436,000",House
171,Roy Blunt (R-Mo),"$1,075,021","$3,717,509","$6,359,998",Senate
172,Leonard Lance (R-NJ),"$2,216,060","$3,706,030","$5,196,000",House
173,Hal Rogers (R-Ky),"$1,624,344","$3,683,841","$5,743,339",House
174,Jim Costa (D-Calif),"$869,009","$3,614,503","$6,359,998",House
175,Suzanne Kosmas (D-Fla),"$2,267,015","$3,591,007","$4,914,999",House
176,Mary Fallin (R-Okla),"$899,014","$3,580,005","$6,260,997",House
177,Ron Paul (R-Texas),"$1,939,039","$3,576,519","$5,213,999",House
178,Arlen Specter (D-Pa),"$1,335,010","$3,555,505","$5,776,000",Senate
179,Robert Dold (R-Ill),"$696,022","$3,545,509","$6,394,996",House
180,Bill Owens (D-NY),"$2,102,037","$3,530,018","$4,957,999",House
181,Travis W. Childers (D-Miss),"$1,356,042","$3,521,017","$5,685,992",House
182,Steven R. Rothman (D-NJ),"$1,920,058","$3,485,529","$5,051,000",House
183,Barbara Boxer (D-Calif),"$1,267,008","$3,449,004","$5,631,000",Senate
184,Tim Scott (R-SC),"$915,004","$3,432,500","$5,949,997",House
185,Blaine Luetkemeyer (R-Mo),"-$2,784,995","$3,407,501","$9,599,998",House
186,John Boozman (R-Ark),"$713,011","$3,405,505","$6,097,999",Senate
187,Jo Bonner (R-Ala),"$1,075,022","$3,402,509","$5,729,997",House
188,Bill Pascrell Jr (D-NJ),"$2,026,041","$3,386,520","$4,747,000",House
189,Jack Kingston (R-Ga),"$2,725,768","$3,357,262","$3,988,757",House
191,Jeff Denham (R-Calif),"$1,060,006","$3,330,002","$5,599,999",House
194,John D. Dingell (D-Mich),"$1,656,093","$3,250,546","$4,845,000",House
195,Pat Toomey (R-Pa),"$1,750,070","$3,250,534","$4,750,999",Senate
196,Tom Coburn (R-Okla),"$1,039,236","$3,191,118","$5,343,000",Senate
197,Daniel K. Inouye (D-Hawaii),"$1,968,020","$3,186,509","$4,404,999",Senate
198,Chuck Grassley (R-Iowa),"$1,654,082","$3,182,541","$4,711,000",Senate
199,Bill Cassidy (R-La),"$1,651,058","$3,180,528","$4,709,999",House
200,Betsy Markey (D-Colo),"$968,014","$3,139,006","$5,309,999",House
201,Bart Gordon (D-Tenn),"$1,877,035","$3,053,517","$4,230,000",House
202,John Ensign (R-Nev),"$450,006","$3,025,002","$5,599,999",Senate
203,Greg Walden (R-Ore),"$1,804,033","$2,957,016","$4,110,000",House
204,Pedro Pierluisi (3-PR),"$795,004","$2,915,000","$5,034,997",House
205,James P. McGovern (D-Mass),"$602,012","$2,853,505","$5,104,999",House
206,Ann Marie Buerkle (R-NY),"$601,004","$2,850,501","$5,099,998",House
207,Allyson Schwartz (D-Pa),"$1,699,042","$2,830,021","$3,961,000",House
208,Steve Southerland (R-Fla),"$500,004","$2,826,001","$5,151,998",House
210,Ed Whitfield (R-Ky),"$1,479,047","$2,794,523","$4,109,999",House
211,Andy Harris (R-Md),"$1,525,050","$2,787,525","$4,050,000",House
212,J. Randy Forbes (R-Va),"-$12,690","$2,749,302","$5,511,295",House
213,Charles J. Fleischmann (R-Tenn),"$2,098,812","$2,723,807","$3,348,803",House
214,David Price (D-NC),"$1,369,078","$2,665,539","$3,962,000",House
216,John Carter (R-Texas),"$415,002","$2,617,499","$4,819,996",House
217,Phil Roe (R-Tenn),"$2,151,381","$2,611,376","$3,071,372",House
218,Stephen Ira Cohen (D-Tenn),"$1,344,074","$2,589,537","$3,835,000",House
219,Jeanne Shaheen (D-NH),"$479,021","$2,579,507","$4,679,993",Senate
220,Ben Cardin (D-Md),"$1,284,075","$2,537,037","$3,790,000",Senate
221,Gresham Barrett (R-SC),"$1,467,037","$2,536,518","$3,606,000",House
222,Loretta Sanchez (D-Calif),"$252,003","$2,466,000","$4,679,998",House
223,Kent Conrad (D-ND),"$1,447,043","$2,454,021","$3,461,000",Senate
224,Nick Rahall (D-WVa),"$1,923,383","$2,445,377","$2,967,372",House
225,Dean Heller (R-Nev),"$2,274,118","$2,426,114","$2,578,110",Senate
226,Gary Peters (D-Mich),"$797,165","$2,420,582","$4,043,999",House
227,Billy Long (R-Mo),"$461,037","$2,406,516","$4,351,996",House
228,Louise M. Slaughter (D-NY),"$1,464,018","$2,387,009","$3,310,000",House
229,Susan A. Davis (D-Calif),"$1,302,051","$2,383,525","$3,464,999",House
230,Mazie K. Hirono (D-Hawaii),"$1,350,034","$2,362,516","$3,374,999",House
231,Tom Graves (R-Ga),"$1,508,015","$2,339,007","$3,170,000",House
233,Ginny Brown-Waite (R-Fla),"$1,194,065","$2,329,532","$3,464,999",House
234,Robert E. Latta (R-Ohio),"$1,345,035","$2,298,017","$3,251,000",House
236,Mark Begich (D-Alaska),"$96,052","$2,272,023","$4,447,995",Senate
237,Kathleen Dahlkemper (D-Pa),"$1,376,026","$2,259,013","$3,142,000",House
238,Mike D. Rogers (R-Ala),"$1,370,018","$2,252,508","$3,134,999",House
239,Jim Marshall (D-Ga),"$1,324,051","$2,223,525","$3,123,000",House
240,Joseph A. Sestak Jr (D-Pa),"$1,118,067","$2,175,033","$3,232,000",House
241,Sam Farr (D-Calif),"$1,319,021","$2,114,510","$2,910,000",House
242,Peter DeFazio (D-Ore),"$1,067,020","$2,104,008","$3,140,996",House
243,Thad Cochran (R-Miss),"$974,079","$2,100,539","$3,227,000",Senate
245,Judy Chu (D-Calif),"$1,199,026","$2,092,013","$2,985,000",House
246,Howard Coble (R-NC),"$1,282,073","$2,046,052","$2,810,031",House
247,Daniel Lipinski (D-Ill),"$1,043,059","$2,045,029","$3,047,000",House
249,Gerry Connolly (D-Va),"$998,048","$2,001,523","$3,004,998",House
250,Jim Langevin (D-RI),"$696,026","$1,988,011","$3,279,997",House
251,Joe Lieberman (I-Conn),"$907,082","$1,981,541","$3,056,000",Senate
252,George V. Voinovich (R-Ohio),"$970,054","$1,935,027","$2,900,000",Senate
253,Mike Simpson (R-Idaho),"$1,515,342","$1,924,838","$2,334,334",House
254,Michael Burgess (R-Texas),"$926,085","$1,903,542","$2,880,999",House
255,Mary L. Landrieu (D-La),"$931,021","$1,895,508","$2,859,996",Senate
256,Colleen Hanabusa (D-Hawaii),"$1,061,013","$1,888,506","$2,715,999",House
257,Bob Goodlatte (R-Va),"$1,087,045","$1,884,522","$2,682,000",House
259,"Christopher ""Kit"" Bond (R-Mo)","$1,039,046","$1,877,023","$2,715,000",Senate
260,Blanche Lincoln (D-Ark),"$1,121,017","$1,868,008","$2,615,000",Senate
261,Dutch Ruppersberger (D-Md),"$1,035,044","$1,855,522","$2,676,000",House
262,Sander Levin (D-Mich),"$1,497,127","$1,846,624","$2,196,122",House
263,Jeb Hensarling (R-Texas),"$1,063,025","$1,841,512","$2,620,000",House
264,Anna Eshoo (D-Calif),"$1,116,011","$1,841,505","$2,567,000",House
265,Dan Burton (R-Ind),"$1,118,019","$1,819,009","$2,520,000",House
266,Austin Scott (R-Ga),"$1,173,882","$1,814,872","$2,455,863",House
267,Michele Bachmann (R-Minn),"$912,018","$1,783,508","$2,654,998",House
268,Luis V. Gutierrez (D-Ill),"$1,053,014","$1,774,507","$2,496,000",House
269,Dan Boren (D-Okla),"$925,018","$1,768,008","$2,610,998",House
270,G. K. Butterfield (D-NC),"$1,158,645","$1,759,135","$2,359,625",House
271,Shelley Moore Capito (R-WVa),"$506,060","$1,732,028","$2,957,997",House
272,Brad Sherman (D-Calif),"$499,019","$1,731,008","$2,962,998",House
273,Mike Thompson (D-Calif),"$846,010","$1,730,504","$2,614,999",House
274,Jeff Merkley (D-Ore),"$560,028","$1,705,512","$2,850,996",Senate
275,Eleanor Holmes Norton (D-DC),"$898,043","$1,697,521","$2,497,000",House
276,Carl Levin (D-Mich),"$1,029,016","$1,694,508","$2,360,000",Senate
278,Lisa Murkowski (I-Alaska),"$897,040","$1,669,020","$2,441,000",Senate
279,Chris Dodd (D-Conn),"$862,019","$1,665,009","$2,467,999",Senate
280,David Vitter (R-La),"$801,061","$1,640,530","$2,480,000",Senate
281,Robert A. Brady (D-Pa),"$1,080,007","$1,640,503","$2,201,000",House
282,Timothy V. Johnson (R-Ill),"$942,030","$1,636,015","$2,330,000",House
283,Elton Gallegly (R-Calif),"$262,021","$1,633,509","$3,004,997",House
284,John H. Adler (D-NJ),"$762,071","$1,616,535","$2,471,000",House
285,Xavier Becerra (D-Calif),"$611,059","$1,588,528","$2,565,998",House
286,Richard Burr (R-NC),"$981,085","$1,584,080","$2,187,075",Senate
287,Charles Melancon (D-La),"$824,047","$1,580,523","$2,337,000",House
288,Zoe Lofgren (D-Calif),"$796,036","$1,555,518","$2,315,000",House
289,Scott P. Brown (R-Mass),"$835,106","$1,542,594","$2,250,082",Senate
290,Vernon J. Ehlers (R-Mich),"$909,021","$1,535,010","$2,161,000",House
291,Jim Bunning (R-Ky),"$965,004","$1,532,501","$2,099,999",Senate
292,Rush Holt (D-NJ),"$146,014","$1,531,005","$2,915,997",House
293,Rick Boucher (D-Va),"$905,020","$1,528,010","$2,151,000",House
295,Edward J. Markey (D-Mass),"$868,025","$1,494,512","$2,121,000",House
296,Stephanie Herseth Sandlin (D-SD),"$799,012","$1,472,005","$2,144,998",House
297,Doris O. Matsui (D-Calif),"$824,021","$1,467,010","$2,110,000",House
298,Mark Udall (D-Colo),"$685,048","$1,405,524","$2,126,000",Senate
299,Pete Olson (R-Texas),"$709,034","$1,397,017","$2,085,000",House
300,Chip Cravaack (R-Minn),"$843,018","$1,394,009","$1,945,000",House
301,Louis J. Barletta (R-Pa),"$169,105","$1,391,551","$2,613,998",House
302,Charles W. Boustany Jr (R-La),"$1,053,449","$1,384,945","$1,716,441",House
303,Cathy McMorris Rodgers (R-Wash),"$421,020","$1,338,009","$2,254,998",House
304,Patrick J. Tiberi (R-Ohio),"$608,033","$1,332,015","$2,055,998",House
305,Solomon P. Ortiz (D-Texas),"$831,009","$1,323,004","$1,815,000",House
306,Larry D. Bucshon (R-Ind),"$646,052","$1,318,526","$1,991,000",House
307,Michael E. McMahon (D-NY),"$616,007","$1,315,503","$2,014,999",House
308,Tom Reed (R-NY),"$784,011","$1,297,505","$1,810,999",House
309,Bob Gibbs (R-Ohio),"$533,041","$1,296,519","$2,059,998",House
310,Charles B. Rangel (D-NY),"$734,020","$1,284,510","$1,835,000",House
311,Timothy H. Bishop (D-NY),"$851,005","$1,283,002","$1,715,000",House
312,George S. Lemieux (R-Fla),"$677,038","$1,278,519","$1,880,000",Senate
313,Brian P. Bilbray (R-Calif),"$1,111,014","$1,272,509","$1,434,004",House
314,Diana DeGette (D-Colo),"$724,025","$1,267,012","$1,810,000",House
315,Michael E. Capuano (D-Mass),"$261,028","$1,262,011","$2,262,995",House
316,Pete Visclosky (D-Ind),"$664,024","$1,225,012","$1,786,000",House
317,Pat Roberts (R-Kan),"$27,049","$1,220,023","$2,412,997",Senate
318,Bill Shuster (R-Pa),"$674,033","$1,214,516","$1,755,000",House
319,Ann Kirkpatrick (D-Ariz),"$705,022","$1,190,011","$1,675,000",House
320,Howard L. Berman (D-Calif),"$1,139,171","$1,181,670","$1,224,169",House
321,Ron Klein (D-Fla),"$466,068","$1,178,534","$1,891,000",House
322,Roland Burris (D-Ill),"$486,024","$1,178,011","$1,869,999",Senate
323,John Hall (D-NY),"$689,024","$1,175,512","$1,662,000",House
324,Kathy Castor (D-Fla),"$575,035","$1,164,017","$1,753,000",House
325,Mike Enzi (R-Wyo),"$440,067","$1,159,033","$1,878,000",Senate
326,Candice S. Miller (R-Mich),"$632,022","$1,157,011","$1,682,000",House
327,Henry A. Waxman (D-Calif),"$625,020","$1,150,510","$1,676,000",House
328,Ralph M. Hall (R-Texas),"$750,006","$1,150,003","$1,550,000",House
329,Mike Coffman (R-Colo),"$450,008","$1,150,003","$1,849,998",House
330,Jon Tester (D-Mont),"$752,004","$1,141,002","$1,530,000",Senate
331,Paul W. Hodes (D-NH),"$752,004","$1,141,002","$1,530,000",House
333,Steven Palazzo (R-Miss),"$462,023","$1,126,010","$1,789,998",House
334,Lincoln Davis (D-Tenn),"$750,002","$1,125,001","$1,500,000",House
335,John W. Olver (D-Mass),"$604,018","$1,119,509","$1,635,000",House
336,Sam Graves (R-Mo),"$515,013","$1,108,005","$1,700,998",House
337,Dick Durbin (D-Ill),"$999,551","$1,099,550","$1,199,549",Senate
338,Charles Djou (R-Hawaii),"$653,014","$1,087,007","$1,521,000",House
339,Ed Pastor (D-Ariz),"$614,012","$1,072,005","$1,529,998",House
340,Leonard L. Boswell (D-Iowa),"$650,003","$1,067,501","$1,484,999",House
341,Barney Frank (D-Mass),"$619,024","$1,064,512","$1,510,000",House
342,Zachary T. Space (D-Ohio),"$371,015","$1,061,505","$1,751,996",House
343,Adam Schiff (D-Calif),"$544,032","$1,052,016","$1,560,000",House
345,Peter Roskam (R-Ill),"$491,046","$1,040,523","$1,590,000",House
346,Maxine Waters (D-Calif),"-$3,495,980","$1,013,009","$5,521,998",House
347,Kirsten Gillibrand (D-NY),"$631,006","$998,003","$1,365,000",Senate
348,Daniel K. Akaka (D-Hawaii),"$619,008","$990,504","$1,362,000",Senate
349,Bobby Schilling (R-Ill),"$487,008","$988,503","$1,489,998",House
350,Mark Critz (D-Pa),"$470,034","$985,017","$1,500,000",House
351,Paul Gosar (R-Ariz),"$515,003","$982,501","$1,449,999",House
352,Edwin G. Perlmutter (D-Colo),"$513,038","$967,519","$1,422,000",House
353,David N. Cicilline (D-RI),"$502,004","$966,001","$1,429,999",House
354,Dennis Cardoza (D-Calif),"$519,024","$964,512","$1,410,000",House
355,Doc Hastings (R-Wash),"$589,013","$962,006","$1,335,000",House
356,Ileana Ros-Lehtinen (R-Fla),"$604,008","$957,504","$1,311,000",House
357,Jim Matheson (D-Utah),"$543,025","$956,512","$1,370,000",House
358,Frederica S. Wilson (D-Fla),"$563,011","$954,005","$1,345,000",House
359,Sheila Jackson Lee (D-Texas),"$470,014","$935,005","$1,399,997",House
360,Patty Murray (D-Wash),"$513,018","$916,509","$1,320,000",Senate
361,Ron Kind (D-Wis),"$202,024","$909,510","$1,616,997",House
362,Melvin L. Watt (D-NC),"$399,043","$905,021","$1,411,000",House
363,Emanuel Cleaver (D-Mo),"$498,013","$891,506","$1,285,000",House
364,Lindsey Graham (R-SC),"$489,790","$881,786","$1,273,783",Senate
365,Byron L. Dorgan (D-ND),"$349,047","$881,023","$1,413,000",Senate
366,Steve Stivers (R-Ohio),"$431,038","$877,019","$1,323,000",House
367,Gabrielle Giffords (D-Ariz),"$291,035","$865,516","$1,439,998",House
368,Jeff Duncan (R-SC),"$338,018","$864,507","$1,390,996",House
369,Kelly A. Ayotte (R-NH),"$422,014","$863,506","$1,304,998",Senate
370,Gary Ackerman (D-NY),"$457,022","$862,510","$1,267,999",House
371,Connie Mack (R-Fla),"-$3,927","$856,036","$1,715,999",House
372,Charles E. Schumer (D-NY),"$472,019","$851,009","$1,230,000",Senate
373,Mary Bono Mack (R-Calif),"-$4,928","$848,035","$1,700,999",House
374,Ben Quayle (R-Ariz),"$138,089","$846,544","$1,554,999",House
375,Don Young (R-Alaska),"$480,007","$840,003","$1,200,000",House
376,Don Manzullo (R-Ill),"$466,008","$828,503","$1,190,999",House
377,Tim Johnson (D-SD),"$372,035","$828,017","$1,284,000",Senate
378,Joseph Cao (R-La),"$390,024","$827,512","$1,265,000",House
