,chamber,member_name,party,net_worth_2010,net_worth_2011,2011_net_increase,net_worth_2012,2012_net_increase,net_worth_2013,2013_net_increase,net_worth_2014,2014_net_increase,net_worth_2015,2015_net_increase,net_worth_2016,2016_net_increase,defense_friendliness_rating_2010,defense_friendliness_rating_2012,defense_friendliness_rating_2014,defense_friendliness_rating_2016,energy_friendliness_rating_2010,energy_friendliness_rating_2012,energy_friendliness_rating_2014,energy_friendliness_rating_2016,tech_comm_friendliness_rating_2010,tech_comm_friendliness_rating_2012,tech_comm_friendliness_rating_2014,tech_comm_friendliness_rating_2016,health_friendliness_rating_2010,health_friendliness_rating_2012,health_friendliness_rating_2014,health_friendliness_rating_2016,finance_friendliness_rating_2010,finance_friendliness_rating_2012,finance_friendliness_rating_2014,finance_friendliness_rating_2016,2010_friendliness_avg,2012_friendliness_avg,2014_friendliness_avg,2016_friendliness_avg
297,House,"DeGette, Diana",D,1267012.0,1491512.0,17.718853491521784,1901012.0,27.455360734610245,2199017.0,15.676124085487098,2310031.0,5.048346602140866,2164035.0,-6.320088345134763,2422524.0,11.944769839674498,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,2.0,2.0,3.0,2.6,3.0,3.0,3.2
298,House,"Capuano, Michael",D,1262011.0,1414512.0,12.083967572390415,1612018.0,13.962836653206196,1744518.0,8.2195111965251,2368019.0,35.74058851785995,3021522.0,27.59703363866591,3144022.0,4.054248157054623,,2.0,2.0,2.0,4.0,3.0,2.0,2.0,5.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,5.0,4.0,4.0,3.0,4.75,2.6,2.2,2.0
299,House,"Visclosky, Pete",D,1225012.0,1156511.0,-5.591863589907691,1348011.0,16.55842443349004,1442511.0,7.010328550731411,1551009.0,7.52146777390259,1726509.0,11.31521480532995,1593509.0,-7.703406121833132,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.6,2.4,2.8,2.6
300,Senate,"Roberts, Pat",R,1220023.0,1793518.0,47.006900689577165,7955531.0,343.57129395969264,2802016.0,-64.77901977881804,2613513.0,-6.727406267487409,3115514.0,19.207901395554565,3319014.0,6.531827492991525,2.0,1.0,4.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,5.0,1.0,3.0,4.0,5.0,2.0,1.0,3.0,5.0,2.0,1.6,2.6,4.8,1.4
301,House,"Shuster, Bill",R,1214516.0,1222016.0,0.6175299460855188,1136513.0,-6.99688056457526,1101515.0,-3.0794192411349455,1045510.0,-5.084361084506339,554018.0,-47.00978469837687,553517.0,-0.09043027482861567,,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,2.25,3.2,4.0,4.2
302,House,"Kirkpatrick, Ann",D,1190011.0,1060008.0,-10.92452086577351,1169007.0,10.282846921910023,1258509.0,7.6562415793917395,1181008.0,-6.15816017207664,1246009.0,5.503857721539567,,,,,2.0,2.0,4.0,,3.0,3.0,3.0,,3.0,5.0,3.0,,4.0,5.0,2.0,,3.0,4.0,3.0,,3.0,3.8
303,House,"Berman, Howard",D,1181670.0,1251120.0,5.877275381451675,2544978.0,103.41597928256283,,,,,,,,,4.0,4.0,,,2.0,2.0,,,5.0,5.0,,,3.0,4.0,,,4.0,5.0,,,3.6,4.0,,
304,House,"Klein, Ron",D,1178534.0,,,,,,,,,,,,,3.0,,,,4.0,,,,4.0,,,,5.0,,,,5.0,,,,4.2,,,
305,Senate,"Burris, Roland",D,1178011.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,1.0,,,,1.3333333333333333,,,
306,House,"Hall, John",D,1175512.0,,,,,,,,,,,,,,,,,2.0,,,,5.0,,,,3.0,,,,4.0,,,,3.5,,,
307,House,"Castor, Kathy",D,1164017.0,1545529.0,32.77546633769094,2403523.0,55.51458432679037,3549023.0,47.65920692250501,4053522.0,14.215151606512553,3954521.0,-2.4423452000507213,6486018.0,64.0152625311637,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,2.0,1.0,1.0,2.2,2.8,2.2,2.2
308,Senate,"Enzi, Mike",R,1159033.0,928531.0,-19.887440650956446,938028.0,1.0227983772216545,1009528.0,7.622373745773048,1009028.0,-0.049528096298468195,988525.0,-2.0319555056945893,1035016.0,4.703067701879062,,,4.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,5.0,1.0,3.0,4.0,5.0,1.0,1.0,2.0,5.0,1.0,1.5,2.25,4.8,1.2
309,House,"Miller, Candice",R,1157011.0,1647506.0,42.39328753140635,1369657.0,-16.86482477150311,1336012.0,-2.4564544261811534,1854011.0,38.77203198773664,1489006.0,-19.687315771049903,1381006.0,-7.253160833468771,1.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,,2.0,1.0,1.0,,2.0,1.0,2.0,1.0,1.8,1.6,2.0,1.0
310,House,"Waxman, Henry",D,1150510.0,1207510.0,4.954324603871327,1199010.0,-0.7039279177812192,1751509.0,46.0795990025104,,,1476508.0,,,,2.0,2.0,2.0,,5.0,3.0,2.0,,5.0,5.0,5.0,,5.0,5.0,4.0,,2.0,3.0,1.0,,3.8,3.6,2.8,
311,House,"Hall, Ralph",R,1150003.0,1717502.0,49.34761039753809,2092502.0,21.834035710002084,2092502.0,0.0,,,1525003.0,,,,,4.0,4.0,,4.0,4.0,4.0,,4.0,3.0,2.0,,3.0,2.0,3.0,,2.0,1.0,2.0,,3.25,2.8,3.0,
312,House,"Coffman, Mike",R,1150003.0,825003.0,-28.260795841402153,399004.0,-51.636054656770945,548004.0,37.342984030235286,599004.0,9.306501412398449,839005.0,40.066677351069444,449004.0,-46.48375158670091,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,3.2,4.6,4.8,4.6
313,Senate,"Tester, Jon",D,1141002.0,1141002.0,0.0,1165502.0,2.1472355000254164,1656003.0,42.08495566717174,1656003.0,0.0,3906003.0,135.8693190773205,3889504.0,-0.4224011092669412,2.0,5.0,1.0,3.0,3.0,5.0,2.0,2.0,3.0,5.0,2.0,4.0,2.0,5.0,2.0,3.0,4.0,5.0,4.0,5.0,2.8,5.0,2.2,3.4
314,House,"Hodes, Paul",D,1141002.0,,,,,,,,,,,,,2.0,,,,3.0,,,,5.0,,,,3.0,,,,5.0,,,,3.6,,,
315,House,"Palazzo, Steven",R,1126010.0,3304512.0,193.47092832212857,1123512.0,-66.00066817732845,1336508.0,18.958052962496172,1169508.0,-12.495248812577254,1101501.0,-5.815009388563396,522001.0,-52.61002940532964,,5.0,5.0,5.0,,3.0,4.0,4.0,,1.0,1.0,1.0,,2.0,2.0,1.0,,3.0,3.0,2.0,,2.8,3.0,2.6
316,House,"Davis, Lincoln",D,1125001.0,,,,,,,,,,,,,4.0,,,,4.0,,,,3.0,,,,3.0,,,,3.0,,,,3.4,,,
317,House,"Olver, John",D,1119509.0,3367514.0,200.80276263969293,3484514.0,3.4743730835268987,,,,,,,,,4.0,3.0,,,1.0,1.0,,,1.0,1.0,,,2.0,1.0,,,2.0,1.0,,,2.0,1.4,,
318,House,"Graves, Sam",R,1108005.0,1145003.0,3.339154606703038,3564004.0,211.2659093469624,1721503.0,-51.69750090067239,1389002.0,-19.31457569344927,1389002.0,0.0,1023502.0,-26.313856999485964,2.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.8,3.2,3.0,3.4
319,Senate,"Durbin, Dick",D,1099550.0,1326065.0,20.600700286480834,1345245.0,1.4463846040729527,1589985.0,18.192968567063993,1952006.0,22.76883115249515,1383228.0,-29.1381276491978,0.0,-100.0,4.0,2.0,5.0,4.0,3.0,2.0,5.0,1.0,2.0,3.0,5.0,2.0,3.0,4.0,5.0,2.0,2.0,4.0,5.0,2.0,2.8,3.0,5.0,2.2
320,House,"Djou, Charles",R,1087007.0,,,,,,,,,,,,,,,,,4.0,,,,2.0,,,,4.0,,,,4.0,,,,3.5,,,
321,House,"Pastor, Ed",D,1072005.0,1145506.0,6.85640458766517,1404006.0,22.56644661835032,1315509.0,-6.3031781915461895,,,1658009.0,,,,4.0,5.0,3.0,,4.0,4.0,2.0,,2.0,2.0,1.0,,1.0,1.0,,,2.0,1.0,1.0,,2.6,2.6,1.75,
322,House,"Boswell, Leonard",D,1067501.0,900001.0,-15.69085181184842,900001.0,0.0,,,,,,,,,3.0,2.0,,,3.0,2.0,,,3.0,3.0,,,2.0,3.0,,,3.0,3.0,,,2.8,2.6,,
323,House,"Frank, Barney",D,1064512.0,1080283.0,1.4815239283352373,1090001.0,0.8995790917750256,,,,,,,,,,1.0,,,2.0,1.0,,,4.0,1.0,,,3.0,1.0,,,5.0,4.0,,,3.5,1.6,,
324,House,"Space, Zachary",D,1061505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,House,"Schiff, Adam",D,1052016.0,1024016.0,-2.661556478228468,1119013.0,9.276905829596412,1003014.0,-10.366188775286792,1736021.0,73.08043556720045,1674016.0,-3.57167338413533,692011.0,-58.66162569533385,4.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.2,2.8,3.0
326,House,"Roskam, Peter",R,1040523.0,1063526.0,2.2107151884196696,854525.0,-19.651705741091426,982028.0,14.92092097949153,932521.0,-5.041302284659908,789523.0,-15.334560830265485,755023.0,-4.369727037717711,,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.25,4.8,4.8,4.4
327,House,"Waters, Maxine",D,1013009.0,972007.0,-4.047545480839756,789006.0,-18.827127788174362,589006.0,-25.348349695693063,438005.0,-25.636580951637168,450506.0,2.85407700825333,275505.0,-38.84543158137738,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,1.8
328,Senate,"Gillibrand, Kirsten",D,998003.0,102003.0,-89.77928924061351,291002.0,185.28768761703088,105502.0,-63.745266355557696,231502.0,119.429015563686,498502.0,115.33377681402321,440001.0,-11.73535913597137,5.0,5.0,3.0,2.0,5.0,5.0,2.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,2.4,3.2
329,Senate,"Akaka, Daniel",D,990504.0,975503.0,-1.5144815164804988,975503.0,0.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,1.0,,,1.0,1.0,,
330,House,"Schilling, Bobby",R,988503.0,466503.0,-52.807123498866474,183502.0,-60.66434728179668,,,,,,,,,,5.0,,,,4.0,,,,2.0,,,,4.0,,,,4.0,,,,3.8,,
331,House,"Critz, Mark",D,985017.0,360507.0,-63.40093622749659,576507.0,59.91561883680483,,,,,,,,,5.0,5.0,,,5.0,5.0,,,4.0,3.0,,,3.0,4.0,,,3.0,3.0,,,4.0,4.0,,
332,House,"Gosar, Paul",R,982501.0,982501.0,0.0,982501.0,0.0,640001.0,-34.86001540965353,882501.0,37.890565795990945,1082501.0,22.66286383811463,0.0,-100.0,,2.0,2.0,1.0,,4.0,3.0,4.0,,1.0,1.0,1.0,,5.0,4.0,4.0,,2.0,1.0,1.0,,2.8,2.2,2.2
333,House,"Perlmutter, Edwin",D,967519.0,927516.0,-4.1345958063872645,685513.0,-26.09151755872675,682510.0,-0.4380660906503597,623509.0,-8.644708502439524,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,House,"Cicilline, David",D,966001.0,966001.0,0.0,966001.0,0.0,1108501.0,14.751537524288278,1108501.0,0.0,1133001.0,2.210191961937788,48501.0,-95.71924473146979,,4.0,3.0,2.0,,2.0,1.0,1.0,,5.0,4.0,4.0,,3.0,2.0,2.0,,4.0,3.0,3.0,,3.6,2.6,2.4
335,House,"Cardoza, Dennis",D,964512.0,1691009.0,75.3227538900501,1683509.0,-0.44352218113564146,,,,,,,,,2.0,,,,3.0,1.0,,,3.0,1.0,,,3.0,1.0,,,4.0,1.0,,,3.0,1.0,,
336,House,"Hastings, Doc",R,962006.0,1135506.0,18.035230549497612,1135506.0,0.0,1434507.0,26.331961257800486,,,1501507.0,,,,,3.0,2.0,,5.0,5.0,4.0,,2.0,2.0,2.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,2.75,2.8,2.0,
337,House,"Ros-Lehtinen, Ileana",s,957504.0,857003.0,-10.496144141434396,466502.0,-45.56588483354201,466502.0,0.0,466502.0,0.0,399502.0,-14.362210665763492,399502.0,0.0,,4.0,3.0,4.0,2.0,3.0,1.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,3.5,3.8,2.6,2.8
338,House,"Matheson, Jim",D,956512.0,989013.0,3.397866414639858,1798013.0,81.79872256481967,1874012.0,4.226832620231334,,,1434010.0,,,,3.0,4.0,2.0,,5.0,5.0,4.0,,5.0,5.0,4.0,,5.0,5.0,5.0,,4.0,4.0,3.0,,4.4,4.6,3.6,
339,House,"Wilson, Frederica",D,954005.0,954005.0,0.0,954005.0,0.0,954005.0,0.0,1563006.0,63.83624823769267,1563006.0,0.0,0.0,-100.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,2.0,,1.0,1.0,1.0,,1.0,1.0,2.0,,1.0,1.0,1.4
340,House,"Lee, Sheila",D,935005.0,881898.0,-5.679862674531153,1120008.0,26.99972105617656,1238507.0,10.580192284340827,3451005.0,178.64234921562817,3547506.0,2.7963158558159145,0.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,
341,Senate,"Murray, Patty",D,916509.0,674508.0,-26.404650690827914,850008.0,26.0189649344411,1485009.0,74.70529689132339,1542509.0,3.8720304052029317,1193012.0,-22.657696000477145,1394509.0,16.88977143566033,5.0,2.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,2.0,4.4,5.0
342,House,"Kind, Ron",D,909510.0,996511.0,9.565700212202174,404004.0,-59.4581494835481,1652511.0,309.0333264027089,1652511.0,0.0,1660511.0,0.48411175477803176,1612009.0,-2.9209080819097255,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.8,4.2,4.6,4.4
343,House,"Watt, Melvin",D,905021.0,1041021.0,15.027275610179212,929020.0,-10.758764712719532,,,,,,,,,1.0,2.0,,,1.0,1.0,,,3.0,5.0,1.0,,1.0,2.0,,,4.0,4.0,1.0,,2.0,2.8,1.0,
344,House,"Cleaver, Emanuel",D,891506.0,859006.0,-3.6455166874928495,684005.0,-20.3725003084961,,,-2248995.0,,-2240994.0,-0.35575890564452123,-2541995.0,13.43158437728972,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,1.6,2.8,2.6,2.6
345,Senate,"Graham, Lindsey",R,881786.0,904983.0,2.6306836352584413,697003.0,-22.981647169062843,1021509.0,46.55733189096747,471009.0,-53.89086146083881,489009.0,3.8215830270759157,464509.0,-5.010132737843271,3.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,1.0,3.0,5.0,4.0,2.0,4.0,5.0,5.0,2.6,4.0,5.0,4.4
346,Senate,"Dorgan, Byron",D,881023.0,,,,,,,,,,,,,5.0,,,,5.0,,,,5.0,,,,4.0,,,,4.0,,,,4.6,,,
347,House,"Stivers, Steve",R,877019.0,955520.0,8.950889319387608,1003019.0,4.971010549229739,1150023.0,14.656153073869987,1159523.0,0.8260704351130368,1234524.0,6.468263242729985,852524.0,-30.943100336647973,,4.0,3.0,3.0,,5.0,5.0,5.0,,3.0,3.0,3.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,4.4,4.2,4.2
348,House,"Giffords, Gabrielle",D,865516.0,,,,,,,,,,,,,5.0,4.0,,,4.0,2.0,,,5.0,3.0,,,4.0,2.0,,,4.0,2.0,,,4.4,2.6,,
349,House,"Duncan, Jeff",R,864507.0,640006.0,-25.9686734751714,1475007.0,130.46768311547078,1098007.0,-25.559200735996505,1098007.0,0.0,1098007.0,0.0,879005.0,-19.94541018408808,,3.0,3.0,2.0,,4.0,4.0,4.0,,2.0,1.0,1.0,,2.0,3.0,2.0,,2.0,2.0,2.0,,2.6,2.6,2.2
350,Senate,"Ayotte, Kelly",R,863506.0,773505.0,-10.422741706484958,963007.0,24.49913058092708,1155006.0,19.93744593756847,1197506.0,3.679634564668928,1372507.0,14.613788991453905,,,,4.0,5.0,5.0,,2.0,4.0,5.0,,5.0,5.0,5.0,,3.0,4.0,5.0,,3.0,4.0,5.0,,3.4,4.4,5.0
351,House,"Ackerman, Gary",D,862510.0,356508.0,-58.666218362685655,371508.0,4.207479215052678,,,,,,,,,,2.0,,,1.0,1.0,,,2.0,1.0,,,2.0,1.0,,,4.0,1.0,,,2.25,1.2,,
352,House,"Mack, Connie",R,856036.0,447017.0,-47.780583994131085,373016.0,-16.55440397121362,,,,,,,,,1.0,2.0,,,2.0,5.0,,,2.0,5.0,,,2.0,5.0,,,4.0,5.0,,,2.2,4.4,,
353,Senate,"Schumer, Charles",D,851009.0,635008.0,-25.381752719418948,702008.0,10.551048175771014,653507.0,-6.908895625121081,779008.0,19.204231936306726,948522.0,21.760238662504108,1106021.0,16.604675484596036,5.0,2.0,4.0,5.0,5.0,2.0,3.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.8,4.4,5.0
354,House,"Mack, Mary",R,848035.0,447017.0,-47.287906749131814,748017.0,67.33524675795329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,House,"Quayle, Ben",R,846544.0,967050.0,14.235054527585097,879044.0,-9.100460162349414,,,,,,,,,,4.0,,,,3.0,,,,5.0,,,,3.0,,,,5.0,,,,4.0,,
356,House,"Young, Don",R,840003.0,872504.0,3.8691528482636373,872504.0,0.0,848004.0,-2.8080100492375966,1123004.0,32.42909231560229,1423004.0,26.71406335151077,788003.0,-44.6239785692802,2.0,2.0,3.0,2.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,2.0,2.2,2.2
357,House,"Manzullo, Don",R,828503.0,890503.0,7.483376644381493,777521.0,-12.687436201787081,,,,,,,,,,3.0,,,2.0,2.0,,,2.0,1.0,,,4.0,3.0,,,4.0,3.0,,,3.0,2.4,,
358,Senate,"Johnson, Tim",D,828017.0,805015.0,-2.7779622882138892,1201522.0,49.25461016254356,1038513.0,-13.566876012257786,,,,,,,1.0,3.0,1.0,,3.0,3.0,1.0,,1.0,1.0,1.0,,1.0,2.0,1.0,,4.0,5.0,1.0,,2.0,2.8,1.0,
359,House,"Cao, Joseph",R,827512.0,,,,,,,,,,,,,1.0,,,,4.0,,,,3.0,,,,3.0,,,,3.0,,,,2.8,,,
360,House,"Bachus, Spencer",R,823509.0,745506.0,-9.472027628113354,631507.0,-15.291493294487235,652007.0,3.246203129973223,,,460504.0,,,,3.0,3.0,1.0,,4.0,4.0,,,2.0,2.0,2.0,,2.0,2.0,1.0,,5.0,5.0,3.0,,3.2,3.2,1.75,
361,House,"Cummings, Elijah",D,815502.0,922504.0,13.120997863892425,915004.0,-0.8130046048580818,902504.0,-1.3661142464950973,1152505.0,27.700819054541586,1185006.0,2.8200311495394814,1010005.0,-14.767942103246734,,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,1.5,2.0,2.0,2.4
362,House,"Wittman, Rob",R,810014.0,410009.0,-49.38247980899095,999513.0,143.77830730544937,1102509.0,10.30461834913603,2106557.0,91.06936995525659,2089574.0,-0.8061970314593908,1968073.0,-5.814630159065915,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.6,3.0,3.0
363,House,"Mitchell, Harry",D,809007.0,,,,,,,,,,,,,3.0,,,,3.0,,,,3.0,,,,3.0,,,,4.0,,,,3.2,,,
364,House,"LoBiondo, Frank",R,802299.0,336505.0,-58.057407525124674,525012.0,56.01907846837343,904536.0,72.28863340266508,1088552.0,20.34369002449875,1221552.0,12.21806583424586,409551.0,-66.47289677394004,4.0,5.0,5.0,5.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.4,2.6,3.4,2.8
365,House,"Hinchey, Maurice",D,800509.0,248002.0,-69.01946136770479,,,,,,,,,,,5.0,3.0,,,2.0,,,,2.0,1.0,,,2.0,1.0,,,2.0,1.0,,,2.6,1.5,,
366,House,"Wilson, Joe",R,796003.0,696003.0,-12.562766723240992,428000.0,-38.50601218672908,685001.0,60.04696261682243,642501.0,-6.204370504568606,567501.0,-11.673133582671467,292500.0,-48.458240602219206,5.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.2,3.0
367,House,"Canseco, Francisco",R,784517.0,471515.0,-39.89741458757427,469516.0,-0.42395257839093137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,House,"Turner, Michael",R,780535.0,674534.0,-13.580556925698401,139503.0,-79.31861107075403,107002.0,-23.297706859350694,107002.0,0.0,3217042.0,2906.5251116801555,5692554.0,76.94994345737481,5.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.6,3.0,3.2,2.8
369,Senate,"Paul, Rand",R,774009.0,864012.0,11.628159362488033,1212018.0,40.27791280676657,1326518.0,9.447054416683581,1193018.0,-10.06394183870856,1335018.0,11.902586549406632,995515.0,-25.430593445182016,,,1.0,4.0,,1.0,5.0,5.0,,1.0,4.0,5.0,,2.0,5.0,5.0,,1.0,5.0,5.0,,1.25,4.0,4.8
370,House,"Thompson, Bennie",D,773013.0,756513.0,-2.1345048530878525,647014.0,-14.474172948779465,649511.0,0.3859267341974053,765012.0,17.78276272457279,757012.0,-1.045735230297041,757012.0,0.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.8,3.4,3.6,2.8
371,House,"Moore, Dennis",D,768512.0,,,,,,,,,,,,,2.0,,,,1.0,,,,1.0,,,,1.0,,,,4.0,,,,1.8,,,
372,House,"Murphy, Tim",R,768027.0,736528.0,-4.101288105756699,712524.0,-3.259075011404862,835016.0,17.191280574408722,849519.0,1.7368529465303657,764021.0,-10.06428343568537,861522.0,12.761560218894507,3.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,4.2,3.6,3.6
373,Senate,"Moran, Jerry",R,768009.0,777009.0,1.1718612672507744,826009.0,6.306233261133396,894010.0,8.232476885845069,1164513.0,30.257267815796247,1247014.0,7.084592443364738,1639513.0,31.47510773736301,2.0,3.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,2.0,4.0,5.0,5.0,3.0,4.0,5.0,4.4,2.8,3.8,5.0
374,House,"McDermott, Jim",D,767756.0,418437.0,-45.498700107846766,461026.0,10.178115224036114,829829.0,79.99613904638784,1652493.0,99.13656910038092,766001.0,-53.64573405152095,,,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.8,1.8,1.6,1.2
375,House,"Fudge, Marcia",D,764006.0,939006.0,22.905579275555425,1031506.0,9.850842273638294,1023005.0,-0.8241348087165756,673004.0,-34.213029261831565,598004.0,-11.14406452264771,423003.0,-29.264185523842652,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.6,1.8,2.6,2.2
376,House,"Brooks, Mo",R,755023.0,807021.0,6.886942516982926,962523.0,19.268643566896028,595517.0,-38.12958235803197,677520.0,13.770051904479638,666021.0,-1.697219270279844,795033.0,19.370560387735523,,5.0,5.0,5.0,,2.0,2.0,1.0,,3.0,2.0,1.0,,2.0,2.0,2.0,,2.0,1.0,1.0,,2.8,2.4,2.0
377,House,"Pingree, Chellie",D,750000.0,34844041.0,4545.872133333333,40462046.0,16.123287766766204,39960546.0,-1.2394331220917498,3450001.0,-91.36648182935238,3450001.0,0.0,9825002.0,184.78258412099012,,4.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.5,2.2,1.2,1.4
378,House,"Filner, Bob",D,742008.0,766508.0,3.3018511929790515,675008.0,-11.937253101076571,,,,,,,,,3.0,1.0,,,2.0,1.0,,,2.0,,,,3.0,1.0,,,2.0,1.0,,,2.4,1.0,,
379,Senate,"Brown, Sherrod",D,730005.0,507003.0,-30.548009945137363,639003.0,26.035348903260928,631503.0,-1.1737034098431463,631003.0,-0.07917618760322595,599002.0,-5.0714497395416505,598502.0,-0.08347217538505715,3.0,5.0,1.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,3.8,5.0,2.8,3.8
380,Senate,"Klobuchar, Amy",D,724514.0,681014.0,-6.004024766947222,812514.0,19.30944150927881,939017.0,15.569331728437911,1064515.0,13.364827260848314,1112513.0,4.508907812477983,1212013.0,8.943715713883794,1.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,2.0,3.0,3.4,4.2,2.4,3.0
381,Senate,"Crapo, Mike",R,722664.0,752045.0,4.065651533769497,803330.0,6.819405753645061,2223747.0,176.81612786775048,883776.0,-60.25734941969567,1278518.0,44.66539032515027,1311019.0,2.542083881494042,4.0,,1.0,4.0,5.0,4.0,2.0,5.0,5.0,1.0,1.0,5.0,5.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0,4.8,2.75,2.4,4.8
382,House,"Nugent, Richard",R,709001.0,1124004.0,58.53348584839796,1154505.0,2.7136024426959335,1039012.0,-10.003681231350232,671031.0,-35.416434073908675,844337.0,25.826824692152822,,,,1.0,3.0,2.0,,3.0,2.0,1.0,,1.0,1.0,1.0,,3.0,2.0,1.0,,2.0,1.0,1.0,,2.0,1.8,1.2
383,House,"Dicks, Norm",D,706003.0,638504.0,-9.560724246214251,606003.0,-5.090179544685703,,,,,,,,,5.0,5.0,,,4.0,2.0,,,4.0,2.0,,,2.0,1.0,,,2.0,1.0,,,3.4,2.2,,
