Candidate,Amount
"Garamendi, John (D-CA)","$36,850"
"Stewart, Chris (R-UT)","$36,500"
"Womack, Steve (R-AR)","$36,500"
"Cramer, Kevin (R-ND)","$36,450"
"Westmoreland, Lynn A (R-GA)","$36,450"
"Walberg, Tim (R-MI)","$36,200"
"Frankel, Lois J (D-FL)","$36,150"
"Ross, Dennis (R-FL)","$35,950"
"Costa, Jim (D-CA)","$35,600"
"Pittenger, Robert (R-NC)","$35,550"
"Young, Don (R-AK)","$35,190"
"Conaway, Mike (R-TX)","$35,030"
"Benishek, Dan (R-MI)","$34,911"
"Labrador, Raul (R-ID)","$34,550"
"Pascrell, Bill Jr (D-NJ)","$34,400"
"Woodall, Rob (R-GA)","$34,250"
"Gutierrez, Luis V (D-IL)","$34,100"
"Jolly, David (R-FL)","$33,950"
"Scott, Bobby (D-VA)","$33,750"
"Brooks, Mo (R-AL)","$33,450"
"Huffman, Jared (D-CA)","$33,450"
"Flores, Bill (R-TX)","$33,290"
"Barletta, Lou (R-PA)","$33,200"
"Lewis, John (D-GA)","$33,000"
"Quigley, Mike (D-IL)","$33,000"
"King, Pete (R-NY)","$32,910"
"Enyart, William (D-IL)","$32,700"
"Vargas, Juan (D-CA)","$31,750"
"Johnson, Sam (R-TX)","$31,725"
"Christian-Christensen, Donna (D-VI)","$31,600"
"Blumenauer, Earl (D-OR)","$31,350"
"Mica, John L (R-FL)","$31,200"
"Ellison, Keith (D-MN)","$31,150"
"Culberson, John (R-TX)","$31,100"
"Wittman, Rob (R-VA)","$31,100"
"Keating, Bill (D-MA)","$31,000"
"Roby, Martha (R-AL)","$30,900"
"Lucas, Frank D (R-OK)","$30,850"
"Weber, Randy (R-TX)","$30,550"
"Fleming, John (R-LA)","$30,400"
"Hurt, Robert (R-VA)","$30,100"
"Lee, Barbara (D-CA)","$30,025"
"Scott, Austin (R-GA)","$29,750"
"Nunnelee, Alan (R-MS)","$29,700"
"Bachus, Spencer (R-AL)","$29,500"
"Brady, Robert A (D-PA)","$29,500"
"Hastings, Doc (R-WA)","$29,500"
"Norcross, Don (D-NJ)","$29,300"
"Walz, Tim (D-MN)","$29,050"
"Owens, Bill (D-NY)","$28,600"
"Payne, Donald M Jr (D-NJ)","$28,500"
"Fortenberry, Jeff (R-NE)","$28,400"
"Barr, Andy (R-KY)","$28,300"
"Velazquez, Nydia M (D-NY)","$28,200"
"Latham, Tom (R-IA)","$28,111"
"Rohrabacher, Dana (R-CA)","$28,100"
"Lynch, Stephen F (D-MA)","$27,900"
"Mulvaney, Mick (R-SC)","$27,700"
"Scott, David (D-GA)","$27,700"
"Hall, Ralph (R-TX)","$27,600"
"Gohmert, Louis B Jr (R-TX)","$27,550"
"Mullin, Markwayne (R-OK)","$27,340"
"Schakowsky, Jan (D-IL)","$27,250"
"Carson, Andre (D-IN)","$26,900"
"Fleischmann, Chuck (R-TN)","$26,900"
"Massie, Thomas (R-KY)","$26,700"
"Schweikert, David (R-AZ)","$26,500"
"Clay, William L Jr (D-MO)","$26,490"
"Rooney, Tom (R-FL)","$26,250"
"Wenstrup, Brad (R-OH)","$26,180"
"Delaney, John K (D-MD)","$26,100"
"Cook, Paul (R-CA)","$26,000"
"Frelinghuysen, Rodney (R-NJ)","$25,900"
"Hanna, Richard (R-NY)","$25,700"
"Davis, Danny K (D-IL)","$25,400"
"Waters, Maxine (D-CA)","$25,100"
"Marchant, Kenny (R-TX)","$24,500"
"Pearce, Steve (R-NM)","$24,500"
"Crawford, Rick (R-AR)","$24,300"
"Loebsack, David (D-IA)","$24,150"
"DeFazio, Peter (D-OR)","$24,050"
"McKeon, Buck (R-CA)","$23,900"
"Huelskamp, Tim (R-KS)","$23,776"
"McGovern, James P (D-MA)","$23,754"
"Rice, Tom (R-SC)","$23,700"
"DeLauro, Rosa L (D-CT)","$23,510"
"Byrne, Bradley (R-AL)","$23,500"
"Pocan, Mark (D-WI)","$23,453"
"Miller, Candice S (R-MI)","$23,250"
"Peterson, Collin (D-MN)","$23,100"
"Courtney, Joe (D-CT)","$23,000"
"Cole, Tom (R-OK)","$22,850"
"Carney, John (D-DE)","$22,750"
"Granger, Kay (R-TX)","$22,550"
"Schwartz, Allyson (D-PA)","$22,500"
"Broun, Paul (R-GA)","$22,340"
"Johnson, Eddie Bernice (D-TX)","$22,250"
"Lowenthal, Alan (D-CA)","$22,100"
"Neugebauer, Randy (R-TX)","$22,000"
"Thompson, Glenn (R-PA)","$21,125"
"Brat, Dave (R-VA)","$21,050"
"Huizenga, Bill (R-MI)","$20,450"
"Palazzo, Steven (R-MS)","$20,250"
"McIntyre, Mike (D-NC)","$20,090"
"Kelly, Robin (D-IL)","$20,000"
"Perry, Scott (R-PA)","$20,000"
"Wilson, Joe (R-SC)","$20,000"
"Sarbanes, John (D-MD)","$19,600"
"Brown, Corrine (D-FL)","$19,400"
"Pierluisi, Pedro (D-PR)","$19,250"
"Radel, Trey (R-FL)","$19,250"
"Duncan, Jeff (R-SC)","$19,000"
"Collins, Chris (R-NY)","$18,760"
"Bucshon, Larry (R-IN)","$18,650"
"Cooper, Jim (D-TN)","$18,500"
"Cummings, Elijah E (D-MD)","$18,500"
"Pastor, Ed (D-AZ)","$18,500"
"Stutzman, Marlin (R-IN)","$18,250"
"Nolan, Rick (D-MN)","$18,000"
"LoBiondo, Frank (R-NJ)","$17,750"
"Miller, Jeff (R-FL)","$17,750"
"Wilson, Frederica (D-FL)","$17,750"
"Hultgren, Randy (R-IL)","$17,520"
"Beatty, Joyce (D-OH)","$17,500"
"Ryan, Tim (D-OH)","$17,250"
"Miller, Gary (R-CA)","$16,811"
"Cartwright, Matt (D-PA)","$16,550"
"Bridenstine, James (R-OK)","$16,500"
"Fincher, Steve (R-TN)","$16,500"
"Pingree, Chellie (D-ME)","$16,450"
"Nugent, Richard (R-FL)","$16,250"
"Hartzler, Vicky (R-MO)","$15,950"
"Capuano, Michael E (D-MA)","$15,700"
"Grijalva, Raul M (D-AZ)","$15,650"
"O'Rourke, Beto (D-TX)","$15,400"
"Lamborn, Douglas L (R-CO)","$15,000"
"Napolitano, Grace (D-CA)","$15,000"
"Wolf, Frank (R-VA)","$14,500"
"McCollum, Betty (D-MN)","$14,250"
"Hahn, Janice (D-CA)","$14,000"
"Kildee, Dan (D-MI)","$13,625"
"Jackson Lee, Sheila (D-TX)","$13,500"
"Adams, Alma (D-NC)","$13,493"
"Kaptur, Marcy (D-OH)","$13,450"
"Griffin, Tim (R-AR)","$13,000"
"Posey, Bill (R-FL)","$12,850"
"Coble, Howard (R-NC)","$12,500"
"Smith, Chris (R-NJ)","$12,450"
"Edwards, Donna (D-MD)","$12,400"
"Moore, Gwen (D-WI)","$12,000"
"Miller, George (D-CA)","$11,850"
"Green, Al (D-TX)","$11,600"
"Lipinski, Daniel (D-IL)","$11,590"
"Farr, Sam (D-CA)","$11,550"
"McAllister, Vance (R-LA)","$11,500"
"Visclosky, Pete (D-IN)","$11,500"
"Harris, Andy (R-MD)","$11,450"
"Andrews, Robert E (D-NJ)","$11,400"
"Yoho, Ted (R-FL)","$11,100"
"Higgins, Brian M (D-NY)","$10,600"
"Lummis, Cynthia (R-WY)","$10,250"
"McCarthy, Carolyn (D-NY)","$9,750"
"Stockman, Steve (R-TX)","$9,750"
"Roybal-Allard, Lucille (D-CA)","$9,500"
"Meadows, Mark R (R-NC)","$9,250"
"Norton, Eleanor Holmes (D-DC)","$8,150"
"LaMalfa, Doug (R-CA)","$8,000"
"Petri, Tom (R-WI)","$7,750"
"Serrano, Jose E (D-NY)","$7,500"
"Bishop, Rob (R-UT)","$7,000"
"Michaud, Mike (D-ME)","$7,000"
"Runyan, Jon (R-NJ)","$6,950"
"Alexander, Rodney (R-LA)","$6,500"
"Campbell, John (R-CA)","$6,500"
"Desjarlais, Scott (R-TN)","$5,900"
"Duncan, John J Jr (R-TN)","$5,500"
"McDermott, Jim (D-WA)","$5,400"
"McLeod, Gloria (D-CA)","$5,000"
"Clawson, Curt (R-FL)","$4,600"
"Jones, Walter B Jr (R-NC)","$4,500"
"Bachmann, Michele (R-MN)","$3,000"
"Gosar, Paul (R-AZ)","$3,000"
"Young, C W Bill (R-FL)","$3,000"
"Bonner, Jo (R-AL)","$2,000"
"Bentivolio, Kerry (R-MI)","$1,050"
"Roe, Phil (R-TN)",$250
"Watt, Melvin L (D-NC)","-$1,000"
"Booker, Cory (D-NJ)","$1,620,030"
"Markey, Ed (D-MA)","$1,231,784"
"Udall, Mark (D-CO)","$831,006"
"Franken, Al (D-MN)","$824,018"
"Pryor, Mark (D-AR)","$762,275"
"Warner, Mark (D-VA)","$721,832"
"McConnell, Mitch (R-KY)","$658,418"
"Begich, Mark (D-AK)","$584,182"
"Shaheen, Jeanne (D-NH)","$562,330"
"Landrieu, Mary L (D-LA)","$530,062"
"Cornyn, John (R-TX)","$494,341"
"Hagan, Kay R (D-NC)","$493,979"
"Coons, Chris (D-DE)","$327,557"
"Udall, Tom (D-NM)","$311,668"
"Durbin, Dick (D-IL)","$268,599"
"Graham, Lindsey (R-SC)","$266,781"
"Scott, Tim (R-SC)","$263,024"
"Reid, Harry (D-NV)","$256,500"
"Schatz, Brian (D-HI)","$249,500"
"Merkley, Jeff (D-OR)","$248,007"
"Roberts, Pat (R-KS)","$244,524"
"Collins, Susan M (R-ME)","$243,200"
"Schumer, Charles E (D-NY)","$239,750"
"Cochran, Thad (R-MS)","$215,800"
"Murray, Patty (D-WA)","$215,799"
"Alexander, Lamar (R-TN)","$203,500"
"Rubio, Marco (R-FL)","$194,910"
"Thune, John (R-SD)","$174,948"
"Blumenthal, Richard (D-CT)","$173,450"
"Ayotte, Kelly (R-NH)","$172,668"
"Leahy, Patrick (D-VT)","$149,150"
"Portman, Rob (R-OH)","$145,081"
"Walsh, John (D-MT)","$130,650"
"Blunt, Roy (R-MO)","$129,850"
"Reed, Jack (D-RI)","$126,699"
"Toomey, Pat (R-PA)","$126,000"
"Enzi, Mike (R-WY)","$121,300"
"Wyden, Ron (D-OR)","$111,800"
"McCain, John (R-AZ)","$109,589"
"Inhofe, James M (R-OK)","$91,500"
"Johnson, Ron (R-WI)","$90,350"
"Lee, Mike (R-UT)","$88,300"
"Cruz, Ted (R-TX)","$86,699"
"Baucus, Max (D-MT)","$85,874"
"Bennet, Michael (D-CO)","$85,300"
"Paul, Rand (R-KY)","$80,388"
"Risch, James E (R-ID)","$77,200"
"Sessions, Jeff (R-AL)","$71,600"
"Fischer, Deb (R-NE)","$71,200"
"Moran, Jerry (R-KS)","$70,547"
"Heller, Dean (R-NV)","$68,300"
"Isakson, Johnny (R-GA)","$67,500"
"Menendez, Robert (D-NJ)","$63,950"
"Hatch, Orrin G (R-UT)","$63,281"
"Grassley, Chuck (R-IA)","$62,100"
"Nelson, Bill (D-FL)","$62,050"
"Baldwin, Tammy (D-WI)","$58,950"
"Coats, Dan (R-IN)","$57,300"
"Mikulski, Barbara A (D-MD)","$55,700"
"Klobuchar, Amy (D-MN)","$54,150"
"Flake, Jeff (R-AZ)","$50,800"
"Wicker, Roger (R-MS)","$48,500"
"Kirk, Mark (R-IL)","$42,700"
"Boxer, Barbara (D-CA)","$42,050"
"Gillibrand, Kirsten (D-NY)","$39,800"
"Feinstein, Dianne (D-CA)","$36,000"
"Whitehouse, Sheldon (D-RI)","$35,950"
"Warren, Elizabeth (D-MA)","$35,500"
"Hirono, Mazie K (D-HI)","$34,700"
"Kaine, Tim (D-VA)","$34,000"
"Casey, Bob (D-PA)","$32,100"
"McCaskill, Claire (D-MO)","$30,950"
"Carper, Tom (D-DE)","$30,030"
"Barrasso, John A (R-WY)","$29,350"
"Tester, Jon (D-MT)","$29,100"
"Brown, Sherrod (D-OH)","$28,300"
"Murphy, Christopher S (D-CT)","$25,426"
"Heitkamp, Heidi (D-ND)","$24,525"
"Heinrich, Martin (D-NM)","$24,250"
"King, Angus (I-ME)","$17,678"
"Murkowski, Lisa (R-AK)","$17,150"
"Donnelly, Joe (D-IN)","$15,600"
"Hoeven, John (R-ND)","$12,450"
"Boozman, John (R-AR)","$11,000"
"Cantwell, Maria (D-WA)","$10,750"
"Shelby, Richard C (R-AL)","$10,500"
"Vitter, David (R-LA)","$8,500"
"Corker, Bob (R-TN)","$6,120"
"Stabenow, Debbie (D-MI)","$5,250"
"Burr, Richard (R-NC)","$5,000"
"Crapo, Mike (R-ID)","$4,750"
"Johanns, Mike (R-NE)","$3,500"
"Manchin, Joe (D-WV)","$3,250"
"Cardin, Ben (D-MD)","$2,000"
"Sanders, Bernie (I-VT)","$1,750"
"Johnson, Tim (D-SD)","-$1,000"
"Chambliss, Saxby (R-GA)","-$5,000"
"Rockefeller, Jay (D-WV)","-$21,500"
"Kerry, John (D-MA)","-$42,300"
