Candidate,Amount
"Katko, John (R-NY)","$53,500"
"Lowey, Nita M (D-NY)","$53,500"
"Fleischmann, Chuck (R-TN)","$53,250"
"Yoder, Kevin (R-KS)","$53,000"
"Hurd, Will (R-TX)","$52,750"
"Issa, Darrell (R-CA)","$52,500"
"Pompeo, Mike (R-KS)","$52,000"
"Bishop, Rob (R-UT)","$51,500"
"Boustany, Charles Jr (R-LA)","$51,500"
"Neal, Richard E (D-MA)","$51,500"
"Brady, Kevin (R-TX)","$51,000"
"Clyburn, James E (D-SC)","$50,500"
"Sessions, Pete (R-TX)","$50,500"
"Dent, Charlie (R-PA)","$50,000"
"Reed, Tom (R-NY)","$50,000"
"King, Pete (R-NY)","$49,500"
"Ratcliffe, John Lee (R-TX)","$49,500"
"Perlmutter, Ed (D-CO)","$49,450"
"Walz, Tim (D-MN)","$49,400"
"Meehan, Patrick (R-PA)","$48,200"
"Paulsen, Erik (R-MN)","$48,000"
"DeSantis, Ron (R-FL)","$47,990"
"Murphy, Patrick (D-FL)","$46,955"
"Harris, Andy (R-MD)","$46,800"
"Swalwell, Eric (D-CA)","$46,010"
"Bishop, Sanford (D-GA)","$46,000"
"Carson, Andre (D-IN)","$46,000"
"DeLauro, Rosa L (D-CT)","$46,000"
"Mica, John L (R-FL)","$46,000"
"Johnson, Sam (R-TX)","$45,800"
"Kennedy, Joe III (D-MA)","$45,565"
"Simpson, Mike (R-ID)","$45,500"
"Keating, Bill (D-MA)","$45,000"
"Hudson, Richard (R-NC)","$44,900"
"Kuster, Ann (D-NH)","$44,701"
"Gallego, Ruben (D-AZ)","$44,660"
"Young, David (R-IA)","$44,500"
"Franks, Trent (R-AZ)","$43,500"
"Walden, Greg (R-OR)","$43,500"
"Sinema, Kyrsten (D-AZ)","$43,403"
"Israel, Steve (D-NY)","$43,250"
"Himes, Jim (D-CT)","$43,000"
"Lujan, Ben Ray (D-NM)","$43,000"
"Crowley, Joseph (D-NY)","$42,500"
"Pelosi, Nancy (D-CA)","$42,235"
"Joyce, David P (R-OH)","$42,200"
"Engel, Eliot L (D-NY)","$42,000"
"Carter, Buddy (R-GA)","$41,400"
"Roskam, Peter (R-IL)","$41,000"
"Boehner, John (R-OH)","$40,550"
"Garamendi, John (D-CA)","$40,500"
"Rodgers, Cathy McMorris (R-WA)","$40,300"
"Valadao, David (R-CA)","$40,150"
"Poliquin, Bruce (R-ME)","$39,700"
"Bera, Ami (D-CA)","$39,160"
"Levin, Sander (D-MI)","$38,000"
"Noem, Kristi (R-SD)","$38,000"
"Ros-Lehtinen, Ileana (R-FL)","$37,750"
"Flores, Bill (R-TX)","$36,750"
"Russell, Steven (R-OK)","$36,560"
"Kind, Ron (D-WI)","$36,525"
"Cuellar, Henry (D-TX)","$36,000"
"Upton, Fred (R-MI)","$36,000"
"Heck, Dennis (D-WA)","$35,500"
"Newhouse, Dan (R-WA)","$35,500"
"Fortenberry, Jeff (R-NE)","$35,000"
"Chaffetz, Jason (R-UT)","$34,500"
"Renacci, Jim (R-OH)","$34,400"
"Lieu, Ted (D-CA)","$34,020"
"Brooks, Susan (R-IN)","$33,500"
"Babin, Brian (R-TX)","$33,250"
"Bonamici, Suzanne (D-OR)","$33,005"
"Grisham, Michelle Lujan (D-NM)","$32,850"
"Holding, George (R-NC)","$32,500"
"Quigley, Mike (D-IL)","$32,500"
"Thompson, Mike (D-CA)","$32,500"
"Reichert, Dave (R-WA)","$32,450"
"Amodei, Mark (R-NV)","$32,400"
"Cramer, Kevin (R-ND)","$32,200"
"DelBene, Suzan (D-WA)","$32,066"
"Beutler, Jaime Herrera (R-WA)","$32,000"
"Loebsack, David (D-IA)","$32,000"
"Sherman, Brad (D-CA)","$32,000"
"Eshoo, Anna (D-CA)","$31,000"
"Johnson, Bill (R-OH)","$31,000"
"Scott, Bobby (D-VA)","$30,900"
"Price, Tom (R-GA)","$30,000"
"Williams, Roger (R-TX)","$29,750"
"Wagner, Ann L (R-MO)","$29,500"
"Shimkus, John (R-IL)","$29,300"
"Long, Billy (R-MO)","$29,200"
"Vargas, Juan (D-CA)","$29,100"
"Bilirakis, Gus (R-FL)","$29,000"
"Collins, Chris (R-NY)","$29,000"
"Hultgren, Randy (R-IL)","$29,000"
"Delaney, John K (D-MD)","$28,900"
"Barton, Joe (R-TX)","$28,500"
"McKinley, David (R-WV)","$28,500"
"Jenkins, Lynn (R-KS)","$28,400"
"Cartwright, Matt (D-PA)","$28,250"
"Ashford, Brad (D-NE)","$28,010"
"Pascrell, Bill Jr (D-NJ)","$27,750"
"Marino, Tom (R-PA)","$27,500"
"Richmond, Cedric (D-LA)","$27,500"
"Stivers, Steve (R-OH)","$27,500"
"Smith, Jason (R-MO)","$27,000"
"Rice, Kathleen (D-NY)","$26,900"
"Clark, Katherine (D-MA)","$26,500"
"Blackburn, Marsha (R-TN)","$25,700"
"Becerra, Xavier (D-CA)","$25,510"
"Bordallo, Madeleine Z (D-GU)","$25,500"
"Butterfield, G K (D-NC)","$25,000"
"Dingell, Debbie (D-MI)","$25,000"
"Johnson, Hank (D-GA)","$25,000"
"Foster, Bill (D-IL)","$24,777"
"LaHood, Darin (R-IL)","$24,700"
"Lucas, Frank D (R-OK)","$24,500"
"Collins, Doug (R-GA)","$24,100"
"Bost, Mike (R-IL)","$24,000"
"Jenkins, Evan (R-WV)","$24,000"
"Westerman, Bruce (R-AR)","$24,000"
"Kelly, Trent (R-MS)","$23,500"
"Ellmers, Renee (R-NC)","$23,000"
"Olson, Pete (R-TX)","$22,800"
"Kelly, Mike (R-PA)","$22,500"
"Marchant, Kenny (R-TX)","$22,500"
"Pearce, Steve (R-NM)","$22,500"
"Blum, Rod (R-IA)","$22,350"
"Tonko, Paul (D-NY)","$22,100"
"Meeks, Gregory W (D-NY)","$22,000"
"Smith, Adrian (R-NE)","$22,000"
"Guthrie, Brett (R-KY)","$21,500"
"Pallone, Frank Jr (D-NJ)","$21,500"
"Honda, Mike (D-CA)","$21,350"
"Moore, Gwen (D-WI)","$21,000"
"Mullin, Markwayne (R-OK)","$21,000"
"Hardy, Cresent (R-NV)","$20,400"
"Black, Diane (R-TN)","$20,250"
"Chabot, Steve (R-OH)","$20,000"
"Cleaver, Emanuel (D-MO)","$20,000"
"Loudermilk, Barry (R-GA)","$19,750"
"Matsui, Doris O (D-CA)","$19,500"
"Love, Mia (R-UT)","$19,336"
"Boyle, Brendan (D-PA)","$19,000"
"Fleming, John (R-LA)","$19,000"
"Roybal-Allard, Lucille (D-CA)","$19,000"
"Bucshon, Larry (R-IN)","$18,700"
"Burgess, Michael (R-TX)","$18,500"
"McGovern, James P (D-MA)","$18,500"
"Guinta, Frank (R-NH)","$18,250"
"Costello, Ryan (R-PA)","$18,000"
"Griffith, Morgan (R-VA)","$18,000"
"Sanchez, Linda (D-CA)","$18,000"
"Cardenas, Tony (D-CA)","$17,505"
"Bishop, Mike (R-MI)","$17,500"
"Tipton, Scott (R-CO)","$17,500"
"Hanabusa, Colleen (D-HI)","$17,200"
"Pingree, Chellie (D-ME)","$17,040"
"Schultz, Debbie Wasserman (D-FL)","$17,035"
"Denham, Jeff (R-CA)","$17,000"
"Lipinski, Daniel (D-IL)","$17,000"
"Lowenthal, Alan (D-CA)","$17,000"
"Jones, Walter B Jr (R-NC)","$16,600"
"Doyle, Mike (D-PA)","$16,500"
"Higgins, Brian M (D-NY)","$16,500"
"Welch, Peter (D-VT)","$16,004"
"Garrett, Scott (R-NJ)","$16,000"
"Palmer, Gary (R-AL)","$16,000"
"Waters, Maxine (D-CA)","$16,000"
"Fincher, Steve (R-TN)","$15,500"
"Goodlatte, Bob (R-VA)","$15,500"
"Green, Gene (D-TX)","$15,500"
"Johnson, Eddie Bernice (D-TX)","$15,500"
"Westmoreland, Lynn A (R-GA)","$15,500"
"Zeldin, Lee (R-NY)","$15,500"
"Torres, Norma (D-CA)","$15,250"
"Messer, Luke (R-IN)","$15,000"
"Brownley, Julia (D-CA)","$14,886"
"Clay, William L Jr (D-MO)","$14,750"
"Cicilline, David (D-RI)","$14,500"
"Luetkemeyer, Blaine (R-MO)","$14,500"
"Moolenaar, John (R-MI)","$14,500"
"Walters, Mimi (R-CA)","$14,500"
"Esty, Elizabeth (D-CT)","$14,356"
"Kirkpatrick, Ann (D-AZ)","$14,161"
"Poe, Ted (R-TX)","$14,000"
"Salmon, Matt (R-AZ)","$14,000"
"Ross, Dennis (R-FL)","$13,400"
"Barr, Andy (R-KY)","$13,000"
"Bass, Karen (D-CA)","$13,000"
"Coleman, Bonnie (D-NJ)","$13,000"
"Napolitano, Grace (D-CA)","$13,000"
"McNerney, Jerry (D-CA)","$12,700"
"DeFazio, Peter (D-OR)","$12,504"
"Hurt, Robert (R-VA)","$12,450"
"Curbelo, Carlos (R-FL)","$12,400"
"Lofgren, Zoe (D-CA)","$12,250"
"Frankel, Lois J (D-FL)","$12,150"
"Allen, Richard W (R-GA)","$12,000"
"Lewis, John (D-GA)","$12,000"
"Rothfus, Keith J (R-PA)","$12,000"
"Young, Don (R-AK)","$12,000"
"Hill, French (R-AR)","$11,600"
"DeGette, Diana (D-CO)","$11,500"
"Kelly, Robin (D-IL)","$11,500"
"Lawrence, Brenda (D-MI)","$11,500"
"Beatty, Joyce (D-OH)","$11,000"
"Kline, John (R-MN)","$11,000"
"Yoho, Ted (R-FL)","$11,000"
"Sarbanes, John (D-MD)","$10,920"
"Trott, Dave (R-MI)","$10,500"
"Bustos, Cheri (D-IL)","$10,075"
"Brady, Robert A (D-PA)","$10,000"
"Buck, Ken (R-CO)","$10,000"
"Duncan, Jeff (R-SC)","$10,000"
"Foxx, Virginia (R-NC)","$10,000"
"Huizenga, Bill (R-MI)","$10,000"
"Payne, Donald M Jr (D-NJ)","$10,000"
"Ellison, Keith (D-MN)","$9,862"
"Barletta, Lou (R-PA)","$9,500"
"Walberg, Tim (R-MI)","$9,500"
"Titus, Dina (D-NV)","$9,250"
"Edwards, Donna (D-MD)","$9,170"
"Castor, Kathy (D-FL)","$9,000"
"Duffy, Sean P (R-WI)","$9,000"
"Maloney, Carolyn B (D-NY)","$9,000"
"Vela, Filemon (D-TX)","$9,000"
"Walker, Mark (R-NC)","$9,000"
"Graves, Garret (R-LA)","$8,750"
"Schrader, Kurt (D-OR)","$8,700"
"Maloney, Sean Patrick (D-NY)","$8,505"
"Capuano, Michael E (D-MA)","$8,500"
"Abraham, Ralph (R-LA)","$8,000"
"Adams, Alma (D-NC)","$8,000"
"Clarke, Yvette D (D-NY)","$8,000"
"Fudge, Marcia L (D-OH)","$8,000"
"Rice, Tom (R-SC)","$8,000"
"Schweikert, David (R-AZ)","$8,000"
"Woodall, Rob (R-GA)","$8,000"
"Yarmuth, John A (D-KY)","$8,000"
"Hensarling, Jeb (R-TX)","$7,750"
"Murphy, Tim (R-PA)","$7,750"
"Desaulnier, Mark (D-CA)","$7,500"
"Nugent, Richard (R-FL)","$7,500"
"Weber, Randy (R-TX)","$7,250"
"Cummings, Elijah E (D-MD)","$7,000"
"Grothman, Glenn S (R-WI)","$7,000"
"LaMalfa, Doug (R-CA)","$7,000"
"Deutch, Ted (D-FL)","$6,500"
"Pittenger, Robert (R-NC)","$6,500"
"Gowdy, Trey (R-SC)","$6,400"
"Grayson, Alan (D-FL)","$6,045"
"Buchanan, Vernon (R-FL)","$6,000"
"Chu, Judy (D-CA)","$6,000"
"Hice, Jody (R-GA)","$6,000"
"Perry, Scott (R-PA)","$6,000"
"Rokita, Todd (R-IN)","$6,000"
"Scott, David (D-GA)","$6,000"
"Thompson, Glenn (R-PA)","$6,000"
"Brat, Dave (R-VA)","$5,775"
"Costa, Jim (D-CA)","$5,500"
"Gohmert, Louis B Jr (R-TX)","$5,228"
"Huelskamp, Tim (R-KS)","$5,125"
"Davis, Danny K (D-IL)","$5,050"
"Donovan, Dan (R-NY)","$5,000"
"Gutierrez, Luis V (D-IL)","$5,000"
"Hastings, Alcee L (D-FL)","$5,000"
"Jeffries, Hakeem (D-NY)","$5,000"
"Latta, Robert E (R-OH)","$5,000"
"Meng, Grace (D-NY)","$5,000"
"Speier, Jackie (D-CA)","$5,000"
"Velazquez, Nydia M (D-NY)","$5,000"
"Wilson, Frederica (D-FL)","$5,000"
"Mooney, Alex (R-WV)","$4,950"
"Ruiz, Raul (D-CA)","$4,545"
"Lynch, Stephen F (D-MA)","$4,500"
"Rouzer, David (R-NC)","$4,500"
"Blumenauer, Earl (D-OR)","$4,000"
"Crawford, Rick (R-AR)","$4,000"
"Davis, Rodney (R-IL)","$4,000"
"Kildee, Dan (D-MI)","$4,000"
"Peterson, Collin (D-MN)","$4,000"
"Ribble, Reid (R-WI)","$4,000"
"Mulvaney, Mick (R-SC)","$3,775"
"Brown, Corrine (D-FL)","$3,500"
"Capps, Lois (D-CA)","$3,500"
"Duncan, John J Jr (R-TN)","$3,500"
"Smith, Chris (R-NJ)","$3,180"
"Benishek, Dan (R-MI)","$3,000"
"Emmer, Tom (R-MN)","$3,000"
"Fattah, Chaka (D-PA)","$3,000"
"Jackson Lee, Sheila (D-TX)","$3,000"
"Jordan, Jim (R-OH)","$3,000"
"Neugebauer, Randy (R-TX)","$3,000"
"Serrano, Jose E (D-NY)","$3,000"
"McClintock, Tom (R-CA)","$2,900"
"Stutzman, Marlin (R-IN)","$2,500"
"Schakowsky, Jan (D-IL)","$2,200"
"Farenthold, Blake (R-TX)","$2,000"
"Gibbs, Bob (R-OH)","$2,000"
"Hanna, Richard (R-NY)","$2,000"
"Lance, Leonard (R-NJ)","$2,000"
"Lee, Barbara (D-CA)","$2,000"
"Pitts, Joe (R-PA)","$2,000"
"Pocan, Mark (D-WI)","$2,000"
"Sensenbrenner, Jim (R-WI)","$2,000"
"Takano, Mark (D-CA)","$2,000"
"Webster, Daniel (R-FL)","$2,000"
"Whitfield, Ed (R-KY)","$2,000"
"Rohrabacher, Dana (R-CA)","$1,600"
"McDermott, Jim (D-WA)","$1,500"
"Rush, Bobby L (D-IL)","$1,500"
"Davidson, Warren (R-OH)","$1,113"
"Carney, John (D-DE)","$1,000"
"Desjarlais, Scott (R-TN)","$1,000"
"Farr, Sam (D-CA)","$1,000"
"Fitzpatrick, Michael G (R-PA)","$1,000"
"Gosar, Paul (R-AZ)","$1,000"
"Green, Al (D-TX)","$1,000"
"Hinojosa, Ruben (D-TX)","$1,000"
"Miller, Candice S (R-MI)","$1,000"
"Nolan, Rick (D-MN)",$677
"Clawson, Curt (R-FL)",$250
"Doggett, Lloyd (D-TX)",$100
"Grijalva, Raul M (D-AZ)",$2
"Sanders, Bernie (D-VT)","$383,131"
"Cruz, Ted (R-TX)","$368,248"
"McCain, John (R-AZ)","$348,815"
"Ayotte, Kelly (R-NH)","$230,840"
"Rubio, Marco (R-FL)","$207,098"
"Shelby, Richard C (R-AL)","$185,600"
"Burr, Richard (R-NC)","$176,200"
"Schumer, Charles E (D-NY)","$165,482"
"Murray, Patty (D-WA)","$129,979"
"Blunt, Roy (R-MO)","$129,200"
"Blumenthal, Richard (D-CT)","$122,580"
"Kaine, Tim (D-VA)","$111,586"
"Leahy, Patrick (D-VT)","$101,650"
"Cochran, Thad (R-MS)","$100,100"
"Schatz, Brian (D-HI)","$97,100"
"Scott, Tim (R-SC)","$95,800"
"Kirk, Mark (R-IL)","$95,439"
"Murkowski, Lisa (R-AK)","$94,500"
"Moran, Jerry (R-KS)","$85,250"
"Nelson, Bill (D-FL)","$85,150"
"Portman, Rob (R-OH)","$81,090"
"Hoeven, John (R-ND)","$80,000"
"Toomey, Pat (R-PA)","$76,902"
"Johnson, Ron (R-WI)","$75,750"
"Bennet, Michael (D-CO)","$72,581"
"Reed, Jack (D-RI)","$72,100"
"Boozman, John (R-AR)","$64,000"
"Isakson, Johnny (R-GA)","$60,100"
"Graham, Lindsey (R-SC)","$53,925"
"Paul, Rand (R-KY)","$51,901"
"Hirono, Mazie K (D-HI)","$51,350"
"Durbin, Dick (D-IL)","$49,556"
"Donnelly, Joe (D-IN)","$48,500"
"Crapo, Mike (R-ID)","$47,500"
"Thune, John (R-SD)","$45,884"
"Lankford, James (R-OK)","$42,400"
"Peters, Gary (D-MI)","$40,552"
"Heinrich, Martin (D-NM)","$36,510"
"Warner, Mark (D-VA)","$34,950"
"Grassley, Chuck (R-IA)","$34,320"
"Fischer, Deb (R-NE)","$30,250"
"Tester, Jon (D-MT)","$27,200"
"Lee, Mike (R-UT)","$25,000"
"Casey, Bob (D-PA)","$22,901"
"Brown, Sherrod (D-OH)","$22,675"
"Wyden, Ron (D-OR)","$21,666"
"Hatch, Orrin G (R-UT)","$21,500"
"Gardner, Cory (R-CO)","$21,000"
"Feinstein, Dianne (D-CA)","$20,750"
"Inhofe, James M (R-OK)","$20,750"
"Shaheen, Jeanne (D-NH)","$20,021"
"Barrasso, John A (R-WY)","$20,000"
"Wicker, Roger (R-MS)","$19,500"
"Collins, Susan M (R-ME)","$17,000"
"Cornyn, John (R-TX)","$17,000"
"Ernst, Joni (R-IA)","$17,000"
"Tillis, Thom (R-NC)","$17,000"
"Sessions, Jeff (R-AL)","$16,000"
"Gillibrand, Kirsten (D-NY)","$14,337"
"Flake, Jeff (R-AZ)","$12,600"
"Cotton, Tom (R-AR)","$12,000"
"King, Angus (I-ME)","$11,500"
"Whitehouse, Sheldon (D-RI)","$10,600"
"Perdue, David (R-GA)","$10,500"
"Manchin, Joe (D-WV)","$10,000"
"Stabenow, Debbie (D-MI)","$9,500"
"Daines, Steven (R-MT)","$9,000"
"Heller, Dean (R-NV)","$8,100"
"McConnell, Mitch (R-KY)","$8,000"
"Baldwin, Tammy (D-WI)","$7,764"
"Sullivan, Dan (R-AK)","$7,750"
"Franken, Al (D-MN)","$7,690"
"Rounds, Mike (R-SD)","$7,600"
"Udall, Tom (D-NM)","$7,187"
"Booker, Cory (D-NJ)","$6,972"
"McCaskill, Claire (D-MO)","$6,146"
"Merkley, Jeff (D-OR)","$6,009"
"Capito, Shelley Moore (R-WV)","$6,000"
"Carper, Tom (D-DE)","$6,000"
"Klobuchar, Amy (D-MN)","$5,500"
"Warren, Elizabeth (D-MA)","$5,347"
"Corker, Bob (R-TN)","$5,140"
"Cardin, Ben (D-MD)","$5,000"
"Roberts, Pat (R-KS)","$4,500"
"Murphy, Christopher S (D-CT)","$4,010"
"Sasse, Ben (R-NE)","$4,000"
"Cassidy, Bill (R-LA)","$3,500"
"Enzi, Mike (R-WY)","$3,500"
"Cantwell, Maria (D-WA)","$2,980"
"Heitkamp, Heidi (D-ND)","$2,007"
"Menendez, Robert (D-NJ)","$2,005"
"Markey, Ed (D-MA)","$1,529"
"Coons, Chris (D-DE)","$1,001"
"Alexander, Lamar (R-TN)","$1,000"
"Risch, James E (R-ID)","$1,000"
"Vitter, David (R-LA)","-$1,000"
"Coats, Dan (R-IN)","-$14,500"
"Reid, Harry (D-NV)","-$32,646"
"Mikulski, Barbara A (D-MD)","-$43,400"
