Candidate,Amount
"Bridenstine, James (R-OK)","$59,000"
"Wilson, Joe (R-SC)","$58,825"
"Reichert, Dave (R-WA)","$58,550"
"Palmer, Gary (R-AL)","$58,300"
"Beyer, Don (D-VA)","$58,250"
"Amodei, Mark (R-NV)","$57,950"
"Tonko, Paul (D-NY)","$57,190"
"Roby, Martha (R-AL)","$57,050"
"Graves, Sam (R-MO)","$57,000"
"Thompson, Mike (D-CA)","$56,885"
"Ryan, Tim (D-OH)","$56,050"
"Swalwell, Eric (D-CA)","$55,295"
"Hunter, Duncan D (R-CA)","$55,050"
"Graves, Tom (R-GA)","$55,000"
"Guinta, Frank (R-NH)","$54,750"
"LaMalfa, Doug (R-CA)","$54,101"
"Cook, Paul (R-CA)","$53,800"
"Lance, Leonard (R-NJ)","$53,337"
"Levin, Sander (D-MI)","$53,250"
"Hultgren, Randy (R-IL)","$53,200"
"Bishop, Sanford (D-GA)","$53,000"
"Blum, Rod (R-IA)","$52,750"
"Johnson, Sam (R-TX)","$52,250"
"Smith, Adrian (R-NE)","$52,250"
"Garrett, Scott (R-NJ)","$51,700"
"Huelskamp, Tim (R-KS)","$51,700"
"Luetkemeyer, Blaine (R-MO)","$50,700"
"Beatty, Joyce (D-OH)","$50,300"
"Foster, Bill (D-IL)","$49,800"
"Mica, John L (R-FL)","$49,800"
"Graham, Gwen (D-FL)","$49,600"
"Kirkpatrick, Ann (D-AZ)","$49,090"
"Pittenger, Robert (R-NC)","$49,000"
"Rouzer, David (R-NC)","$48,990"
"Sewell, Terri A (D-AL)","$48,450"
"Collins, Doug (R-GA)","$48,250"
"Hill, French (R-AR)","$48,200"
"Jordan, Jim (R-OH)","$48,000"
"Wenstrup, Brad (R-OH)","$47,965"
"Walz, Tim (D-MN)","$47,050"
"Butterfield, G K (D-NC)","$45,500"
"Cummings, Elijah E (D-MD)","$45,000"
"Wittman, Rob (R-VA)","$44,700"
"Gowdy, Trey (R-SC)","$44,450"
"Becerra, Xavier (D-CA)","$43,950"
"Engel, Eliot L (D-NY)","$43,700"
"Nolan, Rick (D-MN)","$43,082"
"DelBene, Suzan (D-WA)","$43,080"
"Gohmert, Louis B Jr (R-TX)","$43,050"
"Moolenaar, John (R-MI)","$42,950"
"Huizenga, Bill (R-MI)","$41,800"
"Grothman, Glenn S (R-WI)","$41,685"
"Foxx, Virginia (R-NC)","$41,673"
"Fudge, Marcia L (D-OH)","$41,400"
"Carter, Buddy (R-GA)","$41,300"
"Schultz, Debbie Wasserman (D-FL)","$40,800"
"Harris, Andy (R-MD)","$40,625"
"Bera, Ami (D-CA)","$40,405"
"Diaz-Balart, Mario (R-FL)","$40,000"
"Donovan, Dan (R-NY)","$40,000"
"Lummis, Cynthia (R-WY)","$39,700"
"Labrador, Raul (R-ID)","$39,350"
"Blumenauer, Earl (D-OR)","$39,084"
"Benishek, Dan (R-MI)","$39,075"
"Lowenthal, Alan (D-CA)","$37,500"
"Hartzler, Vicky (R-MO)","$37,400"
"Mulvaney, Mick (R-SC)","$37,400"
"Turner, Michael R (R-OH)","$37,050"
"Price, Tom (R-GA)","$36,750"
"Gallego, Ruben (D-AZ)","$36,031"
"Brady, Robert A (D-PA)","$35,875"
"Womack, Steve (R-AR)","$35,500"
"Neal, Richard E (D-MA)","$35,250"
"Castro, Joaquin (D-TX)","$35,200"
"Ribble, Reid (R-WI)","$35,150"
"Sanchez, Loretta (D-CA)","$35,100"
"Buchanan, Vernon (R-FL)","$34,900"
"King, Steven A (R-IA)","$34,850"
"Pascrell, Bill Jr (D-NJ)","$33,750"
"Sanchez, Linda (D-CA)","$33,750"
"Israel, Steve (D-NY)","$33,600"
"Kuster, Ann (D-NH)","$33,515"
"Emmer, Tom (R-MN)","$33,450"
"Gabbard, Tulsi (D-HI)","$33,315"
"Jones, Walter B Jr (R-NC)","$32,800"
"Woodall, Rob (R-GA)","$32,750"
"Honda, Mike (D-CA)","$32,591"
"Kildee, Dan (D-MI)","$32,445"
"Huffman, Jared (D-CA)","$32,270"
"Kilmer, Derek (D-WA)","$32,253"
"Beutler, Jaime Herrera (R-WA)","$32,205"
"Rooney, Tom (R-FL)","$32,000"
"Trott, Dave (R-MI)","$32,000"
"Forbes, Randy (R-VA)","$31,431"
"Allen, Richard W (R-GA)","$31,250"
"Franks, Trent (R-AZ)","$31,250"
"Pitts, Joe (R-PA)","$31,000"
"Perlmutter, Ed (D-CO)","$30,550"
"Payne, Donald M Jr (D-NJ)","$30,100"
"Loudermilk, Barry (R-GA)","$29,875"
"Lofgren, Zoe (D-CA)","$29,650"
"Ross, Dennis (R-FL)","$29,500"
"Aguilar, Pete (D-CA)","$29,250"
"Davis, Danny K (D-IL)","$29,000"
"Ruiz, Raul (D-CA)","$28,910"
"Hice, Jody (R-GA)","$28,800"
"Vargas, Juan (D-CA)","$28,800"
"Bonamici, Suzanne (D-OR)","$28,650"
"Clarke, Yvette D (D-NY)","$28,500"
"Abraham, Ralph (R-LA)","$28,250"
"Salmon, Matt (R-AZ)","$28,150"
"Boyle, Brendan (D-PA)","$27,750"
"DeFazio, Peter (D-OR)","$27,524"
"Chabot, Steve (R-OH)","$27,200"
"Brat, Dave (R-VA)","$26,549"
"Amash, Justin (R-MI)","$26,400"
"Hurt, Robert (R-VA)","$26,000"
"Green, Al (D-TX)","$25,800"
"Larson, John B (D-CT)","$25,200"
"Schweikert, David (R-AZ)","$25,100"
"Napolitano, Grace (D-CA)","$24,900"
"Pelosi, Nancy (D-CA)","$24,862"
"Eshoo, Anna (D-CA)","$24,675"
"Ruppersberger, Dutch (D-MD)","$24,550"
"Scott, David (D-GA)","$24,500"
"Delaney, John K (D-MD)","$24,250"
"Scott, Austin (R-GA)","$24,250"
"Garamendi, John (D-CA)","$23,770"
"McClintock, Tom (R-CA)","$23,575"
"Lee, Barbara (D-CA)","$23,515"
"Jackson Lee, Sheila (D-TX)","$23,500"
"Titus, Dina (D-NV)","$23,500"
"Yarmuth, John A (D-KY)","$23,400"
"Massie, Thomas (R-KY)","$23,150"
"Desjarlais, Scott (R-TN)","$23,000"
"Pocan, Mark (D-WI)","$22,300"
"Hanabusa, Colleen (D-HI)","$22,125"
"Capuano, Michael E (D-MA)","$21,900"
"Bass, Karen (D-CA)","$21,500"
"Fincher, Steve (R-TN)","$21,500"
"King, Pete (R-NY)","$21,250"
"Connolly, Gerry (D-VA)","$21,150"
"Courtney, Joe (D-CT)","$20,750"
"Keating, Bill (D-MA)","$20,650"
"Lawrence, Brenda (D-MI)","$20,600"
"Clay, William L Jr (D-MO)","$20,500"
"Sensenbrenner, Jim (R-WI)","$20,500"
"Esty, Elizabeth (D-CT)","$20,128"
"Himes, Jim (D-CT)","$20,100"
"Ros-Lehtinen, Ileana (R-FL)","$20,000"
"Heck, Dennis (D-WA)","$19,750"
"Lieu, Ted (D-CA)","$19,500"
"Moulton, Seth (D-MA)","$19,300"
"Edwards, Donna (D-MD)","$19,035"
"Roybal-Allard, Lucille (D-CA)","$18,859"
"Crenshaw, Ander (R-FL)","$18,500"
"Takai, Mark (D-HI)","$18,090"
"Walker, Mark (R-NC)","$17,905"
"Sanford, Mark (R-SC)","$17,900"
"DeLauro, Rosa L (D-CT)","$17,825"
"McGovern, James P (D-MA)","$17,685"
"Meadows, Mark R (R-NC)","$17,500"
"Doggett, Lloyd (D-TX)","$17,250"
"Maloney, Sean Patrick (D-NY)","$16,950"
"Brownley, Julia (D-CA)","$16,901"
"Rohrabacher, Dana (R-CA)","$16,900"
"Rice, Kathleen (D-NY)","$16,650"
"DeGette, Diana (D-CO)","$16,000"
"Clark, Katherine (D-MA)","$15,803"
"Miller, Jeff (R-FL)","$15,700"
"Higgins, Brian M (D-NY)","$15,400"
"Westmoreland, Lynn A (R-GA)","$15,250"
"Kelly, Robin (D-IL)","$15,000"
"Lynch, Stephen F (D-MA)","$14,850"
"Duncan, John J Jr (R-TN)","$14,750"
"Yoho, Ted (R-FL)","$14,650"
"Cleaver, Emanuel (D-MO)","$14,600"
"Coleman, Bonnie (D-NJ)","$14,600"
"Price, David (D-NC)","$14,600"
"Fortenberry, Jeff (R-NE)","$14,500"
"Meeks, Gregory W (D-NY)","$14,500"
"Cooper, Jim (D-TN)","$14,150"
"Rigell, Scott (R-VA)","$13,700"
"Slaughter, Louise M (D-NY)","$13,525"
"Sires, Albio (D-NJ)","$13,500"
"Maloney, Carolyn B (D-NY)","$13,305"
"Crawford, Rick (R-AR)","$13,250"
"Johnson, Eddie Bernice (D-TX)","$13,000"
"Posey, Bill (R-FL)","$13,000"
"Webster, Daniel (R-FL)","$12,900"
"Radewagen, Amata Coleman (R-AS)","$12,800"
"Lipinski, Daniel (D-IL)","$12,500"
"Sherman, Brad (D-CA)","$12,200"
"Torres, Norma (D-CA)","$12,000"
"Deutch, Ted (D-FL)","$11,500"
"Tsongas, Niki (D-MA)","$11,450"
"Desaulnier, Mark (D-CA)","$11,410"
"Adams, Alma (D-NC)","$11,250"
"McCollum, Betty (D-MN)","$11,150"
"Chu, Judy (D-CA)","$11,050"
"Ellison, Keith (D-MN)","$11,043"
"Grijalva, Raul M (D-AZ)","$11,003"
"Hastings, Alcee L (D-FL)","$11,000"
"Smith, Chris (R-NJ)","$10,700"
"Smith, Adam (D-WA)","$10,500"
"Conyers, John Jr (D-MI)","$10,000"
"Kline, John (R-MN)","$10,000"
"Moore, Gwen (D-WI)","$10,000"
"Scott, Bobby (D-VA)","$9,750"
"Langevin, Jim (D-RI)","$9,500"
"Gutierrez, Luis V (D-IL)","$9,100"
"Frankel, Lois J (D-FL)","$8,505"
"Brooks, Mo (R-AL)","$8,500"
"Jeffries, Hakeem (D-NY)","$8,500"
"Quigley, Mike (D-IL)","$8,500"
"Carson, Andre (D-IN)","$8,250"
"Polis, Jared (D-CO)","$7,750"
"Davidson, Warren (R-OH)","$7,518"
"Davis, Susan (D-CA)","$7,500"
"Lewis, John (D-GA)","$7,500"
"Cartwright, Matt (D-PA)","$7,250"
"Schiff, Adam (D-CA)","$7,250"
"Farr, Sam (D-CA)","$6,700"
"Castor, Kathy (D-FL)","$6,500"
"Schakowsky, Jan (D-IL)","$5,916"
"Sarbanes, John (D-MD)","$5,700"
"Nadler, Jerrold (D-NY)","$5,650"
"McDermott, Jim (D-WA)","$5,500"
"Wilson, Frederica (D-FL)","$5,500"
"Carney, John (D-DE)","$5,000"
"Waters, Maxine (D-CA)","$5,000"
"Roe, Phil (R-TN)","$4,800"
"Grayson, Alan (D-FL)","$4,713"
"Neugebauer, Randy (R-TX)","$4,200"
"Hanna, Richard (R-NY)","$4,000"
"Johnson, Hank (D-GA)","$4,000"
"Takano, Mark (D-CA)","$3,500"
"Cicilline, David (D-RI)","$3,000"
"Cohen, Steve (D-TN)","$3,000"
"Fitzpatrick, Michael G (R-PA)","$3,000"
"Nugent, Richard (R-FL)","$3,000"
"Pingree, Chellie (D-ME)","$3,000"
"Schock, Aaron (R-IL)","$3,000"
"Speier, Jackie (D-CA)","$3,000"
"Meng, Grace (D-NY)","$2,500"
"Miller, Candice S (R-MI)","$2,000"
"Norton, Eleanor Holmes (D-DC)","$2,000"
"Plaskett, Stacey (D-VI)","$2,000"
"Hinojosa, Ruben (D-TX)","$1,500"
"Brown, Corrine (D-FL)","$1,000"
"Clawson, Curt (R-FL)","$1,000"
"Fattah, Chaka (D-PA)","$1,000"
"Pierluisi, Pedro (D-PR)","$1,000"
"Velazquez, Nydia M (D-NY)","$1,000"
"O'Rourke, Beto (D-TX)",$250
"Nunnelee, Alan (R-MS)",$100
