Candidate,Amount
"Becerra, Xavier (D-CA)","$438,714"
"West, Allen (R-FL)","$434,038"
"Gerlach, Jim (R-PA)","$432,695"
"Roskam, Peter (R-IL)","$431,366"
"Flake, Jeff (R-AZ)","$425,096"
"Shimkus, John (R-IL)","$407,850"
"Guthrie, Brett (R-KY)","$404,500"
"Rogers, Mike (R-MI)","$401,849"
"Pascrell, Bill Jr (D-NJ)","$400,093"
"Baldwin, Tammy (D-WI)","$398,819"
"Rehberg, Denny (R-MT)","$396,100"
"Mack, Connie (R-FL)","$386,440"
"Tiberi, Pat (R-OH)","$383,825"
"Ryan, Paul (R-WI)","$383,169"
"Capps, Lois (D-CA)","$379,975"
"Kind, Ron (D-WI)","$376,225"
"Berg, Rick (R-ND)","$374,588"
"Waxman, Henry (D-CA)","$371,849"
"Bilbray, Brian P (R-CA)","$370,800"
"Stark, Pete (D-CA)","$369,650"
"Walden, Greg (R-OR)","$362,039"
"Barrow, John (D-GA)","$360,610"
"Whitfield, Ed (R-KY)","$359,576"
"Clyburn, James E (D-SC)","$355,644"
"Murphy, Tim (R-PA)","$349,800"
"Bachmann, Michele (R-MN)","$348,734"
"Fleming, John (R-LA)","$343,401"
"Sessions, Pete (R-TX)","$338,950"
"Gosar, Paul (R-AZ)","$328,581"
"Altmire, Jason (D-PA)","$320,120"
"Heinrich, Martin (D-NM)","$318,216"
"Latham, Tom (R-IA)","$317,150"
"Neal, Richard E (D-MA)","$306,673"
"Pelosi, Nancy (D-CA)","$301,850"
"Lance, Leonard (R-NJ)","$290,300"
"Thompson, Mike (D-CA)","$288,425"
"Akin, Todd (R-MO)","$285,150"
"Benishek, Dan (R-MI)","$283,075"
"Bucshon, Larry (R-IN)","$282,447"
"Eshoo, Anna (D-CA)","$277,298"
"Stivers, Steve (R-OH)","$263,950"
"Dold, Bob (R-IL)","$258,949"
"Schultz, Debbie Wasserman (D-FL)","$258,305"
"Crowley, Joseph (D-NY)","$255,900"
"Meehan, Patrick (R-PA)","$255,700"
"Ellison, Keith (D-MN)","$254,600"
"Rodgers, Cathy McMorris (R-WA)","$252,480"
"McKinley, David (R-WV)","$251,065"
"Larson, John B (D-CT)","$247,600"
"Donnelly, Joe (D-IN)","$246,683"
"Dent, Charlie (R-PA)","$245,045"
"Levin, Sander (D-MI)","$242,350"
"Runyan, Jon (R-NJ)","$239,684"
"Ribble, Reid (R-WI)","$238,910"
"Schrader, Kurt (D-OR)","$231,750"
"Chandler, Ben (D-KY)","$228,800"
"Israel, Steve (D-NY)","$226,650"
"Braley, Bruce (D-IA)","$221,734"
"Van Hollen, Chris (D-MD)","$220,875"
"Gardner, Cory (R-CO)","$219,822"
"Dingell, John D (D-MI)","$216,400"
"Terry, Lee (R-NE)","$211,672"
"Jenkins, Lynn (R-KS)","$209,550"
"Noem, Kristi (R-SD)","$208,000"
"DeGette, Diana (D-CO)","$204,309"
"Peters, Gary (D-MI)","$202,534"
"Pompeo, Mike (R-KS)","$200,750"
"Bono Mack, Mary (R-CA)","$200,325"
"Sullivan, John (R-OK)","$198,450"
"Brady, Kevin (R-TX)","$197,950"
"Herger, Wally (R-CA)","$196,929"
"McIntyre, Mike (D-NC)","$191,250"
"Southerland, Steve (R-FL)","$189,217"
"Bass, Charles (R-NH)","$189,100"
"Nunes, Devin (R-CA)","$189,050"
"Hensarling, Jeb (R-TX)","$188,750"
"Renacci, Jim (R-OH)","$188,450"
"Scalise, Steve (R-LA)","$187,450"
"Olson, Pete (R-TX)","$186,424"
"Desjarlais, Scott (R-TN)","$184,733"
"Johnson, Sam (R-TX)","$184,495"
"Young, Todd (R-IN)","$183,284"
"Ros-Lehtinen, Ileana (R-FL)","$176,850"
"Nunnelee, Alan (R-MS)","$173,200"
"Issa, Darrell (R-CA)","$172,630"
"DeLauro, Rosa L (D-CT)","$171,696"
"Kinzinger, Adam (R-IL)","$171,250"
"Courtney, Joe (D-CT)","$170,900"
"Duffy, Sean P (R-WI)","$170,360"
"Engel, Eliot L (D-NY)","$170,051"
"Alexander, Rodney (R-LA)","$169,566"
"Broun, Paul (R-GA)","$169,194"
"Green, Gene (D-TX)","$166,900"
"Schilling, Bobby (R-IL)","$165,534"
"Lewis, John (D-GA)","$163,500"
"Perlmutter, Ed (D-CO)","$163,250"
"Thompson, Glenn (R-PA)","$162,802"
"Jackson, Jesse Jr (D-IL)","$162,602"
"Reichert, Dave (R-WA)","$161,492"
"Barton, Joe (R-TX)","$159,450"
"Castor, Kathy (D-FL)","$158,000"
"Walsh, Joe (R-IL)","$157,602"
"Reed, Tom (R-NY)","$156,189"
"Schweikert, David (R-AZ)","$156,012"
"Canseco, Quico (R-TX)","$155,258"
"Blumenauer, Earl (D-OR)","$154,765"
"Holt, Rush (D-NJ)","$154,518"
"Rokita, Todd (R-IN)","$152,114"
"Hochul, Kathleen (D-NY)","$151,372"
"Fitzpatrick, Michael G (R-PA)","$150,266"
"Bishop, Timothy H (D-NY)","$149,400"
"McCarthy, Carolyn (D-NY)","$148,650"
"Capito, Shelley Moore (R-WV)","$148,500"
"Walz, Tim (D-MN)","$147,900"
"Griffin, Tim (R-AR)","$147,426"
"Towns, Edolphus (D-NY)","$147,425"
"Speier, Jackie (D-CA)","$144,905"
"Smith, Lamar (R-TX)","$144,813"
"Smith, Adrian (R-NE)","$142,650"
"Johnson, Bill (R-OH)","$141,300"
"Butterfield, G K (D-NC)","$140,000"
"Yoder, Kevin (R-KS)","$138,507"
"Carson, Andre (D-IN)","$137,629"
"Denham, Jeff (R-CA)","$136,811"
"Loebsack, David (D-IA)","$134,725"
"Matsui, Doris O (D-CA)","$133,800"
"Berman, Howard L (D-CA)","$133,780"
"Roe, Phil (R-TN)","$133,725"
"Posey, Bill (R-FL)","$133,600"
"Barber, Ron (D-AZ)","$132,801"
"Schakowsky, Jan (D-IL)","$131,075"
"Scott, Tim (R-SC)","$129,900"
"Doggett, Lloyd (D-TX)","$129,318"
"King, Steven A (R-IA)","$129,090"
"McNerney, Jerry (D-CA)","$128,019"
"Himes, Jim (D-CT)","$125,600"
"Scott, Austin (R-GA)","$125,534"
"Cuellar, Henry (D-TX)","$125,450"
"Owens, Bill (D-NY)","$123,875"
"Buerkle, Ann Marie (R-NY)","$123,650"
"Sanchez, Linda (D-CA)","$123,566"
"McHenry, Patrick (R-NC)","$123,550"
"Critz, Mark (D-PA)","$122,800"
"Ellmers, Renee (R-NC)","$121,900"
"Michaud, Mike (D-ME)","$121,674"
"Griffith, Morgan (R-VA)","$121,658"
"Carney, John (D-DE)","$121,177"
"Davis, Geoff (R-KY)","$120,475"
"Rigell, Scott (R-VA)","$120,209"
"Rothman, Steven R (D-NJ)","$119,700"
"Scott, David (D-GA)","$119,600"
"Latta, Robert E (R-OH)","$116,850"
"Sherman, Brad (D-CA)","$116,720"
"Tierney, John F (D-MA)","$114,933"
"Hirono, Mazie K (D-HI)","$113,918"
"Lee, Barbara (D-CA)","$113,775"
"Graves, Sam (R-MO)","$113,100"
"Frelinghuysen, Rodney (R-NJ)","$110,550"
"McKeon, Buck (R-CA)","$110,001"
"Kline, John (R-MN)","$109,850"
"Sanchez, Loretta (D-CA)","$109,530"
"Stearns, Cliff (R-FL)","$109,500"
"Langevin, Jim (D-RI)","$109,295"
"Lowey, Nita M (D-NY)","$108,500"
"Bilirakis, Gus (R-FL)","$108,478"
"Coffman, Mike (R-CO)","$106,575"
"Royce, Ed (R-CA)","$106,500"
"Schiff, Adam (D-CA)","$105,485"
"Price, David (D-NC)","$104,300"
"Bonamici, Suzanne (D-OR)","$104,050"
"Emerson, Jo Ann (R-MO)","$102,328"
"Graves, Tom (R-GA)","$101,900"
"Hinojosa, Ruben (D-TX)","$101,650"
"Webster, Daniel (R-FL)","$101,630"
"Larsen, Rick (D-WA)","$100,350"
"Rogers, Mike D (R-AL)","$100,250"
"Boswell, Leonard (D-IA)","$99,660"
"Walberg, Tim (R-MI)","$99,247"
"Tsongas, Niki (D-MA)","$99,025"
"Lungren, Dan (R-CA)","$98,850"
"Markey, Ed (D-MA)","$98,450"
"Stutzman, Marlin (R-IN)","$98,099"
"Gibson, Chris (R-NY)","$97,950"
"Amash, Justin (R-MI)","$97,850"
"Guinta, Frank (R-NH)","$96,100"
"Rangel, Charles B (D-NY)","$95,727"
"Biggert, Judy (R-IL)","$95,400"
"Ross, Dennis (R-FL)","$94,052"
"Gonzalez, Charlie A (D-TX)","$94,000"
"Andrews, Robert E (D-NJ)","$93,750"
"Fincher, Steve (R-TN)","$92,800"
"Clarke, Hansen (D-MI)","$91,950"
"Pierluisi, Pedro (D-PR)","$91,799"
"Rogers, Hal (R-KY)","$90,400"
"Bass, Karen (D-CA)","$90,050"
"Grimm, Michael (R-NY)","$89,842"
"Myrick, Sue (R-NC)","$89,388"
"Yarmuth, John A (D-KY)","$88,800"
"Granger, Kay (R-TX)","$88,320"
"Welch, Peter (D-VT)","$87,850"
"Deutch, Ted (D-FL)","$87,750"
"Fleischmann, Chuck (R-TN)","$87,600"
"Thompson, Bennie G (D-MS)","$87,550"
"Adams, Sandy (R-FL)","$86,950"
"Ruppersberger, Dutch (D-MD)","$86,650"
"Tipton, Scott (R-CO)","$86,600"
"Marino, Tom (R-PA)","$86,310"
"Slaughter, Louise M (D-NY)","$85,900"
"Amodei, Mark (R-NV)","$85,750"
"McGovern, James P (D-MA)","$85,450"
"Bishop, Sanford (D-GA)","$85,180"
"Chu, Judy (D-CA)","$84,976"
"Simpson, Mike (R-ID)","$84,350"
"Kissell, Larry (D-NC)","$84,150"
"Capuano, Michael E (D-MA)","$84,000"
"McCollum, Betty (D-MN)","$83,886"
"Young, C W Bill (R-FL)","$83,300"
"Hurt, Robert (R-VA)","$83,150"
"Tonko, Paul (D-NY)","$82,350"
"Smith, Adam (D-WA)","$82,000"
"Quayle, Ben (R-AZ)","$81,900"
"Aderholt, Robert B (R-AL)","$81,634"
"Davis, Susan (D-CA)","$81,294"
"Cooper, Jim (D-TN)","$80,832"
"Long, Billy (R-MO)","$80,350"
"Roybal-Allard, Lucille (D-CA)","$80,100"
"Sutton, Betty Sue (D-OH)","$79,604"
"Cicilline, David (D-RI)","$79,550"
"Jordan, Jim (R-OH)","$79,350"
"Christian-Christensen, Donna (D-VI)","$78,865"
"Garamendi, John (D-CA)","$78,400"
"Costa, Jim (D-CA)","$78,200"
"Chabot, Steve (R-OH)","$77,950"
"Fortenberry, Jeff (R-NE)","$77,567"
"Manzullo, Don (R-IL)","$77,225"
"Poe, Ted (R-TX)","$76,900"
"Marchant, Kenny (R-TX)","$76,750"
"Turner, Michael R (R-OH)","$76,100"
"Chaffetz, Jason (R-UT)","$75,745"
"Wilson, Joe (R-SC)","$75,694"
"Beutler, Jaime Herrera (R-WA)","$75,450"
"Hultgren, Randy (R-IL)","$75,125"
"Doyle, Mike (D-PA)","$74,750"
"Bonner, Jo (R-AL)","$74,525"
"Crawford, Rick (R-AR)","$74,227"
"Nugent, Richard (R-FL)","$74,128"
"Hartzler, Vicky (R-MO)","$73,984"
"Keating, Bill (D-MA)","$73,500"
"Garrett, Scott (R-NJ)","$73,490"
"Clarke, Yvette D (D-NY)","$73,447"
"Mulvaney, Mick (R-SC)","$73,100"
"Goodlatte, Bob (R-VA)","$72,950"
"Flores, Bill (R-TX)","$72,446"
"Connolly, Gerry (D-VA)","$72,422"
"Conyers, John Jr (D-MI)","$71,434"
"Gowdy, Trey (R-SC)","$71,400"
"Barletta, Lou (R-PA)","$71,050"
"Maloney, Carolyn B (D-NY)","$70,500"
"Diaz-Balart, Mario (R-FL)","$70,000"
"Cleaver, Emanuel (D-MO)","$69,144"
"Jones, Walter B Jr (R-NC)","$68,400"
"LoBiondo, Frank (R-NJ)","$68,200"
"Harper, Gregg (R-MS)","$67,949"
"Brooks, Mo (R-AL)","$67,834"
"Neugebauer, Randy (R-TX)","$67,037"
"Reyes, Silvestre (D-TX)","$66,850"
"Carnahan, Russ (D-MO)","$66,800"
"Thornberry, Mac (R-TX)","$66,125"
"Hanabusa, Colleen (D-HI)","$65,550"
"Mica, John L (R-FL)","$65,300"
"Higgins, Brian M (D-NY)","$64,900"
"Luetkemeyer, Blaine (R-MO)","$64,750"
"Holden, Tim (D-PA)","$64,670"
"Kingston, Jack (R-GA)","$63,670"
"Lankford, James (R-OK)","$63,450"
"Lujan, Ben Ray (D-NM)","$63,450"
"Foxx, Virginia (R-NC)","$61,958"
"Cohen, Steve (D-TN)","$61,250"
"LaTourette, Steve (R-OH)","$61,250"
"Gohmert, Louis B Jr (R-TX)","$61,237"
"Sarbanes, John (D-MD)","$60,600"
"Shuler, Heath (D-NC)","$59,750"
"Miller, Jeff (R-FL)","$59,628"
"Miller, Gary (R-CA)","$59,500"
"Palazzo, Steven (R-MS)","$59,184"
"Ross, Mike (D-AR)","$59,100"
"Campbell, John (R-CA)","$58,950"
"Cummings, Elijah E (D-MD)","$58,900"
"Bachus, Spencer (R-AL)","$58,850"
"Farenthold, Blake (R-TX)","$58,816"
"Kelly, Mike (R-PA)","$58,083"
"Massie, Thomas (R-KY)","$57,903"
"Farr, Sam (D-CA)","$57,150"
"Carter, John (R-TX)","$57,025"
"Huelskamp, Tim (R-KS)","$56,580"
"King, Pete (R-NY)","$56,450"
"Honda, Mike (D-CA)","$56,400"
"Watt, Melvin L (D-NC)","$56,000"
"Hahn, Janice (D-CA)","$55,550"
"Duncan, Jeff (R-SC)","$55,075"
"Culberson, John (R-TX)","$54,750"
"Sewell, Terri A (D-AL)","$54,750"
"Richmond, Cedric (D-LA)","$54,200"
"Calvert, Ken (R-CA)","$53,315"
"Clay, William L Jr (D-MO)","$53,200"
"Hall, Ralph (R-TX)","$52,750"
"Moore, Gwen (D-WI)","$52,300"
"Cravaack, Chip (R-MN)","$51,496"
"Woodall, Rob (R-GA)","$51,100"
"Wittman, Rob (R-VA)","$50,500"
"Hunter, Duncan D (R-CA)","$49,870"
"Rooney, Tom (R-FL)","$49,300"
"Johnson, Eddie Bernice (D-TX)","$48,755"
"Lofgren, Zoe (D-CA)","$48,700"
"Forbes, Randy (R-VA)","$48,150"
"McDermott, Jim (D-WA)","$47,200"
"Miller, George (D-CA)","$46,750"
"Roby, Martha (R-AL)","$46,734"
"Jackson Lee, Sheila (D-TX)","$46,300"
"Gibbs, Bob (R-OH)","$46,100"
"Landry, Jeff (R-LA)","$45,600"
"Lamborn, Douglas L (R-CO)","$45,598"
"Davis, Danny K (D-IL)","$43,971"
"Rohrabacher, Dana (R-CA)","$43,650"
"Inslee, Jay (D-WA)","$43,500"
"Fudge, Marcia L (D-OH)","$42,800"
"Giffords, Gabrielle (D-AZ)","$42,400"
"McCaul, Michael (R-TX)","$42,250"
"Smith, Chris (R-NJ)","$41,650"
"Richardson, Laura (D-CA)","$41,551"
"Ryan, Tim (D-OH)","$41,250"
"DelBene, Suzan (D-WA)","$41,230"
"Nadler, Jerrold (D-NY)","$39,500"
"Hastings, Doc (R-WA)","$38,951"
"Hanna, Richard (R-NY)","$38,550"
"Coble, Howard (R-NC)","$37,000"
"Moran, Jim (D-VA)","$36,900"
"Kaptur, Marcy (D-OH)","$35,750"
"Meeks, Gregory W (D-NY)","$35,500"
"Womack, Steve (R-AR)","$34,912"
"Fattah, Chaka (D-PA)","$34,900"
"Huizenga, Bill (R-MI)","$34,650"
"Conaway, Mike (R-TX)","$34,600"
"McCotter, Thaddeus G (R-MI)","$34,450"
"Lummis, Cynthia (R-WY)","$33,910"
"Westmoreland, Lynn A (R-GA)","$33,750"
"Miller, Candice S (R-MI)","$33,700"
"Napolitano, Grace (D-CA)","$33,150"
"Baca, Joe (D-CA)","$32,650"
"Rivera, David (R-FL)","$32,600"
"Pearce, Steve (R-NM)","$32,150"
"Payne, Donald M Jr (D-NJ)","$32,000"
"Wolf, Frank (R-VA)","$31,950"
"Cole, Tom (R-OK)","$31,000"
"Austria, Steve (R-OH)","$30,650"
"Frank, Barney (D-MA)","$30,340"
"Bartlett, Roscoe G (R-MD)","$29,700"
"Velazquez, Nydia M (D-NY)","$29,600"
"Shuster, Bill (R-PA)","$29,300"
"Polis, Jared (D-CO)","$29,050"
"Burton, Dan (R-IN)","$28,950"
"Payne, Donald M (D-NJ)","$28,075"
"Pastor, Ed (D-AZ)","$27,950"
"Dicks, Norm (D-WA)","$27,450"
"Wu, David (D-OR)","$27,052"
"Sires, Albio (D-NJ)","$27,000"
"Kucinich, Dennis (D-OH)","$26,872"
"Lucas, Frank D (R-OK)","$26,550"
"Visclosky, Pete (D-IN)","$26,500"
"Pingree, Chellie (D-ME)","$25,765"
"Lynch, Stephen F (D-MA)","$25,550"
"Quigley, Mike (D-IL)","$25,500"
"Hastings, Alcee L (D-FL)","$24,600"
"Crenshaw, Ander (R-FL)","$24,150"
"Brady, Robert A (D-PA)","$23,850"
"DeFazio, Peter (D-OR)","$22,700"
"Brown, Corrine (D-FL)","$22,500"
"Waters, Maxine (D-CA)","$21,900"
"Rahall, Nick (D-WV)","$21,500"
"Rush, Bobby L (D-IL)","$20,300"
"Petri, Tom (R-WI)","$20,150"
"Pence, Mike (R-IN)","$20,000"
"Johnson, Timothy (R-IL)","$19,374"
"Schmidt, Jean (R-OH)","$18,950"
"Bishop, Rob (R-UT)","$18,754"
"Scott, Bobby (D-VA)","$18,200"
"Turner, Robert L (R-NY)","$17,560"
"Johnson, Hank (D-GA)","$17,250"
"Olver, John W (D-MA)","$16,500"
"Grijalva, Raul M (D-AZ)","$15,550"
"Labrador, Raul (R-ID)","$15,050"
"McClintock, Tom (R-CA)","$14,825"
"Peterson, Collin (D-MN)","$14,500"
"Ackerman, Gary (D-NY)","$14,250"
"Sensenbrenner, Jim (R-WI)","$14,250"
"Filner, Bob (D-CA)","$14,000"
"Weiner, Anthony D (D-NY)","$13,750"
"Edwards, Donna (D-MD)","$13,250"
"Lipinski, Daniel (D-IL)","$12,300"
"Young, Don (R-AK)","$12,100"
"Cardoza, Dennis (D-CA)","$11,250"
"Gutierrez, Luis V (D-IL)","$11,200"
"Miller, Brad (D-NC)","$11,050"
"Wilson, Frederica (D-FL)","$10,500"
"Costello, Jerry F (D-IL)","$10,300"
"Serrano, Jose E (D-NY)","$9,750"
"Gallegly, Elton (R-CA)","$9,399"
"Dreier, David (R-CA)","$7,000"
"Green, Al (D-TX)","$6,550"
"Hinchey, Maurice (D-NY)","$6,400"
"Lewis, Jerry (R-CA)","$6,000"
"Duncan, John J Jr (R-TN)","$5,250"
"Faleomavaega, Eni F H (D-AS)","$4,500"
"Franks, Trent (R-AZ)","$3,250"
"Boren, Dan (D-OK)","$3,000"
"Norton, Eleanor Holmes (D-DC)","$3,000"
"Bordallo, Madeleine Z (D-GU)","$2,560"
"Curson, David A (D-MI)","$2,500"
"Woolsey, Lynn (D-CA)","$2,250"
"Kildee, Dale E (D-MI)","$1,000"
"Sablan, Gregorio (D-MP)",$250
"Platts, Todd (R-PA)",-$400
"Lee, Christopher J (R-NY)","-$21,450"
