Candidate,Amount
"Roskam, Peter (R-IL)","$498,385"
"Murphy, Patrick J (D-PA)","$493,311"
"Kind, Ron (D-WI)","$491,100"
"Campbell, John (R-CA)","$487,881"
"Edwards, Chet (D-TX)","$487,772"
"Schwartz, Allyson (D-PA)","$477,247"
"Murphy, Christopher S (D-CT)","$475,450"
"Meeks, Gregory W (D-NY)","$472,948"
"Buchanan, Vernon (R-FL)","$463,035"
"Gerlach, Jim (R-PA)","$453,950"
"Neugebauer, Randy (R-TX)","$452,578"
"Lee, Christopher J (R-NY)","$450,645"
"Pelosi, Nancy (D-CA)","$448,150"
"Levin, Sander (D-MI)","$435,830"
"Pence, Mike (R-IN)","$406,844"
"Weiner, Anthony D (D-NY)","$397,415"
"Sherman, Brad (D-CA)","$397,119"
"Capito, Shelley Moore (R-WV)","$395,057"
"Childers, Travis (D-MS)","$391,837"
"Lance, Leonard (R-NJ)","$390,004"
"Price, Tom (R-GA)","$388,212"
"Deutch, Ted (D-FL)","$380,960"
"Jenkins, Lynn (R-KS)","$372,672"
"Heller, Dean (R-NV)","$344,385"
"Halvorson, Deborah (D-IL)","$337,618"
"Djou, Charles (R-HI)","$335,900"
"Ross, Mike (D-AR)","$334,850"
"Dreier, David (R-CA)","$333,100"
"Perriello, Tom (D-VA)","$332,055"
"Owens, Bill (D-NY)","$330,124"
"King, Pete (R-NY)","$327,260"
"McHenry, Patrick (R-NC)","$319,705"
"Van Hollen, Chris (D-MD)","$314,475"
"Berkley, Shelley (D-NV)","$313,918"
"Schultz, Debbie Wasserman (D-FL)","$313,055"
"Davis, Geoff (R-KY)","$312,934"
"Nye, Glenn (D-VA)","$312,187"
"McCotter, Thaddeus G (R-MI)","$312,163"
"Marshall, Jim (D-GA)","$309,250"
"Schock, Aaron (R-IL)","$307,460"
"Terry, Lee (R-NE)","$306,570"
"Altmire, Jason (D-PA)","$299,336"
"McCarthy, Carolyn (D-NY)","$294,150"
"Ackerman, Gary (D-NY)","$293,451"
"Boustany, Charles Jr (R-LA)","$291,789"
"Boyd, Allen (D-FL)","$290,548"
"Bishop, Timothy H (D-NY)","$287,400"
"Manzullo, Don (R-IL)","$284,338"
"McCaul, Michael (R-TX)","$278,788"
"Becerra, Xavier (D-CA)","$276,600"
"Garamendi, John (D-CA)","$275,890"
"Brady, Kevin (R-TX)","$274,900"
"Dent, Charlie (R-PA)","$274,650"
"Smith, Lamar (R-TX)","$274,600"
"Space, Zack (D-OH)","$274,225"
"Lungren, Dan (R-CA)","$274,050"
"Nadler, Jerrold (D-NY)","$271,600"
"Bono Mack, Mary (R-CA)","$269,900"
"Thompson, Mike (D-CA)","$268,839"
"Scott, David (D-GA)","$265,546"
"Calvert, Ken (R-CA)","$260,960"
"Johnson, Sam (R-TX)","$259,726"
"Donnelly, Joe (D-IN)","$258,391"
"Giffords, Gabrielle (D-AZ)","$255,810"
"Melancon, Charles (D-LA)","$254,271"
"Posey, Bill (R-FL)","$249,438"
"Wilson, Joe (R-SC)","$247,326"
"Matheson, Jim (D-UT)","$246,998"
"Driehaus, Steve (D-OH)","$246,951"
"Miller, Gary (R-CA)","$246,799"
"Connolly, Gerry (D-VA)","$244,799"
"Rogers, Mike (R-MI)","$241,789"
"Herseth Sandlin, Stephanie (D-SD)","$241,311"
"Markey, Betsy (D-CO)","$236,458"
"Tiahrt, Todd (R-KS)","$236,170"
"Pingree, Chellie (D-ME)","$235,650"
"Speier, Jackie (D-CA)","$235,322"
"Bilbray, Brian P (R-CA)","$234,763"
"Marchant, Kenny (R-TX)","$231,800"
"Moore, Dennis (D-KS)","$230,472"
"Walden, Greg (R-OR)","$228,408"
"Lucas, Frank D (R-OK)","$228,176"
"Velazquez, Nydia M (D-NY)","$227,700"
"Pascrell, Bill Jr (D-NJ)","$225,970"
"Kratovil, Frank (D-MD)","$223,464"
"Luetkemeyer, Blaine (R-MO)","$221,542"
"Wilson, Charlie (D-OH)","$219,497"
"Mack, Connie (R-FL)","$218,800"
"Chu, Judy (D-CA)","$218,224"
"Herger, Wally (R-CA)","$215,781"
"Holt, Rush (D-NJ)","$215,646"
"Cardoza, Dennis (D-CA)","$215,146"
"Quigley, Mike (D-IL)","$213,089"
"Berman, Howard L (D-CA)","$213,000"
"Rodgers, Cathy McMorris (R-WA)","$212,326"
"Scalise, Steve (R-LA)","$212,175"
"Emerson, Jo Ann (R-MO)","$210,730"
"Tsongas, Niki (D-MA)","$210,572"
"McNerney, Jerry (D-CA)","$210,050"
"Watt, Melvin L (D-NC)","$209,800"
"Blackburn, Marsha (R-TN)","$208,329"
"Kline, John (R-MN)","$208,008"
"Nunes, Devin (R-CA)","$207,750"
"Rooney, Tom (R-FL)","$207,297"
"Barrow, John (D-GA)","$207,205"
"Titus, Dina (D-NV)","$205,926"
"Eshoo, Anna (D-CA)","$204,262"
"Arcuri, Mike (D-NY)","$203,498"
"Carter, John (R-TX)","$203,290"
"Mitchell, Harry (D-AZ)","$194,425"
"Hall, John (D-NY)","$192,499"
"Cooper, Jim (D-TN)","$191,350"
"Skelton, Ike (D-MO)","$191,341"
"Grayson, Alan (D-FL)","$191,112"
"Andrews, Robert E (D-NJ)","$190,298"
"Ellsworth, Brad (D-IN)","$190,253"
"Ros-Lehtinen, Ileana (R-FL)","$189,770"
"Harman, Jane (D-CA)","$187,200"
"Boren, Dan (D-OK)","$186,392"
"Smith, Adrian (R-NE)","$186,075"
"Granger, Kay (R-TX)","$184,978"
"Courtney, Joe (D-CT)","$184,800"
"Moore, Gwen (D-WI)","$184,765"
"Gutierrez, Luis V (D-IL)","$184,100"
"Sanchez, Loretta (D-CA)","$183,540"
"Schmidt, Jean (R-OH)","$183,230"
"Shuler, Heath (D-NC)","$183,070"
"Schauer, Mark (D-MI)","$182,423"
"Spratt, John M Jr (D-SC)","$182,100"
"Conaway, Mike (R-TX)","$182,049"
"Pallone, Frank Jr (D-NJ)","$181,500"
"Cao, Joseph (R-LA)","$180,760"
"Kilroy, Mary Jo (D-OH)","$180,156"
"Carnahan, Russ (D-MO)","$179,776"
"McGovern, James P (D-MA)","$179,751"
"Salazar, John (D-CO)","$178,683"
"Cassidy, Bill (R-LA)","$177,190"
"Fleming, John (R-LA)","$176,171"
"Bright, Bobby (D-AL)","$175,401"
"Murphy, Tim (R-PA)","$174,000"
"Wolf, Frank (R-VA)","$172,300"
"Boswell, Leonard (D-IA)","$170,850"
"Lewis, John (D-GA)","$170,050"
"Heinrich, Martin (D-NM)","$169,533"
"Miller, Brad (D-NC)","$167,359"
"Boucher, Rick (D-VA)","$166,937"
"Etheridge, Bob (D-NC)","$166,289"
"Gingrey, Phil (R-GA)","$165,265"
"Sarbanes, John (D-MD)","$164,177"
"Graves, Tom (R-GA)","$163,935"
"Bilirakis, Gus (R-FL)","$162,843"
"Davis, Lincoln (D-TN)","$162,400"
"Blumenauer, Earl (D-OR)","$161,765"
"Guthrie, Brett (R-KY)","$160,625"
"Olson, Pete (R-TX)","$160,300"
"Teague, Harry (D-NM)","$159,966"
"Hill, Baron (D-IN)","$158,742"
"Lynch, Stephen F (D-MA)","$158,500"
"Latham, Tom (R-IA)","$156,860"
"Rogers, Mike D (R-AL)","$153,150"
"Reed, Tom (R-NY)","$153,116"
"Ruppersberger, Dutch (D-MD)","$151,466"
"Gohmert, Louis B Jr (R-TX)","$151,449"
"Higgins, Brian M (D-NY)","$151,023"
"Markey, Ed (D-MA)","$150,183"
"Myrick, Sue (R-NC)","$149,800"
"Walz, Tim (D-MN)","$148,750"
"Towns, Edolphus (D-NY)","$148,031"
"Larsen, Rick (D-WA)","$147,850"
"Westmoreland, Lynn A (R-GA)","$147,242"
"Wu, David (D-OR)","$147,000"
"LaTourette, Steve (R-OH)","$146,561"
"Cuellar, Henry (D-TX)","$146,200"
"Ellison, Keith (D-MN)","$145,547"
"Alexander, Rodney (R-LA)","$144,226"
"Costa, Jim (D-CA)","$143,750"
"Schiff, Adam (D-CA)","$143,240"
"Critz, Mark (D-PA)","$141,425"
"Shimkus, John (R-IL)","$141,421"
"Langevin, Jim (D-RI)","$141,219"
"Carson, Andre (D-IN)","$140,812"
"Boccieri, John A (D-OH)","$140,650"
"Yarmuth, John A (D-KY)","$140,434"
"Jordan, Jim (R-OH)","$137,572"
"Frelinghuysen, Rodney (R-NJ)","$136,400"
"Issa, Darrell (R-CA)","$135,310"
"Culberson, John (R-TX)","$135,050"
"Inglis, Bob (R-SC)","$133,550"
"Upton, Fred (R-MI)","$133,360"
"Cohen, Steve (D-TN)","$133,111"
"Clay, William L Jr (D-MO)","$131,075"
"Jackson, Jesse Jr (D-IL)","$129,175"
"Chandler, Ben (D-KY)","$128,397"
"McClintock, Tom (R-CA)","$127,425"
"Lee, Barbara (D-CA)","$127,200"
"Bonner, Jo (R-AL)","$126,600"
"Burton, Dan (R-IN)","$125,350"
"Holden, Tim (D-PA)","$125,194"
"Schrader, Kurt (D-OR)","$125,010"
"McIntyre, Mike (D-NC)","$124,616"
"Engel, Eliot L (D-NY)","$124,540"
"Baca, Joe (D-CA)","$122,748"
"Coffman, Mike (R-CO)","$122,483"
"Forbes, Randy (R-VA)","$122,310"
"Graves, Sam (R-MO)","$121,600"
"Barton, Joe (R-TX)","$120,610"
"McKeon, Buck (R-CA)","$119,600"
"Cole, Tom (R-OK)","$119,050"
"Wittman, Rob (R-VA)","$118,925"
"Tanner, John (D-TN)","$118,041"
"Thompson, Glenn (R-PA)","$117,865"
"Dahlkemper, Kathy (D-PA)","$115,350"
"Broun, Paul (R-GA)","$115,061"
"Young, C W Bill (R-FL)","$113,000"
"Lofgren, Zoe (D-CA)","$111,628"
"Moran, Jim (D-VA)","$111,350"
"Poe, Ted (R-TX)","$110,736"
"Peterson, Collin (D-MN)","$110,500"
"Goodlatte, Bob (R-VA)","$109,650"
"Flake, Jeff (R-AZ)","$109,550"
"Bishop, Sanford (D-GA)","$109,500"
"Stutzman, Marlin (R-IN)","$109,200"
"Smith, Adam (D-WA)","$108,100"
"Thompson, Bennie G (D-MS)","$107,900"
"Sires, Albio (D-NJ)","$107,800"
"Rodriguez, Ciro D (D-TX)","$107,374"
"Polis, Jared (D-CO)","$106,971"
"Kingston, Jack (R-GA)","$106,550"
"Dingell, John D (D-MI)","$106,050"
"Norton, Eleanor Holmes (D-DC)","$106,049"
"Kirkpatrick, Ann (D-AZ)","$103,570"
"Miller, George (D-CA)","$103,440"
"Jones, Walter B Jr (R-NC)","$103,035"
"Brown, Corrine (D-FL)","$102,946"
"Sutton, Betty Sue (D-OH)","$102,566"
"Obey, David R (D-WI)","$102,000"
"Matsui, Doris O (D-CA)","$101,350"
"Reyes, Silvestre (D-TX)","$100,720"
"Rothman, Steven R (D-NJ)","$99,415"
"Turner, Michael R (R-OH)","$97,900"
"Schakowsky, Jan (D-IL)","$97,725"
"Chaffetz, Jason (R-UT)","$96,758"
"Fortenberry, Jeff (R-NE)","$95,456"
"Brown-Waite, Ginny (R-FL)","$94,684"
"Sullivan, John (R-OK)","$94,450"
"Clarke, Yvette D (D-NY)","$93,915"
"Crenshaw, Ander (R-FL)","$91,950"
"Burgess, Michael (R-TX)","$91,450"
"Griffith, Parker (R-AL)","$90,950"
"Cleaver, Emanuel (D-MO)","$90,400"
"Hinojosa, Ruben (D-TX)","$90,300"
"Hirono, Mazie K (D-HI)","$89,650"
"Gallegly, Elton (R-CA)","$87,850"
"Doggett, Lloyd (D-TX)","$87,043"
"Sanchez, Linda (D-CA)","$86,414"
"Kissell, Larry (D-NC)","$86,255"
"Harper, Gregg (R-MS)","$86,000"
"Miller, Candice S (R-MI)","$85,950"
"Stearns, Cliff (R-FL)","$85,651"
"DeLauro, Rosa L (D-CT)","$84,999"
"Hastings, Alcee L (D-FL)","$84,900"
"Lujan, Ben Ray (D-NM)","$84,608"
"Rehberg, Denny (R-MT)","$83,264"
"Davis, Danny K (D-IL)","$83,150"
"Rogers, Hal (R-KY)","$82,900"
"Michaud, Mike (D-ME)","$81,600"
"Akin, Todd (R-MO)","$81,017"
"Austria, Steve (R-OH)","$80,350"
"Shea-Porter, Carol (D-NH)","$79,106"
"Inslee, Jay (D-WA)","$78,589"
"Hastings, Doc (R-WA)","$77,784"
"LoBiondo, Frank (R-NJ)","$77,250"
"Green, Al (D-TX)","$75,602"
"Dicks, Norm (D-WA)","$75,225"
"Kagen, Steve (D-WI)","$74,967"
"King, Steven A (R-IA)","$74,820"
"Pierluisi, Pedro (3-PR)","$74,700"
"Foxx, Virginia (R-NC)","$73,730"
"Pastor, Ed (D-AZ)","$72,500"
"Butterfield, G K (D-NC)","$72,250"
"Ryan, Tim (D-OH)","$72,250"
"Carney, Chris (D-PA)","$72,220"
"Whitfield, Ed (R-KY)","$72,200"
"Braley, Bruce (D-IA)","$72,179"
"Massa, Eric (D-NY)","$70,846"
"Roybal-Allard, Lucille (D-CA)","$70,490"
"Diaz-Balart, Mario (R-FL)","$70,250"
"Latta, Robert E (R-OH)","$70,074"
"Lummis, Cynthia (R-WY)","$69,399"
"Rohrabacher, Dana (R-CA)","$69,050"
"Ortiz, Solomon P (D-TX)","$68,430"
"Gonzalez, Charlie A (D-TX)","$68,250"
"Olver, John W (D-MA)","$68,167"
"Honda, Mike (D-CA)","$67,850"
"Hinchey, Maurice (D-NY)","$67,359"
"Waxman, Henry (D-CA)","$67,300"
"Hall, Ralph (R-TX)","$66,750"
"McCollum, Betty (D-MN)","$66,550"
"DeGette, Diana (D-CO)","$66,181"
"Loebsack, David (D-IA)","$65,650"
"Johnson, Hank (D-GA)","$64,750"
"Welch, Peter (D-VT)","$63,750"
"Aderholt, Robert B (R-AL)","$63,589"
"Davis, Susan (D-CA)","$62,957"
"Filner, Bob (D-CA)","$62,150"
"Sensenbrenner, Jim (R-WI)","$62,050"
"Thornberry, Mac (R-TX)","$61,875"
"Costello, Jerry F (D-IL)","$61,850"
"Kennedy, Patrick J (D-RI)","$61,750"
"Paul, Ron (R-TX)","$61,680"
"Pitts, Joe (R-PA)","$61,300"
"Mica, John L (R-FL)","$60,150"
"Rahall, Nick (D-WV)","$59,099"
"Tonko, Paul (D-NY)","$58,966"
"Woolsey, Lynn (D-CA)","$58,750"
"Price, David (D-NC)","$58,300"
"Fudge, Marcia L (D-OH)","$57,916"
"Brady, Robert A (D-PA)","$57,100"
"Oberstar, James L (D-MN)","$57,100"
"Jackson Lee, Sheila (D-TX)","$56,775"
"McDermott, Jim (D-WA)","$56,500"
"Castor, Kathy (D-FL)","$55,850"
"Young, Don (R-AK)","$55,750"
"Shuster, Bill (R-PA)","$55,309"
"Slaughter, Louise M (D-NY)","$53,906"
"Hare, Phil (D-IL)","$53,150"
"Diaz-Balart, Lincoln (R-FL)","$53,100"
"Hunter, Duncan D (R-CA)","$52,475"
"Baldwin, Tammy (D-WI)","$51,015"
"Capps, Lois (D-CA)","$50,885"
"Coble, Howard (R-NC)","$50,550"
"Tierney, John F (D-MA)","$50,450"
"Rush, Bobby L (D-IL)","$50,350"
"Kilpatrick, Carolyn Cheeks (D-MI)","$49,150"
"Serrano, Jose E (D-NY)","$48,250"
"Fattah, Chaka (D-PA)","$48,000"
"Lewis, Jerry (R-CA)","$47,950"
"Simpson, Mike (R-ID)","$47,900"
"Grijalva, Raul M (D-AZ)","$47,500"
"Waters, Maxine (D-CA)","$47,494"
"Taylor, Gene (D-MS)","$47,350"
"Payne, Donald M (D-NJ)","$47,276"
"Cummings, Elijah E (D-MD)","$46,990"
"Bishop, Rob (R-UT)","$46,590"
"Shadegg, John (R-AZ)","$46,365"
"Duncan, John J Jr (R-TN)","$46,100"
"Souder, Mark E (R-IN)","$43,700"
"Edwards, Donna (D-MD)","$42,398"
"Lamborn, Douglas L (R-CO)","$42,377"
"Mollohan, Alan B (D-WV)","$42,100"
"Franks, Trent (R-AZ)","$40,850"
"Doyle, Mike (D-PA)","$40,750"
"Miller, Jeff (R-FL)","$40,200"
"Lipinski, Daniel (D-IL)","$40,150"
"Brown, Henry (R-SC)","$39,950"
"Green, Gene (D-TX)","$39,500"
"Conyers, John Jr (D-MI)","$38,405"
"Gordon, Bart (D-TN)","$36,950"
"Petri, Tom (R-WI)","$35,800"
"Visclosky, Pete (D-IN)","$35,550"
"Roe, Phil (R-TN)","$34,660"
"Farr, Sam (D-CA)","$34,650"
"Richardson, Laura (D-CA)","$34,500"
"Stark, Pete (D-CA)","$34,500"
"Johnson, Eddie Bernice (D-TX)","$32,832"
"Murtha, John P (D-PA)","$31,850"
"Wexler, Robert (D-FL)","$30,800"
"Smith, Chris (R-NJ)","$29,901"
"Kucinich, Dennis (D-OH)","$28,900"
"Stupak, Bart (D-MI)","$28,200"
"Radanovich, George (R-CA)","$27,650"
"Linder, John (R-GA)","$27,300"
"Buyer, Steve (R-IN)","$27,000"
"Davis, Artur (D-AL)","$26,864"
"Bartlett, Roscoe G (R-MD)","$26,800"
"Scott, Bobby (D-VA)","$25,900"
"Berry, Marion (D-AR)","$25,350"
"Bordallo, Madeleine Z (D-GU)","$25,042"
"Christian-Christensen, Donna (D-VI)","$23,650"
"Napolitano, Grace (D-CA)","$23,425"
"DeFazio, Peter (D-OR)","$22,700"
"Platts, Todd (R-PA)","$21,500"
"Kildee, Dale E (D-MI)","$20,300"
"Johnson, Timothy (R-IL)","$19,950"
"Barrett, Gresham (R-SC)","$17,850"
"Kaptur, Marcy (D-OH)","$17,600"
"Baird, Brian (D-WA)","$12,700"
"Ehlers, Vernon J (R-MI)","$10,000"
"Watson, Diane E (D-CA)","$7,800"
"Deal, Nathan (R-GA)","$7,000"
"Tauscher, Ellen (D-CA)","$7,000"
"Putnam, Adam H (R-FL)","$5,600"
"Sablan, Gregorio (D-MP)","$4,950"
"Delahunt, Bill (D-MA)","$1,500"
"Faleomavaega, Eni F H (D-AS)","$1,250"
"Fallin, Mary (R-OK)","-$1,000"
"Hoekstra, Peter (R-MI)","-$1,000"
"Abercrombie, Neil (D-HI)","-$38,000"
"Schumer, Charles E (D-NY)","$5,783,603"
"Gillibrand, Kirsten (D-NY)","$3,252,645"
"Reid, Harry (D-NV)","$2,764,510"
"Bennet, Michael (D-CO)","$2,534,621"
"Brown, Scott (R-MA)","$1,992,797"
"Shelby, Richard C (R-AL)","$1,707,238"
"Lincoln, Blanche (D-AR)","$1,519,674"
"Burr, Richard (R-NC)","$1,411,585"
"Dodd, Chris (D-CT)","$1,325,138"
"Boxer, Barbara (D-CA)","$1,300,910"
"Isakson, Johnny (R-GA)","$1,209,736"
"Wyden, Ron (D-OR)","$1,040,805"
"Thune, John (R-SD)","$1,030,926"
"Vitter, David (R-LA)","$1,026,691"
"McCain, John (R-AZ)","$922,259"
"Grassley, Chuck (R-IA)","$909,408"
"Crapo, Mike (R-ID)","$881,463"
"Bennett, Robert F (R-UT)","$850,525"
"Murray, Patty (D-WA)","$810,346"
"DeMint, Jim (R-SC)","$708,238"
"Corker, Bob (R-TN)","$649,798"
"Specter, Arlen (D-PA)","$583,700"
"Cornyn, John (R-TX)","$510,650"
"Coons, Chris (D-DE)","$480,925"
"Menendez, Robert (D-NJ)","$471,850"
"Coburn, Tom (R-OK)","$444,325"
"McConnell, Mitch (R-KY)","$440,450"
"Stabenow, Debbie (D-MI)","$438,871"
"Mikulski, Barbara A (D-MD)","$432,629"
"Feingold, Russ (D-WI)","$416,509"
"Hatch, Orrin G (R-UT)","$413,664"
"Bayh, Evan (D-IN)","$399,567"
"Inouye, Daniel K (D-HI)","$372,415"
"Baucus, Max (D-MT)","$371,120"
"Warner, Mark (D-VA)","$370,762"
"Manchin, Joe (D-WV)","$361,800"
"Nelson, Ben (D-NE)","$360,350"
"Nelson, Bill (D-FL)","$335,705"
"Feinstein, Dianne (D-CA)","$320,998"
"Murkowski, Lisa (I-AK)","$303,637"
"Dorgan, Byron L (D-ND)","$297,900"
"Casey, Bob (D-PA)","$273,272"
"Kerry, John (D-MA)","$257,175"
"Brown, Sherrod (D-OH)","$254,649"
"Whitehouse, Sheldon (D-RI)","$253,650"
"Leahy, Patrick (D-VT)","$246,200"
"Carper, Tom (D-DE)","$242,220"
"Klobuchar, Amy (D-MN)","$237,939"
"Franken, Al (D-MN)","$229,654"
"Merkley, Jeff (D-OR)","$223,700"
"Johnson, Tim (D-SD)","$217,099"
"Ensign, John (R-NV)","$212,826"
"Tester, Jon (D-MT)","$197,452"
"Landrieu, Mary L (D-LA)","$185,350"
"Wicker, Roger (R-MS)","$174,200"
"Conrad, Kent (D-ND)","$167,800"
"Kyl, Jon (R-AZ)","$138,450"
"Cantwell, Maria (D-WA)","$132,752"
"Cardin, Ben (D-MD)","$132,750"
"Bunning, Jim (R-KY)","$126,096"
"McCaskill, Claire (D-MO)","$114,550"
"Lieberman, Joe (I-CT)","$107,800"
"Snowe, Olympia (R-ME)","$104,500"
"Johanns, Mike (R-NE)","$95,204"
"Udall, Mark (D-CO)","$92,750"
"Graham, Lindsey (R-SC)","$80,723"
"Durbin, Dick (D-IL)","$78,960"
"Harkin, Tom (D-IA)","$78,760"
"Chambliss, Saxby (R-GA)","$78,550"
"Lugar, Richard G (R-IN)","$69,100"
"Reed, Jack (D-RI)","$68,350"
"Shaheen, Jeanne (D-NH)","$65,950"
"Webb, Jim (D-VA)","$59,850"
"Hagan, Kay R (D-NC)","$57,750"
"Bingaman, Jeff (D-NM)","$57,033"
"Roberts, Pat (R-KS)","$53,100"
"Begich, Mark (D-AK)","$45,000"
"Collins, Susan M (R-ME)","$44,094"
"Risch, James E (R-ID)","$35,500"
"Sanders, Bernie (I-VT)","$33,000"
"Barrasso, John A (R-WY)","$32,000"
"Alexander, Lamar (R-TN)","$31,150"
"Pryor, Mark (D-AR)","$28,000"
"Rockefeller, Jay (D-WV)","$28,000"
"Udall, Tom (D-NM)","$20,000"
"Enzi, Mike (R-WY)","$18,900"
"Inhofe, James M (R-OK)","$18,750"
"Sessions, Jeff (R-AL)","$14,400"
"Burris, Roland (D-IL)","$7,200"
"Cochran, Thad (R-MS)","$7,000"
"Hutchison, Kay Bailey (R-TX)","$6,700"
"Byrd, Robert C (D-WV)","$5,000"
"Lautenberg, Frank (D-NJ)","$3,750"
"Brownback, Sam (R-KS)","$1,000"
"Levin, Carl (D-MI)","$1,000"
"Martinez, Mel (R-FL)",-$600
"Akaka, Daniel K (D-HI)","-$1,000"
"Kennedy, Edward M (D-MA)","-$11,500"
"Biden, Joe (D-DE)","-$16,400"
"Voinovich, George V (R-OH)","-$36,760"
"Bond, Christopher ""Kit"" (R-MO)","-$47,650"
"Salazar, Ken (D-CO)","-$89,475"
"Clinton, Hillary (D-NY)","-$553,155"
