Candidate,Amount
"Green, Gene (D-TX)","$252,739"
"Melancon, Charles (D-LA)","$252,703"
"Walden, Greg (R-OR)","$251,350"
"Braley, Bruce (D-IA)","$250,100"
"Pascrell, Bill Jr (D-NJ)","$244,980"
"Myrick, Sue (R-NC)","$236,683"
"Griffith, Parker (R-AL)","$235,910"
"Paulsen, Erik (R-MN)","$233,251"
"McNerney, Jerry (D-CA)","$232,781"
"Reichert, Dave (R-WA)","$232,588"
"Boyd, Allen (D-FL)","$232,338"
"Yarmuth, John A (D-KY)","$232,000"
"Maffei, Dan (D-NY)","$231,485"
"Gonzalez, Charlie A (D-TX)","$229,425"
"Edwards, Chet (D-TX)","$225,800"
"Chu, Judy (D-CA)","$222,212"
"Van Hollen, Chris (D-MD)","$218,900"
"Capps, Lois (D-CA)","$218,149"
"DeGette, Diana (D-CO)","$217,165"
"Schultz, Debbie Wasserman (D-FL)","$215,346"
"Herger, Wally (R-CA)","$211,850"
"Hill, Baron (D-IN)","$211,106"
"Roskam, Peter (R-IL)","$210,217"
"Buchanan, Vernon (R-FL)","$209,651"
"Bilirakis, Gus (R-FL)","$207,307"
"Schrader, Kurt (D-OR)","$206,751"
"Schauer, Mark (D-MI)","$204,319"
"Nye, Glenn (D-VA)","$201,171"
"Murphy, Scott (D-NY)","$200,155"
"McGovern, James P (D-MA)","$199,396"
"Bono Mack, Mary (R-CA)","$199,150"
"Heinrich, Martin (D-NM)","$192,289"
"Terry, Lee (R-NE)","$189,048"
"Scalise, Steve (R-LA)","$188,081"
"Inslee, Jay (D-WA)","$187,600"
"Guthrie, Brett (R-KY)","$185,550"
"Emerson, Jo Ann (R-MO)","$183,590"
"Lewis, John (D-GA)","$183,500"
"Chandler, Ben (D-KY)","$183,300"
"Lance, Leonard (R-NJ)","$180,990"
"Pence, Mike (R-IN)","$178,933"
"Engel, Eliot L (D-NY)","$177,400"
"Ellison, Keith (D-MN)","$175,039"
"Pitts, Joe (R-PA)","$169,850"
"Holt, Rush (D-NJ)","$169,077"
"Etheridge, Bob (D-NC)","$167,700"
"Walz, Tim (D-MN)","$166,323"
"Courtney, Joe (D-CT)","$165,817"
"DeLauro, Rosa L (D-CT)","$165,456"
"Kosmas, Suzanne (D-FL)","$164,742"
"McMahon, Michael E (D-NY)","$164,250"
"Arcuri, Mike (D-NY)","$164,200"
"Doggett, Lloyd (D-TX)","$162,825"
"Kratovil, Frank (D-MD)","$162,350"
"Perlmutter, Ed (D-CO)","$162,156"
"Rothman, Steven R (D-NJ)","$159,550"
"Blumenauer, Earl (D-OR)","$158,160"
"Wilson, Joe (R-SC)","$155,560"
"Giffords, Gabrielle (D-AZ)","$152,587"
"Broun, Paul (R-GA)","$150,991"
"Israel, Steve (D-NY)","$149,651"
"Cuellar, Henry (D-TX)","$149,500"
"Sullivan, John (R-OK)","$147,900"
"Bean, Melissa (D-IL)","$147,650"
"Titus, Dina (D-NV)","$146,390"
"Baldwin, Tammy (D-WI)","$146,323"
"McCarthy, Carolyn (D-NY)","$144,779"
"Rogers, Mike D (R-AL)","$143,900"
"Gordon, Bart (D-TN)","$139,950"
"Heller, Dean (R-NV)","$139,900"
"Bishop, Timothy H (D-NY)","$138,558"
"Johnson, Sam (R-TX)","$137,860"
"Larsen, Rick (D-WA)","$137,200"
"Djou, Charles (R-HI)","$136,292"
"Skelton, Ike (D-MO)","$135,675"
"Carnahan, Russ (D-MO)","$135,300"
"Latham, Tom (R-IA)","$135,100"
"Ros-Lehtinen, Ileana (R-FL)","$134,936"
"McHenry, Patrick (R-NC)","$134,850"
"Thompson, Glenn (R-PA)","$134,583"
"Driehaus, Steve (D-OH)","$134,338"
"Minnick, Walt (D-ID)","$134,208"
"Foster, Bill (D-IL)","$133,541"
"Himes, Jim (D-CT)","$133,245"
"Schakowsky, Jan (D-IL)","$131,950"
"Sanchez, Loretta (D-CA)","$130,250"
"Manzullo, Don (R-IL)","$129,500"
"Maloney, Carolyn B (D-NY)","$128,770"
"Halvorson, Deborah (D-IL)","$128,720"
"Speier, Jackie (D-CA)","$128,665"
"Jackson, Jesse Jr (D-IL)","$127,850"
"Brady, Kevin (R-TX)","$127,550"
"Alexander, Rodney (R-LA)","$126,972"
"Spratt, John M Jr (D-SC)","$126,796"
"Frelinghuysen, Rodney (R-NJ)","$125,200"
"McIntyre, Mike (D-NC)","$124,465"
"Deutch, Ted (D-FL)","$123,400"
"Herseth Sandlin, Stephanie (D-SD)","$123,040"
"Castor, Kathy (D-FL)","$122,980"
"Shuler, Heath (D-NC)","$121,400"
"Nunes, Devin (R-CA)","$121,050"
"Sutton, Betty Sue (D-OH)","$119,768"
"Dahlkemper, Kathy (D-PA)","$119,643"
"Rodgers, Cathy McMorris (R-WA)","$119,430"
"Lee, Christopher J (R-NY)","$119,321"
"Capito, Shelley Moore (R-WV)","$118,014"
"Hodes, Paul W (D-NH)","$117,600"
"Jackson Lee, Sheila (D-TX)","$117,450"
"Schiff, Adam (D-CA)","$115,025"
"Ruppersberger, Dutch (D-MD)","$114,760"
"Thompson, Bennie G (D-MS)","$114,550"
"Michaud, Mike (D-ME)","$114,400"
"Andrews, Robert E (D-NJ)","$114,250"
"Kennedy, Patrick J (D-RI)","$114,200"
"Kirkpatrick, Ann (D-AZ)","$113,933"
"Perriello, Tom (D-VA)","$113,637"
"Roe, Phil (R-TN)","$112,550"
"Smith, Lamar (R-TX)","$112,550"
"Bilbray, Brian P (R-CA)","$112,276"
"Tsongas, Niki (D-MA)","$112,075"
"Ellsworth, Brad (D-IN)","$111,675"
"Issa, Darrell (R-CA)","$111,070"
"Brown-Waite, Ginny (R-FL)","$109,855"
"Welch, Peter (D-VT)","$109,350"
"Jenkins, Lynn (R-KS)","$108,950"
"Butterfield, G K (D-NC)","$108,749"
"Sherman, Brad (D-CA)","$107,750"
"Teague, Harry (D-NM)","$107,683"
"Posey, Bill (R-FL)","$107,650"
"Matsui, Doris O (D-CA)","$106,900"
"Boccieri, John A (D-OH)","$106,050"
"Lee, Barbara (D-CA)","$104,700"
"Rodriguez, Ciro D (D-TX)","$104,371"
"Critz, Mark (D-PA)","$104,110"
"Obey, David R (D-WI)","$103,457"
"Cao, Joseph (R-LA)","$103,170"
"Lungren, Dan (R-CA)","$102,274"
"Childers, Travis (D-MS)","$101,700"
"Wu, David (D-OR)","$100,890"
"Dreier, David (R-CA)","$99,250"
"Davis, Danny K (D-IL)","$98,850"
"Hinojosa, Ruben (D-TX)","$98,450"
"Kingston, Jack (R-GA)","$98,150"
"Higgins, Brian M (D-NY)","$97,600"
"Markey, Ed (D-MA)","$97,000"
"Mitchell, Harry (D-AZ)","$96,209"
"Olson, Pete (R-TX)","$96,157"
"Gohmert, Louis B Jr (R-TX)","$95,850"
"Boucher, Rick (D-VA)","$95,835"
"Conyers, John Jr (D-MI)","$95,550"
"Lowey, Nita M (D-NY)","$94,850"
"Buyer, Steve (R-IN)","$94,750"
"Carney, Chris (D-PA)","$94,386"
"Marshall, Jim (D-GA)","$94,126"
"Tiahrt, Todd (R-KS)","$93,110"
"Loebsack, David (D-IA)","$92,700"
"Langevin, Jim (D-RI)","$92,612"
"Markey, Betsy (D-CO)","$92,100"
"Bright, Bobby (D-AL)","$91,920"
"Salazar, John (D-CO)","$90,550"
"Carson, Andre (D-IN)","$90,067"
"Campbell, John (R-CA)","$89,950"
"Berman, Howard L (D-CA)","$89,700"
"Frank, Barney (D-MA)","$89,650"
"Luetkemeyer, Blaine (R-MO)","$89,450"
"Owens, Bill (D-NY)","$88,834"
"Christian-Christensen, Donna (D-VI)","$88,595"
"Kissell, Larry (D-NC)","$88,500"
"Simpson, Mike (R-ID)","$87,650"
"McCotter, Thaddeus G (R-MI)","$87,630"
"Bishop, Sanford (D-GA)","$87,600"
"Garamendi, John (D-CA)","$87,572"
"Filner, Bob (D-CA)","$86,900"
"Cooper, Jim (D-TN)","$85,750"
"Hare, Phil (D-IL)","$85,190"
"Cardoza, Dennis (D-CA)","$85,077"
"Grayson, Alan (D-FL)","$84,622"
"Sanchez, Linda (D-CA)","$84,350"
"Scott, David (D-GA)","$84,050"
"Hall, Ralph (R-TX)","$83,900"
"Tanner, John (D-TN)","$83,463"
"Granger, Kay (R-TX)","$83,450"
"Donnelly, Joe (D-IN)","$83,439"
"Jordan, Jim (R-OH)","$83,367"
"Price, David (D-NC)","$82,751"
"Austria, Steve (R-OH)","$82,650"
"Stutzman, Marlin (R-IN)","$80,620"
"LoBiondo, Frank (R-NJ)","$80,251"
"Davis, Lincoln (D-TN)","$80,000"
"McCaul, Michael (R-TX)","$78,429"
"Hall, John (D-NY)","$78,348"
"Jones, Walter B Jr (R-NC)","$77,975"
"McCollum, Betty (D-MN)","$76,000"
"Souder, Mark E (R-IN)","$76,000"
"Miller, George (D-CA)","$75,975"
"Bonner, Jo (R-AL)","$75,650"
"Smith, Adrian (R-NE)","$75,277"
"Velazquez, Nydia M (D-NY)","$75,050"
"Carter, John (R-TX)","$74,800"
"LaTourette, Steve (R-OH)","$74,638"
"Garrett, Scott (R-NJ)","$74,125"
"Boren, Dan (D-OK)","$73,800"
"Foxx, Virginia (R-NC)","$72,730"
"Poe, Ted (R-TX)","$72,700"
"Ryan, Tim (D-OH)","$72,350"
"Smith, Adam (D-WA)","$72,250"
"Shadegg, John (R-AZ)","$71,950"
"Stearns, Cliff (R-FL)","$71,550"
"Connolly, Gerry (D-VA)","$71,543"
"Clarke, Yvette D (D-NY)","$71,540"
"Calvert, Ken (R-CA)","$71,337"
"Tonko, Paul (D-NY)","$71,325"
"Fortenberry, Jeff (R-NE)","$70,656"
"Dicks, Norm (D-WA)","$69,200"
"Inglis, Bob (R-SC)","$68,810"
"Kline, John (R-MN)","$68,500"
"Cohen, Steve (D-TN)","$68,050"
"Costa, Jim (D-CA)","$67,649"
"Sarbanes, John (D-MD)","$65,050"
"Conaway, Mike (R-TX)","$64,900"
"Stupak, Bart (D-MI)","$64,400"
"Young, C W Bill (R-FL)","$64,350"
"Kilroy, Mary Jo (D-OH)","$64,100"
"Graves, Tom (R-GA)","$64,050"
"Payne, Donald M (D-NJ)","$64,010"
"Boswell, Leonard (D-IA)","$62,100"
"Culberson, John (R-TX)","$61,850"
"Royce, Ed (R-CA)","$61,850"
"Biggert, Judy (R-IL)","$61,425"
"Roybal-Allard, Lucille (D-CA)","$61,350"
"Berry, Marion (D-AR)","$61,000"
"Davis, Susan (D-CA)","$60,427"
"Miller, Jeff (R-FL)","$59,500"
"Bachus, Spencer (R-AL)","$59,400"
"Johnson, Eddie Bernice (D-TX)","$58,400"
"Wilson, Charlie (D-OH)","$58,250"
"Chaffetz, Jason (R-UT)","$58,200"
"Holden, Tim (D-PA)","$57,800"
"Murtha, John P (D-PA)","$57,150"
"Weiner, Anthony D (D-NY)","$56,750"
"Doyle, Mike (D-PA)","$56,650"
"Lujan, Ben Ray (D-NM)","$56,600"
"Harman, Jane (D-CA)","$56,200"
"Wittman, Rob (R-VA)","$56,100"
"Diaz-Balart, Mario (R-FL)","$54,650"
"Westmoreland, Lynn A (R-GA)","$54,315"
"Deal, Nathan (R-GA)","$53,623"
"Fudge, Marcia L (D-OH)","$53,200"
"Lofgren, Zoe (D-CA)","$52,950"
"Rahall, Nick (D-WV)","$52,900"
"Hunter, Duncan D (R-CA)","$52,840"
"Akin, Todd (R-MO)","$52,350"
"Schmidt, Jean (R-OH)","$52,200"
"Slaughter, Louise M (D-NY)","$52,050"
"Reyes, Silvestre (D-TX)","$51,600"
"Graves, Sam (R-MO)","$50,825"
"Aderholt, Robert B (R-AL)","$50,244"
"Lewis, Jerry (R-CA)","$50,050"
"Visclosky, Pete (D-IN)","$49,600"
"Mack, Connie (R-FL)","$49,500"
"Rush, Bobby L (D-IL)","$48,950"
"Fattah, Chaka (D-PA)","$48,250"
"Nadler, Jerrold (D-NY)","$48,250"
"Honda, Mike (D-CA)","$48,050"
"King, Pete (R-NY)","$48,050"
"Thornberry, Mac (R-TX)","$47,450"
"Cummings, Elijah E (D-MD)","$46,150"
"Harper, Gregg (R-MS)","$45,950"
"Ortiz, Solomon P (D-TX)","$45,551"
"Hensarling, Jeb (R-TX)","$45,400"
"Meeks, Gregory W (D-NY)","$45,250"
"McDermott, Jim (D-WA)","$45,100"
"Sires, Albio (D-NJ)","$44,900"
"Rooney, Tom (R-FL)","$44,450"
"Turner, Michael R (R-OH)","$44,025"
"Olver, John W (D-MA)","$43,900"
"Ackerman, Gary (D-NY)","$43,800"
"Miller, Candice S (R-MI)","$42,800"
"Massa, Eric (D-NY)","$42,653"
"Reed, Tom (R-NY)","$41,780"
"Lummis, Cynthia (R-WY)","$41,700"
"Clay, William L Jr (D-MO)","$41,650"
"Brady, Robert A (D-PA)","$41,600"
"Tierney, John F (D-MA)","$41,550"
"Rehberg, Denny (R-MT)","$41,425"
"Woolsey, Lynn (D-CA)","$41,075"
"Pingree, Chellie (D-ME)","$41,050"
"Neugebauer, Randy (R-TX)","$40,850"
"Burton, Dan (R-IN)","$40,600"
"McKeon, Buck (R-CA)","$40,450"
"Kildee, Dale E (D-MI)","$40,401"
"Gallegly, Elton (R-CA)","$40,290"
"Hastings, Doc (R-WA)","$40,150"
"Latta, Robert E (R-OH)","$38,900"
"Goodlatte, Bob (R-VA)","$38,550"
"Quigley, Mike (D-IL)","$38,501"
"Rogers, Hal (R-KY)","$38,466"
"Miller, Gary (R-CA)","$38,400"
"Hinchey, Maurice (D-NY)","$38,300"
"Farr, Sam (D-CA)","$38,050"
"Diaz-Balart, Lincoln (R-FL)","$38,000"
"Hastings, Alcee L (D-FL)","$36,100"
"Franks, Trent (R-AZ)","$35,600"
"Smith, Chris (R-NJ)","$34,950"
"Baca, Joe (D-CA)","$34,848"
"Rohrabacher, Dana (R-CA)","$34,350"
"Kilpatrick, Carolyn Cheeks (D-MI)","$34,064"
"Grijalva, Raul M (D-AZ)","$33,850"
"Wolf, Frank (R-VA)","$33,600"
"Hirono, Mazie K (D-HI)","$33,550"
"Miller, Brad (D-NC)","$33,150"
"Watt, Melvin L (D-NC)","$33,000"
"Taylor, Gene (D-MS)","$32,900"
"Richardson, Laura (D-CA)","$32,850"
"Pastor, Ed (D-AZ)","$31,700"
"Coble, Howard (R-NC)","$31,500"
"Forbes, Randy (R-VA)","$31,500"
"Mollohan, Alan B (D-WV)","$31,500"
"King, Steven A (R-IA)","$31,400"
"Moore, Gwen (D-WI)","$31,300"
"Lynch, Stephen F (D-MA)","$30,500"
"Coffman, Mike (R-CO)","$29,760"
"Mica, John L (R-FL)","$29,100"
"Moran, Jim (D-VA)","$27,450"
"DeFazio, Peter (D-OR)","$26,472"
"Kanjorski, Paul E (D-PA)","$26,450"
"Costello, Jerry F (D-IL)","$26,350"
"Radanovich, George (R-CA)","$26,000"
"Waters, Maxine (D-CA)","$25,900"
"Serrano, Jose E (D-NY)","$24,450"
"Marchant, Kenny (R-TX)","$24,417"
"Kucinich, Dennis (D-OH)","$22,160"
"Edwards, Donna (D-MD)","$21,500"
"Shea-Porter, Carol (D-NH)","$21,367"
"Brown, Corrine (D-FL)","$21,300"
"Pierluisi, Pedro (3-PR)","$21,225"
"Cole, Tom (R-OK)","$21,100"
"Shuster, Bill (R-PA)","$20,875"
"Crenshaw, Ander (R-FL)","$20,650"
"Gutierrez, Luis V (D-IL)","$20,250"
"Cleaver, Emanuel (D-MO)","$20,050"
"Paul, Ron (R-TX)","$19,920"
"McClintock, Tom (R-CA)","$19,150"
"Young, Don (R-AK)","$18,850"
"Polis, Jared (D-CO)","$18,250"
"Lamborn, Douglas L (R-CO)","$17,460"
"Lucas, Frank D (R-OK)","$17,200"
"Bartlett, Roscoe G (R-MD)","$16,750"
"Moore, Dennis (D-KS)","$16,750"
"Petri, Tom (R-WI)","$16,400"
"Tauscher, Ellen (D-CA)","$15,500"
"Oberstar, James L (D-MN)","$15,100"
"Napolitano, Grace (D-CA)","$14,100"
"Davis, Artur (D-AL)","$13,800"
"Johnson, Hank (D-GA)","$13,000"
"Watson, Diane E (D-CA)","$12,950"
"Barrett, Gresham (R-SC)","$12,500"
"Duncan, John J Jr (R-TN)","$12,500"
"Lipinski, Daniel (D-IL)","$12,500"
"Peterson, Collin (D-MN)","$11,900"
"Platts, Todd (R-PA)","$11,750"
"Scott, Bobby (D-VA)","$11,550"
"Brown, Henry (R-SC)","$11,500"
"Linder, John (R-GA)","$11,150"
"Ehlers, Vernon J (R-MI)","$10,600"
"Johnson, Timothy (R-IL)","$10,500"
"Wexler, Robert (D-FL)","$10,450"
"Kaptur, Marcy (D-OH)","$9,950"
"Flake, Jeff (R-AZ)","$9,450"
"Green, Al (D-TX)","$9,300"
"Bishop, Rob (R-UT)","$9,000"
"Norton, Eleanor Holmes (D-DC)","$8,050"
"McHugh, John M (R-NY)","$7,000"
"Sensenbrenner, Jim (R-WI)","$4,701"
"Baird, Brian (D-WA)","$3,500"
"Sablan, Gregorio (D-MP)","$3,450"
"Bordallo, Madeleine Z (D-GU)","$2,300"
"Delahunt, Bill (D-MA)","$2,000"
"Fallin, Mary (R-OK)","$1,000"
"Hoekstra, Peter (R-MI)","$1,000"
"Abercrombie, Neil (D-HI)","-$16,560"
"Reid, Harry (D-NV)","$1,453,832"
"Burr, Richard (R-NC)","$1,114,281"
"Lincoln, Blanche (D-AR)","$1,050,848"
"Schumer, Charles E (D-NY)","$1,030,800"
"Wyden, Ron (D-OR)","$916,652"
"Specter, Arlen (D-PA)","$828,483"
"Murray, Patty (D-WA)","$792,380"
"Grassley, Chuck (R-IA)","$670,020"
"Brown, Scott (R-MA)","$667,050"
"Boxer, Barbara (D-CA)","$643,274"
"Dodd, Chris (D-CT)","$565,020"
"Gillibrand, Kirsten (D-NY)","$557,957"
"Bennet, Michael (D-CO)","$550,708"
"Vitter, David (R-LA)","$544,626"
"Hatch, Orrin G (R-UT)","$525,726"
"Feingold, Russ (D-WI)","$488,639"
"Stabenow, Debbie (D-MI)","$463,917"
"Isakson, Johnny (R-GA)","$458,096"
"Mikulski, Barbara A (D-MD)","$447,833"
"Manchin, Joe (D-WV)","$378,349"
"McCain, John (R-AZ)","$369,759"
"Thune, John (R-SD)","$351,557"
"Coburn, Tom (R-OK)","$348,636"
"Crapo, Mike (R-ID)","$347,021"
"Brown, Sherrod (D-OH)","$319,852"
"Nelson, Ben (D-NE)","$309,199"
"Menendez, Robert (D-NJ)","$293,300"
"Harkin, Tom (D-IA)","$271,234"
"Nelson, Bill (D-FL)","$260,917"
"Cornyn, John (R-TX)","$240,518"
"Murkowski, Lisa (I-AK)","$237,881"
"Casey, Bob (D-PA)","$235,037"
"Baucus, Max (D-MT)","$230,149"
"Bennett, Robert F (R-UT)","$228,850"
"Corker, Bob (R-TN)","$227,732"
"Coons, Chris (D-DE)","$215,950"
"Inouye, Daniel K (D-HI)","$200,750"
"DeMint, Jim (R-SC)","$200,466"
"Kerry, John (D-MA)","$190,625"
"Shelby, Richard C (R-AL)","$176,300"
"Bayh, Evan (D-IN)","$169,537"
"Conrad, Kent (D-ND)","$160,500"
"Carper, Tom (D-DE)","$159,120"
"Barrasso, John A (R-WY)","$145,400"
"Dorgan, Byron L (D-ND)","$141,600"
"Hagan, Kay R (D-NC)","$139,710"
"McConnell, Mitch (R-KY)","$138,665"
"McCaskill, Claire (D-MO)","$138,450"
"Snowe, Olympia (R-ME)","$136,135"
"Klobuchar, Amy (D-MN)","$131,100"
"Cardin, Ben (D-MD)","$118,899"
"Kyl, Jon (R-AZ)","$110,500"
"Enzi, Mike (R-WY)","$107,650"
"Leahy, Patrick (D-VT)","$104,725"
"Warner, Mark (D-VA)","$100,650"
"Feinstein, Dianne (D-CA)","$99,950"
"Landrieu, Mary L (D-LA)","$95,550"
"Cantwell, Maria (D-WA)","$92,263"
"Bunning, Jim (R-KY)","$87,450"
"Durbin, Dick (D-IL)","$78,650"
"Franken, Al (D-MN)","$76,885"
"Roberts, Pat (R-KS)","$76,250"
"Wicker, Roger (R-MS)","$59,600"
"Tester, Jon (D-MT)","$57,500"
"Merkley, Jeff (D-OR)","$53,000"
"Collins, Susan M (R-ME)","$52,250"
"Shaheen, Jeanne (D-NH)","$50,073"
"Udall, Mark (D-CO)","$45,550"
"Bingaman, Jeff (D-NM)","$43,400"
"Whitehouse, Sheldon (D-RI)","$37,500"
"Lautenberg, Frank (D-NJ)","$36,000"
"Lieberman, Joe (I-CT)","$35,450"
"Sanders, Bernie (I-VT)","$34,117"
"Alexander, Lamar (R-TN)","$29,550"
"Lugar, Richard G (R-IN)","$27,550"
"Sessions, Jeff (R-AL)","$25,000"
"Udall, Tom (D-NM)","$23,150"
"Graham, Lindsey (R-SC)","$21,400"
"Chambliss, Saxby (R-GA)","$21,025"
"Ensign, John (R-NV)","$20,500"
"Inhofe, James M (R-OK)","$16,100"
"Webb, Jim (D-VA)","$16,050"
"Rockefeller, Jay (D-WV)","$14,500"
"Johanns, Mike (R-NE)","$13,750"
"Cochran, Thad (R-MS)","$10,900"
"Risch, James E (R-ID)","$10,000"
"Begich, Mark (D-AK)","$9,300"
"Pryor, Mark (D-AR)","$6,500"
"Burris, Roland (D-IL)","$6,000"
"Akaka, Daniel K (D-HI)","$4,500"
"Reed, Jack (D-RI)","$4,250"
"Johnson, Tim (D-SD)","$4,000"
"Bond, Christopher ""Kit"" (R-MO)","$2,800"
"Hutchison, Kay Bailey (R-TX)","$2,500"
"Brownback, Sam (R-KS)","-$1,000"
"Byrd, Robert C (D-WV)","-$1,000"
"Kennedy, Edward M (D-MA)","-$2,200"
"Biden, Joe (D-DE)","-$2,300"
"Martinez, Mel (R-FL)","-$3,000"
"Salazar, Ken (D-CO)","-$5,000"
"Voinovich, George V (R-OH)","-$10,385"
"Clinton, Hillary (D-NY)","-$50,695"
