Candidate,Amount
"Wyden, Ron (D-OR)","$63,060"
"DeMint, Jim (R-SC)","$55,570"
"Risch, James E (R-ID)","$53,250"
"Murray, Patty (D-WA)","$52,100"
"Coats, Dan (R-IN)","$47,450"
"Alexander, Lamar (R-TN)","$46,750"
"Murkowski, Lisa (R-AK)","$44,600"
"Burr, Richard (R-NC)","$41,000"
"Pryor, Mark (D-AR)","$41,000"
"Hoeven, John (R-ND)","$40,220"
"Paul, Rand (R-KY)","$40,000"
"Grassley, Chuck (R-IA)","$38,600"
"Lee, Mike (R-UT)","$37,360"
"Boozman, John (R-AR)","$31,850"
"Rockefeller, Jay (D-WV)","$25,700"
"Sessions, Jeff (R-AL)","$19,400"
"Lautenberg, Frank (D-NJ)","$16,050"
"Cochran, Thad (R-MS)","$14,510"
"Leahy, Patrick (D-VT)","$9,500"
"Mikulski, Barbara A (D-MD)","$9,500"
"Boxer, Barbara (D-CA)","$8,760"
"Inouye, Daniel K (D-HI)","$6,000"
"Coburn, Tom (R-OK)","$4,010"
"Hutchison, Kay Bailey (R-TX)","$1,000"
"Levin, Carl (D-MI)",$510
"Akaka, Daniel K (D-HI)",$10
"Ensign, John (R-NV)","-$1,000"
"Kyl, Jon (R-AZ)","-$10,200"
"Lieberman, Joe (I-CT)","-$12,800"
"Webb, Jim (D-VA)","-$16,000"
"Conrad, Kent (D-ND)","-$20,250"
"Bingaman, Jeff (D-NM)","-$21,033"
"McCain, John (R-AZ)","-$22,360"
"Boehner, John (R-OH)","$3,646,188"
"Cantor, Eric (R-VA)","$2,278,632"
"Murphy, Christopher S (D-CT)","$1,679,511"
"Bachus, Spencer (R-AL)","$1,372,245"
"Hensarling, Jeb (R-TX)","$1,354,006"
"Dold, Bob (R-IL)","$1,348,026"
"Berg, Rick (R-ND)","$1,334,744"
"Rehberg, Denny (R-MT)","$1,302,080"
"Himes, Jim (D-CT)","$1,275,494"
"Mack, Connie (R-FL)","$1,246,288"
"Garrett, Scott (R-NJ)","$1,233,751"
"Flake, Jeff (R-AZ)","$1,203,868"
"Royce, Ed (R-CA)","$1,091,092"
"Paul, Ron (R)","$1,083,398"
"West, Allen (R-FL)","$1,073,563"
"Berkley, Shelley (D-NV)","$1,019,057"
"Camp, Dave (R-MI)","$1,016,891"
"McCarthy, Kevin (R-CA)","$1,009,493"
"Hayworth, Nan (R-NY)","$1,002,721"
"Ryan, Paul (R-WI)","$957,025"
"Biggert, Judy (R-IL)","$940,294"
"Tiberi, Pat (R-OH)","$924,791"
"Stivers, Steve (R-OH)","$921,135"
"Crowley, Joseph (D-NY)","$910,095"
"Hoyer, Steny H (D-MD)","$901,328"
"Israel, Steve (D-NY)","$807,632"
"Roskam, Peter (R-IL)","$805,202"
"Capito, Shelley Moore (R-WV)","$753,450"
"Perlmutter, Ed (D-CO)","$743,192"
"Renacci, Jim (R-OH)","$717,821"
"Schock, Aaron (R-IL)","$713,300"
"Boustany, Charles Jr (R-LA)","$710,991"
"Paulsen, Erik (R-MN)","$703,085"
"Neugebauer, Randy (R-TX)","$687,009"
"Canseco, Quico (R-TX)","$682,365"
"Maloney, Carolyn B (D-NY)","$681,062"
"Grimm, Michael (R-NY)","$667,770"
"Neal, Richard E (D-MA)","$608,950"
"Schweikert, David (R-AZ)","$588,155"
"Peters, Gary (D-MI)","$581,998"
"Duffy, Sean P (R-WI)","$575,934"
"Hurt, Robert (R-VA)","$562,932"
"Donnelly, Joe (D-IN)","$561,134"
"Bachmann, Michele (R-MN)","$547,391"
"Carney, John (D-DE)","$544,500"
"Fitzpatrick, Michael G (R-PA)","$540,150"
"Fincher, Steve (R-TN)","$534,494"
"Lowey, Nita M (D-NY)","$525,000"
"Berman, Howard L (D-CA)","$515,750"
"Reed, Tom (R-NY)","$505,612"
"Campbell, John (R-CA)","$503,719"
"Sessions, Pete (R-TX)","$498,600"
"Larson, John B (D-CT)","$497,152"
"Baldwin, Tammy (D-WI)","$490,029"
"Gerlach, Jim (R-PA)","$487,472"
"Schwartz, Allyson (D-PA)","$486,802"
"Sherman, Brad (D-CA)","$485,500"
"Schultz, Debbie Wasserman (D-FL)","$485,426"
"McHenry, Patrick (R-NC)","$483,849"
"Yoder, Kevin (R-KS)","$462,901"
"McCarthy, Carolyn (D-NY)","$455,660"
"Jenkins, Lynn (R-KS)","$452,278"
"Quayle, Ben (R-AZ)","$449,607"
"Pelosi, Nancy (D-CA)","$447,966"
"Huizenga, Bill (R-MI)","$445,851"
"Price, Tom (R-GA)","$445,830"
"Kind, Ron (D-WI)","$443,437"
"Meehan, Patrick (R-PA)","$438,786"
"Coffman, Mike (R-CO)","$432,172"
"Latham, Tom (R-IA)","$431,722"
"Becerra, Xavier (D-CA)","$423,258"
"Guinta, Frank (R-NH)","$414,280"
"Bilbray, Brian P (R-CA)","$407,825"
"Scott, Tim (R-SC)","$407,299"
"Hirono, Mazie K (D-HI)","$390,729"
"Noem, Kristi (R-SD)","$389,543"
"Miller, Gary (R-CA)","$385,598"
"Luetkemeyer, Blaine (R-MO)","$384,085"
"Black, Diane (R-TN)","$382,135"
"Kline, John (R-MN)","$379,400"
"Heinrich, Martin (D-NM)","$378,831"
"Pascrell, Bill Jr (D-NJ)","$372,226"
"Buchanan, Vernon (R-FL)","$372,150"
"Levin, Sander (D-MI)","$369,330"
"King, Pete (R-NY)","$359,272"
"Clyburn, James E (D-SC)","$356,539"
"Lungren, Dan (R-CA)","$354,247"
"Westmoreland, Lynn A (R-GA)","$352,885"
"Hochul, Kathleen (D-NY)","$351,580"
"Meeks, Gregory W (D-NY)","$350,750"
"Walsh, Joe (R-IL)","$350,700"
"Reichert, Dave (R-WA)","$340,034"
"Scott, David (D-GA)","$336,860"
"Thompson, Mike (D-CA)","$335,425"
"Matheson, Jim (D-UT)","$333,357"
"Akin, Todd (R-MO)","$333,131"
"Tipton, Scott (R-CO)","$328,792"
"Gibson, Chris (R-NY)","$323,749"
"Brady, Kevin (R-TX)","$315,789"
"Smith, Lamar (R-TX)","$310,760"
"Smith, Adrian (R-NE)","$310,164"
"Kinzinger, Adam (R-IL)","$305,150"
"Rigell, Scott (R-VA)","$300,510"
"Webster, Daniel (R-FL)","$298,860"
"Moore, Gwen (D-WI)","$298,768"
"Rodgers, Cathy McMorris (R-WA)","$294,655"
"Denham, Jeff (R-CA)","$293,638"
"Cicilline, David (D-RI)","$293,012"
"Gardner, Cory (R-CO)","$292,981"
"Beutler, Jaime Herrera (R-WA)","$292,790"
"Johnson, Sam (R-TX)","$290,014"
"Heck, Joe (R-NV)","$289,211"
"Frank, Barney (D-MA)","$287,300"
"Terry, Lee (R-NE)","$286,707"
"Marchant, Kenny (R-TX)","$285,862"
"Bishop, Timothy H (D-NY)","$284,976"
"Holt, Rush (D-NJ)","$282,015"
"Barrow, John (D-GA)","$276,225"
"Rogers, Mike (R-MI)","$271,467"
"Owens, Bill (D-NY)","$270,967"
"Lucas, Frank D (R-OK)","$267,750"
"Posey, Bill (R-FL)","$265,750"
"Nunes, Devin (R-CA)","$265,350"
"Griffin, Tim (R-AR)","$264,750"
"Runyan, Jon (R-NJ)","$262,229"
"Walden, Greg (R-OR)","$261,309"
"Ribble, Reid (R-WI)","$260,234"
"Upton, Fred (R-MI)","$259,689"
"Watt, Melvin L (D-NC)","$258,750"
"Buerkle, Ann Marie (R-NY)","$258,532"
"Issa, Darrell (R-CA)","$258,200"
"Cleaver, Emanuel (D-MO)","$257,138"
"Van Hollen, Chris (D-MD)","$251,983"
"Bass, Charles (R-NH)","$251,298"
"Bono Mack, Mary (R-CA)","$251,200"
"Ros-Lehtinen, Ileana (R-FL)","$250,924"
"Deutch, Ted (D-FL)","$241,035"
"Schilling, Bobby (R-IL)","$237,050"
"King, Steven A (R-IA)","$236,711"
"Hahn, Janice (D-CA)","$232,500"
"Rangel, Charles B (D-NY)","$232,250"
"Hultgren, Randy (R-IL)","$231,550"
"McIntyre, Mike (D-NC)","$231,323"
"Conaway, Mike (R-TX)","$230,549"
"Cooper, Jim (D-TN)","$229,525"
"Fleischmann, Chuck (R-TN)","$226,009"
"Granger, Kay (R-TX)","$224,495"
"Young, Todd (R-IN)","$222,249"
"Garamendi, John (D-CA)","$220,665"
"Pompeo, Mike (R-KS)","$219,180"
"Murphy, Tim (R-PA)","$218,500"
"Walberg, Tim (R-MI)","$217,391"
"McCaul, Michael (R-TX)","$214,650"
"Carson, Andre (D-IN)","$210,427"
"Nadler, Jerrold (D-NY)","$206,515"
"Gingrey, Phil (R-GA)","$205,250"
"Olson, Pete (R-TX)","$205,040"
"Pearce, Steve (R-NM)","$203,810"
"Velazquez, Nydia M (D-NY)","$203,250"
"Baca, Joe (D-CA)","$202,325"
"Rokita, Todd (R-IN)","$201,579"
"Capuano, Michael E (D-MA)","$199,850"
"Polis, Jared (D-CO)","$198,000"
"Connolly, Gerry (D-VA)","$196,770"
"Hanna, Richard (R-NY)","$196,589"
"Benishek, Dan (R-MI)","$196,575"
"Sewell, Terri A (D-AL)","$196,500"
"Altmire, Jason (D-PA)","$194,907"
"Pierluisi, Pedro (D-PR)","$194,050"
"Sarbanes, John (D-MD)","$193,374"
"Cravaack, Chip (R-MN)","$193,192"
"Cuellar, Henry (D-TX)","$193,157"
"Ruppersberger, Dutch (D-MD)","$193,000"
"Blackburn, Marsha (R-TN)","$192,813"
"Lewis, John (D-GA)","$189,300"
"McKeon, Buck (R-CA)","$188,801"
"Chandler, Ben (D-KY)","$186,883"
"Schrader, Kurt (D-OR)","$186,522"
"Lance, Leonard (R-NJ)","$185,440"
"Eshoo, Anna (D-CA)","$184,750"
"Womack, Steve (R-AR)","$182,799"
"Emerson, Jo Ann (R-MO)","$181,850"
"Dent, Charlie (R-PA)","$180,313"
"McNerney, Jerry (D-CA)","$179,122"
"Manzullo, Don (R-IL)","$178,629"
"Turner, Robert L (R-NY)","$178,150"
"Capps, Lois (D-CA)","$174,285"
"Cole, Tom (R-OK)","$171,900"
"Flores, Bill (R-TX)","$171,700"
"Blumenauer, Earl (D-OR)","$169,869"
"Schiff, Adam (D-CA)","$169,850"
"Fleming, John (R-LA)","$169,536"
"Ellison, Keith (D-MN)","$169,362"
"Nunnelee, Alan (R-MS)","$168,700"
"Hartzler, Vicky (R-MO)","$168,300"
"Waters, Maxine (D-CA)","$167,500"
"Courtney, Joe (D-CT)","$165,850"
"Scalise, Steve (R-LA)","$165,850"
"Scott, Austin (R-GA)","$165,073"
"Roby, Martha (R-AL)","$164,900"
"Boswell, Leonard (D-IA)","$162,994"
"Crawford, Rick (R-AR)","$162,811"
"Goodlatte, Bob (R-VA)","$158,418"
"Desjarlais, Scott (R-TN)","$157,700"
"Clay, William L Jr (D-MO)","$157,350"
"Ross, Dennis (R-FL)","$156,800"
"Chabot, Steve (R-OH)","$155,073"
"Graves, Tom (R-GA)","$154,949"
"Bucshon, Larry (R-IN)","$154,840"
"Jackson, Jesse Jr (D-IL)","$154,360"
"Andrews, Robert E (D-NJ)","$152,716"
"Quigley, Mike (D-IL)","$152,435"
"Long, Billy (R-MO)","$152,140"
"Chaffetz, Jason (R-UT)","$151,900"
"Culberson, John (R-TX)","$151,600"
"Young, C W Bill (R-FL)","$151,390"
"Shimkus, John (R-IL)","$151,000"
"Bonner, Jo (R-AL)","$150,600"
"Guthrie, Brett (R-KY)","$149,350"
"Carter, John (R-TX)","$148,759"
"Speier, Jackie (D-CA)","$148,750"
"Alexander, Rodney (R-LA)","$148,656"
"Cassidy, Bill (R-LA)","$148,631"
"Palazzo, Steven (R-MS)","$148,499"
"Lankford, James (R-OK)","$148,214"
"Barletta, Lou (R-PA)","$146,196"
"Harris, Andy (R-MD)","$144,450"
"LaTourette, Steve (R-OH)","$143,260"
"Rothman, Steven R (D-NJ)","$143,170"
"Critz, Mark (D-PA)","$143,150"
"Johnson, Bill (R-OH)","$142,950"
"Costa, Jim (D-CA)","$142,800"
"Sanchez, Loretta (D-CA)","$141,670"
"Amash, Justin (R-MI)","$141,150"
"Miller, Jeff (R-FL)","$141,000"
"Doggett, Lloyd (D-TX)","$140,700"
"Mulvaney, Mick (R-SC)","$140,342"
"Rogers, Mike D (R-AL)","$140,250"
"Mica, John L (R-FL)","$140,109"
"Gowdy, Trey (R-SC)","$139,878"
"Rooney, Tom (R-FL)","$139,876"
"Pingree, Chellie (D-ME)","$139,450"
"Waxman, Henry (D-CA)","$138,500"
"Southerland, Steve (R-FL)","$137,301"
"Turner, Michael R (R-OH)","$137,250"
"Moran, Jim (D-VA)","$135,450"
"Walz, Tim (D-MN)","$135,229"
"Thompson, Glenn (R-PA)","$134,200"
"Lynch, Stephen F (D-MA)","$133,950"
"Barber, Ron (D-AZ)","$133,900"
"Farenthold, Blake (R-TX)","$133,485"
"Tsongas, Niki (D-MA)","$133,069"
"Braley, Bruce (D-IA)","$131,463"
"Slaughter, Louise M (D-NY)","$131,286"
"Jordan, Jim (R-OH)","$131,032"
"Graves, Sam (R-MO)","$130,697"
"Hanabusa, Colleen (D-HI)","$130,210"
"Frelinghuysen, Rodney (R-NJ)","$129,550"
"Ellmers, Renee (R-NC)","$129,250"
"Amodei, Mark (R-NV)","$129,028"
"Fortenberry, Jeff (R-NE)","$128,810"
"Langevin, Jim (D-RI)","$126,350"
"Adams, Sandy (R-FL)","$126,256"
"Engel, Eliot L (D-NY)","$126,200"
"Lofgren, Zoe (D-CA)","$126,144"
"Higgins, Brian M (D-NY)","$125,699"
"Harper, Gregg (R-MS)","$124,800"
"Smith, Adam (D-WA)","$124,100"
"McCotter, Thaddeus G (R-MI)","$122,300"
"Wilson, Joe (R-SC)","$121,590"
"Reyes, Silvestre (D-TX)","$121,450"
"Barton, Joe (R-TX)","$120,350"
"Pallone, Frank Jr (D-NJ)","$120,300"
"Tierney, John F (D-MA)","$118,650"
"Bishop, Sanford (D-GA)","$118,250"
"Markey, Ed (D-MA)","$117,550"
"Aderholt, Robert B (R-AL)","$117,479"
"Rogers, Hal (R-KY)","$116,689"
"Davis, Geoff (R-KY)","$116,044"
"Bonamici, Suzanne (D-OR)","$115,995"
"Landry, Jeff (R-LA)","$115,300"
"McKinley, David (R-WV)","$114,866"
"Carnahan, Russ (D-MO)","$114,006"
"Gutierrez, Luis V (D-IL)","$113,161"
"Kingston, Jack (R-GA)","$112,530"
"Kelly, Mike (R-PA)","$111,259"
"Forbes, Randy (R-VA)","$111,051"
"Calvert, Ken (R-CA)","$110,515"
"Gohmert, Louis B Jr (R-TX)","$110,500"
"Sutton, Betty Sue (D-OH)","$109,046"
"Chu, Judy (D-CA)","$108,860"
"Labrador, Raul (R-ID)","$108,306"
"Bilirakis, Gus (R-FL)","$108,149"
"Michaud, Mike (D-ME)","$107,400"
"Gibbs, Bob (R-OH)","$106,600"
"LoBiondo, Frank (R-NJ)","$105,440"
"Latta, Robert E (R-OH)","$105,250"
"Loebsack, David (D-IA)","$104,200"
"Lee, Barbara (D-CA)","$102,890"
"Lujan, Ben Ray (D-NM)","$101,715"
"Wolf, Frank (R-VA)","$101,686"
"Kissell, Larry (D-NC)","$101,440"
"Diaz-Balart, Mario (R-FL)","$101,200"
"Stutzman, Marlin (R-IN)","$101,200"
"Foxx, Virginia (R-NC)","$100,134"
"Peterson, Collin (D-MN)","$97,710"
"Poe, Ted (R-TX)","$97,231"
"Griffith, Morgan (R-VA)","$96,820"
"Simpson, Mike (R-ID)","$96,550"
"Larsen, Rick (D-WA)","$95,982"
"Sanchez, Linda (D-CA)","$95,450"
"Sullivan, John (R-OK)","$94,210"
"Broun, Paul (R-GA)","$93,175"
"Keating, Bill (D-MA)","$93,003"
"Schakowsky, Jan (D-IL)","$92,200"
"Thornberry, Mac (R-TX)","$91,850"
"Herger, Wally (R-CA)","$91,500"
"Honda, Mike (D-CA)","$90,120"
"Sensenbrenner, Jim (R-WI)","$89,973"
"Crenshaw, Ander (R-FL)","$89,716"
"Kaptur, Marcy (D-OH)","$89,393"
"Clarke, Yvette D (D-NY)","$88,815"
"Sires, Albio (D-NJ)","$88,800"
"Jones, Walter B Jr (R-NC)","$88,450"
"Cohen, Steve (D-TN)","$88,150"
"Marino, Tom (R-PA)","$87,850"
"McClintock, Tom (R-CA)","$87,789"
"Norton, Eleanor Holmes (D-DC)","$85,900"
"Matsui, Doris O (D-CA)","$85,860"
"Whitfield, Ed (R-KY)","$85,250"
"Wittman, Rob (R-VA)","$84,950"
"Pitts, Joe (R-PA)","$83,650"
"Yarmuth, John A (D-KY)","$83,000"
"Hinojosa, Ruben (D-TX)","$82,750"
"Hunter, Duncan D (R-CA)","$82,730"
"Huelskamp, Tim (R-KS)","$82,338"
"DeGette, Diana (D-CO)","$81,750"
"Duncan, Jeff (R-SC)","$81,400"
"Richmond, Cedric (D-LA)","$80,150"
"DelBene, Suzan (D-WA)","$79,250"
"Schmidt, Jean (R-OH)","$78,700"
"Rohrabacher, Dana (R-CA)","$78,260"
"Miller, George (D-CA)","$77,548"
"Bass, Karen (D-CA)","$77,050"
"Brooks, Mo (R-AL)","$75,950"
"Nugent, Richard (R-FL)","$75,924"
"Roybal-Allard, Lucille (D-CA)","$75,300"
"Holden, Tim (D-PA)","$74,996"
"Welch, Peter (D-VT)","$74,417"
"Green, Al (D-TX)","$74,150"
"Shuler, Heath (D-NC)","$73,950"
"Dingell, John D (D-MI)","$73,800"
"Johnson, Hank (D-GA)","$72,750"
"Giffords, Gabrielle (D-AZ)","$72,300"
"Doyle, Mike (D-PA)","$72,100"
"Rivera, David (R-FL)","$72,050"
"Lummis, Cynthia (R-WY)","$71,400"
"Clarke, Hansen (D-MI)","$70,450"
"Castor, Kathy (D-FL)","$70,300"
"Ryan, Tim (D-OH)","$70,289"
   ,Amount
"Shuster, Bill (R-PA)","$69,998"
"McGovern, James P (D-MA)","$69,501"
"DeLauro, Rosa L (D-CT)","$69,500"
"Hastings, Alcee L (D-FL)","$68,658"
"Tonko, Paul (D-NY)","$68,450"
"Cummings, Elijah E (D-MD)","$67,500"
"Hastings, Doc (R-WA)","$66,850"
"McCollum, Betty (D-MN)","$66,500"
"Gosar, Paul (R-AZ)","$66,200"
"Smith, Chris (R-NJ)","$66,049"
"Woodall, Rob (R-GA)","$65,650"
"Price, David (D-NC)","$65,424"
"Butterfield, G K (D-NC)","$64,800"
"Fudge, Marcia L (D-OH)","$64,735"
"Towns, Edolphus (D-NY)","$64,623"
"Ackerman, Gary (D-NY)","$64,400"
"Bartlett, Roscoe G (R-MD)","$63,450"
"Lamborn, Douglas L (R-CO)","$62,366"
"Fattah, Chaka (D-PA)","$62,000"
"Pastor, Ed (D-AZ)","$60,400"
"Burgess, Michael (R-TX)","$59,450"
"McDermott, Jim (D-WA)","$58,500"
"Stearns, Cliff (R-FL)","$58,498"
"Burton, Dan (R-IN)","$58,250"
"Massie, Thomas (R-KY)","$57,950"
"Stark, Pete (D-CA)","$57,715"
"Thompson, Bennie G (D-MS)","$57,150"
"Bishop, Rob (R-UT)","$57,000"
"Myrick, Sue (R-NC)","$56,800"
"Hall, Ralph (R-TX)","$56,510"
"Miller, Candice S (R-MI)","$55,650"
"Weiner, Anthony D (D-NY)","$55,350"
"Young, Don (R-AK)","$53,650"
"Jackson Lee, Sheila (D-TX)","$53,000"
"Ross, Mike (D-AR)","$51,600"
"Pence, Mike (R-IN)","$50,500"
"Coble, Howard (R-NC)","$50,299"
"Payne, Donald M Jr (D-NJ)","$50,250"
"Wu, David (D-OR)","$48,880"
"Rahall, Nick (D-WV)","$48,400"
"Davis, Danny K (D-IL)","$48,000"
"Johnson, Timothy (R-IL)","$45,550"
"Green, Gene (D-TX)","$43,750"
"Austria, Steve (R-OH)","$43,585"
"Davis, Susan (D-CA)","$43,000"
"Miller, Brad (D-NC)","$42,250"
"Roe, Phil (R-TN)","$41,625"
"Brady, Robert A (D-PA)","$41,000"
"Rush, Bobby L (D-IL)","$40,800"
"Brown, Corrine (D-FL)","$40,660"
"Petri, Tom (R-WI)","$39,750"
"Edwards, Donna (D-MD)","$38,250"
"Bordallo, Madeleine Z (D-GU)","$37,674"
"Christian-Christensen, Donna (D-VI)","$33,200"
"Lipinski, Daniel (D-IL)","$32,750"
"Franks, Trent (R-AZ)","$32,150"
"Johnson, Eddie Bernice (D-TX)","$32,050"
"Payne, Donald M (D-NJ)","$31,950"
"Richardson, Laura (D-CA)","$31,700"
"Kucinich, Dennis (D-OH)","$30,800"
"Duncan, John J Jr (R-TN)","$30,250"
"Visclosky, Pete (D-IN)","$30,050"
"Grijalva, Raul M (D-AZ)","$29,500"
"Napolitano, Grace (D-CA)","$29,200"
"Farr, Sam (D-CA)","$29,170"
"Wilson, Frederica (D-FL)","$28,550"
"Scott, Bobby (D-VA)","$28,500"
"Costello, Jerry F (D-IL)","$27,950"
"Gallegly, Elton (R-CA)","$27,100"
"DeFazio, Peter (D-OR)","$25,600"
"Olver, John W (D-MA)","$24,100"
"Serrano, Jose E (D-NY)","$24,000"
"Dreier, David (R-CA)","$23,760"
"Conyers, John Jr (D-MI)","$22,900"
"Dicks, Norm (D-WA)","$22,200"
"Gonzalez, Charlie A (D-TX)","$21,250"
"Inslee, Jay (D-WA)","$18,750"
"Cardoza, Dennis (D-CA)","$14,400"
"Lewis, Jerry (R-CA)","$11,200"
"Filner, Bob (D-CA)","$10,500"
"Hinchey, Maurice (D-NY)","$9,550"
"Faleomavaega, Eni F H (D-AS)","$6,000"
"Sablan, Gregorio (D-MP)","$3,300"
"Kildee, Dale E (D-MI)","$2,000"
"Platts, Todd (R-PA)","$1,000"
"Woolsey, Lynn (D-CA)",$750
"Boren, Dan (D-OK)","-$8,792"
"Lee, Christopher J (R-NY)","-$83,732"
