Candidate,Amount
"Levin, Sander (D-MI)","$59,500"
"Ryan, Tim (D-OH)","$59,500"
"Scott, Austin (R-GA)","$58,648"
"Kissell, Larry (D-NC)","$58,499"
"Ros-Lehtinen, Ileana (R-FL)","$57,500"
"Slaughter, Louise M (D-NY)","$57,000"
"Roby, Martha (R-AL)","$55,000"
"Giffords, Gabrielle (D-AZ)","$54,374"
"Fleming, John (R-LA)","$53,500"
"Loebsack, David (D-IA)","$53,500"
"Neal, Richard E (D-MA)","$53,000"
"Tsongas, Niki (D-MA)","$52,950"
"Pascrell, Bill Jr (D-NJ)","$52,450"
"Berman, Howard L (D-CA)","$52,150"
"Boustany, Charles Jr (R-LA)","$50,800"
"Kline, John (R-MN)","$50,250"
"Cuellar, Henry (D-TX)","$50,000"
"Tiberi, Pat (R-OH)","$49,300"
"Nunnelee, Alan (R-MS)","$49,000"
"Bachmann, Michele (R-MN)","$48,887"
"Guinta, Frank (R-NH)","$47,650"
"Camp, Dave (R-MI)","$47,500"
"Garamendi, John (D-CA)","$47,400"
"Griffin, Tim (R-AR)","$47,134"
"Pelosi, Nancy (D-CA)","$47,000"
"Perlmutter, Ed (D-CO)","$46,831"
"Hall, Ralph (R-TX)","$46,500"
"Schiff, Adam (D-CA)","$46,250"
"Carter, John (R-TX)","$45,500"
"Murphy, Christopher S (D-CT)","$44,000"
"Dent, Charlie (R-PA)","$43,500"
"Johnson, Sam (R-TX)","$42,750"
"Schultz, Debbie Wasserman (D-FL)","$42,650"
"Fattah, Chaka (D-PA)","$42,500"
"Hurt, Robert (R-VA)","$42,400"
"Barrow, John (D-GA)","$41,750"
"Scott, Tim (R-SC)","$41,750"
"Culberson, John (R-TX)","$40,500"
"Sutton, Betty Sue (D-OH)","$40,500"
"Jones, Walter B Jr (R-NC)","$40,000"
"Rehberg, Denny (R-MT)","$40,000"
"Westmoreland, Lynn A (R-GA)","$39,000"
"Walden, Greg (R-OR)","$38,500"
"Hirono, Mazie K (D-HI)","$38,400"
"Buerkle, Ann Marie (R-NY)","$38,300"
"Lowey, Nita M (D-NY)","$38,100"
"Crowley, Joseph (D-NY)","$37,750"
"Olson, Pete (R-TX)","$36,800"
"Quayle, Ben (R-AZ)","$36,750"
"Donnelly, Joe (D-IN)","$36,583"
"Sewell, Terri A (D-AL)","$36,500"
"Meehan, Patrick (R-PA)","$35,950"
"Barber, Ron (D-AZ)","$35,500"
"Harper, Gregg (R-MS)","$35,500"
"Simpson, Mike (R-ID)","$35,300"
"DeLauro, Rosa L (D-CT)","$35,000"
"Pompeo, Mike (R-KS)","$35,000"
"Reichert, Dave (R-WA)","$35,000"
"Cicilline, David (D-RI)","$34,999"
"McKinley, David (R-WV)","$34,750"
"Schweikert, David (R-AZ)","$33,800"
"Butterfield, G K (D-NC)","$33,500"
"Bishop, Rob (R-UT)","$33,000"
"Ryan, Paul (R-WI)","$32,950"
"Womack, Steve (R-AR)","$32,500"
"Roskam, Peter (R-IL)","$31,950"
"Johnson, Hank (D-GA)","$31,500"
"Emerson, Jo Ann (R-MO)","$31,000"
"Pingree, Chellie (D-ME)","$31,000"
"Hahn, Janice (D-CA)","$30,750"
"Matheson, Jim (D-UT)","$30,500"
"Kinzinger, Adam (R-IL)","$30,250"
"Clarke, Yvette D (D-NY)","$29,500"
"Upton, Fred (R-MI)","$29,500"
"Stivers, Steve (R-OH)","$29,300"
"Gingrey, Phil (R-GA)","$29,000"
"Sessions, Pete (R-TX)","$29,000"
"Blackburn, Marsha (R-TN)","$28,750"
"Royce, Ed (R-CA)","$28,400"
"Terry, Lee (R-NE)","$28,300"
"Chandler, Ben (D-KY)","$28,250"
"Bordallo, Madeleine Z (D-GU)","$28,150"
"Fitzpatrick, Michael G (R-PA)","$28,100"
"Becerra, Xavier (D-CA)","$28,000"
"Canseco, Quico (R-TX)","$28,000"
"Smith, Lamar (R-TX)","$27,750"
"Goodlatte, Bob (R-VA)","$27,500"
"Keating, Bill (D-MA)","$27,500"
"Berkley, Shelley (D-NV)","$27,000"
"Chaffetz, Jason (R-UT)","$27,000"
"Davis, Geoff (R-KY)","$27,000"
"Duncan, Jeff (R-SC)","$27,000"
"Reed, Tom (R-NY)","$27,000"
"Adams, Sandy (R-FL)","$26,800"
"Hinchey, Maurice (D-NY)","$26,750"
"Diaz-Balart, Mario (R-FL)","$26,500"
"Hensarling, Jeb (R-TX)","$26,500"
"Huizenga, Bill (R-MI)","$26,500"
"Johnson, Eddie Bernice (D-TX)","$26,500"
"Nunes, Devin (R-CA)","$26,500"
"Schock, Aaron (R-IL)","$26,500"
"Rodgers, Cathy McMorris (R-WA)","$26,100"
"Hastings, Doc (R-WA)","$26,050"
"Marchant, Kenny (R-TX)","$26,000"
"Stutzman, Marlin (R-IN)","$26,000"
"Alexander, Rodney (R-LA)","$25,000"
"Marino, Tom (R-PA)","$25,000"
"Gerlach, Jim (R-PA)","$24,583"
"Guthrie, Brett (R-KY)","$24,500"
"Himes, Jim (D-CT)","$24,500"
"Ribble, Reid (R-WI)","$24,250"
"Brady, Kevin (R-TX)","$24,000"
"Griffith, Morgan (R-VA)","$24,000"
"Honda, Mike (D-CA)","$23,750"
"Richmond, Cedric (D-LA)","$23,500"
"Sherman, Brad (D-CA)","$23,500"
"Cooper, Jim (D-TN)","$23,000"
"Manzullo, Don (R-IL)","$23,000"
"Whitfield, Ed (R-KY)","$23,000"
"Eshoo, Anna (D-CA)","$22,250"
"Johnson, Bill (R-OH)","$22,000"
"Lewis, John (D-GA)","$22,000"
"Pearce, Steve (R-NM)","$22,000"
"Walsh, Joe (R-IL)","$22,000"
"Campbell, John (R-CA)","$21,500"
"Smith, Adrian (R-NE)","$21,500"
"Flake, Jeff (R-AZ)","$21,300"
"Southerland, Steve (R-FL)","$21,286"
"Berg, Rick (R-ND)","$21,250"
"Noem, Kristi (R-SD)","$21,000"
"Jenkins, Lynn (R-KS)","$20,500"
"Bishop, Timothy H (D-NY)","$20,000"
"Chabot, Steve (R-OH)","$20,000"
"Renacci, Jim (R-OH)","$19,750"
"Gardner, Cory (R-CO)","$19,500"
"Graves, Tom (R-GA)","$19,500"
"Thompson, Mike (D-CA)","$19,250"
"Bachus, Spencer (R-AL)","$18,500"
"Graves, Sam (R-MO)","$18,500"
"Higgins, Brian M (D-NY)","$18,500"
"Shimkus, John (R-IL)","$18,500"
"Yoder, Kevin (R-KS)","$18,500"
"Bilirakis, Gus (R-FL)","$18,250"
"Edwards, Donna (D-MD)","$18,250"
"Dingell, John D (D-MI)","$18,000"
"Dold, Bob (R-IL)","$18,000"
"Olver, John W (D-MA)","$18,000"
"Braley, Bruce (D-IA)","$17,600"
"Garrett, Scott (R-NJ)","$17,500"
"Webster, Daniel (R-FL)","$17,500"
"Bonamici, Suzanne (D-OR)","$17,250"
"Fortenberry, Jeff (R-NE)","$17,250"
"Capps, Lois (D-CA)","$17,150"
"Black, Diane (R-TN)","$17,000"
"Castor, Kathy (D-FL)","$17,000"
"Clay, William L Jr (D-MO)","$17,000"
"Lujan, Ben Ray (D-NM)","$17,000"
"Napolitano, Grace (D-CA)","$17,000"
"Petri, Tom (R-WI)","$17,000"
"Fleischmann, Chuck (R-TN)","$16,750"
"Schwartz, Allyson (D-PA)","$16,750"
"Scott, Bobby (D-VA)","$16,750"
"Benishek, Dan (R-MI)","$16,500"
"Kind, Ron (D-WI)","$16,250"
"Schrader, Kurt (D-OR)","$16,050"
"Brady, Robert A (D-PA)","$16,000"
"Burgess, Michael (R-TX)","$16,000"
"McGovern, James P (D-MA)","$16,000"
"Barton, Joe (R-TX)","$15,500"
"Carson, Andre (D-IN)","$15,500"
"Gonzalez, Charlie A (D-TX)","$15,500"
"Green, Gene (D-TX)","$15,500"
"Jordan, Jim (R-OH)","$15,000"
"Meeks, Gregory W (D-NY)","$15,000"
"Murphy, Tim (R-PA)","$15,000"
"McNerney, Jerry (D-CA)","$14,750"
"Bass, Karen (D-CA)","$14,500"
"Lucas, Frank D (R-OK)","$14,250"
"Baca, Joe (D-CA)","$14,000"
"Gowdy, Trey (R-SC)","$14,000"
"LaTourette, Steve (R-OH)","$14,000"
"Moore, Gwen (D-WI)","$14,000"
"Buchanan, Vernon (R-FL)","$13,750"
"Capuano, Michael E (D-MA)","$13,500"
"Cleaver, Emanuel (D-MO)","$13,500"
"Cravaack, Chip (R-MN)","$13,500"
"Cummings, Elijah E (D-MD)","$13,500"
"Flores, Bill (R-TX)","$13,500"
"Tonko, Paul (D-NY)","$13,500"
"Tierney, John F (D-MA)","$13,450"
"Peters, Gary (D-MI)","$13,300"
"Denham, Jeff (R-CA)","$13,250"
"Miller, Candice S (R-MI)","$13,050"
"Hultgren, Randy (R-IL)","$13,000"
"Lynch, Stephen F (D-MA)","$13,000"
"Markey, Ed (D-MA)","$13,000"
"Matsui, Doris O (D-CA)","$13,000"
"Duffy, Sean P (R-WI)","$12,800"
"Altmire, Jason (D-PA)","$12,500"
"DelBene, Suzan (D-WA)","$12,500"
"Ross, Mike (D-AR)","$12,500"
"Waxman, Henry (D-CA)","$12,500"
"Amodei, Mark (R-NV)","$12,250"
"Boswell, Leonard (D-IA)","$12,000"
"Kelly, Mike (R-PA)","$12,000"
"Lipinski, Daniel (D-IL)","$12,000"
"Neugebauer, Randy (R-TX)","$12,000"
"Price, Tom (R-GA)","$12,000"
"Doyle, Mike (D-PA)","$11,800"
"Ellmers, Renee (R-NC)","$11,500"
"Fudge, Marcia L (D-OH)","$11,500"
"Hanna, Richard (R-NY)","$11,500"
"McDermott, Jim (D-WA)","$11,500"
"Rahall, Nick (D-WV)","$11,500"
"Walberg, Tim (R-MI)","$11,250"
"Duncan, John J Jr (R-TN)","$11,000"
"Rokita, Todd (R-IN)","$11,000"
"Welch, Peter (D-VT)","$11,000"
"Broun, Paul (R-GA)","$10,906"
"Gosar, Paul (R-AZ)","$10,750"
"Paulsen, Erik (R-MN)","$10,500"
"Sullivan, John (R-OK)","$10,500"
"McCarthy, Carolyn (D-NY)","$10,450"
"Bono Mack, Mary (R-CA)","$10,000"
"Lofgren, Zoe (D-CA)","$10,000"
"Roybal-Allard, Lucille (D-CA)","$10,000"
"Scott, David (D-GA)","$10,000"
"Stearns, Cliff (R-FL)","$9,800"
"Grimm, Michael (R-NY)","$9,750"
"Labrador, Raul (R-ID)","$9,500"
"Engel, Eliot L (D-NY)","$9,250"
"Carney, John (D-DE)","$9,000"
"Mack, Connie (R-FL)","$9,000"
"Sarbanes, John (D-MD)","$9,000"
"Tipton, Scott (R-CO)","$9,000"
"Watt, Melvin L (D-NC)","$9,000"
"Lankford, James (R-OK)","$8,500"
"Maloney, Carolyn B (D-NY)","$8,500"
"Beutler, Jaime Herrera (R-WA)","$8,059"
"Chu, Judy (D-CA)","$8,000"
"Clarke, Hansen (D-MI)","$8,000"
"Harris, Andy (R-MD)","$8,000"
"Holden, Tim (D-PA)","$8,000"
"Poe, Ted (R-TX)","$8,000"
"Ross, Dennis (R-FL)","$8,000"
"DeGette, Diana (D-CO)","$7,500"
"Holt, Rush (D-NJ)","$7,500"
"Smith, Chris (R-NJ)","$7,300"
"Bucshon, Larry (R-IN)","$7,250"
"Hayworth, Nan (R-NY)","$7,250"
"Blumenauer, Earl (D-OR)","$7,000"
"Burton, Dan (R-IN)","$7,000"
"Ackerman, Gary (D-NY)","$6,500"
"Biggert, Judy (R-IL)","$6,500"
"Long, Billy (R-MO)","$6,500"
"Luetkemeyer, Blaine (R-MO)","$6,500"
"Michaud, Mike (D-ME)","$6,500"
"Mulvaney, Mick (R-SC)","$6,500"
"Young, Don (R-AK)","$6,250"
"Coble, Howard (R-NC)","$6,000"
"DeFazio, Peter (D-OR)","$6,000"
"Farr, Sam (D-CA)","$6,000"
"Frank, Barney (D-MA)","$6,000"
"Landry, Jeff (R-LA)","$6,000"
"McCollum, Betty (D-MN)","$6,000"
"Miller, Brad (D-NC)","$6,000"
"Myrick, Sue (R-NC)","$6,000"
"Pitts, Joe (R-PA)","$6,000"
"Thompson, Glenn (R-PA)","$5,750"
"Latta, Robert E (R-OH)","$5,700"
"Boren, Dan (D-OK)","$5,500"
"Scalise, Steve (R-LA)","$5,500"
"Farenthold, Blake (R-TX)","$5,250"
"Filner, Bob (D-CA)","$5,000"
"Herger, Wally (R-CA)","$5,000"
"McHenry, Patrick (R-NC)","$5,000"
"Sensenbrenner, Jim (R-WI)","$5,000"
"Velazquez, Nydia M (D-NY)","$5,000"
"Richardson, Laura (D-CA)","$4,999"
"McClintock, Tom (R-CA)","$4,650"
"Cassidy, Bill (R-LA)","$4,500"
"Hinojosa, Ruben (D-TX)","$4,500"
"Baldwin, Tammy (D-WI)","$4,115"
"Barletta, Lou (R-PA)","$4,000"
"Desjarlais, Scott (R-TN)","$4,000"
"Huelskamp, Tim (R-KS)","$4,000"
"Jackson Lee, Sheila (D-TX)","$4,000"
"Lummis, Cynthia (R-WY)","$4,000"
"Miller, Gary (R-CA)","$4,000"
"Nugent, Richard (R-FL)","$4,000"
"Peterson, Collin (D-MN)","$4,000"
"Rush, Bobby L (D-IL)","$4,000"
"Schakowsky, Jan (D-IL)","$4,000"
"Schmidt, Jean (R-OH)","$4,000"
"Serrano, Jose E (D-NY)","$4,000"
"Towns, Edolphus (D-NY)","$4,000"
"Wilson, Frederica (D-FL)","$4,000"
"Carnahan, Russ (D-MO)","$3,750"
"Rohrabacher, Dana (R-CA)","$3,650"
"Gutierrez, Luis V (D-IL)","$3,500"
"Kucinich, Dennis (D-OH)","$3,500"
"Lance, Leonard (R-NJ)","$3,500"
"Pallone, Frank Jr (D-NJ)","$3,500"
"King, Steven A (R-IA)","$3,250"
"Conyers, John Jr (D-MI)","$3,000"
"Davis, Danny K (D-IL)","$3,000"
"Dreier, David (R-CA)","$3,000"
"Foxx, Virginia (R-NC)","$3,000"
"Grijalva, Raul M (D-AZ)","$3,000"
"Massie, Thomas (R-KY)","$3,000"
"McCotter, Thaddeus G (R-MI)","$3,000"
"Woodall, Rob (R-GA)","$3,000"
"Ellison, Keith (D-MN)","$2,750"
"Inslee, Jay (D-WA)","$2,500"
"Shuler, Heath (D-NC)","$2,500"
"Jackson, Jesse Jr (D-IL)","$2,250"
"Lee, Barbara (D-CA)","$2,250"
"Capito, Shelley Moore (R-WV)","$2,000"
"Christian-Christensen, Donna (D-VI)","$2,000"
"Costello, Jerry F (D-IL)","$2,000"
"Deutch, Ted (D-FL)","$2,000"
"Gohmert, Louis B Jr (R-TX)","$2,000"
"Hastings, Alcee L (D-FL)","$2,000"
"Payne, Donald M (D-NJ)","$2,000"
"Payne, Donald M Jr (D-NJ)","$2,000"
"Pence, Mike (R-IN)","$2,000"
"Polis, Jared (D-CO)","$2,000"
"Rangel, Charles B (D-NY)","$2,000"
"Rivera, David (R-FL)","$2,000"
"Sanchez, Linda (D-CA)","$2,000"
"Speier, Jackie (D-CA)","$2,000"
"Gallegly, Elton (R-CA)","$1,700"
"Amash, Justin (R-MI)","$1,400"
"Yarmuth, John A (D-KY)","$1,250"
"Crawford, Rick (R-AR)","$1,000"
"Gibbs, Bob (R-OH)","$1,000"
"Pierluisi, Pedro (D-PR)","$1,000"
"Quigley, Mike (D-IL)","$1,000"
"Woolsey, Lynn (D-CA)","$1,000"
"Wu, David (D-OR)","$1,000"
"Norton, Eleanor Holmes (D-DC)",$750
"Costa, Jim (D-CA)",$500
"Waters, Maxine (D-CA)",$500
"Walz, Tim (D-MN)",$250
"Lee, Christopher J (R-NY)","-$3,800"
"Brown, Scott (R-MA)","$289,638"
"Nelson, Bill (D-FL)","$185,550"
"Gillibrand, Kirsten (D-NY)","$157,964"
"Feinstein, Dianne (D-CA)","$141,126"
"Casey, Bob (D-PA)","$109,175"
"Manchin, Joe (D-WV)","$101,000"
"Lugar, Richard G (R-IN)","$99,300"
"Wicker, Roger (R-MS)","$93,400"
"Mikulski, Barbara A (D-MD)","$87,250"
"Hatch, Orrin G (R-UT)","$86,750"
"Brown, Sherrod (D-OH)","$83,650"
"Collins, Susan M (R-ME)","$72,500"
"Tester, Jon (D-MT)","$72,250"
"Inhofe, James M (R-OK)","$71,150"
"Barrasso, John A (R-WY)","$66,000"
"McConnell, Mitch (R-KY)","$64,900"
"Cardin, Ben (D-MD)","$60,050"
"Udall, Mark (D-CO)","$59,900"
"Stabenow, Debbie (D-MI)","$59,200"
"Shelby, Richard C (R-AL)","$58,500"
"Carper, Tom (D-DE)","$58,000"
"Chambliss, Saxby (R-GA)","$56,500"
"McCaskill, Claire (D-MO)","$55,000"
"Warner, Mark (D-VA)","$54,500"
"Menendez, Robert (D-NJ)","$53,500"
"Whitehouse, Sheldon (D-RI)","$49,600"
"Corker, Bob (R-TN)","$47,250"
"Coats, Dan (R-IN)","$46,550"
"Snowe, Olympia (R-ME)","$45,100"
"Hagan, Kay R (D-NC)","$37,750"
"Graham, Lindsey (R-SC)","$36,800"
"Heller, Dean (R-NV)","$36,750"
"Inouye, Daniel K (D-HI)","$36,500"
"Cantwell, Maria (D-WA)","$35,725"
"Portman, Rob (R-OH)","$30,250"
"Ayotte, Kelly (R-NH)","$29,500"
"Landrieu, Mary L (D-LA)","$26,400"
"Cornyn, John (R-TX)","$26,050"
"Rubio, Marco (R-FL)","$25,325"
"Kirk, Mark (R-IL)","$21,500"
"Nelson, Ben (D-NE)","$21,350"
"Shaheen, Jeanne (D-NH)","$21,000"
"Vitter, David (R-LA)","$21,000"
"Begich, Mark (D-AK)","$17,500"
"Cochran, Thad (R-MS)","$17,500"
"Johnson, Tim (D-SD)","$17,000"
"Hoeven, John (R-ND)","$15,500"
"Blunt, Roy (R-MO)","$15,400"
"Blumenthal, Richard (D-CT)","$15,250"
"Moran, Jerry (R-KS)","$15,000"
"Leahy, Patrick (D-VT)","$14,800"
"Murkowski, Lisa (R-AK)","$13,000"
"Schumer, Charles E (D-NY)","$13,000"
"Baucus, Max (D-MT)","$12,500"
"Durbin, Dick (D-IL)","$12,500"
"Thune, John (R-SD)","$12,250"
"Sessions, Jeff (R-AL)","$12,000"
"Murray, Patty (D-WA)","$11,500"
"Reid, Harry (D-NV)","$11,500"
"Isakson, Johnny (R-GA)","$10,500"
"Udall, Tom (D-NM)","$9,750"
"Pryor, Mark (D-AR)","$9,500"
"Rockefeller, Jay (D-WV)","$8,500"
"Klobuchar, Amy (D-MN)","$7,900"
"Harkin, Tom (D-IA)","$7,000"
"Bennet, Michael (D-CO)","$6,500"
"Coons, Chris (D-DE)","$6,000"
"Alexander, Lamar (R-TN)","$5,000"
"Grassley, Chuck (R-IA)","$5,000"
"Kerry, John (D-MA)","$5,000"
"Risch, James E (R-ID)","$5,000"
"Reed, Jack (D-RI)","$4,250"
"Toomey, Pat (R-PA)","$4,000"
"Lautenberg, Frank (D-NJ)","$3,800"
"Lee, Mike (R-UT)","$3,500"
"Roberts, Pat (R-KS)","$3,250"
"DeMint, Jim (R-SC)","$2,500"
"Franken, Al (D-MN)","$2,300"
"Hutchison, Kay Bailey (R-TX)","$2,300"
"Sanders, Bernie (I-VT)","$1,200"
"Ensign, John (R-NV)","$1,000"
"Johanns, Mike (R-NE)","$1,000"
"Johnson, Ron (R-WI)",$500
"Merkley, Jeff (D-OR)",$500
"Bingaman, Jeff (D-NM)",-$500
"Boxer, Barbara (D-CA)","-$1,000"
"Lieberman, Joe (I-CT)","-$1,600"
"McCain, John (R-AZ)","-$2,000"
"Webb, Jim (D-VA)","-$3,300"
"Burr, Richard (R-NC)","-$20,000"
